Year,UNIT_MEASURE,Area,Regions,Value
2012,Percent,Population of urban areas,Kostanay,100.0
2012,Percent,Population of urban areas,Kyzylorda,99.9
2012,Percent,Population of urban areas,Mangistau,99.8
2012,Percent,Population of urban areas,Ontustik Kazakhstan,100.0
2012,Percent,Population of urban areas,Pavlodar,99.9
2012,Percent,Population of urban areas,Soltustik Kazakhstan,99.9
2012,Percent,Population of urban areas,Shygys Kazakhstan,99.8
2012,Percent,Population of urban areas,Nur-Sultan city,99.6
2012,Percent,Population of rural areas,,99.5
2012,Percent,Population of rural areas,Akmola,99.9
2012,Percent,Population of rural areas,Aktobe,99.9
2012,Percent,Population of rural areas,Almaty,100.0
2012,Percent,Population of rural areas,Atyrau,99.7
2012,Percent,Population of rural areas,Batys Kazakhstan,99.7
2012,Percent,Population of rural areas,Zhambyl,99.7
2012,Percent,Population of rural areas,Karagandy,99.5
2012,Percent,Population of rural areas,Kostanay,99.8
2012,Percent,Population of rural areas,Kyzylorda,99.7
2012,Percent,Population of rural areas,Mangistau,99.8
2012,Percent,Population of rural areas,Ontustik Kazakhstan,99.1
2012,Percent,Population of rural areas,Pavlodar,99.1
2012,Percent,Population of rural areas,Soltustik Kazakhstan,99.9
2012,Percent,Population of rural areas,Shygys Kazakhstan,99.4
2013,Percent,,,99.8
2013,Percent,,Akmola,99.9
2013,Percent,,Aktobe,100.0
2013,Percent,,Almaty,100.0
2013,Percent,,Atyrau,100.0
2013,Percent,,Batys Kazakhstan,99.8
2013,Percent,,Zhambyl,99.8
2013,Percent,,Karagandy,99.8
2013,Percent,,Kostanay,100.0
2013,Percent,,Kyzylorda,99.6
2013,Percent,,Mangistau,99.7
2013,Percent,,Ontustik Kazakhstan,99.8
2013,Percent,,Pavlodar,99.9
2013,Percent,,Soltustik Kazakhstan,99.9
2013,Percent,,Shygys Kazakhstan,99.8
2013,Percent,,Nur-Sultan city,99.5
2013,Percent,,Almaty city,100.0
2013,Percent,Population of urban areas,,99.8
2013,Percent,Population of urban areas,Akmola,100.0
2013,Percent,Population of urban areas,Aktobe,100.0
2013,Percent,Population of urban areas,Almaty,100.0
2013,Percent,Population of urban areas,Atyrau,100.0
2013,Percent,Population of urban areas,Batys Kazakhstan,99.8
2013,Percent,Population of urban areas,Zhambyl,100.0
2013,Percent,Population of urban areas,Karagandy,99.8
2013,Percent,Population of urban areas,Kostanay,100.0
2013,Percent,Population of urban areas,Kyzylorda,99.4
2013,Percent,Population of urban areas,Mangistau,99.7
2013,Percent,Population of urban areas,Ontustik Kazakhstan,99.7
2013,Percent,Population of urban areas,Pavlodar,99.9
2013,Percent,Population of urban areas,Soltustik Kazakhstan,100.0
2013,Percent,Population of urban areas,Shygys Kazakhstan,99.8
2013,Percent,Population of urban areas,Nur-Sultan city,99.5
2013,Percent,Population of urban areas,Almaty city,100.0
2013,Percent,Population of rural areas,,99.8
2013,Percent,Population of rural areas,Akmola,99.9
2013,Percent,Population of rural areas,Aktobe,99.9
2013,Percent,Population of rural areas,Almaty,100.0
2013,Percent,Population of rural areas,Atyrau,99.8
2013,Percent,Population of rural areas,Batys Kazakhstan,99.7
2013,Percent,Population of rural areas,Zhambyl,99.4
2013,Percent,Population of rural areas,Karagandy,99.4
2013,Percent,Population of rural areas,Kostanay,100.0
2013,Percent,Population of rural areas,Kyzylorda,99.8
2013,Percent,Population of rural areas,Mangistau,99.7
2013,Percent,Population of rural areas,Ontustik Kazakhstan,99.9
2013,Percent,Population of rural areas,Pavlodar,99.3
2013,Percent,Population of rural areas,Soltustik Kazakhstan,99.8
2013,Percent,Population of rural areas,Shygys Kazakhstan,99.8
2014,Percent,,,99.7
2014,Percent,,Akmola,99.9
2014,Percent,,Aktobe,100.0
2014,Percent,,Almaty,100.0
2014,Percent,,Atyrau,99.9
2014,Percent,,Batys Kazakhstan,99.8
2014,Percent,,Zhambyl,99.7
2014,Percent,,Karagandy,99.8
2014,Percent,,Kostanay,99.9
2014,Percent,,Kyzylorda,98.8
2014,Percent,,Mangistau,99.8
2014,Percent,,Ontustik Kazakhstan,99.4
2014,Percent,,Pavlodar,99.9
2014,Percent,,Soltustik Kazakhstan,99.7
2014,Percent,,Shygys Kazakhstan,99.9
2014,Percent,,Nur-Sultan city,99.7
2014,Percent,,Almaty city,99.9
2014,Percent,Population of urban areas,,99.8
2014,Percent,Population of urban areas,Akmola,99.9
2014,Percent,Population of urban areas,Aktobe,100.0
2014,Percent,Population of urban areas,Almaty,100.0
2014,Percent,Population of urban areas,Atyrau,99.9
2014,Percent,Population of urban areas,Batys Kazakhstan,99.8
2014,Percent,Population of urban areas,Zhambyl,99.7
2014,Percent,Population of urban areas,Karagandy,99.8
2014,Percent,Population of urban areas,Kostanay,100.0
2014,Percent,Population of urban areas,Kyzylorda,98.6
2014,Percent,Population of urban areas,Mangistau,99.8
2014,Percent,Population of urban areas,Ontustik Kazakhstan,99.4
2014,Percent,Population of urban areas,Pavlodar,99.9
2014,Percent,Population of urban areas,Soltustik Kazakhstan,99.8
2014,Percent,Population of urban areas,Shygys Kazakhstan,99.9
2014,Percent,Population of urban areas,Nur-Sultan city,99.7
2014,Percent,Population of urban areas,Almaty city,99.9
2014,Percent,Population of rural areas,,99.5
2014,Percent,Population of rural areas,Akmola,100.0
2014,Percent,Population of rural areas,Aktobe,99.9
2014,Percent,Population of rural areas,Almaty,100.0
2014,Percent,Population of rural areas,Atyrau,99.9
2014,Percent,Population of rural areas,Batys Kazakhstan,99.6
2014,Percent,Population of rural areas,Zhambyl,99.6
2014,Percent,Population of rural areas,Karagandy,99.6
2014,Percent,Population of rural areas,Kostanay,99.7
2014,Percent,Population of rural areas,Kyzylorda,99.0
2014,Percent,Population of rural areas,Mangistau,99.5
2014,Percent,Population of rural areas,Ontustik Kazakhstan,99.3
2014,Percent,Population of rural areas,Pavlodar,99.8
2014,Percent,Population of rural areas,Soltustik Kazakhstan,99.4
2014,Percent,Population of rural areas,Shygys Kazakhstan,99.4
2015,Percent,,,99.5
2015,Percent,,Akmola,100.0
2015,Percent,,Aktobe,100.0
2015,Percent,,Almaty,100.0
2015,Percent,,Atyrau,99.9
2015,Percent,,Batys Kazakhstan,99.8
2015,Percent,,Zhambyl,99.8
2015,Percent,,Karagandy,99.7
2015,Percent,,Kostanay,99.9
2015,Percent,,Kyzylorda,98.9
2015,Percent,,Mangistau,99.6
2015,Percent,,Ontustik Kazakhstan,98.3
2015,Percent,,Pavlodar,99.9
2015,Percent,,Soltustik Kazakhstan,99.9
2015,Percent,,Shygys Kazakhstan,99.9
2015,Percent,,Nur-Sultan city,99.7
2015,Percent,,Almaty city,100.0
2015,Percent,Population of urban areas,,99.8
2015,Percent,Population of urban areas,Akmola,99.9
2015,Percent,Population of urban areas,Aktobe,100.0
2015,Percent,Population of urban areas,Almaty,100.0
2015,Percent,Population of urban areas,Atyrau,99.9
2015,Percent,Population of urban areas,Batys Kazakhstan,99.8
2015,Percent,Population of urban areas,Zhambyl,99.8
2015,Percent,Population of urban areas,Karagandy,99.8
2015,Percent,Population of urban areas,Kostanay,99.9
2015,Percent,Population of urban areas,Kyzylorda,99.1
2015,Percent,Population of urban areas,Mangistau,99.7
2015,Percent,Population of urban areas,Ontustik Kazakhstan,99.8
2015,Percent,Population of urban areas,Pavlodar,99.9
2015,Percent,Population of urban areas,Soltustik Kazakhstan,99.9
2015,Percent,Population of urban areas,Shygys Kazakhstan,99.9
2015,Percent,Population of urban areas,Nur-Sultan city,99.7
2015,Percent,Population of urban areas,Almaty city,100.0
2015,Percent,Population of rural areas,,98.2
2015,Percent,Population of rural areas,Akmola,100.0
2015,Percent,Population of rural areas,Aktobe,100.0
2015,Percent,Population of rural areas,Almaty,100.0
2015,Percent,Population of rural areas,Atyrau,99.4
2015,Percent,Population of rural areas,Batys Kazakhstan,99.8
2015,Percent,Population of rural areas,Zhambyl,99.7
2015,Percent,Population of rural areas,Karagandy,99.0
2015,Percent,Population of rural areas,Kostanay,99.8
2015,Percent,Population of rural areas,Kyzylorda,98.7
2015,Percent,Population of rural areas,Mangistau,99.0
2015,Percent,Population of rural areas,Ontustik Kazakhstan,96.2
2015,Percent,Population of rural areas,Pavlodar,99.3
2015,Percent,Population of rural areas,Soltustik Kazakhstan,99.9
2015,Percent,Population of rural areas,Shygys Kazakhstan,99.4
2016,Percent,,,99.9
2016,Percent,,Akmola,99.9
2016,Percent,,Aktobe,100.0
2016,Percent,,Almaty,100.0
2016,Percent,,Atyrau,99.9
2016,Percent,,Batys Kazakhstan,99.7
2016,Percent,,Zhambyl,99.7
2016,Percent,,Karagandy,99.7
2016,Percent,,Kostanay,100.0
2016,Percent,,Kyzylorda,99.3
2016,Percent,,Mangistau,99.7
2016,Percent,,Ontustik Kazakhstan,100.0
2016,Percent,,Pavlodar,99.7
2016,Percent,,Soltustik Kazakhstan,99.8
2016,Percent,,Shygys Kazakhstan,99.9
2016,Percent,,Nur-Sultan city,99.8
2016,Percent,,Almaty city,100.0
2016,Percent,Population of urban areas,,99.8
2016,Percent,Population of urban areas,Akmola,99.8
2016,Percent,Population of urban areas,Aktobe,100.0
2016,Percent,Population of urban areas,Almaty,99.9
2016,Percent,Population of urban areas,Atyrau,99.9
2016,Percent,Population of urban areas,Batys Kazakhstan,99.8
2016,Percent,Population of urban areas,Zhambyl,99.8
2016,Percent,Population of urban areas,Karagandy,99.7
2016,Percent,Population of urban areas,Kostanay,100.0
2016,Percent,Population of urban areas,Kyzylorda,98.7
2016,Percent,Population of urban areas,Mangistau,99.8
2016,Percent,Population of urban areas,Ontustik Kazakhstan,100.0
2016,Percent,Population of urban areas,Pavlodar,99.6
2016,Percent,Population of urban areas,Soltustik Kazakhstan,99.9
2016,Percent,Population of urban areas,Shygys Kazakhstan,99.9
2016,Percent,Population of urban areas,Nur-Sultan city,100.0
2016,Percent,Population of urban areas,Almaty city,100.0
2016,Percent,Population of rural areas,,99.9
2016,Percent,Population of rural areas,Akmola,100.0
2016,Percent,Population of rural areas,Aktobe,99.9
2016,Percent,Population of rural areas,Almaty,99.9
2016,Percent,Population of rural areas,Atyrau,99.9
2016,Percent,Population of rural areas,Batys Kazakhstan,99.9
2016,Percent,Population of rural areas,Zhambyl,99.9
2016,Percent,Population of rural areas,Karagandy,99.7
2016,Percent,Population of rural areas,Kostanay,99.9
2016,Percent,Population of rural areas,Kyzylorda,99.8
2016,Percent,Population of rural areas,Mangistau,100.0
2016,Percent,Population of rural areas,Ontustik Kazakhstan,99.1
2016,Percent,Population of rural areas,Pavlodar,99.9
2016,Percent,Population of rural areas,Soltustik Kazakhstan,99.7
2016,Percent,Population of rural areas,Shygys Kazakhstan,99.9
2017,Percent,,,99.9
2017,Percent,,Akmola,99.8
2017,Percent,,Aktobe,100.0
2017,Percent,,Almaty,99.9
2017,Percent,,Atyrau,100.0
2017,Percent,,Batys Kazakhstan,99.7
2017,Percent,,Zhambyl,99.9
2017,Percent,,Karagandy,99.7
2017,Percent,,Kostanay,100.0
2017,Percent,,Kyzylorda,100.0
2017,Percent,,Mangistau,99.7
2017,Percent,,Ontustik Kazakhstan,99.8
2017,Percent,,Pavlodar,99.9
2017,Percent,,Soltustik Kazakhstan,99.8
2017,Percent,,Shygys Kazakhstan,99.9
2017,Percent,,Nur-Sultan city,99.9
2017,Percent,,Almaty city,100.0
2017,Percent,Population of urban areas,,99.9
2017,Percent,Population of urban areas,Akmola,99.2
2017,Percent,Population of urban areas,Aktobe,99.9
2017,Percent,Population of urban areas,Almaty,99.9
2017,Percent,Population of urban areas,Atyrau,99.9
2017,Percent,Population of urban areas,Batys Kazakhstan,99.6
2017,Percent,Population of urban areas,Zhambyl,99.9
2017,Percent,Population of urban areas,Karagandy,99.8
2017,Percent,Population of urban areas,Kostanay,99.9
2017,Percent,Population of urban areas,Kyzylorda,99.9
2017,Percent,Population of urban areas,Mangistau,99.7
2017,Percent,Population of urban areas,Ontustik Kazakhstan,99.7
2017,Percent,Population of urban areas,Pavlodar,99.9
2017,Percent,Population of urban areas,Soltustik Kazakhstan,99.8
2017,Percent,Population of urban areas,Shygys Kazakhstan,100.0
2017,Percent,Population of urban areas,Nur-Sultan city,100.0
2017,Percent,Population of urban areas,Almaty city,100.0
2017,Percent,Population of rural areas,,99.9
2017,Percent,Population of rural areas,Akmola,94.0
2017,Percent,Population of rural areas,Aktobe,100.0
2017,Percent,Population of rural areas,Almaty,99.9
2017,Percent,Population of rural areas,Atyrau,99.8
2017,Percent,Population of rural areas,Batys Kazakhstan,99.9
2017,Percent,Population of rural areas,Zhambyl,99.9
2017,Percent,Population of rural areas,Karagandy,98.2
2017,Percent,Population of rural areas,Kostanay,99.9
2017,Percent,Population of rural areas,Kyzylorda,99.9
2017,Percent,Population of rural areas,Mangistau,99.9
2017,Percent,Population of rural areas,Ontustik Kazakhstan,99.9
2017,Percent,Population of rural areas,Pavlodar,99.1
2017,Percent,Population of rural areas,Soltustik Kazakhstan,99.3
2017,Percent,Population of rural areas,Shygys Kazakhstan,99.4
2018,Percent,,,99.9
2018,Percent,,Akmola,99.9
2018,Percent,,Aktobe,100.0
2018,Percent,,Almaty,100.0
2018,Percent,,Atyrau,100.0
2018,Percent,,Batys Kazakhstan,99.8
2018,Percent,,Zhambyl,99.9
2018,Percent,,Karagandy,99.8
2018,Percent,,Kostanay,100.0
2018,Percent,,Kyzylorda,100.0
2018,Percent,,Mangistau,99.8
2018,Percent,,Pavlodar,99.9
2018,Percent,,Soltustik Kazakhstan,99.9
2018,Percent,,Turkistan,99.9
2018,Percent,,Shygys Kazakhstan,100.0
2018,Percent,,Nur-Sultan city,99.9
2018,Percent,,Almaty city,100.0
2018,Percent,,Shymkent city,99.9
2018,Percent,Population of urban areas,,99.902853582859
2018,Percent,Population of urban areas,Akmola,99.67732177069678
2018,Percent,Population of urban areas,Aktobe,99.57688453401626
2018,Percent,Population of urban areas,Almaty,99.95825360932336
2018,Percent,Population of urban areas,Atyrau,99.66018123667378
2018,Percent,Population of urban areas,Batys Kazakhstan,99.79395604395604
2018,Percent,Population of urban areas,Zhambyl,99.92751603010872
2018,Percent,Population of urban areas,Karagandy,99.71934271875423
2018,Percent,Population of urban areas,Kostanay,99.96871415163208
2018,Percent,Population of urban areas,Kyzylorda,99.7690736299849
2018,Percent,Population of urban areas,Mangistau,99.71410953528785
2018,Percent,Population of urban areas,Pavlodar,99.83043284248104
2018,Percent,Population of urban areas,Soltustik Kazakhstan,99.74137931034484
2018,Percent,Population of urban areas,Turkistan,99.15737211985596
2018,Percent,Population of urban areas,Shygys Kazakhstan,99.8578102782856
2018,Percent,Population of urban areas,Nur-Sultan city,99.8
2018,Percent,Population of urban areas,Almaty city,99.8
2018,Percent,Population of urban areas,Shymkent city,99.2
2018,Percent,Population of rural areas,,99.8
2018,Percent,Population of rural areas,Akmola,99.9
2018,Percent,Population of rural areas,Aktobe,99.9
2018,Percent,Population of rural areas,Almaty,100.0
2018,Percent,Population of rural areas,Atyrau,100.0
2018,Percent,Population of rural areas,Batys Kazakhstan,100.0
2018,Percent,Population of rural areas,Zhambyl,99.9
2018,Percent,Population of rural areas,Karagandy,99.6
2018,Percent,Population of rural areas,Kostanay,99.9
2018,Percent,Population of rural areas,Kyzylorda,99.7
2018,Percent,Population of rural areas,Mangistau,99.3
2018,Percent,Population of rural areas,Pavlodar,99.8
2018,Percent,Population of rural areas,Soltustik Kazakhstan,100.0
2018,Percent,Population of rural areas,Turkistan,99.7
2018,Percent,Population of rural areas,Shygys Kazakhstan,100.0
2019,Percent,,,99.9
2019,Percent,,Akmola,99.9
2019,Percent,,Aktobe,100.0
2019,Percent,,Almaty,100.0
2019,Percent,,Atyrau,100.0
2019,Percent,,Batys Kazakhstan,99.8
2019,Percent,,Zhambyl,99.9
2019,Percent,,Karagandy,99.9
2019,Percent,,Kostanay,100.0
2019,Percent,,Kyzylorda,100.0
2019,Percent,,Mangistau,99.9
2019,Percent,,Pavlodar,99.9
2019,Percent,,Soltustik Kazakhstan,99.9
2019,Percent,,Turkistan,99.9
2019,Percent,,Shygys Kazakhstan,100.0
2019,Percent,,Nur-Sultan city,100.0
2019,Percent,,Almaty city,100.0
2019,Percent,,Shymkent city,99.9
2019,Percent,Population of urban areas,,99.902853582859
2019,Percent,Population of urban areas,Akmola,99.8
2019,Percent,Population of urban areas,Aktobe,99.7
2019,Percent,Population of urban areas,Almaty,99.95825360932336
2019,Percent,Population of urban areas,Atyrau,99.8
2019,Percent,Population of urban areas,Batys Kazakhstan,99.9
2019,Percent,Population of urban areas,Zhambyl,99.92751603010872
2019,Percent,Population of urban areas,Karagandy,99.8
2019,Percent,Population of urban areas,Kostanay,99.96871415163208
2019,Percent,Population of urban areas,Kyzylorda,99.9
2019,Percent,Population of urban areas,Mangistau,99.8
2019,Percent,Population of urban areas,Pavlodar,99.9
2019,Percent,Population of urban areas,Soltustik Kazakhstan,99.8
2019,Percent,Population of urban areas,Turkistan,99.4
2019,Percent,Population of urban areas,Shygys Kazakhstan,99.8578102782856
2019,Percent,Population of urban areas,Nur-Sultan city,99.9
2019,Percent,Population of urban areas,Almaty city,99.9
2019,Percent,Population of urban areas,Shymkent city,99.3
2019,Percent,Population of rural areas,,99.8
2019,Percent,Population of rural areas,Akmola,99.9
2019,Percent,Population of rural areas,Aktobe,99.9
2019,Percent,Population of rural areas,Almaty,100.0
2019,Percent,Population of rural areas,Atyrau,100.0
2019,Percent,Population of rural areas,Batys Kazakhstan,100.0
2019,Percent,Population of rural areas,Zhambyl,99.9
2019,Percent,Population of rural areas,Karagandy,99.6
2019,Percent,Population of rural areas,Kostanay,99.9
2019,Percent,Population of rural areas,Kyzylorda,99.8
2019,Percent,Population of rural areas,Mangistau,99.4
2019,Percent,Population of rural areas,Pavlodar,99.9
2019,Percent,Population of rural areas,Soltustik Kazakhstan,100.0
2019,Percent,Population of rural areas,Turkistan,99.8
2019,Percent,Population of rural areas,Shygys Kazakhstan,100.0
