Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value
2012,Percent,Almaty city,,Population of urban areas,,9.8
2012,Percent,,,Population of rural areas,,37.9
2012,Percent,Akmola,,Population of rural areas,,25.2
2012,Percent,Aktobe,,Population of rural areas,,37.9
2012,Percent,Almaty,,Population of rural areas,,30.2
2012,Percent,Atyrau,,Population of rural areas,,13.2
2012,Percent,Batys Kazakhstan,,Population of rural areas,,47.0
2012,Percent,Zhambyl,,Population of rural areas,,40.7
2012,Percent,Karagandy,,Population of rural areas,,33.6
2012,Percent,Kostanay,,Population of rural areas,,56.8
2012,Percent,Kyzylorda,,Population of rural areas,,21.5
2012,Percent,Mangistau,,Population of rural areas,,2.8
2012,Percent,Ontustik Kazakhstan,,Population of rural areas,,45.3
2012,Percent,Pavlodar,,Population of rural areas,,50.9
2012,Percent,Soltustik Kazakhstan,,Population of rural areas,,49.3
2012,Percent,Shygys Kazakhstan,,Population of rural areas,,46.2
2012,Percent,,,,Y15,99.3
2012,Percent,,,,16-24,33.1
2012,Percent,,,,25-28,22.9
2012,Percent,,,,29-34,24.4
2012,Percent,,,,35-44,24.2
2012,Percent,,,,45-54,23.5
2012,Percent,,,,55-64,30.4
2012,Percent,,,,65 and older,62.6
2012,Percent,Akmola,,,Y15,73.9
2012,Percent,Akmola,,,16-24,18.5
2012,Percent,Akmola,,,25-28,14.8
2012,Percent,Akmola,,,29-34,17.7
2012,Percent,Akmola,,,35-44,22.5
2012,Percent,Akmola,,,45-54,22.6
2012,Percent,Akmola,,,55-64,18.2
2012,Percent,Akmola,,,65 and older,77.0
2012,Percent,Aktobe,,,16-24,38.8
2012,Percent,Aktobe,,,25-28,25.8
2012,Percent,Aktobe,,,29-34,22.4
2012,Percent,Aktobe,,,35-44,19.4
2012,Percent,Aktobe,,,45-54,22.3
2012,Percent,Aktobe,,,55-64,37.6
2012,Percent,Aktobe,,,65 and older,100.0
2012,Percent,Almaty,,,16-24,27.0
2012,Percent,Almaty,,,25-28,25.7
2012,Percent,Almaty,,,29-34,28.4
2012,Percent,Almaty,,,35-44,29.2
2012,Percent,Almaty,,,45-54,29.2
2012,Percent,Almaty,,,55-64,28.3
2012,Percent,Almaty,,,65 and older,36.0
2012,Percent,Atyrau,,,16-24,11.3
2012,Percent,Atyrau,,,25-28,5.8
2012,Percent,Atyrau,,,29-34,8.2
2012,Percent,Atyrau,,,35-44,9.7
2012,Percent,Atyrau,,,45-54,5.9
2012,Percent,Atyrau,,,55-64,7.3
2012,Percent,Batys Kazakhstan,,,16-24,28.2
2012,Percent,Batys Kazakhstan,,,25-28,31.4
2012,Percent,Batys Kazakhstan,,,29-34,24.2
2012,Percent,Batys Kazakhstan,,,35-44,27.5
2012,Percent,Batys Kazakhstan,,,45-54,25.6
2012,Percent,Batys Kazakhstan,,,55-64,42.1
2012,Percent,Batys Kazakhstan,,,65 and older,81.5
2012,Percent,Zhambyl,,,Y15,100.0
2012,Percent,Zhambyl,,,16-24,39.4
2012,Percent,Zhambyl,,,25-28,33.1
2012,Percent,Zhambyl,,,29-34,30.0
2012,Percent,Zhambyl,,,35-44,29.5
2012,Percent,Zhambyl,,,45-54,25.1
2012,Percent,Zhambyl,,,55-64,32.6
2012,Percent,Zhambyl,,,65 and older,36.3
2012,Percent,Karagandy,,,16-24,40.0
2012,Percent,Karagandy,,,25-28,22.3
2012,Percent,Karagandy,,,29-34,23.3
2012,Percent,Karagandy,,,35-44,20.6
2012,Percent,Karagandy,,,45-54,19.7
2012,Percent,Karagandy,,,55-64,33.0
2012,Percent,Karagandy,,,65 and older,76.2
2012,Percent,Kostanay,,,Y15,100.0
2012,Percent,Kostanay,,,16-24,57.5
2012,Percent,Kostanay,,,25-28,32.8
2012,Percent,Kostanay,,,29-34,31.7
2012,Percent,Kostanay,,,35-44,33.0
2012,Percent,Kostanay,,,45-54,34.1
2012,Percent,Kostanay,,,55-64,40.1
2012,Percent,Kostanay,,,65 and older,90.3
2012,Percent,Kyzylorda,,,16-24,20.8
2012,Percent,Kyzylorda,,,25-28,14.6
2012,Percent,Kyzylorda,,,29-34,19.4
2012,Percent,Kyzylorda,,,35-44,16.0
2012,Percent,Kyzylorda,,,45-54,15.5
2012,Percent,Kyzylorda,,,55-64,17.6
2012,Percent,Mangistau,,,16-24,1.8
2012,Percent,Mangistau,,,25-28,2.1
2012,Percent,Mangistau,,,29-34,1.4
2012,Percent,Mangistau,,,35-44,3.2
2012,Percent,Mangistau,,,45-54,3.6
2012,Percent,Mangistau,,,55-64,2.2
2012,Percent,Ontustik Kazakhstan,,,16-24,44.8
2012,Percent,Ontustik Kazakhstan,,,25-28,33.2
2012,Percent,Ontustik Kazakhstan,,,29-34,38.7
2012,Percent,Ontustik Kazakhstan,,,35-44,37.2
2012,Percent,Ontustik Kazakhstan,,,45-54,32.9
2012,Percent,Ontustik Kazakhstan,,,55-64,34.7
2012,Percent,Ontustik Kazakhstan,,,65 and older,38.4
2012,Percent,Pavlodar,,,Y15,100.0
2012,Percent,Pavlodar,,,16-24,41.0
2012,Percent,Pavlodar,,,25-28,24.3
2012,Percent,Pavlodar,,,29-34,30.2
2012,Percent,Pavlodar,,,35-44,22.9
2012,Percent,Pavlodar,,,45-54,22.5
2012,Percent,Pavlodar,,,55-64,41.6
2012,Percent,Pavlodar,,,65 and older,98.7
2012,Percent,Soltustik Kazakhstan,,,16-24,49.1
2012,Percent,Soltustik Kazakhstan,,,25-28,30.7
2012,Percent,Soltustik Kazakhstan,,,29-34,37.2
2012,Percent,Soltustik Kazakhstan,,,35-44,32.0
2012,Percent,Soltustik Kazakhstan,,,45-54,32.1
2012,Percent,Soltustik Kazakhstan,,,55-64,59.2
2012,Percent,Soltustik Kazakhstan,,,65 and older,96.5
2012,Percent,Shygys Kazakhstan,,,16-24,35.7
2012,Percent,Shygys Kazakhstan,,,25-28,24.2
2012,Percent,Shygys Kazakhstan,,,29-34,29.2
2012,Percent,Shygys Kazakhstan,,,35-44,29.9
2012,Percent,Shygys Kazakhstan,,,45-54,29.5
2012,Percent,Shygys Kazakhstan,,,55-64,29.6
2012,Percent,Shygys Kazakhstan,,,65 and older,38.0
2012,Percent,Nur-Sultan city,,,16-24,24.9
2012,Percent,Nur-Sultan city,,,25-28,13.7
2012,Percent,Nur-Sultan city,,,29-34,11.2
2012,Percent,Nur-Sultan city,,,35-44,12.6
2012,Percent,Nur-Sultan city,,,45-54,9.7
2012,Percent,Nur-Sultan city,,,55-64,5.0
2012,Percent,Almaty city,,,16-24,13.8
2012,Percent,Almaty city,,,25-28,9.9
2012,Percent,Almaty city,,,29-34,10.4
2012,Percent,Almaty city,,,35-44,9.0
2012,Percent,Almaty city,,,45-54,7.7
2012,Percent,Almaty city,,,55-64,9.4
2012,Percent,Almaty city,,,65 and older,28.6
2013,Percent,,,,,24.3
2013,Percent,Akmola,,,,21.3
2013,Percent,Aktobe,,,,21.5
2013,Percent,Almaty,,,,21.5
2013,Percent,Atyrau,,,,7.5
2013,Percent,Batys Kazakhstan,,,,28.9
2013,Percent,Zhambyl,,,,43.9
2013,Percent,Karagandy,,,,19.7
2013,Percent,Kostanay,,,,37.3
2013,Percent,Kyzylorda,,,,14.9
2013,Percent,Mangistau,,,,5.9
2013,Percent,Ontustik Kazakhstan,,,,32.4
2013,Percent,Pavlodar,,,,29.3
2013,Percent,Soltustik Kazakhstan,,,,39.0
2013,Percent,Shygys Kazakhstan,,,,29.5
2013,Percent,Nur-Sultan city,,,,4.9
2013,Percent,Almaty city,,,,10.5
2013,Percent,,Male,,,24.0
2013,Percent,Akmola,Male,,,21.7
2013,Percent,Aktobe,Male,,,23.6
2013,Percent,Almaty,Male,,,22.9
2013,Percent,Atyrau,Male,,,7.7
2013,Percent,Batys Kazakhstan,Male,,,32.4
2013,Percent,Zhambyl,Male,,,41.9
2013,Percent,Karagandy,Male,,,17.8
2013,Percent,Kostanay,Male,,,34.9
2013,Percent,Kyzylorda,Male,,,14.8
2013,Percent,Mangistau,Male,,,4.7
2013,Percent,Ontustik Kazakhstan,Male,,,31.9
2013,Percent,Pavlodar,Male,,,25.9
2013,Percent,Soltustik Kazakhstan,Male,,,34.5
2013,Percent,Shygys Kazakhstan,Male,,,29.6
2013,Percent,Nur-Sultan city,Male,,,5.3
2013,Percent,Almaty city,Male,,,11.8
2013,Percent,,Female,,,24.6
2013,Percent,Akmola,Female,,,20.9
2013,Percent,Aktobe,Female,,,19.3
2013,Percent,Almaty,Female,,,20.0
2013,Percent,Atyrau,Female,,,7.3
2013,Percent,Batys Kazakhstan,Female,,,25.2
2013,Percent,Zhambyl,Female,,,45.9
2013,Percent,Karagandy,Female,,,21.7
2013,Percent,Kostanay,Female,,,39.6
2013,Percent,Kyzylorda,Female,,,14.9
2013,Percent,Mangistau,Female,,,7.4
2013,Percent,Ontustik Kazakhstan,Female,,,33.1
2013,Percent,Pavlodar,Female,,,32.9
2013,Percent,Soltustik Kazakhstan,Female,,,43.4
2013,Percent,Shygys Kazakhstan,Female,,,29.4
2013,Percent,Nur-Sultan city,Female,,,4.5
2013,Percent,Almaty city,Female,,,9.2
2013,Percent,,,Population of urban areas,,14.4
2013,Percent,Akmola,,Population of urban areas,,12.8
2013,Percent,Aktobe,,Population of urban areas,,13.1
2013,Percent,Almaty,,Population of urban areas,,12.9
2013,Percent,Atyrau,,Population of urban areas,,3.0
2013,Percent,Batys Kazakhstan,,Population of urban areas,,11.0
2013,Percent,Zhambyl,,Population of urban areas,,31.6
2013,Percent,Karagandy,,Population of urban areas,,18.9
2013,Percent,Kostanay,,Population of urban areas,,18.6
2013,Percent,Kyzylorda,,Population of urban areas,,12.2
2013,Percent,Mangistau,,Population of urban areas,,6.6
2013,Percent,Ontustik Kazakhstan,,Population of urban areas,,18.7
2013,Percent,Pavlodar,,Population of urban areas,,17.7
2013,Percent,Soltustik Kazakhstan,,Population of urban areas,,24.9
2013,Percent,Shygys Kazakhstan,,Population of urban areas,,15.2
2013,Percent,Nur-Sultan city,,Population of urban areas,,4.9
2013,Percent,Almaty city,,Population of urban areas,,10.5
2013,Percent,,,Population of rural areas,,36.1
2013,Percent,Akmola,,Population of rural areas,,28.6
2013,Percent,Aktobe,,Population of rural areas,,35.6
2013,Percent,Almaty,,Population of rural areas,,24.1
2013,Percent,Atyrau,,Population of rural areas,,11.8
2013,Percent,Batys Kazakhstan,,Population of rural areas,,43.7
2013,Percent,Zhambyl,,Population of rural areas,,50.8
2013,Percent,Karagandy,,Population of rural areas,,22.4
2013,Percent,Kostanay,,Population of rural areas,,54.8
2013,Percent,Kyzylorda,,Population of rural areas,,17.0
2013,Percent,Mangistau,,Population of rural areas,,5.1
2013,Percent,Ontustik Kazakhstan,,Population of rural areas,,41.0
2013,Percent,Pavlodar,,Population of rural areas,,51.5
2013,Percent,Soltustik Kazakhstan,,Population of rural areas,,48.2
2013,Percent,Shygys Kazakhstan,,Population of rural areas,,49.7
2013,Percent,,,,Y15,100.0
2013,Percent,,,,16-24,30.2
2013,Percent,,,,25-28,23.4
2013,Percent,,,,29-34,23.9
2013,Percent,,,,35-44,22.0
2013,Percent,,,,45-54,21.3
2013,Percent,,,,55-64,28.1
2013,Percent,,,,65 and older,71.2
2013,Percent,Akmola,,,16-24,22.0
2013,Percent,Akmola,,,25-28,19.2
2013,Percent,Akmola,,,29-34,16.8
2013,Percent,Akmola,,,35-44,21.4
2013,Percent,Akmola,,,45-54,24.1
2013,Percent,Akmola,,,55-64,21.4
2013,Percent,Akmola,,,65 and older,33.5
2013,Percent,Aktobe,,,16-24,29.5
2013,Percent,Aktobe,,,25-28,22.9
2013,Percent,Aktobe,,,29-34,25.9
2013,Percent,Aktobe,,,35-44,15.6
2013,Percent,Aktobe,,,45-54,16.3
2013,Percent,Aktobe,,,55-64,27.9
2013,Percent,Aktobe,,,65 and older,22.0
2013,Percent,Almaty,,,16-24,25.0
2013,Percent,Almaty,,,25-28,25.0
2013,Percent,Almaty,,,29-34,23.0
2013,Percent,Almaty,,,35-44,21.5
2013,Percent,Almaty,,,45-54,18.3
2013,Percent,Almaty,,,55-64,15.6
2013,Percent,Almaty,,,65 and older,16.2
2013,Percent,Atyrau,,,16-24,8.4
2013,Percent,Atyrau,,,25-28,7.1
2013,Percent,Atyrau,,,29-34,6.8
2013,Percent,Atyrau,,,35-44,9.1
2013,Percent,Atyrau,,,45-54,6.9
2013,Percent,Atyrau,,,55-64,5.4
2013,Percent,Batys Kazakhstan,,,16-24,28.2
2013,Percent,Batys Kazakhstan,,,25-28,27.4
2013,Percent,Batys Kazakhstan,,,29-34,28.4
2013,Percent,Batys Kazakhstan,,,35-44,28.2
2013,Percent,Batys Kazakhstan,,,45-54,30.1
2013,Percent,Batys Kazakhstan,,,55-64,30.8
2013,Percent,Batys Kazakhstan,,,65 and older,100.0
2013,Percent,Zhambyl,,,Y15,100.0
2013,Percent,Zhambyl,,,16-24,59.4
2013,Percent,Zhambyl,,,25-28,40.3
2013,Percent,Zhambyl,,,29-34,39.0
2013,Percent,Zhambyl,,,35-44,37.4
2013,Percent,Zhambyl,,,45-54,38.6
2013,Percent,Zhambyl,,,55-64,56.8
2013,Percent,Zhambyl,,,65 and older,98.8
2013,Percent,Karagandy,,,16-24,29.4
2013,Percent,Karagandy,,,25-28,17.5
2013,Percent,Karagandy,,,29-34,18.1
2013,Percent,Karagandy,,,35-44,16.8
2013,Percent,Karagandy,,,45-54,16.6
2013,Percent,Karagandy,,,55-64,22.0
2013,Percent,Karagandy,,,65 and older,66.3
2013,Percent,Kostanay,,,Y15,100.0
2013,Percent,Kostanay,,,16-24,49.8
2013,Percent,Kostanay,,,25-28,36.7
2013,Percent,Kostanay,,,29-34,34.3
2013,Percent,Kostanay,,,35-44,30.5
2013,Percent,Kostanay,,,45-54,30.9
2013,Percent,Kostanay,,,55-64,49.0
2013,Percent,Kostanay,,,65 and older,95.7
2013,Percent,Kyzylorda,,,16-24,24.1
2013,Percent,Kyzylorda,,,25-28,11.7
2013,Percent,Kyzylorda,,,29-34,14.9
2013,Percent,Kyzylorda,,,35-44,10.8
2013,Percent,Kyzylorda,,,45-54,15.1
2013,Percent,Kyzylorda,,,55-64,12.5
2013,Percent,Kyzylorda,,,65 and older,57.4
2013,Percent,Mangistau,,,16-24,8.5
2013,Percent,Mangistau,,,25-28,5.7
2013,Percent,Mangistau,,,29-34,8.5
2013,Percent,Mangistau,,,35-44,4.6
2013,Percent,Mangistau,,,45-54,5.0
2013,Percent,Mangistau,,,55-64,2.5
2013,Percent,Ontustik Kazakhstan,,,Y15,100.0
2013,Percent,Ontustik Kazakhstan,,,16-24,40.8
2013,Percent,Ontustik Kazakhstan,,,25-28,34.8
2013,Percent,Ontustik Kazakhstan,,,29-34,31.5
2013,Percent,Ontustik Kazakhstan,,,35-44,32.5
2013,Percent,Ontustik Kazakhstan,,,45-54,28.0
2013,Percent,Ontustik Kazakhstan,,,55-64,27.0
2013,Percent,Pavlodar,,,Y15,100.0
2013,Percent,Pavlodar,,,16-24,37.4
2013,Percent,Pavlodar,,,25-28,26.9
2013,Percent,Pavlodar,,,29-34,31.4
2013,Percent,Pavlodar,,,35-44,23.9
2013,Percent,Pavlodar,,,45-54,24.8
2013,Percent,Pavlodar,,,55-64,34.0
2013,Percent,Pavlodar,,,65 and older,99.1
2013,Percent,Soltustik Kazakhstan,,,Y15,100.0
2013,Percent,Soltustik Kazakhstan,,,16-24,49.2
2013,Percent,Soltustik Kazakhstan,,,25-28,33.0
2013,Percent,Soltustik Kazakhstan,,,29-34,37.4
2013,Percent,Soltustik Kazakhstan,,,35-44,33.2
2013,Percent,Soltustik Kazakhstan,,,45-54,27.6
2013,Percent,Soltustik Kazakhstan,,,55-64,52.0
2013,Percent,Soltustik Kazakhstan,,,65 and older,98.0
2013,Percent,Shygys Kazakhstan,,,16-24,38.3
2013,Percent,Shygys Kazakhstan,,,25-28,26.7
2013,Percent,Shygys Kazakhstan,,,29-34,30.7
2013,Percent,Shygys Kazakhstan,,,35-44,31.1
2013,Percent,Shygys Kazakhstan,,,45-54,25.7
2013,Percent,Shygys Kazakhstan,,,55-64,28.4
2013,Percent,Shygys Kazakhstan,,,65 and older,14.6
2013,Percent,Nur-Sultan city,,,16-24,2.7
2013,Percent,Nur-Sultan city,,,25-28,6.3
2013,Percent,Nur-Sultan city,,,29-34,6.0
2013,Percent,Nur-Sultan city,,,35-44,4.5
2013,Percent,Nur-Sultan city,,,45-54,4.0
2013,Percent,Nur-Sultan city,,,55-64,5.3
2013,Percent,Nur-Sultan city,,,65 and older,19.6
2013,Percent,Almaty city,,,16-24,13.1
2013,Percent,Almaty city,,,25-28,12.9
2013,Percent,Almaty city,,,29-34,10.8
2013,Percent,Almaty city,,,35-44,9.8
2013,Percent,Almaty city,,,45-54,8.0
2013,Percent,Almaty city,,,55-64,8.2
2013,Percent,Almaty city,,,65 and older,33.7
2014,Percent,,,,,25.0
2014,Percent,Akmola,,,,24.2
2014,Percent,Aktobe,,,,19.6
2014,Percent,Almaty,,,,25.5
2014,Percent,Atyrau,,,,7.3
2014,Percent,Batys Kazakhstan,,,,30.6
2014,Percent,Zhambyl,,,,39.8
2014,Percent,Karagandy,,,,23.7
2014,Percent,Kostanay,,,,35.1
2014,Percent,Kyzylorda,,,,19.3
2014,Percent,Mangistau,,,,7.3
2014,Percent,Ontustik Kazakhstan,,,,22.4
2014,Percent,Pavlodar,,,,31.1
2014,Percent,Soltustik Kazakhstan,,,,35.8
2014,Percent,Shygys Kazakhstan,,,,32.3
2014,Percent,Nur-Sultan city,,,,22.9
2014,Percent,Almaty city,,,,14.8
2014,Percent,,Male,,,25.0
2014,Percent,Akmola,Male,,,23.3
2014,Percent,Aktobe,Male,,,19.1
2014,Percent,Almaty,Male,,,27.9
2014,Percent,Atyrau,Male,,,8.3
2014,Percent,Batys Kazakhstan,Male,,,32.4
2014,Percent,Zhambyl,Male,,,39.6
2014,Percent,Karagandy,Male,,,21.9
2014,Percent,Kostanay,Male,,,33.0
2014,Percent,Kyzylorda,Male,,,19.2
2014,Percent,Mangistau,Male,,,5.6
2014,Percent,Ontustik Kazakhstan,Male,,,24.5
2014,Percent,Pavlodar,Male,,,28.9
2014,Percent,Soltustik Kazakhstan,Male,,,34.2
2014,Percent,Shygys Kazakhstan,Male,,,30.9
2014,Percent,Nur-Sultan city,Male,,,22.9
2014,Percent,Almaty city,Male,,,15.4
2014,Percent,,Female,,,25.0
2014,Percent,Akmola,Female,,,25.1
2014,Percent,Aktobe,Female,,,20.3
2014,Percent,Almaty,Female,,,23.0
2014,Percent,Atyrau,Female,,,6.2
2014,Percent,Batys Kazakhstan,Female,,,28.6
2014,Percent,Zhambyl,Female,,,40.0
2014,Percent,Karagandy,Female,,,25.7
2014,Percent,Kostanay,Female,,,37.3
2014,Percent,Kyzylorda,Female,,,19.5
2014,Percent,Mangistau,Female,,,9.6
2014,Percent,Ontustik Kazakhstan,Female,,,20.1
2014,Percent,Pavlodar,Female,,,33.2
2014,Percent,Soltustik Kazakhstan,Female,,,37.5
2014,Percent,Shygys Kazakhstan,Female,,,33.7
2014,Percent,Nur-Sultan city,Female,,,22.8
2014,Percent,Almaty city,Female,,,14.2
2014,Percent,,,Population of urban areas,,19.6
2014,Percent,Akmola,,Population of urban areas,,17.7
2014,Percent,Aktobe,,Population of urban areas,,13.9
2014,Percent,Almaty,,Population of urban areas,,23.1
2014,Percent,Atyrau,,Population of urban areas,,2.7
2014,Percent,Batys Kazakhstan,,Population of urban areas,,13.4
2014,Percent,Zhambyl,,Population of urban areas,,39.6
2014,Percent,Karagandy,,Population of urban areas,,21.0
2014,Percent,Kostanay,,Population of urban areas,,23.7
2014,Percent,Kyzylorda,,Population of urban areas,,13.9
2014,Percent,Mangistau,,Population of urban areas,,9.3
2014,Percent,Ontustik Kazakhstan,,Population of urban areas,,21.7
2014,Percent,Pavlodar,,Population of urban areas,,18.0
2014,Percent,Soltustik Kazakhstan,,Population of urban areas,,29.0
2014,Percent,Shygys Kazakhstan,,Population of urban areas,,21.4
2014,Percent,Nur-Sultan city,,Population of urban areas,,22.9
2014,Percent,Almaty city,,Population of urban areas,,14.8
2014,Percent,,,Population of rural areas,,31.6
2014,Percent,Akmola,,Population of rural areas,,30.0
2014,Percent,Aktobe,,Population of rural areas,,28.9
2014,Percent,Almaty,,Population of rural areas,,26.3
2014,Percent,Atyrau,,Population of rural areas,,11.8
2014,Percent,Batys Kazakhstan,,Population of rural areas,,45.2
2014,Percent,Zhambyl,,Population of rural areas,,40.0
2014,Percent,Karagandy,,Population of rural areas,,33.6
2014,Percent,Kostanay,,Population of rural areas,,47.2
2014,Percent,Kyzylorda,,Population of rural areas,,23.0
2014,Percent,Mangistau,,Population of rural areas,,4.5
2014,Percent,Ontustik Kazakhstan,,Population of rural areas,,22.9
2014,Percent,Pavlodar,,Population of rural areas,,57.1
2014,Percent,Soltustik Kazakhstan,,Population of rural areas,,40.5
2014,Percent,Shygys Kazakhstan,,Population of rural areas,,48.1
2014,Percent,,,,Y15,65.8
2014,Percent,,,,16-24,28.5
2014,Percent,,,,25-28,23.2
2014,Percent,,,,29-34,23.0
2014,Percent,,,,35-44,23.1
2014,Percent,,,,45-54,23.9
2014,Percent,,,,55-64,30.1
2014,Percent,,,,65 and older,77.3
2014,Percent,Akmola,,,Y15,89.4
2014,Percent,Akmola,,,16-24,28.7
2014,Percent,Akmola,,,25-28,23.1
2014,Percent,Akmola,,,29-34,21.0
2014,Percent,Akmola,,,35-44,22.8
2014,Percent,Akmola,,,45-54,23.3
2014,Percent,Akmola,,,55-64,24.7
2014,Percent,Akmola,,,65 and older,80.0
2014,Percent,Aktobe,,,16-24,23.9
2014,Percent,Aktobe,,,25-28,20.4
2014,Percent,Aktobe,,,29-34,18.0
2014,Percent,Aktobe,,,35-44,18.2
2014,Percent,Aktobe,,,45-54,19.5
2014,Percent,Aktobe,,,55-64,20.2
2014,Percent,Aktobe,,,65 and older,41.4
2014,Percent,Almaty,,,Y15,7.7
2014,Percent,Almaty,,,16-24,23.9
2014,Percent,Almaty,,,25-28,23.1
2014,Percent,Almaty,,,29-34,24.0
2014,Percent,Almaty,,,35-44,27.2
2014,Percent,Almaty,,,45-54,26.4
2014,Percent,Almaty,,,55-64,27.5
2014,Percent,Almaty,,,65 and older,58.1
2014,Percent,Atyrau,,,16-24,11.9
2014,Percent,Atyrau,,,25-28,6.0
2014,Percent,Atyrau,,,29-34,5.5
2014,Percent,Atyrau,,,35-44,6.0
2014,Percent,Atyrau,,,45-54,8.3
2014,Percent,Atyrau,,,55-64,7.4
2014,Percent,Atyrau,,,65 and older,17.1
2014,Percent,Batys Kazakhstan,,,Y15,100.0
2014,Percent,Batys Kazakhstan,,,16-24,29.1
2014,Percent,Batys Kazakhstan,,,25-28,26.1
2014,Percent,Batys Kazakhstan,,,29-34,29.6
2014,Percent,Batys Kazakhstan,,,35-44,30.1
2014,Percent,Batys Kazakhstan,,,45-54,32.3
2014,Percent,Batys Kazakhstan,,,55-64,35.5
2014,Percent,Batys Kazakhstan,,,65 and older,71.8
2014,Percent,Zhambyl,,,Y15,87.4
2014,Percent,Zhambyl,,,16-24,54.2
2014,Percent,Zhambyl,,,25-28,40.9
2014,Percent,Zhambyl,,,29-34,33.5
2014,Percent,Zhambyl,,,35-44,35.1
2014,Percent,Zhambyl,,,45-54,33.2
2014,Percent,Zhambyl,,,55-64,49.7
2014,Percent,Zhambyl,,,65 and older,78.7
2014,Percent,Karagandy,,,Y15,86.8
2014,Percent,Karagandy,,,16-24,33.5
2014,Percent,Karagandy,,,25-28,21.8
2014,Percent,Karagandy,,,29-34,23.3
2014,Percent,Karagandy,,,35-44,19.9
2014,Percent,Karagandy,,,45-54,20.1
2014,Percent,Karagandy,,,55-64,26.6
2014,Percent,Karagandy,,,65 and older,71.9
2014,Percent,Kostanay,,,Y15,100.0
2014,Percent,Kostanay,,,16-24,46.0
2014,Percent,Kostanay,,,25-28,35.3
2014,Percent,Kostanay,,,29-34,33.7
2014,Percent,Kostanay,,,35-44,30.9
2014,Percent,Kostanay,,,45-54,31.1
2014,Percent,Kostanay,,,55-64,37.1
2014,Percent,Kostanay,,,65 and older,87.8
2014,Percent,Kyzylorda,,,16-24,26.0
2014,Percent,Kyzylorda,,,25-28,16.5
2014,Percent,Kyzylorda,,,29-34,17.7
2014,Percent,Kyzylorda,,,35-44,19.0
2014,Percent,Kyzylorda,,,45-54,17.4
