Year,UNIT_MEASURE,Regions,Value
2014,Percent,Almaty,0.5
2014,Percent,Atyrau,0.4
2014,Percent,Batys Kazakhstan,0.0
2014,Percent,Zhambyl,0.3
2014,Percent,Karagandy,0.1
2014,Percent,Kostanay,0.1
2014,Percent,Kyzylorda,0.5
2014,Percent,Mangistau,0.2
2014,Percent,Ontustik Kazakhstan,0.4
2014,Percent,Pavlodar,0.2
2014,Percent,Soltustik Kazakhstan,0.3
2014,Percent,Shygys Kazakhstan,0.5
2014,Percent,Nur-Sultan city,0.0
2014,Percent,Almaty city,0.0
2015,Percent,,0.2
2015,Percent,Akmola,0.2
2015,Percent,Aktobe,0.0
2015,Percent,Almaty,0.5
2015,Percent,Atyrau,0.4
2015,Percent,Batys Kazakhstan,0.0
2015,Percent,Zhambyl,0.5
2015,Percent,Karagandy,0.1
2015,Percent,Kostanay,0.0
2015,Percent,Kyzylorda,0.6
2015,Percent,Mangistau,0.3
2015,Percent,Ontustik Kazakhstan,0.5
2015,Percent,Pavlodar,0.1
2015,Percent,Soltustik Kazakhstan,0.4
2015,Percent,Shygys Kazakhstan,0.3
2015,Percent,Nur-Sultan city,0.0
2015,Percent,Almaty city,0.0
2016,Percent,,0.18
2016,Percent,Akmola,0.1
2016,Percent,Aktobe,0.0
2016,Percent,Almaty,0.5
2016,Percent,Atyrau,0.3
2016,Percent,Batys Kazakhstan,0.0
2016,Percent,Zhambyl,0.5
2016,Percent,Karagandy,0.1
2016,Percent,Kostanay,0.0
2016,Percent,Kyzylorda,0.8
2016,Percent,Mangistau,0.2
2016,Percent,Ontustik Kazakhstan,0.4
2016,Percent,Pavlodar,0.1
2016,Percent,Soltustik Kazakhstan,0.4
2016,Percent,Shygys Kazakhstan,0.3
2016,Percent,Nur-Sultan city,0.0
2016,Percent,Almaty city,0.0
2017,Percent,,0.19
2017,Percent,Akmola,0.1
2017,Percent,Aktobe,0.1
2017,Percent,Almaty,0.4
2017,Percent,Atyrau,0.3
2017,Percent,Batys Kazakhstan,0.0
2017,Percent,Zhambyl,0.4
2017,Percent,Karagandy,0.1
2017,Percent,Kostanay,0.0
2017,Percent,Kyzylorda,1.0
2017,Percent,Mangistau,0.2
2017,Percent,Pavlodar,0.2
2017,Percent,Soltustik Kazakhstan,0.2
2017,Percent,Turkistan,1.4
2017,Percent,Shygys Kazakhstan,0.4
2017,Percent,Nur-Sultan city,0.0
2017,Percent,Almaty city,0.0
2017,Percent,Shymkent city,0.0
2018,Percent,,0.19
2018,Percent,Akmola,0.1
2018,Percent,Aktobe,0.1
2018,Percent,Almaty,0.4
2018,Percent,Atyrau,0.3
2018,Percent,Batys Kazakhstan,0.0
2018,Percent,Zhambyl,0.4
2018,Percent,Karagandy,0.1
2018,Percent,Kostanay,0.0
2018,Percent,Kyzylorda,1.0
2018,Percent,Mangistau,0.2
2018,Percent,Pavlodar,0.2
2018,Percent,Soltustik Kazakhstan,0.2
2018,Percent,Turkistan,1.4
2018,Percent,Shygys Kazakhstan,0.4
2018,Percent,Nur-Sultan city,0.0
2018,Percent,Almaty city,0.0
2018,Percent,Shymkent city,0.0
2019,Percent,,0.2
2019,Percent,Akmola,0.1
2019,Percent,Aktobe,0.1
2019,Percent,Almaty,0.5
2019,Percent,Atyrau,0.2
2019,Percent,Batys Kazakhstan,0.0
2019,Percent,Zhambyl,0.2
2019,Percent,Karagandy,0.1
2019,Percent,Kostanay,0.0
2019,Percent,Kyzylorda,1.0
2019,Percent,Mangistau,0.2
2019,Percent,Pavlodar,0.1
2019,Percent,Soltustik Kazakhstan,0.2
2019,Percent,Turkistan,1.2
2019,Percent,Shygys Kazakhstan,0.4
2019,Percent,Nur-Sultan city,0.0
2019,Percent,Almaty city,0.0
2019,Percent,Shymkent city,0.0
