Year,UNIT_MEASURE,SERIES,Regions,Value
2010,mln.people,Passengers transported by all means of transport,Mangistau,60.24853
2010,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,1336.96363
2010,mln.people,Passengers transported by all means of transport,Pavlodar,798.19678
2010,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,365.49836
2010,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1272.70186
2010,mln.people,Passengers transported by all means of transport,Nur-Sultan city,1408.86605
2010,mln.people,Passengers transported by all means of transport,Almaty city,2592.90391
2010,tons,transported by air,,28869.7
2010,tons,transported by air,Karagandy,9.2
2010,tons,transported by air,Ontustik Kazakhstan,737.0
2010,tons,transported by air,Shygys Kazakhstan,32.5
2010,tons,transported by air,Almaty city,28091.0
2010,thousand people,passengers transported by air,,3379.2
2010,thousand people,passengers transported by air,Almaty,29.3
2010,thousand people,passengers transported by air,Atyrau,4.7
2010,thousand people,passengers transported by air,Karagandy,18.8
2010,thousand people,passengers transported by air,Ontustik Kazakhstan,668.5
2010,thousand people,passengers transported by air,Pavlodar,4.0
2010,thousand people,passengers transported by air,Nur-Sultan city,16.1
2010,thousand people,passengers transported by air,Almaty city,14.8
2010,thousand people,passengers transported by air,Shymkent city,2623.1
2010,millions tonnes,performance indicators of pipeline transport,,193.9595
2010,millions tonnes,performance indicators of pipeline transport,Atyrau,66.3373
2010,millions tonnes,performance indicators of pipeline transport,Pavlodar,20.155
2010,millions tonnes,Перевезено грузов с морским транспортом,,4.655
2010,millions tonnes,Перевезено грузов с морским транспортом,Mangistau,4.655
2011,millions tonnes,Cargo transported by all means of transport,,2974.9231
2011,millions tonnes,Pipeline,,214.1
2011,millions tonnes,Railway,,279.7
2011,millions tonnes,Automobile,,2475.5
2011,millions tonnes,Air,,0.316
2011,millions tonnes,Inland water еransport,,1.082
2011,millions tonnes,nautical,,4.557
2011,millions tonnes,,Akmola,112.3756
2011,millions tonnes,,Aktobe,54.524800000000006
2011,millions tonnes,,Almaty,142.6943
2011,millions tonnes,,Atyrau,139.5758
2011,millions tonnes,,Batys Kazakhstan,33.960800000000006
2011,millions tonnes,,Zhambyl,70.458
2011,millions tonnes,,Karagandy,551.1137
2011,millions tonnes,,Kostanay,268.028
2011,millions tonnes,,Kyzylorda,95.518
2011,millions tonnes,,Mangistau,186.5845
2011,millions tonnes,,Ontustik Kazakhstan,106.5048
2011,millions tonnes,,Pavlodar,97.0415
2011,millions tonnes,,Soltustik Kazakhstan,46.1275
2011,millions tonnes,,Shygys Kazakhstan,418.2116
2011,millions tonnes,,Nur-Sultan city,97.2251
2011,millions tonnes,,Almaty city,155.5848
2011,mln.people,Passengers transported by all means of transport,,16647.1626
2011,mln.people,Railway transport,,20.5
2011,mln.people,Automobile,,16544.7
2011,mln.people,Inland water еransport,,0.1
2011,mln.people,Air,,4.1
2011,mln.people,City electric transport,,77.0
2011,mln.people,,Akmola,1385.7958999999998
2011,mln.people,,Aktobe,199.3162
2011,mln.people,,Almaty,550.8759
2011,mln.people,,Atyrau,126.935
2011,mln.people,,Batys Kazakhstan,364.768
2011,mln.people,,Zhambyl,745.8124
2011,mln.people,,Karagandy,1993.3222
2011,mln.people,,Kostanay,1436.4622
2011,mln.people,,Kyzylorda,193.2167
2011,mln.people,,Mangistau,73.79469999999999
2011,mln.people,,Ontustik Kazakhstan,1800.5132
2011,mln.people,,Pavlodar,1044.0959
2011,mln.people,,Soltustik Kazakhstan,453.9025
2011,mln.people,,Shygys Kazakhstan,1419.3384
2011,mln.people,,Nur-Sultan city,1647.9137
2011,mln.people,,Almaty city,3190.5865
2011,millions tonnes,_L_KZ_090102_1J,,2475.46041
2011,millions tonnes,_L_KZ_090102_1J,Akmola,112.3756
2011,millions tonnes,_L_KZ_090102_1J,Aktobe,54.52478
2011,millions tonnes,_L_KZ_090102_1J,Almaty,142.69432999999998
2011,millions tonnes,_L_KZ_090102_1J,Atyrau,71.46303
2011,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,33.808519999999994
2011,millions tonnes,_L_KZ_090102_1J,Zhambyl,70.45802
2011,millions tonnes,_L_KZ_090102_1J,Karagandy,551.1137
2011,millions tonnes,_L_KZ_090102_1J,Kostanay,268.02796
2011,millions tonnes,_L_KZ_090102_1J,Kyzylorda,95.51799
2011,millions tonnes,_L_KZ_090102_1J,Mangistau,182.02755
2011,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,106.50418
2011,millions tonnes,_L_KZ_090102_1J,Pavlodar,70.22057000000001
2011,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,46.00747
2011,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,417.93773
2011,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,97.22507
2011,millions tonnes,_L_KZ_090102_1J,Almaty city,155.5539
2011,mln.people,Passengers transported by all means of transport,,16622.40527
2011,mln.people,Passengers transported by all means of transport,Akmola,1385.79588
2011,mln.people,Passengers transported by all means of transport,Aktobe,199.31616
2011,mln.people,Passengers transported by all means of transport,Almaty,550.84811
2011,mln.people,Passengers transported by all means of transport,Atyrau,126.93418
2011,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,364.73008
2011,mln.people,Passengers transported by all means of transport,Zhambyl,745.81239
2011,mln.people,Passengers transported by all means of transport,Karagandy,1993.31001
2011,mln.people,Passengers transported by all means of transport,Kostanay,1436.46222
2011,mln.people,Passengers transported by all means of transport,Kyzylorda,193.21672
2011,mln.people,Passengers transported by all means of transport,Mangistau,73.77098
2011,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,1799.61302
2011,mln.people,Passengers transported by all means of transport,Pavlodar,1044.05276
2011,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,453.90255
2011,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1419.31009
2011,mln.people,Passengers transported by all means of transport,Nur-Sultan city,1647.86794
2011,mln.people,Passengers transported by all means of transport,Almaty city,3187.46218
2011,tons,transported by air,,31554.9
2011,tons,transported by air,Karagandy,6.6
2011,tons,transported by air,Ontustik Kazakhstan,583.0
2011,tons,transported by air,Shygys Kazakhstan,44.0
2011,tons,transported by air,Almaty city,30921.3
2011,thousand people,passengers transported by air,,4131.3
2011,thousand people,passengers transported by air,Almaty,27.8
2011,thousand people,passengers transported by air,Atyrau,0.8
2011,thousand people,passengers transported by air,Karagandy,12.2
2011,thousand people,passengers transported by air,Mangistau,23.8
2011,thousand people,passengers transported by air,Ontustik Kazakhstan,900.2
2011,thousand people,passengers transported by air,Pavlodar,0.8
2011,thousand people,passengers transported by air,Nur-Sultan city,17.2
2011,thousand people,passengers transported by air,Almaty city,24.2
2011,thousand people,passengers transported by air,Shymkent city,3124.3
2011,millions tonnes,performance indicators of pipeline transport,,214.079
2011,millions tonnes,performance indicators of pipeline transport,Atyrau,68.1127
2011,millions tonnes,performance indicators of pipeline transport,Pavlodar,26.2849
2011,millions tonnes,Перевезено грузов с морским транспортом,,4.557
2011,millions tonnes,Перевезено грузов с морским транспортом,Mangistau,4.557
2012,millions tonnes,Cargo transported by all means of transport,,3231.8419
2012,millions tonnes,Pipeline,,213.2
2012,millions tonnes,Railway,,294.8
2012,millions tonnes,Automobile,,2718.4
2012,millions tonnes,Air,,0.22
2012,millions tonnes,Inland water еransport,,1.2907
2012,millions tonnes,nautical,,4.0483
2012,millions tonnes,,Akmola,112.5938
2012,millions tonnes,,Aktobe,58.0505
2012,millions tonnes,,Almaty,158.0661
2012,millions tonnes,,Atyrau,140.597
2012,millions tonnes,,Batys Kazakhstan,35.81
2012,millions tonnes,,Zhambyl,80.38889999999999
2012,millions tonnes,,Karagandy,619.6886999999999
2012,millions tonnes,,Kostanay,275.5625
2012,millions tonnes,,Kyzylorda,98.3855
2012,millions tonnes,,Mangistau,207.734
2012,millions tonnes,,Ontustik Kazakhstan,123.8486
2012,millions tonnes,,Pavlodar,103.0248
2012,millions tonnes,,Soltustik Kazakhstan,46.2119
2012,millions tonnes,,Shygys Kazakhstan,476.9061
2012,millions tonnes,,Nur-Sultan city,112.5887
2012,millions tonnes,,Almaty city,168.3065
2012,mln.people,Passengers transported by all means of transport,,18484.6485
2012,mln.people,Railway transport,,24.4
2012,mln.people,Automobile,,18380.2
2012,mln.people,Inland water еransport,,0.1
2012,mln.people,Air,,4.5
2012,mln.people,City electric transport,,69.6
2012,mln.people,,Akmola,1482.0797
2012,mln.people,,Aktobe,220.087
2012,mln.people,,Almaty,597.1945999999999
2012,mln.people,,Atyrau,155.4183
2012,mln.people,,Batys Kazakhstan,402.3381
2012,mln.people,,Zhambyl,802.7956999999999
2012,mln.people,,Karagandy,2111.422
2012,mln.people,,Kostanay,1575.5291000000002
2012,mln.people,,Kyzylorda,232.3686
2012,mln.people,,Mangistau,81.469
2012,mln.people,,Ontustik Kazakhstan,2149.8955
2012,mln.people,,Pavlodar,1166.3121999999998
2012,mln.people,,Soltustik Kazakhstan,470.6909
2012,mln.people,,Shygys Kazakhstan,1459.8789
2012,mln.people,,Nur-Sultan city,1750.0521
2012,mln.people,,Almaty city,3802.7638
2012,millions tonnes,_L_KZ_090102_1J,,2718.43909
2012,millions tonnes,_L_KZ_090102_1J,Akmola,112.59376
2012,millions tonnes,_L_KZ_090102_1J,Aktobe,58.05049
2012,millions tonnes,_L_KZ_090102_1J,Almaty,158.06611999999998
2012,millions tonnes,_L_KZ_090102_1J,Atyrau,72.35414
2012,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,35.678650000000005
2012,millions tonnes,_L_KZ_090102_1J,Zhambyl,80.38894
2012,millions tonnes,_L_KZ_090102_1J,Karagandy,619.68872
2012,millions tonnes,_L_KZ_090102_1J,Kostanay,275.56246000000004
2012,millions tonnes,_L_KZ_090102_1J,Kyzylorda,98.38552
2012,millions tonnes,_L_KZ_090102_1J,Mangistau,203.68565
2012,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,123.84784
2012,millions tonnes,_L_KZ_090102_1J,Pavlodar,76.59103
2012,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,46.09193
2012,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,476.57967
2012,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,112.58867
2012,millions tonnes,_L_KZ_090102_1J,Almaty city,168.28551000000002
2012,mln.people,Passengers transported by all means of transport,,18455.68435
2012,mln.people,Passengers transported by all means of transport,Akmola,1482.0797
2012,mln.people,Passengers transported by all means of transport,Aktobe,220.08693
2012,mln.people,Passengers transported by all means of transport,Almaty,597.16457
2012,mln.people,Passengers transported by all means of transport,Atyrau,155.41785
2012,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,402.24008
2012,mln.people,Passengers transported by all means of transport,Zhambyl,802.79566
2012,mln.people,Passengers transported by all means of transport,Karagandy,2111.41481
2012,mln.people,Passengers transported by all means of transport,Kostanay,1575.52905
2012,mln.people,Passengers transported by all means of transport,Kyzylorda,2323.6863
2012,mln.people,Passengers transported by all means of transport,Mangistau,81.469
2012,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2148.79967
2012,mln.people,Passengers transported by all means of transport,Pavlodar,1166.28692
2012,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,4706.9088
2012,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1459.86077
2012,mln.people,Passengers transported by all means of transport,Nur-Sultan city,1750.02434
2012,mln.people,Passengers transported by all means of transport,Almaty city,3799.45549
2012,tons,transported by air,,21954.2
2012,tons,transported by air,Batys Kazakhstan,183.0
2012,tons,transported by air,Ontustik Kazakhstan,768.0
2012,tons,transported by air,Shygys Kazakhstan,5.8
2012,tons,transported by air,Almaty city,20997.4
2012,thousand people,passengers transported by air,,4512.0
2012,thousand people,passengers transported by air,Almaty,30.0
2012,thousand people,passengers transported by air,Atyrau,0.4
2012,thousand people,passengers transported by air,Karagandy,59.7
2012,thousand people,passengers transported by air,Batys Kazakhstan,7.2
2012,thousand people,passengers transported by air,Ontustik Kazakhstan,1095.8
2012,thousand people,passengers transported by air,Nur-Sultan city,5.1
2012,thousand people,passengers transported by air,Almaty city,5.5
2012,thousand people,passengers transported by air,Shymkent city,3308.3
2012,millions tonnes,performance indicators of pipeline transport,,213.2221
2012,millions tonnes,performance indicators of pipeline transport,Atyrau,68.24289999999999
2012,millions tonnes,performance indicators of pipeline transport,Pavlodar,25.7207
2012,millions tonnes,Перевезено грузов с морским транспортом,,4.0483
2012,millions tonnes,Перевезено грузов с морским транспортом,Mangistau,4.0483
2013,millions tonnes,Cargo transported by all means of transport,,3508.0407
2013,millions tonnes,Pipeline,,225.9
2013,millions tonnes,Railway,,293.7
2013,millions tonnes,Automobile,,2983.35
2013,millions tonnes,Air,,0.239
2013,millions tonnes,Inland water еransport,,1.1065
2013,millions tonnes,nautical,,3.9845
2013,millions tonnes,,Akmola,121.5251
2013,millions tonnes,,Aktobe,62.173300000000005
2013,millions tonnes,,Almaty,159.01
2013,millions tonnes,,Atyrau,151.34429999999998
2013,millions tonnes,,Batys Kazakhstan,38.868
2013,millions tonnes,,Zhambyl,88.3699
2013,millions tonnes,,Karagandy,676.6549
2013,millions tonnes,,Kostanay,299.653
2013,millions tonnes,,Kyzylorda,106.1353
2013,millions tonnes,,Mangistau,215.0696
2013,millions tonnes,,Ontustik Kazakhstan,133.0374
2013,millions tonnes,,Pavlodar,116.4561
2013,millions tonnes,,Soltustik Kazakhstan,49.2661
2013,millions tonnes,,Shygys Kazakhstan,553.6669
2013,millions tonnes,,Nur-Sultan city,124.117
2013,millions tonnes,,Almaty city,194.412
2013,mln.people,Passengers transported by all means of transport,,20004.2963
2013,mln.people,Railway transport,,28.6
2013,mln.people,Automobile,,19905.27
2013,mln.people,Inland water еransport,,0.09
2013,mln.people,Air,,5.0
2013,mln.people,City electric transport,,65.3
2013,mln.people,,Akmola,1604.4809
2013,mln.people,,Aktobe,238.3837
2013,mln.people,,Almaty,628.9567
2013,mln.people,,Atyrau,167.9207
2013,mln.people,,Batys Kazakhstan,425.7576
2013,mln.people,,Zhambyl,864.5943000000001
2013,mln.people,,Karagandy,2299.8505
2013,mln.people,,Kostanay,1657.3538999999998
2013,mln.people,,Kyzylorda,251.3166
2013,mln.people,,Mangistau,85.4807
2013,mln.people,,Ontustik Kazakhstan,2257.6409
2013,mln.people,,Pavlodar,1194.5999
2013,mln.people,,Soltustik Kazakhstan,492.8016
2013,mln.people,,Shygys Kazakhstan,1606.7478999999998
2013,mln.people,,Nur-Sultan city,1961.0055
2013,mln.people,,Almaty city,4238.824799999999
2013,millions tonnes,_L_KZ_090102_1J,,2983.35009
2013,millions tonnes,_L_KZ_090102_1J,Akmola,121.52507
2013,millions tonnes,_L_KZ_090102_1J,Aktobe,62.173300000000005
2013,millions tonnes,_L_KZ_090102_1J,Almaty,159.00998
2013,millions tonnes,_L_KZ_090102_1J,Atyrau,82.59600999999999
2013,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,38.786660000000005
2013,millions tonnes,_L_KZ_090102_1J,Zhambyl,88.36992
2013,millions tonnes,_L_KZ_090102_1J,Karagandy,676.65488
2013,millions tonnes,_L_KZ_090102_1J,Kostanay,299.65301
2013,millions tonnes,_L_KZ_090102_1J,Kyzylorda,106.13531
2013,millions tonnes,_L_KZ_090102_1J,Mangistau,211.08514
2013,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,133.03631
2013,millions tonnes,_L_KZ_090102_1J,Pavlodar,83.25099
2013,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,49.26606
2013,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,553.30106
2013,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,124.11701
2013,millions tonnes,_L_KZ_090102_1J,Almaty city,194.38938
2013,mln.people,Passengers transported by all means of transport,,19970.638
2013,mln.people,Passengers transported by all means of transport,Akmola,1604.4809
2013,mln.people,Passengers transported by all means of transport,Aktobe,238.3837
2013,mln.people,Passengers transported by all means of transport,Almaty,628.9312
2013,mln.people,Passengers transported by all means of transport,Atyrau,167.9207
2013,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,425.5786
2013,mln.people,Passengers transported by all means of transport,Zhambyl,864.5943
2013,mln.people,Passengers transported by all means of transport,Karagandy,2299.8406
2013,mln.people,Passengers transported by all means of transport,Kostanay,1657.3539
2013,mln.people,Passengers transported by all means of transport,Kyzylorda,251.3166
2013,mln.people,Passengers transported by all means of transport,Mangistau,85.4807
2013,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2256.5313
2013,mln.people,Passengers transported by all means of transport,Pavlodar,1194.5823
2013,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,492.8016
2013,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1606.7358
2013,mln.people,Passengers transported by all means of transport,Nur-Sultan city,1960.98
2013,mln.people,Passengers transported by all means of transport,Almaty city,4235.1258
2013,tons,transported by air,,23873.5
2013,tons,transported by air,Batys Kazakhstan,227.2
2013,tons,transported by air,Shygys Kazakhstan,1062.0
2013,tons,transported by air,Almaty city,22584.3
2013,thousand people,passengers transported by air,,4985.6
2013,thousand people,passengers transported by air,Almaty,25.5
2013,thousand people,passengers transported by air,Karagandy,10.0
2013,thousand people,passengers transported by air,Batys Kazakhstan,140.1
2013,thousand people,passengers transported by air,Ontustik Kazakhstan,1109.6
2013,thousand people,passengers transported by air,Almaty city,1.3
2013,thousand people,passengers transported by air,Shymkent city,3699.1
2013,millions tonnes,performance indicators of pipeline transport,,225.9157
2013,millions tonnes,performance indicators of pipeline transport,Atyrau,68.7483
2013,millions tonnes,performance indicators of pipeline transport,Pavlodar,32.5456
2013,millions tonnes,Перевезено грузов с морским транспортом,,3.9845
2013,millions tonnes,Перевезено грузов с морским транспортом,Mangistau,3.9845
2014,millions tonnes,Cargo transported by all means of transport,,3749.8406
2014,millions tonnes,Pipeline,,225.019
2014,millions tonnes,Railway,,390.741
2014,millions tonnes,Automobile,,3129.1
2014,millions tonnes,Air,,0.19082
2014,millions tonnes,Inland water еransport,,1.3208
2014,millions tonnes,nautical,,3.6302
2014,millions tonnes,,Akmola,121.2567
2014,millions tonnes,,Aktobe,63.6389
2014,millions tonnes,,Almaty,159.913
2014,millions tonnes,,Atyrau,151.15679999999998
2014,millions tonnes,,Batys Kazakhstan,39.9878
2014,millions tonnes,,Zhambyl,88.9071
2014,millions tonnes,,Karagandy,719.1646
2014,millions tonnes,,Kostanay,297.3363
2014,millions tonnes,,Kyzylorda,107.1732
2014,millions tonnes,,Mangistau,217.6252
2014,millions tonnes,,Ontustik Kazakhstan,145.4088
2014,millions tonnes,,Pavlodar,128.0527
2014,millions tonnes,,Soltustik Kazakhstan,49.894400000000005
2014,millions tonnes,,Shygys Kazakhstan,595.4762
2014,millions tonnes,,Nur-Sultan city,136.6535
2014,millions tonnes,,Almaty city,216.8484
2014,mln.people,Passengers transported by all means of transport,,21281.1651
2014,mln.people,Railway transport,,23.2
2014,mln.people,Automobile,,21189.873
2014,mln.people,Inland water еransport,,0.0672
2014,mln.people,Air,,5.434
2014,mln.people,City electric transport,,62.5
2014,mln.people,,Akmola,1723.9165
2014,mln.people,,Aktobe,251.0416
2014,mln.people,,Almaty,654.3485
2014,mln.people,,Atyrau,172.0829
2014,mln.people,,Batys Kazakhstan,428.3103
2014,mln.people,,Zhambyl,882.5405999999999
2014,mln.people,,Karagandy,2428.7441
2014,mln.people,,Kostanay,1752.0465
2014,mln.people,,Kyzylorda,282.066
2014,mln.people,,Mangistau,85.5305
2014,mln.people,,Ontustik Kazakhstan,2262.5458
2014,mln.people,,Pavlodar,1195.6337
2014,mln.people,,Soltustik Kazakhstan,496.0558
2014,mln.people,,Shygys Kazakhstan,1654.1839
2014,mln.people,,Nur-Sultan city,2180.2918
2014,mln.people,,Almaty city,4808.5978
2014,millions tonnes,_L_KZ_090102_1J,,3129.1097
2014,millions tonnes,_L_KZ_090102_1J,Akmola,121.2567
2014,millions tonnes,_L_KZ_090102_1J,Aktobe,63.6389
2014,millions tonnes,_L_KZ_090102_1J,Almaty,159.913
2014,millions tonnes,_L_KZ_090102_1J,Atyrau,82.1336
2014,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.8651
2014,millions tonnes,_L_KZ_090102_1J,Zhambyl,88.9071
2014,millions tonnes,_L_KZ_090102_1J,Karagandy,719.1646
2014,millions tonnes,_L_KZ_090102_1J,Kostanay,297.3363
2014,millions tonnes,_L_KZ_090102_1J,Kyzylorda,107.1732
2014,millions tonnes,_L_KZ_090102_1J,Mangistau,213.995
2014,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,145.40779999999998
2014,millions tonnes,_L_KZ_090102_1J,Pavlodar,91.8034
2014,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,49.894400000000005
2014,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,595.1364
2014,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,136.6535
2014,millions tonnes,_L_KZ_090102_1J,Almaty city,216.8306
2014,mln.people,Passengers transported by all means of transport,,21252.4346
2014,mln.people,Passengers transported by all means of transport,Akmola,1723.9165
2014,mln.people,Passengers transported by all means of transport,Aktobe,251.0416
2014,mln.people,Passengers transported by all means of transport,Almaty,654.32
2014,mln.people,Passengers transported by all means of transport,Atyrau,172.0829
2014,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,427.9275
2014,mln.people,Passengers transported by all means of transport,Zhambyl,882.5406
2014,mln.people,Passengers transported by all means of transport,Karagandy,2428.7356
2014,mln.people,Passengers transported by all means of transport,Kostanay,1752.0465
2014,mln.people,Passengers transported by all means of transport,Kyzylorda,282.066
2014,mln.people,Passengers transported by all means of transport,Mangistau,85.5305
2014,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2261.2911
2014,mln.people,Passengers transported by all means of transport,Pavlodar,1195.6269
2014,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,496.0558
2014,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1654.1739
2014,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2180.2682
2014,mln.people,Passengers transported by all means of transport,Almaty city,4804.811
2014,tons,transported by air,,19082.4
2014,tons,transported by air,Batys Kazakhstan,239.4
2014,tons,transported by air,Shygys Kazakhstan,978.0
2014,tons,transported by air,Almaty city,17865.0
2014,thousand people,passengers transported by air,,5434.6
2014,thousand people,passengers transported by air,Almaty,28.5
2014,thousand people,passengers transported by air,Karagandy,8.5
2014,thousand people,passengers transported by air,Batys Kazakhstan,354.7
2014,thousand people,passengers transported by air,Ontustik Kazakhstan,1254.7
2014,thousand people,passengers transported by air,Almaty city,1.4
2014,thousand people,passengers transported by air,Shymkent city,3786.8
2014,millions tonnes,performance indicators of pipeline transport,,225.0191
2014,millions tonnes,performance indicators of pipeline transport,Atyrau,69.0231
2014,millions tonnes,performance indicators of pipeline transport,Pavlodar,35.390800000000006
2014,millions tonnes,Перевезено грузов с морским транспортом,,3.6302
2014,millions tonnes,Перевезено грузов с морским транспортом,Mangistau,3.6302
2015,millions tonnes,Cargo transported by all means of transport,,3733.7548
2015,millions tonnes,Pipeline,,214.643
2015,millions tonnes,Railway,,341.37
2015,millions tonnes,Automobile,,3174.021
2015,millions tonnes,Air,,0.17178
2015,millions tonnes,Inland water еransport,,1.2189
2015,millions tonnes,nautical,,2.4766
2015,millions tonnes,,Akmola,120.29
2015,millions tonnes,,Aktobe,70.0716
2015,millions tonnes,,Almaty,167.2421
2015,millions tonnes,,Atyrau,144.3589
2015,millions tonnes,,Batys Kazakhstan,39.4995
2015,millions tonnes,,Zhambyl,91.3309
2015,millions tonnes,,Karagandy,709.863
2015,millions tonnes,,Kostanay,294.8958
