Year,UNIT_MEASURE,Regions,Sex,Value
2013,Percent,Soltustik Kazakhstan,,8.123911632180679
2013,Percent,Shygys Kazakhstan,,6.767289759461239
2013,Percent,,Male,9.213221605638546
2013,Percent,Akmola,Male,10.067245980372508
2013,Percent,Aktobe,Male,8.571053716684784
2013,Percent,Almaty,Male,16.679219382314262
2013,Percent,Atyrau,Male,4.679834441695239
2013,Percent,Batys Kazakhstan,Male,14.699450987752805
2013,Percent,Zhambyl,Male,5.36108349938081
2013,Percent,Karagandy,Male,9.552260579387104
2013,Percent,Kostanay,Male,12.078797304302748
2013,Percent,Kyzylorda,Male,5.835896184908653
2013,Percent,Mangistau,Male,2.532154677615317
2013,Percent,Turkistan,Male,11.792235691268989
2013,Percent,Pavlodar,Male,15.880739049519388
2013,Percent,Soltustik Kazakhstan,Male,11.02865635073831
2013,Percent,Shygys Kazakhstan,Male,9.094844219935846
2013,Percent,,Female,3.685402162446737
2013,Percent,Akmola,Female,4.932856776352089
2013,Percent,Aktobe,Female,5.940240052837447
2013,Percent,Almaty,Female,6.181900564672289
2013,Percent,Atyrau,Female,1.6330128330503857
2013,Percent,Batys Kazakhstan,Female,6.180782882442212
2013,Percent,Zhambyl,Female,1.6275990645223826
2013,Percent,Karagandy,Female,4.306760447256608
2013,Percent,Kostanay,Female,12.088929175005257
2013,Percent,Kyzylorda,Female,0.198342782749242
2013,Percent,Mangistau,Female,0.0269422168689974
2013,Percent,Turkistan,Female,0.8652873366676641
2013,Percent,Pavlodar,Female,5.941565220769257
2013,Percent,Soltustik Kazakhstan,Female,5.606523955147808
2013,Percent,Shygys Kazakhstan,Female,4.753230599617664
2014,Percent,,,6.382814619834155
2014,Percent,Akmola,,7.242976810327588
2014,Percent,Aktobe,,7.088322039406796
2014,Percent,Almaty,,10.605469746011082
2014,Percent,Atyrau,,3.0942609514812283
2014,Percent,Batys Kazakhstan,,10.128006875684848
2014,Percent,Zhambyl,,4.466331833415578
2014,Percent,Karagandy,,6.753879395010803
2014,Percent,Kostanay,,12.086294468601777
2014,Percent,Kyzylorda,,2.979083948040657
2014,Percent,Mangistau,,1.2251748547950718
2014,Percent,Turkistan,,6.528701081334311
2014,Percent,Pavlodar,,10.3095894304165
2014,Percent,Soltustik Kazakhstan,,8.191157470501484
2014,Percent,Shygys Kazakhstan,,8.251644578293229
2014,Percent,,Male,9.711534440861447
2014,Percent,Akmola,Male,9.836348482619991
2014,Percent,Aktobe,Male,8.460787745117102
2014,Percent,Almaty,Male,15.156032636576724
2014,Percent,Atyrau,Male,4.711503534605606
2014,Percent,Batys Kazakhstan,Male,14.580281585011988
2014,Percent,Zhambyl,Male,7.720232840019753
2014,Percent,Karagandy,Male,9.829187380384631
2014,Percent,Kostanay,Male,12.075435481549018
2014,Percent,Kyzylorda,Male,5.854154467830462
2014,Percent,Mangistau,Male,2.505083942907389
2014,Percent,Turkistan,Male,12.201398587582132
2014,Percent,Pavlodar,Male,22.25236929137781
2014,Percent,Soltustik Kazakhstan,Male,11.121720256522574
2014,Percent,Shygys Kazakhstan,Male,11.926598933140689
2014,Percent,,Female,3.433270472821785
2014,Percent,Akmola,Female,4.923791368458343
2014,Percent,Aktobe,Female,5.874888869605367
2014,Percent,Almaty,Female,6.3766849427446815
2014,Percent,Atyrau,Female,1.6079952956764905
2014,Percent,Batys Kazakhstan,Female,6.160982797714675
2014,Percent,Zhambyl,Female,1.4958423778292935
2014,Percent,Karagandy,Female,4.144392914881816
2014,Percent,Kostanay,Female,12.0955669438465
2014,Percent,Kyzylorda,Female,0.1952200171129036
2014,Percent,Mangistau,Female,0.013912111523608
2014,Percent,Turkistan,Female,1.1634771874030996
2014,Percent,Pavlodar,Female,0.226485909340926
2014,Percent,Soltustik Kazakhstan,Female,5.65215073823357
2014,Percent,Shygys Kazakhstan,Female,5.069475579435725
2015,Percent,,,6.167102538579843
2015,Percent,Akmola,,7.217801206345988
2015,Percent,Aktobe,,7.027082001010124
2015,Percent,Almaty,,10.82555393524632
2015,Percent,Atyrau,,3.076781075699837
2015,Percent,Batys Kazakhstan,,10.111470977184052
2015,Percent,Zhambyl,,3.455780396375322
2015,Percent,Karagandy,,6.754110257378359
2015,Percent,Kostanay,,12.047120141030252
2015,Percent,Kyzylorda,,2.986324745366488
2015,Percent,Mangistau,,1.2353822157728511
2015,Percent,Turkistan,,6.472015951147539
2015,Percent,Pavlodar,,10.3448911662521
2015,Percent,Soltustik Kazakhstan,,8.323080446699759
2015,Percent,Shygys Kazakhstan,,6.915875194192488
2015,Percent,,Male,9.28740826052624
2015,Percent,Akmola,Male,9.801442846050902
2015,Percent,Aktobe,Male,8.383607430465643
2015,Percent,Almaty,Male,15.449993254664202
2015,Percent,Atyrau,Male,4.444163148944133
2015,Percent,Batys Kazakhstan,Male,14.5639634786324
2015,Percent,Zhambyl,Male,5.475713809047143
2015,Percent,Karagandy,Male,9.824299145253514
2015,Percent,Kostanay,Male,11.983023037878327
2015,Percent,Kyzylorda,Male,5.870744525423801
2015,Percent,Mangistau,Male,2.5162415336686195
2015,Percent,Turkistan,Male,12.378097855081917
2015,Percent,Pavlodar,Male,22.297114660194733
2015,Percent,Soltustik Kazakhstan,Male,11.084817412980936
2015,Percent,Shygys Kazakhstan,Male,8.92255183091906
2015,Percent,,Female,3.4012183873910518
2015,Percent,Akmola,Female,4.904479848802701
2015,Percent,Aktobe,Female,5.827469106228451
2015,Percent,Almaty,Female,6.517071583834859
2015,Percent,Atyrau,Female,1.8187710130838093
2015,Percent,Batys Kazakhstan,Female,6.146280737090474
2015,Percent,Zhambyl,Female,1.6089690422589304
2015,Percent,Karagandy,Female,4.146979485435793
2015,Percent,Kostanay,Female,12.101909086683964
2015,Percent,Kyzylorda,Female,0.1927671311534241
2015,Percent,Mangistau,Female,0.0216621411263305
2015,Percent,Turkistan,Female,0.8777980027416062
2015,Percent,Pavlodar,Female,0.2449368380468555
2015,Percent,Soltustik Kazakhstan,Female,5.927788523533204
2015,Percent,Shygys Kazakhstan,Female,5.177975097812227
2016,Percent,,,5.947566036466102
2016,Percent,Akmola,,7.302879719992831
2016,Percent,Aktobe,,7.007086993574893
2016,Percent,Almaty,,10.962680875925985
2016,Percent,Atyrau,,3.0749809668204504
2016,Percent,Batys Kazakhstan,,10.17172057538988
2016,Percent,Zhambyl,,3.52950142124467
2016,Percent,Karagandy,,6.772554495956336
2016,Percent,Kostanay,,12.083380175020263
2016,Percent,Kyzylorda,,3.0322993680558423
2016,Percent,Mangistau,,1.2452800992368251
2016,Percent,Turkistan,,6.223277700815797
2016,Percent,Pavlodar,,10.26867703473942
2016,Percent,Soltustik Kazakhstan,,3.4140001209071755
2016,Percent,Shygys Kazakhstan,,6.919737424838196
2016,Percent,,Male,9.224788976309444
2016,Percent,Akmola,Male,9.957651546685897
2016,Percent,Aktobe,Male,8.37473878034167
2016,Percent,Almaty,Male,16.836879309432767
2016,Percent,Atyrau,Male,4.479508285732902
2016,Percent,Batys Kazakhstan,Male,14.67317407629606
2016,Percent,Zhambyl,Male,5.633962275393797
2016,Percent,Karagandy,Male,9.839694574853755
2016,Percent,Kostanay,Male,11.997467400799852
2016,Percent,Kyzylorda,Male,5.961078723315019
2016,Percent,Mangistau,Male,2.5470670689448536
2016,Percent,Turkistan,Male,11.765067250637816
2016,Percent,Pavlodar,Male,22.3526197722874
2016,Percent,Soltustik Kazakhstan,Male,7.108223744257983
2016,Percent,Shygys Kazakhstan,Male,9.277950350741175
2016,Percent,,Female,3.041477748548792
2016,Percent,Akmola,Female,4.921908821472576
2016,Percent,Aktobe,Female,5.79742458759472
2016,Percent,Almaty,Female,5.481125430641963
2016,Percent,Atyrau,Female,1.7817728239649444
2016,Percent,Batys Kazakhstan,Female,6.167319184009891
2016,Percent,Zhambyl,Female,1.6016048801457492
2016,Percent,Karagandy,Female,4.163638298704571
2016,Percent,Kostanay,Female,12.1569828359244
2016,Percent,Kyzylorda,Female,0.1912201472801985
2016,Percent,Mangistau,Female,0.0103805458684191
2016,Percent,Turkistan,Female,0.9666257050454776
2016,Percent,Pavlodar,Female,0.0458977651694555
2016,Percent,Soltustik Kazakhstan,Female,0.2042319466563537
2016,Percent,Shygys Kazakhstan,Female,4.87781706393486
2017,Percent,,,6.100887064527785
2017,Percent,Akmola,,7.598447290809104
2017,Percent,Aktobe,,6.333373720756804
2017,Percent,Almaty,,10.926600430832377
2017,Percent,Atyrau,,3.0594782930439077
2017,Percent,Batys Kazakhstan,,10.238460046336357
2017,Percent,Zhambyl,,4.01034456856496
2017,Percent,Karagandy,,6.811219875275411
2017,Percent,Kostanay,,12.113928650142665
2017,Percent,Kyzylorda,,3.186342605644993
2017,Percent,Mangistau,,0.8263174500636636
2017,Percent,Turkistan,,6.187991035180959
2017,Percent,Pavlodar,,10.335196274945671
2017,Percent,Soltustik Kazakhstan,,8.346185996679893
2017,Percent,Shygys Kazakhstan,,7.198534161828069
2017,Percent,,Male,10.442192621413476
2017,Percent,Akmola,Male,12.387950556708812
2017,Percent,Aktobe,Male,6.969950902781691
2017,Percent,Almaty,Male,20.5952052561627
2017,Percent,Atyrau,Male,4.4485391597322845
2017,Percent,Batys Kazakhstan,Male,15.773675208927832
2017,Percent,Zhambyl,Male,6.712319965573249
2017,Percent,Karagandy,Male,10.019283139875276
2017,Percent,Kostanay,Male,11.954689740738951
2017,Percent,Kyzylorda,Male,6.268431976906215
2017,Percent,Mangistau,Male,1.6799190770688484
2017,Percent,Turkistan,Male,11.618792337005695
2017,Percent,Pavlodar,Male,22.34060063165273
2017,Percent,Soltustik Kazakhstan,Male,14.87900216316049
2017,Percent,Shygys Kazakhstan,Male,15.041073072554244
2017,Percent,,Female,2.6269248163889456
2017,Percent,Akmola,Female,3.2923003508275817
2017,Percent,Aktobe,Female,5.770211096262919
2017,Percent,Almaty,Female,1.8686058505893537
2017,Percent,Atyrau,Female,1.7788225301059046
2017,Percent,Batys Kazakhstan,Female,5.312727190346637
2017,Percent,Zhambyl,Female,1.5284358238126348
2017,Percent,Karagandy,Female,4.077720913926477
2017,Percent,Kostanay,Female,12.250728814544727
2017,Percent,Kyzylorda,Female,0.1900560260902442
2017,Percent,Mangistau,Female,0.0160437166971335
2017,Percent,Turkistan,Female,1.0315058376864912
2017,Percent,Pavlodar,Female,0.1643770895740303
2017,Percent,Soltustik Kazakhstan,Female,2.6601191328187794
2017,Percent,Shygys Kazakhstan,Female,4.877011310126623
2018,Percent,,,5.9456315973679175
2018,Percent,Akmola,,7.408493095439031
2018,Percent,Aktobe,,6.326929557332228
2018,Percent,Almaty,,10.440690147442789
2018,Percent,Atyrau,,3.0634145846441108
2018,Percent,Batys Kazakhstan,,10.275536843573349
2018,Percent,Zhambyl,,4.050372721154694
2018,Percent,Karagandy,,6.872051460358157
2018,Percent,Kostanay,,11.704142702916377
2018,Percent,Kyzylorda,,3.221077203370531
2018,Percent,Mangistau,,0.8086458185240927
2018,Percent,Turkistan,,15.272952309919791
2018,Percent,Pavlodar,,13.846020306608626
2018,Percent,Soltustik Kazakhstan,,3.1449556451772978
2018,Percent,Shygys Kazakhstan,,8.764037794674387
2018,Percent,,Male,9.70080297943824
2018,Percent,Akmola,Male,12.429883541213416
2018,Percent,Aktobe,Male,6.990829238651386
2018,Percent,Almaty,Male,19.32187030536074
2018,Percent,Atyrau,Male,4.476725305537294
2018,Percent,Batys Kazakhstan,Male,14.86085866644467
2018,Percent,Zhambyl,Male,7.021153782887359
2018,Percent,Karagandy,Male,10.097312961637336
2018,Percent,Kostanay,Male,11.31688341529166
2018,Percent,Kyzylorda,Male,6.333372476550123
2018,Percent,Mangistau,Male,1.6486642999219476
2018,Percent,Turkistan,Male,30.117422359945824
2018,Percent,Pavlodar,Male,29.356608733379268
2018,Percent,Soltustik Kazakhstan,Male,5.174860342071808
2018,Percent,Shygys Kazakhstan,Male,13.191584021152751
2018,Percent,,Female,2.6117563333170843
2018,Percent,Akmola,Female,2.880673778696223
2018,Percent,Aktobe,Female,5.739705736506525
2018,Percent,Almaty,Female,2.078971302017338
2018,Percent,Atyrau,Female,1.756446284825564
2018,Percent,Batys Kazakhstan,Female,6.189964024774691
2018,Percent,Zhambyl,Female,1.3160701775634946
2018,Percent,Karagandy,Female,4.120433229490408
2018,Percent,Kostanay,Female,12.037603403088474
2018,Percent,Kyzylorda,Female,0.1886841687960544
2018,Percent,Mangistau,Female,0.0119399563475195
2018,Percent,Turkistan,Female,2.685202629674067
2018,Percent,Pavlodar,Female,0.3156884702466956
2018,Percent,Soltustik Kazakhstan,Female,1.1010616684828844
2018,Percent,Shygys Kazakhstan,Female,4.927390061902988
