Year,UNIT_MEASURE,Regions,Value
2016,Percent,Almaty city,0.25
2017,Percent,,0.13
2017,Percent,Akmola,0.06
2017,Percent,Aktobe,0.04
2017,Percent,Almaty,0.04
2017,Percent,Atyrau,0.06
2017,Percent,Batys Kazakhstan,0.01
2017,Percent,Zhambyl,0.08
2017,Percent,Karagandy,0.08
2017,Percent,Kostanay,0.06
2017,Percent,Kyzylorda,0.04
2017,Percent,Mangistau,0.24
2017,Percent,Ontustik Kazakhstan,0.03
2017,Percent,Pavlodar,0.01
2017,Percent,Soltustik Kazakhstan,0.02
2017,Percent,Shygys Kazakhstan,0.16
2017,Percent,Nur-Sultan city,0.28
2017,Percent,Almaty city,0.21
2018,Percent,,0.12
2018,Percent,Akmola,0.1
2018,Percent,Aktobe,0.04
2018,Percent,Almaty,0.04
2018,Percent,Atyrau,0.06
2018,Percent,Batys Kazakhstan,0.03
2018,Percent,Zhambyl,0.05
2018,Percent,Karagandy,0.07
2018,Percent,Kostanay,0.04
2018,Percent,Kyzylorda,0.02
2018,Percent,Mangistau,0.26
2018,Percent,Pavlodar,0.01
2018,Percent,Soltustik Kazakhstan,0.02
2018,Percent,Turkistan,0.02
2018,Percent,Shygys Kazakhstan,0.15
2018,Percent,Nur-Sultan city,0.21
2018,Percent,Almaty city,0.22
2018,Percent,Shymkent city,0.05
2019,Percent,,0.12
2019,Percent,Akmola,0.08
2019,Percent,Aktobe,0.03
2019,Percent,Almaty,0.05
2019,Percent,Atyrau,0.06
2019,Percent,Batys Kazakhstan,0.04
2019,Percent,Zhambyl,0.04
2019,Percent,Karagandy,0.08
2019,Percent,Kostanay,0.03
2019,Percent,Kyzylorda,0.01
2019,Percent,Mangistau,0.27
2019,Percent,Pavlodar,0.04
2019,Percent,Soltustik Kazakhstan,0.02
2019,Percent,Turkistan,0.01
2019,Percent,Shygys Kazakhstan,0.17
2019,Percent,Nur-Sultan city,0.26
2019,Percent,Almaty city,0.19
2019,Percent,Shymkent city,0.05
