Year,UNIT_MEASURE,Regions,Area,Sex,Value
2010,per 100000 population,Kostanay,Population of rural areas,Male,0.47
2010,per 100000 population,Kyzylorda,Population of rural areas,Male,2.45
2010,per 100000 population,Mangistau,Population of rural areas,Male,0.0
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,1.68
2010,per 100000 population,Pavlodar,Population of rural areas,Male,0.86
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.58
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,0.68
2010,per 100000 population,,,Female,0.65
2010,per 100000 population,Akmola,,Female,0.0
2010,per 100000 population,Aktobe,,Female,0.25
2010,per 100000 population,Almaty,,Female,1.06
2010,per 100000 population,Atyrau,,Female,0.37
2010,per 100000 population,Batys Kazakhstan,,Female,0.32
2010,per 100000 population,Zhambyl,,Female,0.37
2010,per 100000 population,Karagandy,,Female,0.28
2010,per 100000 population,Kostanay,,Female,0.21
2010,per 100000 population,Kyzylorda,,Female,2.58
2010,per 100000 population,Mangistau,,Female,0.39
2010,per 100000 population,Ontustik Kazakhstan,,Female,1.71
2010,per 100000 population,Pavlodar,,Female,0.25
2010,per 100000 population,Soltustik Kazakhstan,,Female,0.0
2010,per 100000 population,Shygys Kazakhstan,,Female,0.14
2010,per 100000 population,Nur-Sultan city,,Female,0.58
2010,per 100000 population,Almaty city,,Female,0.13
2010,per 100000 population,,Population of urban areas,Female,0.42
2010,per 100000 population,Akmola,Population of urban areas,Female,0.0
2010,per 100000 population,Aktobe,Population of urban areas,Female,0.4
2010,per 100000 population,Almaty,Population of urban areas,Female,0.44
2010,per 100000 population,Atyrau,Population of urban areas,Female,0.76
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.0
2010,per 100000 population,Zhambyl,Population of urban areas,Female,0.45
2010,per 100000 population,Karagandy,Population of urban areas,Female,0.0
2010,per 100000 population,Kostanay,Population of urban areas,Female,0.0
2010,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2010,per 100000 population,Mangistau,Population of urban areas,Female,0.71
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,1.93
2010,per 100000 population,Pavlodar,Population of urban areas,Female,0.36
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,0.23
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Female,0.58
2010,per 100000 population,Almaty city,Population of urban areas,Female,0.13
2010,per 100000 population,,Population of rural areas,Female,0.94
2010,per 100000 population,Akmola,Population of rural areas,Female,0.0
2010,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2010,per 100000 population,Almaty,Population of rural areas,Female,1.26
2010,per 100000 population,Atyrau,Population of rural areas,Female,0.0
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,0.63
2010,per 100000 population,Zhambyl,Population of rural areas,Female,0.32
2010,per 100000 population,Karagandy,Population of rural areas,Female,1.35
2010,per 100000 population,Kostanay,Population of rural areas,Female,0.44
2010,per 100000 population,Kyzylorda,Population of rural areas,Female,4.55
2010,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,1.57
2010,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.0
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,0.0
2011,per 100000 population,,,,1.08
2011,per 100000 population,Akmola,,,0.27
2011,per 100000 population,Aktobe,,,0.38
2011,per 100000 population,Almaty,,,2.49
2011,per 100000 population,Atyrau,,,0.37
2011,per 100000 population,Batys Kazakhstan,,,0.16
2011,per 100000 population,Zhambyl,,,1.43
2011,per 100000 population,Karagandy,,,0.89
2011,per 100000 population,Kostanay,,,0.0
2011,per 100000 population,Kyzylorda,,,1.84
2011,per 100000 population,Mangistau,,,0.75
2011,per 100000 population,Ontustik Kazakhstan,,,1.31
2011,per 100000 population,Pavlodar,,,0.27
2011,per 100000 population,Soltustik Kazakhstan,,,0.34
2011,per 100000 population,Shygys Kazakhstan,,,2.72
2011,per 100000 population,Nur-Sultan city,,,0.14
2011,per 100000 population,Almaty city,,,0.14
2011,per 100000 population,,Population of urban areas,,1.07
2011,per 100000 population,Akmola,Population of urban areas,,0.29
2011,per 100000 population,Aktobe,Population of urban areas,,0.62
2011,per 100000 population,Almaty,Population of urban areas,,5.21
2011,per 100000 population,Atyrau,Population of urban areas,,0.39
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.0
2011,per 100000 population,Zhambyl,Population of urban areas,,1.66
2011,per 100000 population,Karagandy,Population of urban areas,,0.57
2011,per 100000 population,Kostanay,Population of urban areas,,0.0
2011,per 100000 population,Kyzylorda,Population of urban areas,,1.0
2011,per 100000 population,Mangistau,Population of urban areas,,0.36
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,2.66
2011,per 100000 population,Pavlodar,Population of urban areas,,0.39
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.0
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.47
2011,per 100000 population,Nur-Sultan city,Population of urban areas,,0.14
2011,per 100000 population,Almaty city,Population of urban areas,,0.14
2011,per 100000 population,,Population of rural areas,,1.08
2011,per 100000 population,Akmola,Population of rural areas,,0.26
2011,per 100000 population,Aktobe,Population of rural areas,,0.0
2011,per 100000 population,Almaty,Population of rural areas,,1.66
2011,per 100000 population,Atyrau,Population of rural areas,,0.36
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,,0.32
2011,per 100000 population,Zhambyl,Population of rural areas,,1.27
2011,per 100000 population,Karagandy,Population of rural areas,,2.03
2011,per 100000 population,Kostanay,Population of rural areas,,0.0
2011,per 100000 population,Kyzylorda,Population of rural areas,,2.45
2011,per 100000 population,Mangistau,Population of rural areas,,1.17
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,0.44
2011,per 100000 population,Pavlodar,Population of rural areas,,0.0
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.57
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,,3.07
2011,per 100000 population,,,Male,1.05
2011,per 100000 population,Akmola,,Male,0.57
2011,per 100000 population,Aktobe,,Male,0.53
2011,per 100000 population,Almaty,,Male,2.26
2011,per 100000 population,Atyrau,,Male,0.38
2011,per 100000 population,Batys Kazakhstan,,Male,0.0
2011,per 100000 population,Zhambyl,,Male,1.36
2011,per 100000 population,Karagandy,,Male,0.63
2011,per 100000 population,Kostanay,,Male,0.0
2011,per 100000 population,Kyzylorda,,Male,2.27
2011,per 100000 population,Mangistau,,Male,1.13
2011,per 100000 population,Ontustik Kazakhstan,,Male,1.79
2011,per 100000 population,Pavlodar,,Male,0.28
2011,per 100000 population,Soltustik Kazakhstan,,Male,0.36
2011,per 100000 population,Shygys Kazakhstan,,Male,1.51
2011,per 100000 population,Nur-Sultan city,,Male,0.0
2011,per 100000 population,Almaty city,,Male,0.15
2011,per 100000 population,,Population of urban areas,Male,1.13
2011,per 100000 population,Akmola,Population of urban areas,Male,0.63
2011,per 100000 population,Aktobe,Population of urban areas,Male,0.88
2011,per 100000 population,Almaty,Population of urban areas,Male,4.77
2011,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,0.0
2011,per 100000 population,Zhambyl,Population of urban areas,Male,2.01
2011,per 100000 population,Karagandy,Population of urban areas,Male,0.41
2011,per 100000 population,Kostanay,Population of urban areas,Male,0.0
2011,per 100000 population,Kyzylorda,Population of urban areas,Male,0.69
2011,per 100000 population,Mangistau,Population of urban areas,Male,0.0
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,3.88
2011,per 100000 population,Pavlodar,Population of urban areas,Male,0.42
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.0
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,1.88
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Male,0.0
2011,per 100000 population,Almaty city,Population of urban areas,Male,0.15
2011,per 100000 population,,Population of rural areas,Male,0.96
2011,per 100000 population,Akmola,Population of rural areas,Male,0.52
2011,per 100000 population,Aktobe,Population of rural areas,Male,0.0
2011,per 100000 population,Almaty,Population of rural areas,Male,1.53
2011,per 100000 population,Atyrau,Population of rural areas,Male,0.71
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,0.0
2011,per 100000 population,Zhambyl,Population of rural areas,Male,0.95
2011,per 100000 population,Karagandy,Population of rural areas,Male,1.35
2011,per 100000 population,Kostanay,Population of rural areas,Male,0.0
2011,per 100000 population,Kyzylorda,Population of rural areas,Male,3.38
2011,per 100000 population,Mangistau,Population of rural areas,Male,2.31
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,0.5
2011,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.58
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,1.03
2011,per 100000 population,,,Female,1.1
2011,per 100000 population,Akmola,,Female,0.0
2011,per 100000 population,Aktobe,,Female,0.25
2011,per 100000 population,Almaty,,Female,2.7
2011,per 100000 population,Atyrau,,Female,0.36
2011,per 100000 population,Batys Kazakhstan,,Female,0.32
2011,per 100000 population,Zhambyl,,Female,1.49
2011,per 100000 population,Karagandy,,Female,1.12
2011,per 100000 population,Kostanay,,Female,0.0
2011,per 100000 population,Kyzylorda,,Female,1.41
2011,per 100000 population,Mangistau,,Female,0.37
2011,per 100000 population,Ontustik Kazakhstan,,Female,0.84
2011,per 100000 population,Pavlodar,,Female,0.25
2011,per 100000 population,Soltustik Kazakhstan,,Female,0.33
2011,per 100000 population,Shygys Kazakhstan,,Female,3.82
2011,per 100000 population,Nur-Sultan city,,Female,0.27
2011,per 100000 population,Almaty city,,Female,0.13
2011,per 100000 population,,Population of urban areas,Female,1.02
2011,per 100000 population,Akmola,Population of urban areas,Female,0.0
2011,per 100000 population,Aktobe,Population of urban areas,Female,0.39
2011,per 100000 population,Almaty,Population of urban areas,Female,5.61
2011,per 100000 population,Atyrau,Population of urban areas,Female,0.74
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.0
2011,per 100000 population,Zhambyl,Population of urban areas,Female,1.34
2011,per 100000 population,Karagandy,Population of urban areas,Female,0.7
2011,per 100000 population,Kostanay,Population of urban areas,Female,0.0
2011,per 100000 population,Kyzylorda,Population of urban areas,Female,1.3
2011,per 100000 population,Mangistau,Population of urban areas,Female,0.7
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,1.52
2011,per 100000 population,Pavlodar,Population of urban areas,Female,0.36
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,2.97
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Female,0.27
2011,per 100000 population,Almaty city,Population of urban areas,Female,0.13
2011,per 100000 population,,Population of rural areas,Female,1.2
2011,per 100000 population,Akmola,Population of rural areas,Female,0.0
2011,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2011,per 100000 population,Almaty,Population of rural areas,Female,1.78
2011,per 100000 population,Atyrau,Population of rural areas,Female,0.0
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,0.63
2011,per 100000 population,Zhambyl,Population of rural areas,Female,1.59
2011,per 100000 population,Karagandy,Population of rural areas,Female,2.72
2011,per 100000 population,Kostanay,Population of rural areas,Female,0.0
2011,per 100000 population,Kyzylorda,Population of rural areas,Female,1.49
2011,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,0.38
2011,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.57
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,5.08
2012,per 100000 population,,,,0.58
2012,per 100000 population,Akmola,,,0.55
2012,per 100000 population,Aktobe,,,0.13
2012,per 100000 population,Almaty,,,0.21
2012,per 100000 population,Atyrau,,,0.91
2012,per 100000 population,Batys Kazakhstan,,,0.65
2012,per 100000 population,Zhambyl,,,0.66
2012,per 100000 population,Karagandy,,,1.4
2012,per 100000 population,Kostanay,,,0.34
2012,per 100000 population,Kyzylorda,,,0.28
2012,per 100000 population,Mangistau,,,0.54
2012,per 100000 population,Ontustik Kazakhstan,,,1.13
2012,per 100000 population,Pavlodar,,,0.13
2012,per 100000 population,Soltustik Kazakhstan,,,0.0
2012,per 100000 population,Shygys Kazakhstan,,,0.57
2012,per 100000 population,Nur-Sultan city,,,0.26
2012,per 100000 population,Almaty city,,,0.27
2012,per 100000 population,,Population of urban areas,,0.52
2012,per 100000 population,Akmola,Population of urban areas,,0.29
2012,per 100000 population,Aktobe,Population of urban areas,,0.0
2012,per 100000 population,Almaty,Population of urban areas,,0.0
2012,per 100000 population,Atyrau,Population of urban areas,,1.51
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.0
2012,per 100000 population,Zhambyl,Population of urban areas,,0.47
2012,per 100000 population,Karagandy,Population of urban areas,,0.75
2012,per 100000 population,Kostanay,Population of urban areas,,0.22
2012,per 100000 population,Kyzylorda,Population of urban areas,,0.33
2012,per 100000 population,Mangistau,Population of urban areas,,0.35
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,1.93
2012,per 100000 population,Pavlodar,Population of urban areas,,0.19
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,,0.37
2012,per 100000 population,Nur-Sultan city,Population of urban areas,,0.26
2012,per 100000 population,Almaty city,Population of urban areas,,0.27
2012,per 100000 population,,Population of rural areas,,0.65
2012,per 100000 population,Akmola,Population of rural areas,,0.77
2012,per 100000 population,Aktobe,Population of rural areas,,0.33
2012,per 100000 population,Almaty,Population of rural areas,,0.27
2012,per 100000 population,Atyrau,Population of rural areas,,0.35
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,,1.27
2012,per 100000 population,Zhambyl,Population of rural areas,,0.78
2012,per 100000 population,Karagandy,Population of rural areas,,3.73
2012,per 100000 population,Kostanay,Population of rural areas,,0.46
2012,per 100000 population,Kyzylorda,Population of rural areas,,0.24
2012,per 100000 population,Mangistau,Population of rural areas,,0.74
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,0.62
2012,per 100000 population,Pavlodar,Population of rural areas,,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,,0.86
2012,per 100000 population,,,Male,0.59
2012,per 100000 population,Akmola,,Male,0.57
2012,per 100000 population,Aktobe,,Male,0.26
2012,per 100000 population,Almaty,,Male,0.11
2012,per 100000 population,Atyrau,,Male,0.0
2012,per 100000 population,Batys Kazakhstan,,Male,1.35
2012,per 100000 population,Zhambyl,,Male,0.58
2012,per 100000 population,Karagandy,,Male,1.25
2012,per 100000 population,Kostanay,,Male,0.0
2012,per 100000 population,Kyzylorda,,Male,0.28
2012,per 100000 population,Mangistau,,Male,0.72
2012,per 100000 population,Ontustik Kazakhstan,,Male,1.22
2012,per 100000 population,Pavlodar,,Male,0.0
2012,per 100000 population,Soltustik Kazakhstan,,Male,0.0
2012,per 100000 population,Shygys Kazakhstan,,Male,0.75
2012,per 100000 population,Nur-Sultan city,,Male,0.54
2012,per 100000 population,Almaty city,,Male,0.45
2012,per 100000 population,,Population of urban areas,Male,0.65
2012,per 100000 population,Akmola,Population of urban areas,Male,0.0
2012,per 100000 population,Aktobe,Population of urban areas,Male,0.0
2012,per 100000 population,Almaty,Population of urban areas,Male,0.0
2012,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,0.0
2012,per 100000 population,Zhambyl,Population of urban areas,Male,0.0
2012,per 100000 population,Karagandy,Population of urban areas,Male,1.01
2012,per 100000 population,Kostanay,Population of urban areas,Male,0.0
2012,per 100000 population,Kyzylorda,Population of urban areas,Male,0.67
2012,per 100000 population,Mangistau,Population of urban areas,Male,0.72
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,2.6
2012,per 100000 population,Pavlodar,Population of urban areas,Male,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,0.8
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Male,0.54
2012,per 100000 population,Almaty city,Population of urban areas,Male,0.45
2012,per 100000 population,,Population of rural areas,Male,0.53
2012,per 100000 population,Akmola,Population of rural areas,Male,1.04
2012,per 100000 population,Aktobe,Population of rural areas,Male,0.66
2012,per 100000 population,Almaty,Population of rural areas,Male,0.14
2012,per 100000 population,Atyrau,Population of rural areas,Male,0.0
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,2.53
2012,per 100000 population,Zhambyl,Population of rural areas,Male,0.94
2012,per 100000 population,Karagandy,Population of rural areas,Male,2.03
2012,per 100000 population,Kostanay,Population of rural areas,Male,0.0
2012,per 100000 population,Kyzylorda,Population of rural areas,Male,0.0
2012,per 100000 population,Mangistau,Population of rural areas,Male,0.73
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,0.37
2012,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,0.69
2012,per 100000 population,,,Female,0.56
2012,per 100000 population,Akmola,,Female,0.53
2012,per 100000 population,Aktobe,,Female,0.0
2012,per 100000 population,Almaty,,Female,0.31
2012,per 100000 population,Atyrau,,Female,1.79
2012,per 100000 population,Batys Kazakhstan,,Female,0.0
2012,per 100000 population,Zhambyl,,Female,0.74
2012,per 100000 population,Karagandy,,Female,1.53
2012,per 100000 population,Kostanay,,Female,0.65
2012,per 100000 population,Kyzylorda,,Female,0.28
2012,per 100000 population,Mangistau,,Female,0.36
2012,per 100000 population,Ontustik Kazakhstan,,Female,1.05
2012,per 100000 population,Pavlodar,,Female,0.25
2012,per 100000 population,Soltustik Kazakhstan,,Female,0.0
2012,per 100000 population,Shygys Kazakhstan,,Female,0.41
2012,per 100000 population,Nur-Sultan city,,Female,0.0
2012,per 100000 population,Almaty city,,Female,0.13
2012,per 100000 population,,Population of urban areas,Female,0.41
2012,per 100000 population,Akmola,Population of urban areas,Female,0.55
2012,per 100000 population,Aktobe,Population of urban areas,Female,0.0
2012,per 100000 population,Almaty,Population of urban areas,Female,0.0
2012,per 100000 population,Atyrau,Population of urban areas,Female,2.89
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.0
2012,per 100000 population,Zhambyl,Population of urban areas,Female,0.89
2012,per 100000 population,Karagandy,Population of urban areas,Female,0.53
2012,per 100000 population,Kostanay,Population of urban areas,Female,0.41
2012,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2012,per 100000 population,Mangistau,Population of urban areas,Female,0.0
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,1.3
2012,per 100000 population,Pavlodar,Population of urban areas,Female,0.36
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,0.0
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Female,0.0
2012,per 100000 population,Almaty city,Population of urban areas,Female,0.13
2012,per 100000 population,,Population of rural areas,Female,0.76
2012,per 100000 population,Akmola,Population of rural areas,Female,0.51
2012,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2012,per 100000 population,Almaty,Population of rural areas,Female,0.4
2012,per 100000 population,Atyrau,Population of rural areas,Female,0.71
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,0.0
2012,per 100000 population,Zhambyl,Population of rural areas,Female,0.63
2012,per 100000 population,Karagandy,Population of rural areas,Female,5.46
2012,per 100000 population,Kostanay,Population of rural areas,Female,0.91
2012,per 100000 population,Kyzylorda,Population of rural areas,Female,0.49
2012,per 100000 population,Mangistau,Population of rural areas,Female,0.74
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,0.88
2012,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,1.03
2013,per 100000 population,,,,0.66
2013,per 100000 population,Akmola,,,0.68
2013,per 100000 population,Aktobe,,,0.12
2013,per 100000 population,Almaty,,,0.15
2013,per 100000 population,Atyrau,,,0.36
2013,per 100000 population,Batys Kazakhstan,,,0.48
2013,per 100000 population,Zhambyl,,,0.37
2013,per 100000 population,Karagandy,,,0.51
2013,per 100000 population,Kostanay,,,0.34
2013,per 100000 population,Kyzylorda,,,0.27
2013,per 100000 population,Mangistau,,,0.17
2013,per 100000 population,Ontustik Kazakhstan,,,1.03
2013,per 100000 population,Pavlodar,,,0.27
2013,per 100000 population,Soltustik Kazakhstan,,,0.17
2013,per 100000 population,Shygys Kazakhstan,,,3.01
2013,per 100000 population,Nur-Sultan city,,,0.63
2013,per 100000 population,Almaty city,,,0.2
2013,per 100000 population,,Population of urban areas,,0.63
2013,per 100000 population,Akmola,Population of urban areas,,0.87
2013,per 100000 population,Aktobe,Population of urban areas,,0.2
2013,per 100000 population,Almaty,Population of urban areas,,0.44
2013,per 100000 population,Atyrau,Population of urban areas,,0.37
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,,0.33
2013,per 100000 population,Zhambyl,Population of urban areas,,0.23
2013,per 100000 population,Karagandy,Population of urban areas,,0.37
2013,per 100000 population,Kostanay,Population of urban areas,,0.22
2013,per 100000 population,Kyzylorda,Population of urban areas,,0.0
2013,per 100000 population,Mangistau,Population of urban areas,,0.34
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,1.42
2013,per 100000 population,Pavlodar,Population of urban areas,,0.38
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.0
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.32
2013,per 100000 population,Nur-Sultan city,Population of urban areas,,0.63
2013,per 100000 population,Almaty city,Population of urban areas,,0.2
2013,per 100000 population,,Population of rural areas,,0.69
2013,per 100000 population,Akmola,Population of rural areas,,0.51
