Year,UNIT_MEASURE,Regions,Area,Sex,Value
2010,Percent,Shygys Kazakhstan,Population of urban areas,,6.3
2010,Percent,Nur-Sultan city,Population of urban areas,,7.8
2010,Percent,Almaty city,Population of urban areas,,3.8
2010,Percent,,Population of rural areas,,3.0
2010,Percent,Akmola,Population of rural areas,,3.7
2010,Percent,Aktobe,Population of rural areas,,0.3
2010,Percent,Almaty,Population of rural areas,,3.2
2010,Percent,Atyrau,Population of rural areas,,1.9
2010,Percent,Batys Kazakhstan,Population of rural areas,,3.7
2010,Percent,Zhambyl,Population of rural areas,,4.8
2010,Percent,Karagandy,Population of rural areas,,2.8
2010,Percent,Kostanay,Population of rural areas,,2.6
2010,Percent,Kyzylorda,Population of rural areas,,3.2
2010,Percent,Mangistau,Population of rural areas,,3.9
2010,Percent,Ontustik Kazakhstan,Population of rural areas,,1.9
2010,Percent,Pavlodar,Population of rural areas,,1.1
2010,Percent,Soltustik Kazakhstan,Population of rural areas,,2.7
2010,Percent,Turkistan,Population of rural areas,,6.8
2011,Percent,,,,5.1
2011,Percent,Akmola,,,5.2
2011,Percent,Aktobe,,,1.2
2011,Percent,Almaty,,,6.0
2011,Percent,Atyrau,,,2.3
2011,Percent,Batys Kazakhstan,,,5.6
2011,Percent,Zhambyl,,,7.3
2011,Percent,Karagandy,,,6.2
2011,Percent,Kostanay,,,4.3
2011,Percent,Kyzylorda,,,6.6
2011,Percent,Mangistau,,,7.7
2011,Percent,Ontustik Kazakhstan,,,3.8
2011,Percent,Pavlodar,,,3.6
2011,Percent,Soltustik Kazakhstan,,,5.4
2011,Percent,Shygys Kazakhstan,,,8.5
2011,Percent,Nur-Sultan city,,,6.6
2011,Percent,Almaty city,,,2.8
2011,Percent,,,Male,5.4
2011,Percent,Akmola,,Male,4.3
2011,Percent,Aktobe,,Male,3.5
2011,Percent,Almaty,,Male,6.5
2011,Percent,Atyrau,,Male,1.9
2011,Percent,Batys Kazakhstan,,Male,3.4
2011,Percent,Zhambyl,,Male,6.5
2011,Percent,Karagandy,,Male,5.6
2011,Percent,Kostanay,,Male,4.5
2011,Percent,Kyzylorda,,Male,9.8
2011,Percent,Mangistau,,Male,14.1
2011,Percent,Ontustik Kazakhstan,,Male,5.5
2011,Percent,Pavlodar,,Male,3.1
2011,Percent,Soltustik Kazakhstan,,Male,4.7
2011,Percent,Shygys Kazakhstan,,Male,5.6
2011,Percent,Nur-Sultan city,,Male,5.2
2011,Percent,Almaty city,,Male,2.9
2011,Percent,,,Female,9.4
2011,Percent,Akmola,,Female,6.1
2011,Percent,Aktobe,,Female,9.0
2011,Percent,Almaty,,Female,11.7
2011,Percent,Atyrau,,Female,6.3
2011,Percent,Batys Kazakhstan,,Female,4.3
2011,Percent,Zhambyl,,Female,12.7
2011,Percent,Karagandy,,Female,14.7
2011,Percent,Kostanay,,Female,5.3
2011,Percent,Kyzylorda,,Female,15.6
2011,Percent,Mangistau,,Female,13.4
2011,Percent,Ontustik Kazakhstan,,Female,8.3
2011,Percent,Pavlodar,,Female,5.8
2011,Percent,Soltustik Kazakhstan,,Female,8.8
2011,Percent,Shygys Kazakhstan,,Female,10.4
2011,Percent,Nur-Sultan city,,Female,7.8
2011,Percent,Almaty city,,Female,6.7
2011,Percent,,Population of urban areas,,6.8
2011,Percent,Akmola,Population of urban areas,,5.0
2011,Percent,Aktobe,Population of urban areas,,7.4
2011,Percent,Almaty,Population of urban areas,,10.7
2011,Percent,Atyrau,Population of urban areas,,3.8
2011,Percent,Batys Kazakhstan,Population of urban areas,,2.2
2011,Percent,Zhambyl,Population of urban areas,,7.1
2011,Percent,Karagandy,Population of urban areas,,10.2
2011,Percent,Kostanay,Population of urban areas,,5.3
2011,Percent,Kyzylorda,Population of urban areas,,13.6
2011,Percent,Mangistau,Population of urban areas,,10.0
2011,Percent,Ontustik Kazakhstan,Population of urban areas,,5.6
2011,Percent,Pavlodar,Population of urban areas,,5.2
2011,Percent,Soltustik Kazakhstan,Population of urban areas,,7.8
2011,Percent,Shygys Kazakhstan,Population of urban areas,,7.4
2011,Percent,Nur-Sultan city,Population of urban areas,,6.6
2011,Percent,Almaty city,Population of urban areas,,4.9
2011,Percent,,Population of rural areas,,8.1
2011,Percent,Akmola,Population of rural areas,,5.1
2011,Percent,Aktobe,Population of rural areas,,4.9
2011,Percent,Almaty,Population of rural areas,,8.6
2011,Percent,Atyrau,Population of rural areas,,4.3
2011,Percent,Batys Kazakhstan,Population of rural areas,,5.3
2011,Percent,Zhambyl,Population of rural areas,,10.6
2011,Percent,Karagandy,Population of rural areas,,10.3
2011,Percent,Kostanay,Population of rural areas,,4.7
2011,Percent,Kyzylorda,Population of rural areas,,12.0
2011,Percent,Mangistau,Population of rural areas,,16.9
2011,Percent,Ontustik Kazakhstan,Population of rural areas,,8.0
2011,Percent,Pavlodar,Population of rural areas,,2.6
2011,Percent,Soltustik Kazakhstan,Population of rural areas,,6.1
2011,Percent,Turkistan,Population of rural areas,,8.6
2012,Percent,,,,5.9
2012,Percent,Akmola,,,5.4
2012,Percent,Aktobe,,,1.2
2012,Percent,Almaty,,,9.0
2012,Percent,Atyrau,,,4.0
2012,Percent,Batys Kazakhstan,,,3.9
2012,Percent,Zhambyl,,,7.4
2012,Percent,Karagandy,,,8.0
2012,Percent,Kostanay,,,4.5
2012,Percent,Kyzylorda,,,10.1
2012,Percent,Mangistau,,,9.8
2012,Percent,Ontustik Kazakhstan,,,3.8
2012,Percent,Pavlodar,,,2.8
2012,Percent,Soltustik Kazakhstan,,,6.4
2012,Percent,Shygys Kazakhstan,,,5.1
2012,Percent,Nur-Sultan city,,,13.5
2012,Percent,Almaty city,,,3.3
2012,Percent,,,Male,4.9
2012,Percent,Akmola,,Male,5.4
2012,Percent,Aktobe,,Male,0.4
2012,Percent,Almaty,,Male,6.8
2012,Percent,Atyrau,,Male,2.0
2012,Percent,Batys Kazakhstan,,Male,3.5
2012,Percent,Zhambyl,,Male,6.3
2012,Percent,Karagandy,,Male,5.7
2012,Percent,Kostanay,,Male,3.3
2012,Percent,Kyzylorda,,Male,9.9
2012,Percent,Mangistau,,Male,12.3
2012,Percent,Ontustik Kazakhstan,,Male,2.3
2012,Percent,Pavlodar,,Male,2.0
2012,Percent,Soltustik Kazakhstan,,Male,5.0
2012,Percent,Shygys Kazakhstan,,Male,4.3
2012,Percent,Nur-Sultan city,,Male,12.7
2012,Percent,Almaty city,,Male,3.8
2012,Percent,,,Female,6.9
2012,Percent,Akmola,,Female,5.4
2012,Percent,Aktobe,,Female,2.0
2012,Percent,Almaty,,Female,11.1
2012,Percent,Atyrau,,Female,5.9
2012,Percent,Batys Kazakhstan,,Female,4.4
2012,Percent,Zhambyl,,Female,8.5
2012,Percent,Karagandy,,Female,10.4
2012,Percent,Kostanay,,Female,5.8
2012,Percent,Kyzylorda,,Female,10.3
2012,Percent,Mangistau,,Female,6.7
2012,Percent,Ontustik Kazakhstan,,Female,5.3
2012,Percent,Pavlodar,,Female,3.6
2012,Percent,Soltustik Kazakhstan,,Female,8.0
2012,Percent,Shygys Kazakhstan,,Female,6.1
2012,Percent,Nur-Sultan city,,Female,14.3
2012,Percent,Almaty city,,Female,3.0
2012,Percent,,Population of urban areas,,5.9
2012,Percent,Akmola,Population of urban areas,,6.7
2012,Percent,Aktobe,Population of urban areas,,2.0
2012,Percent,Almaty,Population of urban areas,,10.0
2012,Percent,Atyrau,Population of urban areas,,3.8
2012,Percent,Batys Kazakhstan,Population of urban areas,,3.0
2012,Percent,Zhambyl,Population of urban areas,,9.4
2012,Percent,Karagandy,Population of urban areas,,7.6
2012,Percent,Kostanay,Population of urban areas,,4.9
2012,Percent,Kyzylorda,Population of urban areas,,10.9
2012,Percent,Mangistau,Population of urban areas,,3.6
2012,Percent,Ontustik Kazakhstan,Population of urban areas,,5.1
2012,Percent,Pavlodar,Population of urban areas,,3.1
2012,Percent,Soltustik Kazakhstan,Population of urban areas,,7.6
2012,Percent,Shygys Kazakhstan,Population of urban areas,,3.2
2012,Percent,Nur-Sultan city,Population of urban areas,,13.5
2012,Percent,Almaty city,Population of urban areas,,3.3
2012,Percent,,Population of rural areas,,5.9
2012,Percent,Akmola,Population of rural areas,,4.2
2012,Percent,Aktobe,Population of rural areas,,0.2
2012,Percent,Almaty,Population of rural areas,,8.7
2012,Percent,Atyrau,Population of rural areas,,4.1
2012,Percent,Batys Kazakhstan,Population of rural areas,,4.7
2012,Percent,Zhambyl,Population of rural areas,,6.1
2012,Percent,Karagandy,Population of rural areas,,9.3
2012,Percent,Kostanay,Population of rural areas,,4.2
2012,Percent,Kyzylorda,Population of rural areas,,9.6
2012,Percent,Mangistau,Population of rural areas,,18.5
2012,Percent,Ontustik Kazakhstan,Population of rural areas,,3.0
2012,Percent,Pavlodar,Population of rural areas,,2.2
2012,Percent,Soltustik Kazakhstan,Population of rural areas,,5.6
2012,Percent,Turkistan,Population of rural areas,,8.2
2013,Percent,,,,5.8
2013,Percent,Akmola,,,5.1
2013,Percent,Aktobe,,,1.9
2013,Percent,Almaty,,,7.9
2013,Percent,Atyrau,,,4.3
2013,Percent,Batys Kazakhstan,,,3.2
2013,Percent,Zhambyl,,,4.8
2013,Percent,Karagandy,,,5.3
2013,Percent,Kostanay,,,5.2
2013,Percent,Kyzylorda,,,9.88
2013,Percent,Mangistau,,,8.4
2013,Percent,Ontustik Kazakhstan,,,3.3
2013,Percent,Pavlodar,,,1.8
2013,Percent,Soltustik Kazakhstan,,,6.3
2013,Percent,Shygys Kazakhstan,,,7.3
2013,Percent,Nur-Sultan city,,,19.3
2013,Percent,Almaty city,,,3.2
2013,Percent,,,Male,5.0
2013,Percent,Akmola,,Male,4.5
2013,Percent,Aktobe,,Male,1.4
2013,Percent,Almaty,,Male,5.7
2013,Percent,Atyrau,,Male,3.8
2013,Percent,Batys Kazakhstan,,Male,3.1
2013,Percent,Zhambyl,,Male,4.3
2013,Percent,Karagandy,,Male,4.8
2013,Percent,Kostanay,,Male,5.2
2013,Percent,Kyzylorda,,Male,9.8
2013,Percent,Mangistau,,Male,7.6
2013,Percent,Ontustik Kazakhstan,,Male,1.6
2013,Percent,Pavlodar,,Male,1.1
2013,Percent,Soltustik Kazakhstan,,Male,6.4
2013,Percent,Shygys Kazakhstan,,Male,6.5
2013,Percent,Nur-Sultan city,,Male,17.8
2013,Percent,Almaty city,,Male,3.4
2013,Percent,,,Female,6.5
2013,Percent,Akmola,,Female,5.7
2013,Percent,Aktobe,,Female,2.4
2013,Percent,Almaty,,Female,10.0
2013,Percent,Atyrau,,Female,4.8
2013,Percent,Batys Kazakhstan,,Female,3.2
2013,Percent,Zhambyl,,Female,5.4
2013,Percent,Karagandy,,Female,5.9
2013,Percent,Kostanay,,Female,5.1
2013,Percent,Kyzylorda,,Female,9.8
2013,Percent,Mangistau,,Female,9.3
2013,Percent,Ontustik Kazakhstan,,Female,5.1
2013,Percent,Pavlodar,,Female,2.5
2013,Percent,Soltustik Kazakhstan,,Female,6.3
2013,Percent,Shygys Kazakhstan,,Female,8.1
2013,Percent,Nur-Sultan city,,Female,21.1
2013,Percent,Almaty city,,Female,3.0
2013,Percent,,Population of urban areas,,5.8
2013,Percent,Akmola,Population of urban areas,,5.0
2013,Percent,Aktobe,Population of urban areas,,1.7
2013,Percent,Almaty,Population of urban areas,,5.8
2013,Percent,Atyrau,Population of urban areas,,5.6
2013,Percent,Batys Kazakhstan,Population of urban areas,,2.6
2013,Percent,Zhambyl,Population of urban areas,,4.3
2013,Percent,Karagandy,Population of urban areas,,5.5
2013,Percent,Kostanay,Population of urban areas,,6.6
2013,Percent,Kyzylorda,Population of urban areas,,9.5
2013,Percent,Mangistau,Population of urban areas,,7.2
2013,Percent,Ontustik Kazakhstan,Population of urban areas,,5.6
2013,Percent,Pavlodar,Population of urban areas,,1.6
2013,Percent,Soltustik Kazakhstan,Population of urban areas,,4.5
2013,Percent,Shygys Kazakhstan,Population of urban areas,,4.3
2013,Percent,Nur-Sultan city,Population of urban areas,,19.3
2013,Percent,Almaty city,Population of urban areas,,3.2
2013,Percent,,Population of rural areas,,5.7
2013,Percent,Akmola,Population of rural areas,,5.1
2013,Percent,Aktobe,Population of rural areas,,2.3
2013,Percent,Almaty,Population of rural areas,,8.5
2013,Percent,Atyrau,Population of rural areas,,3.2
2013,Percent,Batys Kazakhstan,Population of rural areas,,3.7
2013,Percent,Zhambyl,Population of rural areas,,5.2
2013,Percent,Karagandy,Population of rural areas,,4.8
2013,Percent,Kostanay,Population of rural areas,,3.8
2013,Percent,Kyzylorda,Population of rural areas,,10.1
2013,Percent,Mangistau,Population of rural areas,,9.5
2013,Percent,Ontustik Kazakhstan,Population of rural areas,,1.9
2013,Percent,Pavlodar,Population of rural areas,,2.1
2013,Percent,Soltustik Kazakhstan,Population of rural areas,,7.6
2013,Percent,Turkistan,Population of rural areas,,11.5
2014,Percent,,,,7.0
2014,Percent,Akmola,,,4.5
2014,Percent,Aktobe,,,6.8
2014,Percent,Almaty,,,7.6
2014,Percent,Atyrau,,,4.7
2014,Percent,Batys Kazakhstan,,,3.1
2014,Percent,Zhambyl,,,9.6
2014,Percent,Karagandy,,,10.5
2014,Percent,Kostanay,,,4.5
2014,Percent,Kyzylorda,,,12.4
2014,Percent,Mangistau,,,14.5
2014,Percent,Ontustik Kazakhstan,,,6.8
2014,Percent,Pavlodar,,,3.4
2014,Percent,Soltustik Kazakhstan,,,6.6
2014,Percent,Shygys Kazakhstan,,,5.7
2014,Percent,Nur-Sultan city,,,6.5
2014,Percent,Almaty city,,,4.8
2014,Percent,,,Male,5.0
2014,Percent,Akmola,,Male,3.3
2014,Percent,Aktobe,,Male,3.7
2014,Percent,Almaty,,Male,5.4
2014,Percent,Atyrau,,Male,2.2
2014,Percent,Batys Kazakhstan,,Male,2.8
2014,Percent,Zhambyl,,Male,5.4
2014,Percent,Karagandy,,Male,5.3
2014,Percent,Kostanay,,Male,4.6
2014,Percent,Kyzylorda,,Male,9.1
2014,Percent,Mangistau,,Male,13.8
2014,Percent,Ontustik Kazakhstan,,Male,5.3
2014,Percent,Pavlodar,,Male,2.2
2014,Percent,Soltustik Kazakhstan,,Male,4.6
2014,Percent,Shygys Kazakhstan,,Male,3.4
2014,Percent,Nur-Sultan city,,Male,4.7
2014,Percent,Almaty city,,Male,3.9
2014,Percent,,,Female,9.0
2014,Percent,Akmola,,Female,5.8
2014,Percent,Aktobe,,Female,9.8
2014,Percent,Almaty,,Female,9.9
2014,Percent,Atyrau,,Female,7.3
2014,Percent,Batys Kazakhstan,,Female,3.4
2014,Percent,Zhambyl,,Female,14.0
2014,Percent,Karagandy,,Female,15.9
2014,Percent,Kostanay,,Female,4.4
2014,Percent,Kyzylorda,,Female,16.0
2014,Percent,Mangistau,,Female,15.1
2014,Percent,Ontustik Kazakhstan,,Female,8.4
2014,Percent,Pavlodar,,Female,4.6
2014,Percent,Soltustik Kazakhstan,,Female,8.8
2014,Percent,Shygys Kazakhstan,,Female,8.1
2014,Percent,Nur-Sultan city,,Female,8.1
2014,Percent,Almaty city,,Female,5.6
2014,Percent,,Population of urban areas,,6.3
2014,Percent,Akmola,Population of urban areas,,4.0
2014,Percent,Aktobe,Population of urban areas,,8.0
2014,Percent,Almaty,Population of urban areas,,7.6
2014,Percent,Atyrau,Population of urban areas,,4.3
2014,Percent,Batys Kazakhstan,Population of urban areas,,2.2
2014,Percent,Zhambyl,Population of urban areas,,6.9
2014,Percent,Karagandy,Population of urban areas,,10.5
2014,Percent,Kostanay,Population of urban areas,,4.6
2014,Percent,Kyzylorda,Population of urban areas,,14.4
2014,Percent,Mangistau,Population of urban areas,,9.9
2014,Percent,Ontustik Kazakhstan,Population of urban areas,,5.3
2014,Percent,Pavlodar,Population of urban areas,,4.1
2014,Percent,Soltustik Kazakhstan,Population of urban areas,,7.3
2014,Percent,Shygys Kazakhstan,Population of urban areas,,4.8
2014,Percent,Nur-Sultan city,Population of urban areas,,6.5
2014,Percent,Almaty city,Population of urban areas,,4.8
2014,Percent,,Population of rural areas,,7.8
2014,Percent,Akmola,Population of rural areas,,4.9
2014,Percent,Aktobe,Population of rural areas,,4.7
2014,Percent,Almaty,Population of rural areas,,7.6
2014,Percent,Atyrau,Population of rural areas,,4.9
2014,Percent,Batys Kazakhstan,Population of rural areas,,4.2
2014,Percent,Zhambyl,Population of rural areas,,11.2
2014,Percent,Karagandy,Population of rural areas,,10.7
2014,Percent,Kostanay,Population of rural areas,,4.4
2014,Percent,Kyzylorda,Population of rural areas,,11.4
2014,Percent,Mangistau,Population of rural areas,,18.6
2014,Percent,Ontustik Kazakhstan,Population of rural areas,,7.8
2014,Percent,Pavlodar,Population of rural areas,,2.0
2014,Percent,Soltustik Kazakhstan,Population of rural areas,,6.1
2014,Percent,Turkistan,Population of rural areas,,7.0
2015,Percent,,,,7.9
2015,Percent,Akmola,,,7.7
2015,Percent,Aktobe,,,8.0
2015,Percent,Almaty,,,8.2
2015,Percent,Atyrau,,,7.0
2015,Percent,Batys Kazakhstan,,,3.9
2015,Percent,Zhambyl,,,12.9
2015,Percent,Karagandy,,,12.5
2015,Percent,Kostanay,,,6.5
2015,Percent,Kyzylorda,,,7.6
2015,Percent,Mangistau,,,9.9
2015,Percent,Ontustik Kazakhstan,,,8.3
2015,Percent,Pavlodar,,,5.6
2015,Percent,Soltustik Kazakhstan,,,7.2
2015,Percent,Shygys Kazakhstan,,,7.6
2015,Percent,Nur-Sultan city,,,5.2
2015,Percent,Almaty city,,,5.9
2015,Percent,,,Male,6.0
2015,Percent,Akmola,,Male,5.8
2015,Percent,Aktobe,,Male,5.4
2015,Percent,Almaty,,Male,6.1
2015,Percent,Atyrau,,Male,4.3
2015,Percent,Batys Kazakhstan,,Male,3.5
2015,Percent,Zhambyl,,Male,8.1
2015,Percent,Karagandy,,Male,7.2
2015,Percent,Kostanay,,Male,6.0
2015,Percent,Kyzylorda,,Male,6.6
2015,Percent,Mangistau,,Male,6.8
2015,Percent,Ontustik Kazakhstan,,Male,7.4
2015,Percent,Pavlodar,,Male,5.0
2015,Percent,Soltustik Kazakhstan,,Male,5.1
2015,Percent,Shygys Kazakhstan,,Male,4.9
2015,Percent,Nur-Sultan city,,Male,4.4
2015,Percent,Almaty city,,Male,5.2
2015,Percent,,,Female,9.7
2015,Percent,Akmola,,Female,9.7
2015,Percent,Aktobe,,Female,10.0
2015,Percent,Almaty,,Female,10.5
2015,Percent,Atyrau,,Female,10.4
2015,Percent,Batys Kazakhstan,,Female,4.4
2015,Percent,Zhambyl,,Female,17.9
2015,Percent,Karagandy,,Female,17.6
2015,Percent,Kostanay,,Female,7.1
2015,Percent,Kyzylorda,,Female,8.8
2015,Percent,Mangistau,,Female,13.5
2015,Percent,Ontustik Kazakhstan,,Female,9.2
2015,Percent,Pavlodar,,Female,6.2
2015,Percent,Soltustik Kazakhstan,,Female,9.7
2015,Percent,Shygys Kazakhstan,,Female,10.5
2015,Percent,Nur-Sultan city,,Female,5.8
2015,Percent,Almaty city,,Female,6.4
2015,Percent,,Population of urban areas,,6.6
2015,Percent,Akmola,Population of urban areas,,6.6
2015,Percent,Aktobe,Population of urban areas,,6.3
2015,Percent,Almaty,Population of urban areas,,7.7
2015,Percent,Atyrau,Population of urban areas,,7.4
2015,Percent,Batys Kazakhstan,Population of urban areas,,1.7
2015,Percent,Zhambyl,Population of urban areas,,14.9
2015,Percent,Karagandy,Population of urban areas,,12.0
2015,Percent,Kostanay,Population of urban areas,,5.5
2015,Percent,Kyzylorda,Population of urban areas,,7.2
2015,Percent,Mangistau,Population of urban areas,,6.3
2015,Percent,Ontustik Kazakhstan,Population of urban areas,,4.6
2015,Percent,Pavlodar,Population of urban areas,,2.5
2015,Percent,Soltustik Kazakhstan,Population of urban areas,,9.2
2015,Percent,Shygys Kazakhstan,Population of urban areas,,6.3
2015,Percent,Nur-Sultan city,Population of urban areas,,5.2
2015,Percent,Almaty city,Population of urban areas,,5.9
2015,Percent,,Population of rural areas,,9.6
2015,Percent,Akmola,Population of rural areas,,8.6
2015,Percent,Aktobe,Population of rural areas,,11.0
2015,Percent,Almaty,Population of rural areas,,8.3
2015,Percent,Atyrau,Population of rural areas,,6.8
2015,Percent,Batys Kazakhstan,Population of rural areas,,6.2
2015,Percent,Zhambyl,Population of rural areas,,11.6
2015,Percent,Karagandy,Population of rural areas,,14.3
2015,Percent,Kostanay,Population of rural areas,,7.6
2015,Percent,Kyzylorda,Population of rural areas,,7.9
2015,Percent,Mangistau,Population of rural areas,,13.3
2015,Percent,Ontustik Kazakhstan,Population of rural areas,,11.5
2015,Percent,Pavlodar,Population of rural areas,,12.7
2015,Percent,Soltustik Kazakhstan,Population of rural areas,,5.8
2015,Percent,Turkistan,Population of rural areas,,9.7
2016,Percent,,,,7.2
2016,Percent,Akmola,,,5.8
2016,Percent,Aktobe,,,5.1
2016,Percent,Almaty,,,7.6
2016,Percent,Atyrau,,,7.1
2016,Percent,Batys Kazakhstan,,,2.3
2016,Percent,Zhambyl,,,11.7
2016,Percent,Karagandy,,,9.5
2016,Percent,Kostanay,,,3.3
2016,Percent,Kyzylorda,,,10.1
2016,Percent,Mangistau,,,14.2
2016,Percent,Ontustik Kazakhstan,,,7.9
2016,Percent,Pavlodar,,,7.5
2016,Percent,Soltustik Kazakhstan,,,8.6
2016,Percent,Shygys Kazakhstan,,,4.6
2016,Percent,Nur-Sultan city,,,6.4
2016,Percent,Almaty city,,,5.2
2016,Percent,,,Male,5.3
2016,Percent,Akmola,,Male,4.5
2016,Percent,Aktobe,,Male,2.3
2016,Percent,Almaty,,Male,5.2
2016,Percent,Atyrau,,Male,5.7
2016,Percent,Batys Kazakhstan,,Male,2.2
2016,Percent,Zhambyl,,Male,7.8
2016,Percent,Karagandy,,Male,5.9
2016,Percent,Kostanay,,Male,2.9
2016,Percent,Kyzylorda,,Male,8.4
2016,Percent,Mangistau,,Male,6.2
2016,Percent,Ontustik Kazakhstan,,Male,6.5
2016,Percent,Pavlodar,,Male,7.1
2016,Percent,Soltustik Kazakhstan,,Male,4.6
2016,Percent,Shygys Kazakhstan,,Male,3.4
2016,Percent,Nur-Sultan city,,Male,4.9
2016,Percent,Almaty city,,Male,4.7
2016,Percent,,,Female,9.1
2016,Percent,Akmola,,Female,7.2
2016,Percent,Aktobe,,Female,7.9
2016,Percent,Almaty,,Female,10.3
2016,Percent,Atyrau,,Female,8.5
2016,Percent,Batys Kazakhstan,,Female,2.4
2016,Percent,Zhambyl,,Female,16.0
2016,Percent,Karagandy,,Female,13.2
2016,Percent,Kostanay,,Female,3.7
2016,Percent,Kyzylorda,,Female,12.0
2016,Percent,Mangistau,,Female,22.4
2016,Percent,Ontustik Kazakhstan,,Female,9.2
2016,Percent,Pavlodar,,Female,7.9
2016,Percent,Soltustik Kazakhstan,,Female,12.5
2016,Percent,Shygys Kazakhstan,,Female,6.1
2016,Percent,Nur-Sultan city,,Female,7.6
2016,Percent,Almaty city,,Female,5.6
2016,Percent,,Population of urban areas,,5.8
2016,Percent,Akmola,Population of urban areas,,4.0
2016,Percent,Aktobe,Population of urban areas,,3.8
2016,Percent,Almaty,Population of urban areas,,8.5
2016,Percent,Atyrau,Population of urban areas,,8.1
2016,Percent,Batys Kazakhstan,Population of urban areas,,1.4
2016,Percent,Zhambyl,Population of urban areas,,12.0
2016,Percent,Karagandy,Population of urban areas,,8.2
2016,Percent,Kostanay,Population of urban areas,,3.1
2016,Percent,Kyzylorda,Population of urban areas,,10.8
2016,Percent,Mangistau,Population of urban areas,,14.8
2016,Percent,Ontustik Kazakhstan,Population of urban areas,,3.1
2016,Percent,Pavlodar,Population of urban areas,,5.1
2016,Percent,Soltustik Kazakhstan,Population of urban areas,,9.6
2016,Percent,Shygys Kazakhstan,Population of urban areas,,2.4
2016,Percent,Nur-Sultan city,Population of urban areas,,6.4
2016,Percent,Almaty city,Population of urban areas,,5.2
2016,Percent,,Population of rural areas,,9.2
2016,Percent,Akmola,Population of rural areas,,7.3
2016,Percent,Aktobe,Population of rural areas,,7.4
2016,Percent,Almaty,Population of rural areas,,7.3
2016,Percent,Atyrau,Population of rural areas,,6.4
2016,Percent,Batys Kazakhstan,Population of rural areas,,3.4
2016,Percent,Zhambyl,Population of rural areas,,11.5
2016,Percent,Karagandy,Population of rural areas,,14.8
2016,Percent,Kostanay,Population of rural areas,,3.6
2016,Percent,Kyzylorda,Population of rural areas,,9.7
2016,Percent,Mangistau,Population of rural areas,,13.8
2016,Percent,Ontustik Kazakhstan,Population of rural areas,,12.3
2016,Percent,Pavlodar,Population of rural areas,,13.4
2016,Percent,Soltustik Kazakhstan,Population of rural areas,,7.8
2016,Percent,Turkistan,Population of rural areas,,8.3
2017,Percent,,,,6.4
