Year,UNIT_MEASURE,Area,Sex,Regions,Value
2012,Percent,,,Shygys Kazakhstan,3.4
2012,Percent,,,Nur-Sultan city,1.0
2012,Percent,,,Almaty city,0.4
2013,Percent,,,,2.9
2013,Percent,Population of urban areas,,,1.3
2013,Percent,Population of rural areas,,,4.9
2013,Percent,,Male,,3.1
2013,Percent,,Female,,2.7
2013,Percent,,,Akmola,3.9
2013,Percent,,,Aktobe,2.0
2013,Percent,,,Almaty,2.0
2013,Percent,,,Atyrau,3.3
2013,Percent,,,Batys Kazakhstan,3.7
2013,Percent,,,Zhambyl,3.4
2013,Percent,,,Karagandy,2.0
2013,Percent,,,Kostanay,2.6
2013,Percent,,,Kyzylorda,3.6
2013,Percent,,,Mangistau,2.6
2013,Percent,,,Ontustik Kazakhstan,5.9
2013,Percent,,,Pavlodar,1.5
2013,Percent,,,Soltustik Kazakhstan,4.8
2013,Percent,,,Shygys Kazakhstan,2.4
2013,Percent,,,Nur-Sultan city,0.5
2013,Percent,,,Almaty city,0.6
2014,Percent,,,,2.9
2014,Percent,Population of urban areas,,,1.3
2014,Percent,Population of rural areas,,,4.7
2014,Percent,,Male,,3.0
2014,Percent,,Female,,2.0
2014,Percent,,,Akmola,2.9
2014,Percent,,,Aktobe,1.8
2014,Percent,,,Almaty,2.5
2014,Percent,,,Atyrau,2.8
2014,Percent,,,Batys Kazakhstan,2.9
2014,Percent,,,Zhambyl,3.1
2014,Percent,,,Karagandy,1.4
2014,Percent,,,Kostanay,2.5
2014,Percent,,,Kyzylorda,3.2
2014,Percent,,,Mangistau,3.0
2014,Percent,,,Ontustik Kazakhstan,6.1
2014,Percent,,,Pavlodar,1.5
2014,Percent,,,Soltustik Kazakhstan,4.2
2014,Percent,,,Turkistan,7.7
2014,Percent,,,Shygys Kazakhstan,2.5
2014,Percent,,,Nur-Sultan city,0.4
2014,Percent,,,Almaty city,0.6
2014,Percent,,,Shymkent city,1.0
2015,Percent,,,,2.6
2015,Percent,Population of urban areas,,,1.3
2015,Percent,Population of rural areas,,,4.4
2015,Percent,,Male,,2.7
2015,Percent,,Female,,2.6
2015,Percent,,,Akmola,2.9
2015,Percent,,,Aktobe,1.7
2015,Percent,,,Almaty,2.3
2015,Percent,,,Atyrau,2.8
2015,Percent,,,Batys Kazakhstan,3.1
2015,Percent,,,Zhambyl,3.2
2015,Percent,,,Karagandy,1.5
2015,Percent,,,Kostanay,2.7
2015,Percent,,,Kyzylorda,3.5
2015,Percent,,,Mangistau,2.6
2015,Percent,,,Ontustik Kazakhstan,5.3
2015,Percent,,,Pavlodar,1.6
2015,Percent,,,Soltustik Kazakhstan,3.7
2015,Percent,,,Turkistan,6.3
2015,Percent,,,Shygys Kazakhstan,2.0
2015,Percent,,,Nur-Sultan city,0.6
2015,Percent,,,Almaty city,0.6
2015,Percent,,,Shymkent city,1.1
2016,Percent,,,,2.5
2016,Percent,Population of urban areas,,,1.3
2016,Percent,Population of rural areas,,,4.4
2016,Percent,,Male,,2.6
2016,Percent,,Female,,2.5
2016,Percent,,,Akmola,3.0
2016,Percent,,,Aktobe,1.9
2016,Percent,,,Almaty,2.2
2016,Percent,,,Atyrau,3.1
2016,Percent,,,Batys Kazakhstan,2.8
2016,Percent,,,Zhambyl,3.3
2016,Percent,,,Karagandy,1.3
2016,Percent,,,Kostanay,2.6
2016,Percent,,,Kyzylorda,3.1
2016,Percent,,,Mangistau,2.8
2016,Percent,,,Ontustik Kazakhstan,5.1
2016,Percent,,,Pavlodar,1.9
2016,Percent,,,Soltustik Kazakhstan,3.4
2016,Percent,,,Turkistan,5.7
2016,Percent,,,Shygys Kazakhstan,1.8
2016,Percent,,,Nur-Sultan city,0.7
2016,Percent,,,Almaty city,0.8
2016,Percent,,,Shymkent city,0.5
2017,Percent,,,,2.7
2017,Percent,Population of urban areas,,,1.2
2017,Percent,Population of rural areas,,,4.5
2017,Percent,,Male,,2.7
2017,Percent,,Female,,2.6
2017,Percent,,,Akmola,2.9
2017,Percent,,,Aktobe,1.9
2017,Percent,,,Almaty,2.4
2017,Percent,,,Atyrau,2.8
2017,Percent,,,Batys Kazakhstan,2.7
2017,Percent,,,Zhambyl,3.5
2017,Percent,,,Karagandy,1.6
2017,Percent,,,Kostanay,2.4
2017,Percent,,,Kyzylorda,3.0
2017,Percent,,,Mangistau,3.3
2017,Percent,,,Ontustik Kazakhstan,5.0
2017,Percent,,,Pavlodar,1.7
2017,Percent,,,Soltustik Kazakhstan,3.3
2017,Percent,,,Turkistan,6.6
2017,Percent,,,Shygys Kazakhstan,1.8
2017,Percent,,,Nur-Sultan city,0.8
2017,Percent,,,Almaty city,1.0
2017,Percent,,,Shymkent city,0.2
2018,Percent,,,,4.3
2018,Percent,Population of urban areas,,,2.5
2018,Percent,Population of rural areas,,,6.7
2018,Percent,,Male,,4.4
2018,Percent,,Female,,4.2
2018,Percent,,,Akmola,4.2
2018,Percent,,,Aktobe,2.9
2018,Percent,,,Almaty,3.7
2018,Percent,,,Atyrau,2.5
2018,Percent,,,Batys Kazakhstan,3.2
2018,Percent,,,Zhambyl,4.6
2018,Percent,,,Karagandy,2.3
2018,Percent,,,Kostanay,4.1
2018,Percent,,,Kyzylorda,4.9
2018,Percent,,,Mangistau,4.9
2018,Percent,,,Pavlodar,3.1
2018,Percent,,,Soltustik Kazakhstan,4.7
2018,Percent,,,Turkistan,10.6
2018,Percent,,,Shygys Kazakhstan,6.3
2018,Percent,,,Nur-Sultan city,0.9
2018,Percent,,,Almaty city,2.8
2018,Percent,,,Shymkent city,2.5
2019,Percent,,,,4.3
2019,Percent,Population of urban areas,,,2.7
2019,Percent,Population of rural areas,,,6.6
2019,Percent,,Male,,4.2
2019,Percent,,Female,,4.5
2019,Percent,,,Akmola,4.3
2019,Percent,,,Aktobe,3.0
2019,Percent,,,Almaty,2.9
2019,Percent,,,Atyrau,2.5
2019,Percent,,,Batys Kazakhstan,3.7
2019,Percent,,,Zhambyl,4.8
2019,Percent,,,Karagandy,2.5
2019,Percent,,,Kostanay,3.4
2019,Percent,,,Kyzylorda,4.9
2019,Percent,,,Mangistau,4.3
2019,Percent,,,Pavlodar,3.8
2019,Percent,,,Soltustik Kazakhstan,5.6
2019,Percent,,,Turkistan,10.8
2019,Percent,,,Shygys Kazakhstan,6.2
2019,Percent,,,Nur-Sultan city,1.1
2019,Percent,,,Almaty city,2.8
2019,Percent,,,Shymkent city,2.8
