Year,UNIT_MEASURE,Regions,Area,Sex,Value
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,16.48
2010,per 100000 population,Pavlodar,Population of urban areas,Male,43.9
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,51.0
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,64.02
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Male,20.44
2010,per 100000 population,Almaty city,Population of urban areas,Male,12.77
2010,per 100000 population,,Population of rural areas,Male,42.8
2010,per 100000 population,Akmola,Population of rural areas,Male,84.52
2010,per 100000 population,Aktobe,Population of rural areas,Male,40.26
2010,per 100000 population,Almaty,Population of rural areas,Male,34.97
2010,per 100000 population,Atyrau,Population of rural areas,Male,41.96
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,52.09
2010,per 100000 population,Zhambyl,Population of rural areas,Male,30.11
2010,per 100000 population,Karagandy,Population of rural areas,Male,67.11
2010,per 100000 population,Kostanay,Population of rural areas,Male,88.12
2010,per 100000 population,Kyzylorda,Population of rural areas,Male,17.18
2010,per 100000 population,Mangistau,Population of rural areas,Male,23.75
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,17.28
2010,per 100000 population,Pavlodar,Population of rural areas,Male,56.05
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,46.67
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,84.1
2010,per 100000 population,,,Female,7.64
2010,per 100000 population,Akmola,,Female,13.67
2010,per 100000 population,Aktobe,,Female,5.0
2010,per 100000 population,Almaty,,Female,7.41
2010,per 100000 population,Atyrau,,Female,4.84
2010,per 100000 population,Batys Kazakhstan,,Female,10.52
2010,per 100000 population,Zhambyl,,Female,6.19
2010,per 100000 population,Karagandy,,Female,13.2
2010,per 100000 population,Kostanay,,Female,11.8
2010,per 100000 population,Kyzylorda,,Female,2.87
2010,per 100000 population,Mangistau,,Female,5.4
2010,per 100000 population,Ontustik Kazakhstan,,Female,6.07
2010,per 100000 population,Pavlodar,,Female,8.61
2010,per 100000 population,Soltustik Kazakhstan,,Female,6.13
2010,per 100000 population,Shygys Kazakhstan,,Female,11.03
2010,per 100000 population,Nur-Sultan city,,Female,4.34
2010,per 100000 population,Almaty city,,Female,3.29
2010,per 100000 population,,Population of urban areas,Female,6.78
2010,per 100000 population,Akmola,Population of urban areas,Female,14.79
2010,per 100000 population,Aktobe,Population of urban areas,Female,3.2
2010,per 100000 population,Almaty,Population of urban areas,Female,5.68
2010,per 100000 population,Atyrau,Population of urban areas,Female,2.29
2010,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,9.1
2010,per 100000 population,Zhambyl,Population of urban areas,Female,5.82
2010,per 100000 population,Karagandy,Population of urban areas,Female,12.06
2010,per 100000 population,Kostanay,Population of urban areas,Female,9.56
2010,per 100000 population,Kyzylorda,Population of urban areas,Female,2.65
2010,per 100000 population,Mangistau,Population of urban areas,Female,3.56
2010,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,5.97
2010,per 100000 population,Pavlodar,Population of urban areas,Female,6.89
2010,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,6.13
2010,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,10.32
2010,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.34
2010,per 100000 population,Almaty city,Population of urban areas,Female,3.29
2010,per 100000 population,,Population of rural areas,Female,8.73
2010,per 100000 population,Akmola,Population of rural areas,Female,12.64
2010,per 100000 population,Aktobe,Population of rural areas,Female,8.01
2010,per 100000 population,Almaty,Population of rural areas,Female,7.96
2010,per 100000 population,Atyrau,Population of rural areas,Female,7.27
2010,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,11.88
2010,per 100000 population,Zhambyl,Population of rural areas,Female,6.45
2010,per 100000 population,Karagandy,Population of rural areas,Female,17.5
2010,per 100000 population,Kostanay,Population of rural areas,Female,14.17
2010,per 100000 population,Kyzylorda,Population of rural areas,Female,3.03
2010,per 100000 population,Mangistau,Population of rural areas,Female,7.56
2010,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,6.14
2010,per 100000 population,Pavlodar,Population of rural areas,Female,12.6
2010,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,6.14
2010,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,12.08
2011,per 100000 population,,,,20.8
2011,per 100000 population,Akmola,,,34.96
2011,per 100000 population,Aktobe,,,17.39
2011,per 100000 population,Almaty,,,20.47
2011,per 100000 population,Atyrau,,,13.4
2011,per 100000 population,Batys Kazakhstan,,,33.75
2011,per 100000 population,Zhambyl,,,17.89
2011,per 100000 population,Karagandy,,,29.0
2011,per 100000 population,Kostanay,,,40.99
2011,per 100000 population,Kyzylorda,,,7.22
2011,per 100000 population,Mangistau,,,10.65
2011,per 100000 population,Ontustik Kazakhstan,,,10.68
2011,per 100000 population,Pavlodar,,,32.01
2011,per 100000 population,Soltustik Kazakhstan,,,17.56
2011,per 100000 population,Shygys Kazakhstan,,,36.88
2011,per 100000 population,Nur-Sultan city,,,11.81
2011,per 100000 population,Almaty city,,,8.24
2011,per 100000 population,,Population of urban areas,,18.21
2011,per 100000 population,Akmola,Population of urban areas,,27.77
2011,per 100000 population,Aktobe,Population of urban areas,,15.57
2011,per 100000 population,Almaty,Population of urban areas,,22.19
2011,per 100000 population,Atyrau,Population of urban areas,,12.04
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,,26.91
2011,per 100000 population,Zhambyl,Population of urban areas,,20.36
2011,per 100000 population,Karagandy,Population of urban areas,,26.52
2011,per 100000 population,Kostanay,Population of urban areas,,31.92
2011,per 100000 population,Kyzylorda,Population of urban areas,,6.02
2011,per 100000 population,Mangistau,Population of urban areas,,11.12
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,10.23
2011,per 100000 population,Pavlodar,Population of urban areas,,25.33
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,12.57
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,,30.25
2011,per 100000 population,Nur-Sultan city,Population of urban areas,,11.81
2011,per 100000 population,Almaty city,Population of urban areas,,8.24
2011,per 100000 population,,Population of rural areas,,23.93
2011,per 100000 population,Akmola,Population of rural areas,,41.26
2011,per 100000 population,Aktobe,Population of rural areas,,20.31
2011,per 100000 population,Almaty,Population of rural areas,,19.94
2011,per 100000 population,Atyrau,Population of rural areas,,14.64
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,,40.08
2011,per 100000 population,Zhambyl,Population of rural areas,,16.23
2011,per 100000 population,Karagandy,Population of rural areas,,37.89
2011,per 100000 population,Kostanay,Population of rural areas,,50.26
2011,per 100000 population,Kyzylorda,Population of rural areas,,8.09
2011,per 100000 population,Mangistau,Population of rural areas,,10.15
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,10.96
2011,per 100000 population,Pavlodar,Population of rural areas,,46.68
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,20.98
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,,46.03
2011,per 100000 population,,,Male,35.42
2011,per 100000 population,Akmola,,Male,59.15
2011,per 100000 population,Aktobe,,Male,30.03
2011,per 100000 population,Almaty,,Male,34.69
2011,per 100000 population,Atyrau,,Male,24.68
2011,per 100000 population,Batys Kazakhstan,,Male,57.37
2011,per 100000 population,Zhambyl,,Male,29.62
2011,per 100000 population,Karagandy,,Male,50.94
2011,per 100000 population,Kostanay,,Male,72.19
2011,per 100000 population,Kyzylorda,,Male,12.48
2011,per 100000 population,Mangistau,,Male,14.7
2011,per 100000 population,Ontustik Kazakhstan,,Male,16.51
2011,per 100000 population,Pavlodar,,Male,54.08
2011,per 100000 population,Soltustik Kazakhstan,,Male,30.07
2011,per 100000 population,Shygys Kazakhstan,,Male,65.41
2011,per 100000 population,Nur-Sultan city,,Male,20.34
2011,per 100000 population,Almaty city,,Male,14.99
2011,per 100000 population,,Population of urban areas,Male,31.55
2011,per 100000 population,Akmola,Population of urban areas,Male,48.13
2011,per 100000 population,Aktobe,Population of urban areas,Male,26.5
2011,per 100000 population,Almaty,Population of urban areas,Male,38.14
2011,per 100000 population,Atyrau,Population of urban areas,Male,23.61
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,43.41
2011,per 100000 population,Zhambyl,Population of urban areas,Male,34.66
2011,per 100000 population,Karagandy,Population of urban areas,Male,46.58
2011,per 100000 population,Kostanay,Population of urban areas,Male,57.58
2011,per 100000 population,Kyzylorda,Population of urban areas,Male,9.62
2011,per 100000 population,Mangistau,Population of urban areas,Male,15.48
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,16.36
2011,per 100000 population,Pavlodar,Population of urban areas,Male,42.8
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,23.16
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,55.64
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Male,20.34
2011,per 100000 population,Almaty city,Population of urban areas,Male,14.99
2011,per 100000 population,,Population of rural areas,Male,39.81
2011,per 100000 population,Akmola,Population of rural areas,Male,68.26
2011,per 100000 population,Aktobe,Population of rural areas,Male,35.36
2011,per 100000 population,Almaty,Population of rural areas,Male,33.68
2011,per 100000 population,Atyrau,Population of rural areas,Male,25.62
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,69.34
2011,per 100000 population,Zhambyl,Population of rural areas,Male,26.42
2011,per 100000 population,Karagandy,Population of rural areas,Male,65.42
2011,per 100000 population,Kostanay,Population of rural areas,Male,86.18
2011,per 100000 population,Kyzylorda,Population of rural areas,Male,14.49
2011,per 100000 population,Mangistau,Population of rural areas,Male,13.88
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,16.61
2011,per 100000 population,Pavlodar,Population of rural areas,Male,77.18
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,34.43
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,77.87
2011,per 100000 population,,,Female,7.18
2011,per 100000 population,Akmola,,Female,12.4
2011,per 100000 population,Aktobe,,Female,5.67
2011,per 100000 population,Almaty,,Female,6.75
2011,per 100000 population,Atyrau,,Female,2.55
2011,per 100000 population,Batys Kazakhstan,,Female,11.71
2011,per 100000 population,Zhambyl,,Female,6.69
2011,per 100000 population,Karagandy,,Female,9.37
2011,per 100000 population,Kostanay,,Female,13.12
2011,per 100000 population,Kyzylorda,,Female,1.98
2011,per 100000 population,Mangistau,,Female,6.68
2011,per 100000 population,Ontustik Kazakhstan,,Female,4.96
2011,per 100000 population,Pavlodar,,Female,12.39
2011,per 100000 population,Soltustik Kazakhstan,,Female,6.18
2011,per 100000 population,Shygys Kazakhstan,,Female,11.05
2011,per 100000 population,Nur-Sultan city,,Female,3.77
2011,per 100000 population,Almaty city,,Female,2.57
2011,per 100000 population,,Population of urban areas,Female,6.46
2011,per 100000 population,Akmola,Population of urban areas,Female,9.88
2011,per 100000 population,Aktobe,Population of urban areas,Female,5.88
2011,per 100000 population,Almaty,Population of urban areas,Female,7.77
2011,per 100000 population,Atyrau,Population of urban areas,Female,1.49
2011,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,12.69
2011,per 100000 population,Zhambyl,Population of urban areas,Female,7.61
2011,per 100000 population,Karagandy,Population of urban areas,Female,9.16
2011,per 100000 population,Kostanay,Population of urban areas,Female,10.34
2011,per 100000 population,Kyzylorda,Population of urban areas,Female,2.61
2011,per 100000 population,Mangistau,Population of urban areas,Female,6.98
2011,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,4.55
2011,per 100000 population,Pavlodar,Population of urban areas,Female,10.46
2011,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,3.82
2011,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.68
2011,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.77
2011,per 100000 population,Almaty city,Population of urban areas,Female,2.57
2011,per 100000 population,,Population of rural areas,Female,8.11
2011,per 100000 population,Akmola,Population of rural areas,Female,14.73
2011,per 100000 population,Aktobe,Population of rural areas,Female,5.32
2011,per 100000 population,Almaty,Population of rural areas,Female,6.43
2011,per 100000 population,Atyrau,Population of rural areas,Female,3.58
2011,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,10.74
2011,per 100000 population,Zhambyl,Population of rural areas,Female,6.04
2011,per 100000 population,Karagandy,Population of rural areas,Female,10.18
2011,per 100000 population,Kostanay,Population of rural areas,Female,16.11
2011,per 100000 population,Kyzylorda,Population of rural areas,Female,1.49
2011,per 100000 population,Mangistau,Population of rural areas,Female,6.33
2011,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,5.24
2011,per 100000 population,Pavlodar,Population of rural areas,Female,16.92
2011,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,7.93
2011,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,14.57
2012,per 100000 population,,,,19.68
2012,per 100000 population,Akmola,,,35.24
2012,per 100000 population,Aktobe,,,21.49
2012,per 100000 population,Almaty,,,21.11
2012,per 100000 population,Atyrau,,,17.48
2012,per 100000 population,Batys Kazakhstan,,,32.19
2012,per 100000 population,Zhambyl,,,14.49
2012,per 100000 population,Karagandy,,,26.83
2012,per 100000 population,Kostanay,,,38.87
2012,per 100000 population,Kyzylorda,,,14.17
2012,per 100000 population,Mangistau,,,5.21
2012,per 100000 population,Ontustik Kazakhstan,,,11.66
2012,per 100000 population,Pavlodar,,,28.34
2012,per 100000 population,Soltustik Kazakhstan,,,8.42
2012,per 100000 population,Shygys Kazakhstan,,,30.91
2012,per 100000 population,Nur-Sultan city,,,10.12
2012,per 100000 population,Almaty city,,,7.25
2012,per 100000 population,,Population of urban areas,,17.11
2012,per 100000 population,Akmola,Population of urban areas,,29.15
2012,per 100000 population,Aktobe,Population of urban areas,,16.19
2012,per 100000 population,Almaty,Population of urban areas,,23.87
2012,per 100000 population,Atyrau,Population of urban areas,,16.26
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,,24.99
2012,per 100000 population,Zhambyl,Population of urban areas,,13.41
2012,per 100000 population,Karagandy,Population of urban areas,,24.39
2012,per 100000 population,Kostanay,Population of urban areas,,31.87
2012,per 100000 population,Kyzylorda,Population of urban areas,,15.69
2012,per 100000 population,Mangistau,Population of urban areas,,6.32
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,12.15
2012,per 100000 population,Pavlodar,Population of urban areas,,25.37
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,3.77
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,,24.09
2012,per 100000 population,Nur-Sultan city,Population of urban areas,,10.12
2012,per 100000 population,Almaty city,Population of urban areas,,7.25
2012,per 100000 population,,Population of rural areas,,22.8
2012,per 100000 population,Akmola,Population of rural areas,,40.61
2012,per 100000 population,Aktobe,Population of rural areas,,30.0
2012,per 100000 population,Almaty,Population of rural areas,,20.28
2012,per 100000 population,Atyrau,Population of rural areas,,18.62
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,,39.04
2012,per 100000 population,Zhambyl,Population of rural areas,,15.21
2012,per 100000 population,Karagandy,Population of rural areas,,35.65
2012,per 100000 population,Kostanay,Population of rural areas,,46.16
2012,per 100000 population,Kyzylorda,Population of rural areas,,13.05
2012,per 100000 population,Mangistau,Population of rural areas,,4.04
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,11.34
2012,per 100000 population,Pavlodar,Population of rural areas,,34.95
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,11.67
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,,40.46
2012,per 100000 population,,,Male,33.76
2012,per 100000 population,Akmola,,Male,62.23
2012,per 100000 population,Aktobe,,Male,38.58
2012,per 100000 population,Almaty,,Male,35.81
2012,per 100000 population,Atyrau,,Male,33.06
2012,per 100000 population,Batys Kazakhstan,,Male,58.94
2012,per 100000 population,Zhambyl,,Male,23.47
2012,per 100000 population,Karagandy,,Male,44.51
2012,per 100000 population,Kostanay,,Male,70.78
2012,per 100000 population,Kyzylorda,,Male,22.81
2012,per 100000 population,Mangistau,,Male,8.68
2012,per 100000 population,Ontustik Kazakhstan,,Male,16.83
2012,per 100000 population,Pavlodar,,Male,50.83
2012,per 100000 population,Soltustik Kazakhstan,,Male,16.24
2012,per 100000 population,Shygys Kazakhstan,,Male,54.0
2012,per 100000 population,Nur-Sultan city,,Male,17.69
2012,per 100000 population,Almaty city,,Male,13.36
2012,per 100000 population,,Population of urban areas,Male,29.98
2012,per 100000 population,Akmola,Population of urban areas,Male,53.56
2012,per 100000 population,Aktobe,Population of urban areas,Male,26.99
2012,per 100000 population,Almaty,Population of urban areas,Male,40.34
2012,per 100000 population,Atyrau,Population of urban areas,Male,31.69
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,47.57
2012,per 100000 population,Zhambyl,Population of urban areas,Male,21.92
2012,per 100000 population,Karagandy,Population of urban areas,Male,40.84
2012,per 100000 population,Kostanay,Population of urban areas,Male,59.48
2012,per 100000 population,Kyzylorda,Population of urban areas,Male,28.15
2012,per 100000 population,Mangistau,Population of urban areas,Male,10.81
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,18.61
2012,per 100000 population,Pavlodar,Population of urban areas,Male,46.74
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,8.33
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,42.77
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Male,17.69
2012,per 100000 population,Almaty city,Population of urban areas,Male,13.36
2012,per 100000 population,,Population of rural areas,Male,38.07
2012,per 100000 population,Akmola,Population of rural areas,Male,69.44
2012,per 100000 population,Aktobe,Population of rural areas,Male,56.15
2012,per 100000 population,Almaty,Population of rural areas,Male,34.49
2012,per 100000 population,Atyrau,Population of rural areas,Male,34.27
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,68.92
2012,per 100000 population,Zhambyl,Population of rural areas,Male,24.44
2012,per 100000 population,Karagandy,Population of rural areas,Male,56.77
2012,per 100000 population,Kostanay,Population of rural areas,Male,81.81
2012,per 100000 population,Kyzylorda,Population of rural areas,Male,19.03
2012,per 100000 population,Mangistau,Population of rural areas,Male,6.54
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,15.74
2012,per 100000 population,Pavlodar,Population of rural areas,Male,59.32
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,21.3
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,68.53
2012,per 100000 population,,,Female,6.56
2012,per 100000 population,Akmola,,Female,10.04
2012,per 100000 population,Aktobe,,Female,5.61
2012,per 100000 population,Almaty,,Female,6.93
2012,per 100000 population,Atyrau,,Female,2.5
2012,per 100000 population,Batys Kazakhstan,,Female,7.23
2012,per 100000 population,Zhambyl,,Female,5.89
2012,per 100000 population,Karagandy,,Female,11.01
2012,per 100000 population,Kostanay,,Female,10.33
2012,per 100000 population,Kyzylorda,,Female,5.55
2012,per 100000 population,Mangistau,,Female,1.78
2012,per 100000 population,Ontustik Kazakhstan,,Female,6.58
2012,per 100000 population,Pavlodar,,Female,8.33
2012,per 100000 population,Soltustik Kazakhstan,,Female,1.31
2012,per 100000 population,Shygys Kazakhstan,,Female,9.98
2012,per 100000 population,Nur-Sultan city,,Female,3.05
2012,per 100000 population,Almaty city,,Female,2.14
2012,per 100000 population,,Population of urban areas,Female,5.78
2012,per 100000 population,Akmola,Population of urban areas,Female,7.67
2012,per 100000 population,Aktobe,Population of urban areas,Female,6.59
2012,per 100000 population,Almaty,Population of urban areas,Female,8.93
2012,per 100000 population,Atyrau,Population of urban areas,Female,2.17
2012,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,5.58
2012,per 100000 population,Zhambyl,Population of urban areas,Female,5.79
2012,per 100000 population,Karagandy,Population of urban areas,Female,10.15
2012,per 100000 population,Kostanay,Population of urban areas,Female,8.62
2012,per 100000 population,Kyzylorda,Population of urban areas,Female,3.83
2012,per 100000 population,Mangistau,Population of urban areas,Female,2.05
2012,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,6.14
2012,per 100000 population,Pavlodar,Population of urban areas,Female,7.17
2012,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2012,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.19
2012,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.05
2012,per 100000 population,Almaty city,Population of urban areas,Female,2.14
2012,per 100000 population,,Population of rural areas,Female,7.55
2012,per 100000 population,Akmola,Population of rural areas,Female,12.24
2012,per 100000 population,Aktobe,Population of rural areas,Female,3.95
2012,per 100000 population,Almaty,Population of rural areas,Female,6.3
2012,per 100000 population,Atyrau,Population of rural areas,Female,2.82
2012,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,8.92
2012,per 100000 population,Zhambyl,Population of rural areas,Female,5.96
2012,per 100000 population,Karagandy,Population of rural areas,Female,14.33
2012,per 100000 population,Kostanay,Population of rural areas,Female,12.22
2012,per 100000 population,Kyzylorda,Population of rural areas,Female,6.88
2012,per 100000 population,Mangistau,Population of rural areas,Female,1.49
2012,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,6.88
2012,per 100000 population,Pavlodar,Population of rural areas,Female,11.1
2012,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,2.3
2012,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,12.68
2013,per 100000 population,,,,20.67
2013,per 100000 population,Akmola,,,37.05
2013,per 100000 population,Aktobe,,,20.94
2013,per 100000 population,Almaty,,,22.28
2013,per 100000 population,Atyrau,,,19.77
2013,per 100000 population,Batys Kazakhstan,,,26.41
2013,per 100000 population,Zhambyl,,,19.59
2013,per 100000 population,Karagandy,,,25.76
2013,per 100000 population,Kostanay,,,42.25
2013,per 100000 population,Kyzylorda,,,16.91
2013,per 100000 population,Mangistau,,,12.47
2013,per 100000 population,Ontustik Kazakhstan,,,13.53
2013,per 100000 population,Pavlodar,,,25.43
2013,per 100000 population,Soltustik Kazakhstan,,,10.56
2013,per 100000 population,Shygys Kazakhstan,,,31.27
2013,per 100000 population,Nur-Sultan city,,,12.56
2013,per 100000 population,Almaty city,,,5.63
2013,per 100000 population,,Population of urban areas,,17.71
2013,per 100000 population,Akmola,Population of urban areas,,32.72
2013,per 100000 population,Aktobe,Population of urban areas,,17.99
2013,per 100000 population,Almaty,Population of urban areas,,26.16
2013,per 100000 population,Atyrau,Population of urban areas,,17.62
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,,22.94
2013,per 100000 population,Zhambyl,Population of urban areas,,22.68
2013,per 100000 population,Karagandy,Population of urban areas,,21.81
2013,per 100000 population,Kostanay,Population of urban areas,,33.34
2013,per 100000 population,Kyzylorda,Population of urban areas,,15.32
2013,per 100000 population,Mangistau,Population of urban areas,,13.43
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,12.56
2013,per 100000 population,Pavlodar,Population of urban areas,,22.62
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,3.75
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,,25.03
2013,per 100000 population,Nur-Sultan city,Population of urban areas,,12.56
2013,per 100000 population,Almaty city,Population of urban areas,,5.63
2013,per 100000 population,,Population of rural areas,,24.28
2013,per 100000 population,Akmola,Population of rural areas,,40.89
