Year,UNIT_MEASURE,Өңірлер,Value
2017,2005 жылға пайызбен,Алматы қаласы,153.6
2018,2005 жылға пайызбен,,156.6
2018,2005 жылға пайызбен,Ақмола,191.4
2018,2005 жылға пайызбен,Ақтөбе,142.0
2018,2005 жылға пайызбен,Алматы,156.7
2018,2005 жылға пайызбен,Атырау,195.4
2018,2005 жылға пайызбен,Батыс Қазақстан,137.2
2018,2005 жылға пайызбен,Жамбыл,167.4
2018,2005 жылға пайызбен,Қарағанды,153.7
2018,2005 жылға пайызбен,Қостанай,162.6
2018,2005 жылға пайызбен,Қызылорда,109.1
2018,2005 жылға пайызбен,Маңғыстау,82.7
2018,2005 жылға пайызбен,Павлодар,183.2
2018,2005 жылға пайызбен,Солтүстік Қазақстан,189.7
2018,2005 жылға пайызбен,Шығыс Қазақстан,188.4
2018,2005 жылға пайызбен,Нұр-Сұлтан қаласы,118.9
2018,2005 жылға пайызбен,Алматы қаласы,153.8
2019,2005 жылға пайызбен,,161.6
2019,2005 жылға пайызбен,Ақмола,199.4
2019,2005 жылға пайызбен,Ақтөбе,147.5
2019,2005 жылға пайызбен,Алматы,162.5
2019,2005 жылға пайызбен,Атырау,212.6
2019,2005 жылға пайызбен,Батыс Қазақстан,134.9
2019,2005 жылға пайызбен,Жамбыл,174.3
2019,2005 жылға пайызбен,Қарағанды,165.5
2019,2005 жылға пайызбен,Қостанай,169.3
2019,2005 жылға пайызбен,Қызылорда,108.8
2019,2005 жылға пайызбен,Маңғыстау,80.3
2019,2005 жылға пайызбен,Павлодар,188.5
2019,2005 жылға пайызбен,Солтүстік Қазақстан,200.9
2019,2005 жылға пайызбен,Шығыс Қазақстан,199.3
2019,2005 жылға пайызбен,Нұр-Сұлтан қаласы,114.7
2019,2005 жылға пайызбен,Алматы қаласы,157.8
