Year,UNIT_MEASURE,Өңірлер,Value
2015,пайыз,Алматы қаласы,65.0
2015,пайыз,Шымкент қаласы,40.4
2016,пайыз,Ақмола,66.6
2016,пайыз,Ақтөбе,48.0
2016,пайыз,Алматы,77.8
2016,пайыз,Атырау,49.0
2016,пайыз,Батыс Қазақстан,27.6
2016,пайыз,Жамбыл,75.5
2016,пайыз,Қарағанды,75.0
2016,пайыз,Қостанай,62.0
2016,пайыз,Қызылорда,62.6
2016,пайыз,Маңғыстау,92.0
2016,пайыз,Павлодар,77.0
2016,пайыз,Солтүстік Қазақстан,55.0
2016,пайыз,Түркістан,64.0
2016,пайыз,Шығыс Қазақстан,76.5
2016,пайыз,Нұр-Сұлтан қаласы,74.5
2016,пайыз,Алматы қаласы,60.0
2016,пайыз,Шымкент қаласы,41.4
2017,пайыз,Ақмола,67.1
2017,пайыз,Ақтөбе,49.5
2017,пайыз,Алматы,78.0
2017,пайыз,Атырау,51.0
2017,пайыз,Батыс Қазақстан,28.0
2017,пайыз,Жамбыл,77.0
2017,пайыз,Қарағанды,75.5
2017,пайыз,Қостанай,64.0
2017,пайыз,Қызылорда,63.0
2017,пайыз,Маңғыстау,92.0
2017,пайыз,Павлодар,78.1
2017,пайыз,Солтүстік Қазақстан,58.0
2017,пайыз,Түркістан,64.4
2017,пайыз,Шығыс Қазақстан,77.0
2017,пайыз,Нұр-Сұлтан қаласы,79.3
2017,пайыз,Алматы қаласы,65.0
2017,пайыз,Шымкент қаласы,46.5
2018,пайыз,Ақмола,70.3
2018,пайыз,Ақтөбе,53.0
2018,пайыз,Алматы,78.1
2018,пайыз,Атырау,54.0
2018,пайыз,Батыс Қазақстан,28.7
2018,пайыз,Жамбыл,80.1
2018,пайыз,Қарағанды,76.0
2018,пайыз,Қостанай,66.0
2018,пайыз,Қызылорда,63.5
2018,пайыз,Маңғыстау,92.0
2018,пайыз,Павлодар,80.0
2018,пайыз,Солтүстік Қазақстан,61.0
2018,пайыз,Түркістан,71.2
2018,пайыз,Шығыс Қазақстан,78.1
2018,пайыз,Нұр-Сұлтан қаласы,76.0
2018,пайыз,Алматы қаласы,70.0
2018,пайыз,Шымкент қаласы,53.7
2019,пайыз,Ақмола,70.3
2019,пайыз,Ақтөбе,53.0
2019,пайыз,Алматы,78.1
2019,пайыз,Атырау,54.0
2019,пайыз,Батыс Қазақстан,28.7
2019,пайыз,Жамбыл,80.1
2019,пайыз,Қарағанды,76.0
2019,пайыз,Қостанай,66.0
2019,пайыз,Қызылорда,63.5
2019,пайыз,Маңғыстау,92.0
2019,пайыз,Павлодар,80.0
2019,пайыз,Солтүстік Қазақстан,61.0
2019,пайыз,Түркістан,71.2
2019,пайыз,Шығыс Қазақстан,78.1
