Year,UNIT_MEASURE,Аймақ,Жынысы,Өңірлер,Value
2012,пайыз,,,Батыс Қазақстан,4.1
2012,пайыз,,,Жамбыл,4.9
2012,пайыз,,,Қарағанды,2.8
2012,пайыз,,,Қостанай,3.3
2012,пайыз,,,Қызылорда,3.8
2012,пайыз,,,Маңғыстау,3.3
2012,пайыз,,,Оңтүстік Қазақстан,7.9
2012,пайыз,,,Павлодар,2.9
2012,пайыз,,,Солтүстік Қазақстан,5.7
2012,пайыз,,,Шығыс Қазақстан,3.4
2012,пайыз,,,Нұр-Сұлтан қаласы,1.0
2012,пайыз,,,Алматы қаласы,0.4
2013,пайыз,,,,2.9
2013,пайыз,қала,,,1.3
2013,пайыз,ауыл,,,4.9
2013,пайыз,,ерлер,,3.1
2013,пайыз,,әйелдер,,2.7
2013,пайыз,,,Ақмола,3.9
2013,пайыз,,,Ақтөбе,2.0
2013,пайыз,,,Алматы,2.0
2013,пайыз,,,Атырау,3.3
2013,пайыз,,,Батыс Қазақстан,3.7
2013,пайыз,,,Жамбыл,3.4
2013,пайыз,,,Қарағанды,2.0
2013,пайыз,,,Қостанай,2.6
2013,пайыз,,,Қызылорда,3.6
2013,пайыз,,,Маңғыстау,2.6
2013,пайыз,,,Оңтүстік Қазақстан,5.9
2013,пайыз,,,Павлодар,1.5
2013,пайыз,,,Солтүстік Қазақстан,4.8
2013,пайыз,,,Шығыс Қазақстан,2.4
2013,пайыз,,,Нұр-Сұлтан қаласы,0.5
2013,пайыз,,,Алматы қаласы,0.6
2014,пайыз,,,,2.9
2014,пайыз,қала,,,1.3
2014,пайыз,ауыл,,,4.7
2014,пайыз,,ерлер,,3.0
2014,пайыз,,әйелдер,,2.0
2014,пайыз,,,Ақмола,2.9
2014,пайыз,,,Ақтөбе,1.8
2014,пайыз,,,Алматы,2.5
2014,пайыз,,,Атырау,2.8
2014,пайыз,,,Батыс Қазақстан,2.9
2014,пайыз,,,Жамбыл,3.1
2014,пайыз,,,Қарағанды,1.4
2014,пайыз,,,Қостанай,2.5
2014,пайыз,,,Қызылорда,3.2
2014,пайыз,,,Маңғыстау,3.0
2014,пайыз,,,Оңтүстік Қазақстан,6.1
2014,пайыз,,,Павлодар,1.5
2014,пайыз,,,Солтүстік Қазақстан,4.2
2014,пайыз,,,Түркістан,7.7
2014,пайыз,,,Шығыс Қазақстан,2.5
2014,пайыз,,,Нұр-Сұлтан қаласы,0.4
2014,пайыз,,,Алматы қаласы,0.6
2014,пайыз,,,Шымкент қаласы,1.0
2015,пайыз,,,,2.6
2015,пайыз,қала,,,1.3
2015,пайыз,ауыл,,,4.4
2015,пайыз,,ерлер,,2.7
2015,пайыз,,әйелдер,,2.6
2015,пайыз,,,Ақмола,2.9
2015,пайыз,,,Ақтөбе,1.7
2015,пайыз,,,Алматы,2.3
2015,пайыз,,,Атырау,2.8
2015,пайыз,,,Батыс Қазақстан,3.1
2015,пайыз,,,Жамбыл,3.2
2015,пайыз,,,Қарағанды,1.5
2015,пайыз,,,Қостанай,2.7
2015,пайыз,,,Қызылорда,3.5
2015,пайыз,,,Маңғыстау,2.6
2015,пайыз,,,Оңтүстік Қазақстан,5.3
2015,пайыз,,,Павлодар,1.6
2015,пайыз,,,Солтүстік Қазақстан,3.7
2015,пайыз,,,Түркістан,6.3
2015,пайыз,,,Шығыс Қазақстан,2.0
2015,пайыз,,,Нұр-Сұлтан қаласы,0.6
2015,пайыз,,,Алматы қаласы,0.6
2015,пайыз,,,Шымкент қаласы,1.1
2016,пайыз,,,,2.5
2016,пайыз,қала,,,1.3
2016,пайыз,ауыл,,,4.4
2016,пайыз,,ерлер,,2.6
2016,пайыз,,әйелдер,,2.5
2016,пайыз,,,Ақмола,3.0
2016,пайыз,,,Ақтөбе,1.9
2016,пайыз,,,Алматы,2.2
2016,пайыз,,,Атырау,3.1
2016,пайыз,,,Батыс Қазақстан,2.8
2016,пайыз,,,Жамбыл,3.3
2016,пайыз,,,Қарағанды,1.3
2016,пайыз,,,Қостанай,2.6
2016,пайыз,,,Қызылорда,3.1
2016,пайыз,,,Маңғыстау,2.8
2016,пайыз,,,Оңтүстік Қазақстан,5.1
2016,пайыз,,,Павлодар,1.9
2016,пайыз,,,Солтүстік Қазақстан,3.4
2016,пайыз,,,Түркістан,5.7
2016,пайыз,,,Шығыс Қазақстан,1.8
2016,пайыз,,,Нұр-Сұлтан қаласы,0.7
2016,пайыз,,,Алматы қаласы,0.8
2016,пайыз,,,Шымкент қаласы,0.5
2017,пайыз,,,,2.7
2017,пайыз,қала,,,1.2
2017,пайыз,ауыл,,,4.5
2017,пайыз,,ерлер,,2.7
2017,пайыз,,әйелдер,,2.6
2017,пайыз,,,Ақмола,2.9
2017,пайыз,,,Ақтөбе,1.9
2017,пайыз,,,Алматы,2.4
2017,пайыз,,,Атырау,2.8
2017,пайыз,,,Батыс Қазақстан,2.7
2017,пайыз,,,Жамбыл,3.5
2017,пайыз,,,Қарағанды,1.6
2017,пайыз,,,Қостанай,2.4
2017,пайыз,,,Қызылорда,3.0
2017,пайыз,,,Маңғыстау,3.3
2017,пайыз,,,Оңтүстік Қазақстан,5.0
2017,пайыз,,,Павлодар,1.7
2017,пайыз,,,Солтүстік Қазақстан,3.3
2017,пайыз,,,Түркістан,6.6
2017,пайыз,,,Шығыс Қазақстан,1.8
2017,пайыз,,,Нұр-Сұлтан қаласы,0.8
2017,пайыз,,,Алматы қаласы,1.0
2017,пайыз,,,Шымкент қаласы,0.2
2018,пайыз,,,,4.3
2018,пайыз,қала,,,2.5
2018,пайыз,ауыл,,,6.7
2018,пайыз,,ерлер,,4.4
2018,пайыз,,әйелдер,,4.2
2018,пайыз,,,Ақмола,4.2
2018,пайыз,,,Ақтөбе,2.9
2018,пайыз,,,Алматы,3.7
2018,пайыз,,,Атырау,2.5
2018,пайыз,,,Батыс Қазақстан,3.2
2018,пайыз,,,Жамбыл,4.6
2018,пайыз,,,Қарағанды,2.3
2018,пайыз,,,Қостанай,4.1
2018,пайыз,,,Қызылорда,4.9
2018,пайыз,,,Маңғыстау,4.9
2018,пайыз,,,Павлодар,3.1
2018,пайыз,,,Солтүстік Қазақстан,4.7
2018,пайыз,,,Түркістан,10.6
2018,пайыз,,,Шығыс Қазақстан,6.3
2018,пайыз,,,Нұр-Сұлтан қаласы,0.9
2018,пайыз,,,Алматы қаласы,2.8
2018,пайыз,,,Шымкент қаласы,2.5
2019,пайыз,,,,4.3
2019,пайыз,қала,,,2.7
2019,пайыз,ауыл,,,6.6
2019,пайыз,,ерлер,,4.2
2019,пайыз,,әйелдер,,4.5
2019,пайыз,,,Ақмола,4.3
2019,пайыз,,,Ақтөбе,3.0
2019,пайыз,,,Алматы,2.9
2019,пайыз,,,Атырау,2.5
2019,пайыз,,,Батыс Қазақстан,3.7
2019,пайыз,,,Жамбыл,4.8
2019,пайыз,,,Қарағанды,2.5
2019,пайыз,,,Қостанай,3.4
2019,пайыз,,,Қызылорда,4.9
2019,пайыз,,,Маңғыстау,4.3
2019,пайыз,,,Павлодар,3.8
2019,пайыз,,,Солтүстік Қазақстан,5.6
2019,пайыз,,,Түркістан,10.8
2019,пайыз,,,Шығыс Қазақстан,6.2
2019,пайыз,,,Нұр-Сұлтан қаласы,1.1
2019,пайыз,,,Алматы қаласы,2.8
2019,пайыз,,,Шымкент қаласы,2.8
