Year,UNIT_MEASURE,Жынысы,Аймақ,SERIES,Өңірлер,Value
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,4.3
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,6.8
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,23.2
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,15.1
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,11.2
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,15.0
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,11.3
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,3.1
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,7.8
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,20.0
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,38.4
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,11.9
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.9
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.2
2013,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,17.3
2013,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,1.0
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.3
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.4
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.1
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.2
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.2
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.4
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.8
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.9
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.2
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Нұр-Сұлтан қаласы,0.0
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.0
2013,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шымкент қаласы,0.6
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,16.5
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,9.3
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.8
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,2.8
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,13.9
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,10.3
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,7.8
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,14.2
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,10.9
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,1.1
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,5.5
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,15.5
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,23.8
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,9.0
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.9
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.2
2013,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,17.3
2013,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.2
2013,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.7
2013,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.6
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.7
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.7
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.8
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.6
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,3.5
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.3
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.9
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,2.5
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,2.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,16.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,18.3
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,3.8
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,10.7
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,32.2
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,18.3
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,23.5
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,16.0
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,11.6
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,5.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,13.1
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,23.2
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,42.7
2013,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,16.1
2014,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.7
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,15.0
2014,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2014,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.7
2014,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,15.7
2014,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2014,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.6
2014,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,14.5
2014,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.3
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,9.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,1.1
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,22.1
2014,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.1
2014,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.0
2014,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Түркістан,0.1
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.8
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.9
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.3
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,1.3
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.7
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.6
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.2
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.6
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.2
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.2
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.6
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.6
2014,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,15.8
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,13.0
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.8
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,10.7
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,21.1
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,24.7
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,9.1
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,15.3
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,15.9
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,4.2
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,9.6
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,19.1
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,41.9
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,13.9
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.6
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.8
2014,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,13.4
2014,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",Түркістан,0.3
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.3
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.5
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.5
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.3
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.8
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.1
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.4
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,1.0
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.2
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.5
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.1
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.2
2014,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.1
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,15.9
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,10.8
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,6.9
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,3.8
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,11.6
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,18.2
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,6.2
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,10.6
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,15.3
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,1.0
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,7.9
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,14.1
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,32.6
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,12.8
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.6
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,1.8
2014,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,13.4
2014,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.2
2014,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.2
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,1.6
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,2.4
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.6
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,2.7
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,2.0
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.4
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.8
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,1.7
2014,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,1.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,15.8
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,16.5
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,5.5
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,17.0
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,30.5
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,29.1
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,20.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,20.4
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,16.3
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,7.4
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,13.6
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,22.9
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,44.7
2014,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,15.6
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.7
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,16.1
2015,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2015,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.7
2015,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,16.8
2015,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2015,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.7
2015,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,15.6
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.3
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,10.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,1.2
2015,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,24.0
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.0
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Алматы,0.1
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.0
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қостанай,0.1
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.3
2015,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Шығыс Қазақстан,0.0
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.3
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.8
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.3
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,1.7
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,1.0
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.7
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.0
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.8
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.9
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,2.0
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.7
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,1.1
2015,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Нұр-Сұлтан қаласы,0.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,16.2
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,17.8
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,8.7
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,11.8
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,21.3
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,35.8
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,12.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,16.3
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,26.7
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,4.8
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,10.9
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,16.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,36.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,13.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.1
2015,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,12.5
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.2
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.2
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.7
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.1
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,1.2
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.2
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.5
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.6
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,1.3
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.4
2015,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Нұр-Сұлтан қаласы,0.1
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,16.6
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,14.6
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,9.0
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,4.6
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,11.6
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,30.2
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,10.0
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,10.9
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,21.5
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,1.5
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,10.9
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,11.7
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,25.2
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,7.2
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.1
2015,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,12.5
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.0
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Алматы,0.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Солтүстік Қазақстан,0.5
2015,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Шығыс Қазақстан,0.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,1.5
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,1.8
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.2
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,3.2
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.9
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,3.3
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,2.0
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,1.0
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.1
2015,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,1.4
