Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Value
2011,пайыз,Оңтүстік Қазақстан,,әйелдер,1.0
2011,пайыз,Павлодар,,әйелдер,0.6
2011,пайыз,Солтүстік Қазақстан,,әйелдер,0.2
2011,пайыз,Шығыс Қазақстан,,әйелдер,0.6
2011,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.1
2011,пайыз,Алматы қаласы,,әйелдер,0.0
2011,пайыз,,қала,,0.2
2011,пайыз,Ақмола,қала,,0.1
2011,пайыз,Ақтөбе,қала,,0.0
2011,пайыз,Алматы,қала,,0.1
2011,пайыз,Атырау,қала,,0.0
2011,пайыз,Батыс Қазақстан,қала,,0.1
2011,пайыз,Жамбыл,қала,,1.2
2011,пайыз,Қарағанды,қала,,0.2
2011,пайыз,Қостанай,қала,,0.2
2011,пайыз,Қызылорда,қала,,0.8
2011,пайыз,Маңғыстау,қала,,0.2
2011,пайыз,Оңтүстік Қазақстан,қала,,0.4
2011,пайыз,Павлодар,қала,,0.0
2011,пайыз,Солтүстік Қазақстан,қала,,0.0
2011,пайыз,Шығыс Қазақстан,қала,,0.1
2011,пайыз,Нұр-Сұлтан қаласы,қала,,0.1
2011,пайыз,Алматы қаласы,қала,,0.0
2011,пайыз,,ауыл,,1.5
2011,пайыз,Ақмола,ауыл,,0.2
2011,пайыз,Ақтөбе,ауыл,,0.0
2011,пайыз,Алматы,ауыл,,2.2
2011,пайыз,Атырау,ауыл,,0.0
2011,пайыз,Батыс Қазақстан,ауыл,,1.0
2011,пайыз,Жамбыл,ауыл,,2.3
2011,пайыз,Қарағанды,ауыл,,1.6
2011,пайыз,Қостанай,ауыл,,3.8
2011,пайыз,Қызылорда,ауыл,,1.1
2011,пайыз,Маңғыстау,ауыл,,0.0
2011,пайыз,Оңтүстік Қазақстан,ауыл,,1.2
2011,пайыз,Павлодар,ауыл,,2.6
2011,пайыз,Солтүстік Қазақстан,ауыл,,0.3
2011,пайыз,Түркістан,ауыл,,1.9
2012,пайыз,,,,0.6
2012,пайыз,Ақмола,,,0.4
2012,пайыз,Ақтөбе,,,0.0
2012,пайыз,Алматы,,,1.6
2012,пайыз,Атырау,,,0.1
2012,пайыз,Батыс Қазақстан,,,0.1
2012,пайыз,Жамбыл,,,1.8
2012,пайыз,Қарағанды,,,0.5
2012,пайыз,Қостанай,,,1.9
2012,пайыз,Қызылорда,,,0.1
2012,пайыз,Маңғыстау,,,0.0
2012,пайыз,Оңтүстік Қазақстан,,,0.4
2012,пайыз,Павлодар,,,0.4
2012,пайыз,Солтүстік Қазақстан,,,0.3
2012,пайыз,Шығыс Қазақстан,,,0.1
2012,пайыз,Нұр-Сұлтан қаласы,,,0.3
2012,пайыз,Алматы қаласы,,,0.0
2012,пайыз,,,ерлер,0.6
2012,пайыз,Ақмола,,ерлер,0.4
2012,пайыз,Ақтөбе,,ерлер,0.0
2012,пайыз,Алматы,,ерлер,1.7
2012,пайыз,Атырау,,ерлер,0.1
2012,пайыз,Батыс Қазақстан,,ерлер,0.1
2012,пайыз,Жамбыл,,ерлер,1.6
2012,пайыз,Қарағанды,,ерлер,0.4
2012,пайыз,Қостанай,,ерлер,1.8
2012,пайыз,Қызылорда,,ерлер,0.2
2012,пайыз,Маңғыстау,,ерлер,0.0
2012,пайыз,Оңтүстік Қазақстан,,ерлер,0.4
2012,пайыз,Павлодар,,ерлер,0.5
2012,пайыз,Солтүстік Қазақстан,,ерлер,0.1
2012,пайыз,Шығыс Қазақстан,,ерлер,0.2
2012,пайыз,Нұр-Сұлтан қаласы,,ерлер,0.6
2012,пайыз,Алматы қаласы,,ерлер,0.0
2012,пайыз,,,әйелдер,0.6
2012,пайыз,Ақмола,,әйелдер,0.4
2012,пайыз,Ақтөбе,,әйелдер,0.1
2012,пайыз,Алматы,,әйелдер,1.5
2012,пайыз,Атырау,,әйелдер,0.1
2012,пайыз,Батыс Қазақстан,,әйелдер,0.0
2012,пайыз,Жамбыл,,әйелдер,1.9
2012,пайыз,Қарағанды,,әйелдер,0.6
2012,пайыз,Қостанай,,әйелдер,1.9
2012,пайыз,Қызылорда,,әйелдер,0.1
2012,пайыз,Маңғыстау,,әйелдер,0.0
2012,пайыз,Оңтүстік Қазақстан,,әйелдер,0.4
2012,пайыз,Павлодар,,әйелдер,0.3
2012,пайыз,Солтүстік Қазақстан,,әйелдер,0.4
2012,пайыз,Шығыс Қазақстан,,әйелдер,0.1
2012,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.0
2012,пайыз,Алматы қаласы,,әйелдер,0.0
2012,пайыз,,қала,,0.2
2012,пайыз,Ақмола,қала,,0.3
2012,пайыз,Ақтөбе,қала,,0.0
2012,пайыз,Алматы,қала,,1.2
2012,пайыз,Атырау,қала,,0.0
2012,пайыз,Батыс Қазақстан,қала,,0.0
2012,пайыз,Жамбыл,қала,,0.0
2012,пайыз,Қарағанды,қала,,0.3
2012,пайыз,Қостанай,қала,,0.2
2012,пайыз,Қызылорда,қала,,0.1
2012,пайыз,Маңғыстау,қала,,0.0
2012,пайыз,Оңтүстік Қазақстан,қала,,0.2
2012,пайыз,Павлодар,қала,,0.1
2012,пайыз,Солтүстік Қазақстан,қала,,0.2
2012,пайыз,Шығыс Қазақстан,қала,,0.0
2012,пайыз,Нұр-Сұлтан қаласы,қала,,0.3
2012,пайыз,Алматы қаласы,қала,,0.0
2012,пайыз,,ауыл,,1.1
2012,пайыз,Ақмола,ауыл,,0.4
2012,пайыз,Ақтөбе,ауыл,,0.1
2012,пайыз,Алматы,ауыл,,1.7
2012,пайыз,Атырау,ауыл,,0.1
2012,пайыз,Батыс Қазақстан,ауыл,,0.1
2012,пайыз,Жамбыл,ауыл,,2.8
2012,пайыз,Қарағанды,ауыл,,1.0
2012,пайыз,Қостанай,ауыл,,3.5
2012,пайыз,Қызылорда,ауыл,,0.1
2012,пайыз,Маңғыстау,ауыл,,0.0
2012,пайыз,Оңтүстік Қазақстан,ауыл,,0.5
2012,пайыз,Павлодар,ауыл,,1.0
2012,пайыз,Солтүстік Қазақстан,ауыл,,0.3
2012,пайыз,Түркістан,ауыл,,0.2
2013,пайыз,,,,0.5
2013,пайыз,Ақмола,,,0.1
2013,пайыз,Ақтөбе,,,0.0
2013,пайыз,Алматы,,,1.3
2013,пайыз,Атырау,,,0.0
2013,пайыз,Батыс Қазақстан,,,0.0
2013,пайыз,Жамбыл,,,2.1
2013,пайыз,Қарағанды,,,0.1
2013,пайыз,Қостанай,,,0.6
2013,пайыз,Қызылорда,,,0.1
2013,пайыз,Маңғыстау,,,0.2
2013,пайыз,Оңтүстік Қазақстан,,,0.2
2013,пайыз,Павлодар,,,0.5
2013,пайыз,Солтүстік Қазақстан,,,0.7
2013,пайыз,Шығыс Қазақстан,,,0.3
2013,пайыз,Нұр-Сұлтан қаласы,,,0.0
2013,пайыз,Алматы қаласы,,,0.0
2013,пайыз,,,ерлер,0.5
2013,пайыз,Ақмола,,ерлер,0.0
2013,пайыз,Ақтөбе,,ерлер,0.0
2013,пайыз,Алматы,,ерлер,1.5
2013,пайыз,Атырау,,ерлер,0.0
2013,пайыз,Батыс Қазақстан,,ерлер,0.0
2013,пайыз,Жамбыл,,ерлер,2.2
2013,пайыз,Қарағанды,,ерлер,0.2
2013,пайыз,Қостанай,,ерлер,0.6
2013,пайыз,Қызылорда,,ерлер,0.3
2013,пайыз,Маңғыстау,,ерлер,0.2
2013,пайыз,Оңтүстік Қазақстан,,ерлер,0.2
2013,пайыз,Павлодар,,ерлер,0.4
2013,пайыз,Солтүстік Қазақстан,,ерлер,0.6
2013,пайыз,Шығыс Қазақстан,,ерлер,0.2
2013,пайыз,Нұр-Сұлтан қаласы,,ерлер,0.0
2013,пайыз,Алматы қаласы,,ерлер,0.0
2013,пайыз,,,әйелдер,0.4
2013,пайыз,Ақмола,,әйелдер,0.3
2013,пайыз,Ақтөбе,,әйелдер,0.0
2013,пайыз,Алматы,,әйелдер,1.0
2013,пайыз,Атырау,,әйелдер,0.1
2013,пайыз,Батыс Қазақстан,,әйелдер,0.0
2013,пайыз,Жамбыл,,әйелдер,2.1
2013,пайыз,Қарағанды,,әйелдер,0.1
2013,пайыз,Қостанай,,әйелдер,0.6
2013,пайыз,Қызылорда,,әйелдер,0.0
2013,пайыз,Маңғыстау,,әйелдер,0.2
2013,пайыз,Оңтүстік Қазақстан,,әйелдер,0.2
2013,пайыз,Павлодар,,әйелдер,0.6
2013,пайыз,Солтүстік Қазақстан,,әйелдер,0.9
2013,пайыз,Шығыс Қазақстан,,әйелдер,0.4
2013,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.0
2013,пайыз,Алматы қаласы,,әйелдер,0.0
2013,пайыз,,қала,,0.2
2013,пайыз,Ақмола,қала,,0.0
2013,пайыз,Ақтөбе,қала,,0.0
2013,пайыз,Алматы,қала,,1.9
2013,пайыз,Атырау,қала,,0.0
2013,пайыз,Батыс Қазақстан,қала,,0.0
2013,пайыз,Жамбыл,қала,,1.6
2013,пайыз,Қарағанды,қала,,0.1
2013,пайыз,Қостанай,қала,,0.0
2013,пайыз,Қызылорда,қала,,0.0
2013,пайыз,Маңғыстау,қала,,0.4
2013,пайыз,Оңтүстік Қазақстан,қала,,0.1
2013,пайыз,Павлодар,қала,,0.0
2013,пайыз,Солтүстік Қазақстан,қала,,0.4
2013,пайыз,Шығыс Қазақстан,қала,,0.2
2013,пайыз,Нұр-Сұлтан қаласы,қала,,0.0
2013,пайыз,Алматы қаласы,қала,,0.0
2013,пайыз,,ауыл,,0.7
2013,пайыз,Ақмола,ауыл,,0.2
2013,пайыз,Ақтөбе,ауыл,,0.0
2013,пайыз,Алматы,ауыл,,1.1
2013,пайыз,Атырау,ауыл,,0.1
2013,пайыз,Батыс Қазақстан,ауыл,,0.0
2013,пайыз,Жамбыл,ауыл,,2.4
2013,пайыз,Қарағанды,ауыл,,0.4
2013,пайыз,Қостанай,ауыл,,1.2
2013,пайыз,Қызылорда,ауыл,,0.3
2013,пайыз,Маңғыстау,ауыл,,0.0
2013,пайыз,Оңтүстік Қазақстан,ауыл,,0.2
2013,пайыз,Павлодар,ауыл,,1.3
2013,пайыз,Солтүстік Қазақстан,ауыл,,0.9
2013,пайыз,Түркістан,ауыл,,0.4
2014,пайыз,,,,0.4
2014,пайыз,Ақмола,,,0.3
2014,пайыз,Ақтөбе,,,0.0
2014,пайыз,Алматы,,,0.8
2014,пайыз,Атырау,,,0.2
2014,пайыз,Батыс Қазақстан,,,0.1
2014,пайыз,Жамбыл,,,1.1
2014,пайыз,Қарағанды,,,0.4
2014,пайыз,Қостанай,,,0.4
2014,пайыз,Қызылорда,,,0.7
2014,пайыз,Маңғыстау,,,0.1
2014,пайыз,Оңтүстік Қазақстан,,,0.2
2014,пайыз,Павлодар,,,0.6
2014,пайыз,Солтүстік Қазақстан,,,0.4
2014,пайыз,Шығыс Қазақстан,,,0.1
2014,пайыз,Нұр-Сұлтан қаласы,,,0.0
2014,пайыз,Алматы қаласы,,,0.2
2014,пайыз,,,ерлер,0.4
2014,пайыз,Ақмола,,ерлер,0.4
2014,пайыз,Ақтөбе,,ерлер,0.0
2014,пайыз,Алматы,,ерлер,0.8
2014,пайыз,Атырау,,ерлер,0.2
2014,пайыз,Батыс Қазақстан,,ерлер,0.1
2014,пайыз,Жамбыл,,ерлер,1.2
2014,пайыз,Қарағанды,,ерлер,0.5
2014,пайыз,Қостанай,,ерлер,0.5
2014,пайыз,Қызылорда,,ерлер,0.6
2014,пайыз,Маңғыстау,,ерлер,0.1
2014,пайыз,Оңтүстік Қазақстан,,ерлер,0.2
2014,пайыз,Павлодар,,ерлер,0.6
2014,пайыз,Солтүстік Қазақстан,,ерлер,0.5
2014,пайыз,Шығыс Қазақстан,,ерлер,0.2
2014,пайыз,Нұр-Сұлтан қаласы,,ерлер,0.0
2014,пайыз,Алматы қаласы,,ерлер,0.1
2014,пайыз,,,әйелдер,0.3
2014,пайыз,Ақмола,,әйелдер,0.2
2014,пайыз,Ақтөбе,,әйелдер,0.0
2014,пайыз,Алматы,,әйелдер,0.7
2014,пайыз,Атырау,,әйелдер,0.2
2014,пайыз,Батыс Қазақстан,,әйелдер,0.1
2014,пайыз,Жамбыл,,әйелдер,0.9
2014,пайыз,Қарағанды,,әйелдер,0.4
2014,пайыз,Қостанай,,әйелдер,0.3
2014,пайыз,Қызылорда,,әйелдер,0.7
2014,пайыз,Маңғыстау,,әйелдер,0.0
2014,пайыз,Оңтүстік Қазақстан,,әйелдер,0.2
2014,пайыз,Павлодар,,әйелдер,0.5
2014,пайыз,Солтүстік Қазақстан,,әйелдер,0.3
2014,пайыз,Шығыс Қазақстан,,әйелдер,0.1
2014,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.0
2014,пайыз,Алматы қаласы,,әйелдер,0.2
2014,пайыз,,қала,,0.2
2014,пайыз,Ақмола,қала,,0.1
2014,пайыз,Ақтөбе,қала,,0.0
2014,пайыз,Алматы,қала,,0.5
2014,пайыз,Атырау,қала,,0.1
2014,пайыз,Батыс Қазақстан,қала,,0.0
2014,пайыз,Жамбыл,қала,,0.5
2014,пайыз,Қарағанды,қала,,0.4
2014,пайыз,Қостанай,қала,,0.3
2014,пайыз,Қызылорда,қала,,0.5
2014,пайыз,Маңғыстау,қала,,0.1
2014,пайыз,Оңтүстік Қазақстан,қала,,0.0
2014,пайыз,Павлодар,қала,,0.0
2014,пайыз,Солтүстік Қазақстан,қала,,0.3
2014,пайыз,Шығыс Қазақстан,қала,,0.0
2014,пайыз,Нұр-Сұлтан қаласы,қала,,0.0
2014,пайыз,Алматы қаласы,қала,,0.2
2014,пайыз,,ауыл,,0.6
2014,пайыз,Ақмола,ауыл,,0.5
2014,пайыз,Ақтөбе,ауыл,,0.0
2014,пайыз,Алматы,ауыл,,0.9
2014,пайыз,Атырау,ауыл,,0.3
2014,пайыз,Батыс Қазақстан,ауыл,,0.2
2014,пайыз,Жамбыл,ауыл,,1.5
2014,пайыз,Қарағанды,ауыл,,0.7
2014,пайыз,Қостанай,ауыл,,0.6
2014,пайыз,Қызылорда,ауыл,,0.8
2014,пайыз,Маңғыстау,ауыл,,0.0
2014,пайыз,Оңтүстік Қазақстан,ауыл,,0.4
2014,пайыз,Павлодар,ауыл,,1.7
2014,пайыз,Солтүстік Қазақстан,ауыл,,0.5
2014,пайыз,Түркістан,ауыл,,0.3
2015,пайыз,,,,0.3
2015,пайыз,Ақмола,,,0.2
2015,пайыз,Ақтөбе,,,0.0
2015,пайыз,Алматы,,,0.7
2015,пайыз,Атырау,,,0.2
2015,пайыз,Батыс Қазақстан,,,0.0
2015,пайыз,Жамбыл,,,1.2
2015,пайыз,Қарағанды,,,0.2
2015,пайыз,Қостанай,,,0.4
2015,пайыз,Қызылорда,,,0.2
2015,пайыз,Маңғыстау,,,0.1
2015,пайыз,Оңтүстік Қазақстан,,,0.2
2015,пайыз,Павлодар,,,0.3
2015,пайыз,Солтүстік Қазақстан,,,0.2
2015,пайыз,Шығыс Қазақстан,,,0.2
2015,пайыз,Нұр-Сұлтан қаласы,,,0.2
2015,пайыз,Алматы қаласы,,,0.1
2015,пайыз,,,ерлер,0.3
2015,пайыз,Ақмола,,ерлер,0.2
2015,пайыз,Ақтөбе,,ерлер,0.0
2015,пайыз,Алматы,,ерлер,0.8
2015,пайыз,Атырау,,ерлер,0.2
2015,пайыз,Батыс Қазақстан,,ерлер,0.0
2015,пайыз,Жамбыл,,ерлер,1.2
2015,пайыз,Қарағанды,,ерлер,0.1
2015,пайыз,Қостанай,,ерлер,0.4
2015,пайыз,Қызылорда,,ерлер,0.2
2015,пайыз,Маңғыстау,,ерлер,0.0
2015,пайыз,Оңтүстік Қазақстан,,ерлер,0.2
2015,пайыз,Павлодар,,ерлер,0.4
2015,пайыз,Солтүстік Қазақстан,,ерлер,0.2
2015,пайыз,Шығыс Қазақстан,,ерлер,0.3
2015,пайыз,Нұр-Сұлтан қаласы,,ерлер,0.2
2015,пайыз,Алматы қаласы,,ерлер,0.1
2015,пайыз,,,әйелдер,0.3
2015,пайыз,Ақмола,,әйелдер,0.1
2015,пайыз,Ақтөбе,,әйелдер,0.1
2015,пайыз,Алматы,,әйелдер,0.6
2015,пайыз,Атырау,,әйелдер,0.1
2015,пайыз,Батыс Қазақстан,,әйелдер,0.0
2015,пайыз,Жамбыл,,әйелдер,1.2
2015,пайыз,Қарағанды,,әйелдер,0.2
2015,пайыз,Қостанай,,әйелдер,0.4
2015,пайыз,Қызылорда,,әйелдер,0.2
2015,пайыз,Маңғыстау,,әйелдер,0.2
2015,пайыз,Оңтүстік Қазақстан,,әйелдер,0.1
2015,пайыз,Павлодар,,әйелдер,0.2
2015,пайыз,Солтүстік Қазақстан,,әйелдер,0.3
2015,пайыз,Шығыс Қазақстан,,әйелдер,0.1
2015,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.2
2015,пайыз,Алматы қаласы,,әйелдер,0.1
2015,пайыз,,қала,,0.1
2015,пайыз,Ақмола,қала,,0.1
2015,пайыз,Ақтөбе,қала,,0.1
2015,пайыз,Алматы,қала,,0.1
2015,пайыз,Атырау,қала,,0.2
2015,пайыз,Батыс Қазақстан,қала,,0.0
2015,пайыз,Жамбыл,қала,,1.0
2015,пайыз,Қарағанды,қала,,0.1
2015,пайыз,Қостанай,қала,,0.1
2015,пайыз,Қызылорда,қала,,0.1
2015,пайыз,Маңғыстау,қала,,0.0
2015,пайыз,Оңтүстік Қазақстан,қала,,0.1
2015,пайыз,Павлодар,қала,,0.0
2015,пайыз,Солтүстік Қазақстан,қала,,0.2
2015,пайыз,Шығыс Қазақстан,қала,,0.0
2015,пайыз,Нұр-Сұлтан қаласы,қала,,0.2
2015,пайыз,Алматы қаласы,қала,,0.1
2015,пайыз,,ауыл,,0.5
2015,пайыз,Ақмола,ауыл,,0.3
2015,пайыз,Ақтөбе,ауыл,,0.0
2015,пайыз,Алматы,ауыл,,0.9
2015,пайыз,Атырау,ауыл,,0.1
2015,пайыз,Батыс Қазақстан,ауыл,,0.1
2015,пайыз,Жамбыл,ауыл,,1.4
2015,пайыз,Қарағанды,ауыл,,0.3
2015,пайыз,Қостанай,ауыл,,0.6
2015,пайыз,Қызылорда,ауыл,,0.2
2015,пайыз,Маңғыстау,ауыл,,0.3
2015,пайыз,Оңтүстік Қазақстан,ауыл,,0.2
2015,пайыз,Павлодар,ауыл,,1.0
2015,пайыз,Солтүстік Қазақстан,ауыл,,0.3
2015,пайыз,Түркістан,ауыл,,0.4
2016,пайыз,,,,0.2
2016,пайыз,Ақмола,,,0.2
2016,пайыз,Ақтөбе,,,0.0
2016,пайыз,Алматы,,,0.4
2016,пайыз,Атырау,,,0.2
2016,пайыз,Батыс Қазақстан,,,0.0
2016,пайыз,Жамбыл,,,0.5
2016,пайыз,Қарағанды,,,0.1
2016,пайыз,Қостанай,,,0.3
2016,пайыз,Қызылорда,,,0.2
2016,пайыз,Маңғыстау,,,0.0
2016,пайыз,Оңтүстік Қазақстан,,,0.2
2016,пайыз,Павлодар,,,0.1
2016,пайыз,Солтүстік Қазақстан,,,0.1
2016,пайыз,Шығыс Қазақстан,,,0.1
2016,пайыз,Нұр-Сұлтан қаласы,,,0.1
2016,пайыз,Алматы қаласы,,,0.2
2016,пайыз,,,ерлер,0.2
2016,пайыз,Ақмола,,ерлер,0.3
2016,пайыз,Ақтөбе,,ерлер,0.0
2016,пайыз,Алматы,,ерлер,0.4
2016,пайыз,Атырау,,ерлер,0.1
2016,пайыз,Батыс Қазақстан,,ерлер,0.0
2016,пайыз,Жамбыл,,ерлер,0.5
2016,пайыз,Қарағанды,,ерлер,0.1
2016,пайыз,Қостанай,,ерлер,0.4
2016,пайыз,Қызылорда,,ерлер,0.2
2016,пайыз,Маңғыстау,,ерлер,0.0
2016,пайыз,Оңтүстік Қазақстан,,ерлер,0.2
2016,пайыз,Павлодар,,ерлер,0.1
2016,пайыз,Солтүстік Қазақстан,,ерлер,0.1
2016,пайыз,Шығыс Қазақстан,,ерлер,0.1
2016,пайыз,Нұр-Сұлтан қаласы,,ерлер,0.1
2016,пайыз,Алматы қаласы,,ерлер,0.1
2016,пайыз,,,әйелдер,0.2
2016,пайыз,Ақмола,,әйелдер,0.1
2016,пайыз,Ақтөбе,,әйелдер,0.0
2016,пайыз,Алматы,,әйелдер,0.4
2016,пайыз,Атырау,,әйелдер,0.3
2016,пайыз,Батыс Қазақстан,,әйелдер,0.0
2016,пайыз,Жамбыл,,әйелдер,0.5
2016,пайыз,Қарағанды,,әйелдер,0.1
2016,пайыз,Қостанай,,әйелдер,0.3
2016,пайыз,Қызылорда,,әйелдер,0.2
2016,пайыз,Маңғыстау,,әйелдер,0.0
2016,пайыз,Оңтүстік Қазақстан,,әйелдер,0.2
2016,пайыз,Павлодар,,әйелдер,0.1
2016,пайыз,Солтүстік Қазақстан,,әйелдер,0.1
2016,пайыз,Шығыс Қазақстан,,әйелдер,0.1
2016,пайыз,Нұр-Сұлтан қаласы,,әйелдер,0.0
2016,пайыз,Алматы қаласы,,әйелдер,0.3
2016,пайыз,,қала,,0.1
2016,пайыз,Ақмола,қала,,0.0
2016,пайыз,Ақтөбе,қала,,0.0
2016,пайыз,Алматы,қала,,0.1
2016,пайыз,Атырау,қала,,0.1
2016,пайыз,Батыс Қазақстан,қала,,0.0
