Year,UNIT_MEASURE,Өңірлер,Жынысы,Аймақ,Жасы,Value
2013,пайыз,Атырау,ерлер,,,7.7
2013,пайыз,Батыс Қазақстан,ерлер,,,32.4
2013,пайыз,Жамбыл,ерлер,,,41.9
2013,пайыз,Қарағанды,ерлер,,,17.8
2013,пайыз,Қостанай,ерлер,,,34.9
2013,пайыз,Қызылорда,ерлер,,,14.8
2013,пайыз,Маңғыстау,ерлер,,,4.7
2013,пайыз,Оңтүстік Қазақстан,ерлер,,,31.9
2013,пайыз,Павлодар,ерлер,,,25.9
2013,пайыз,Солтүстік Қазақстан,ерлер,,,34.5
2013,пайыз,Шығыс Қазақстан,ерлер,,,29.6
2013,пайыз,Нұр-Сұлтан қаласы,ерлер,,,5.3
2013,пайыз,Алматы қаласы,ерлер,,,11.8
2013,пайыз,,әйелдер,,,24.6
2013,пайыз,Ақмола,әйелдер,,,20.9
2013,пайыз,Ақтөбе,әйелдер,,,19.3
2013,пайыз,Алматы,әйелдер,,,20.0
2013,пайыз,Атырау,әйелдер,,,7.3
2013,пайыз,Батыс Қазақстан,әйелдер,,,25.2
2013,пайыз,Жамбыл,әйелдер,,,45.9
2013,пайыз,Қарағанды,әйелдер,,,21.7
2013,пайыз,Қостанай,әйелдер,,,39.6
2013,пайыз,Қызылорда,әйелдер,,,14.9
2013,пайыз,Маңғыстау,әйелдер,,,7.4
2013,пайыз,Оңтүстік Қазақстан,әйелдер,,,33.1
2013,пайыз,Павлодар,әйелдер,,,32.9
2013,пайыз,Солтүстік Қазақстан,әйелдер,,,43.4
2013,пайыз,Шығыс Қазақстан,әйелдер,,,29.4
2013,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,4.5
2013,пайыз,Алматы қаласы,әйелдер,,,9.2
2013,пайыз,,,қала,,14.4
2013,пайыз,Ақмола,,қала,,12.8
2013,пайыз,Ақтөбе,,қала,,13.1
2013,пайыз,Алматы,,қала,,12.9
2013,пайыз,Атырау,,қала,,3.0
2013,пайыз,Батыс Қазақстан,,қала,,11.0
2013,пайыз,Жамбыл,,қала,,31.6
2013,пайыз,Қарағанды,,қала,,18.9
2013,пайыз,Қостанай,,қала,,18.6
2013,пайыз,Қызылорда,,қала,,12.2
2013,пайыз,Маңғыстау,,қала,,6.6
2013,пайыз,Оңтүстік Қазақстан,,қала,,18.7
2013,пайыз,Павлодар,,қала,,17.7
2013,пайыз,Солтүстік Қазақстан,,қала,,24.9
2013,пайыз,Шығыс Қазақстан,,қала,,15.2
2013,пайыз,Нұр-Сұлтан қаласы,,қала,,4.9
2013,пайыз,Алматы қаласы,,қала,,10.5
2013,пайыз,,,ауыл,,36.1
2013,пайыз,Ақмола,,ауыл,,28.6
2013,пайыз,Ақтөбе,,ауыл,,35.6
2013,пайыз,Алматы,,ауыл,,24.1
2013,пайыз,Атырау,,ауыл,,11.8
2013,пайыз,Батыс Қазақстан,,ауыл,,43.7
2013,пайыз,Жамбыл,,ауыл,,50.8
2013,пайыз,Қарағанды,,ауыл,,22.4
2013,пайыз,Қостанай,,ауыл,,54.8
2013,пайыз,Қызылорда,,ауыл,,17.0
2013,пайыз,Маңғыстау,,ауыл,,5.1
2013,пайыз,Оңтүстік Қазақстан,,ауыл,,41.0
2013,пайыз,Павлодар,,ауыл,,51.5
2013,пайыз,Солтүстік Қазақстан,,ауыл,,48.2
2013,пайыз,Шығыс Қазақстан,,ауыл,,49.7
2013,пайыз,,,,Y15,100.0
2013,пайыз,,,,16-24,30.2
2013,пайыз,,,,25-28,23.4
2013,пайыз,,,,29-34,23.9
2013,пайыз,,,,35-44,22.0
2013,пайыз,,,,45-54,21.3
2013,пайыз,,,,55-64,28.1
2013,пайыз,,,,65 және одан үлкен,71.2
2013,пайыз,Ақмола,,,16-24,22.0
2013,пайыз,Ақмола,,,25-28,19.2
2013,пайыз,Ақмола,,,29-34,16.8
2013,пайыз,Ақмола,,,35-44,21.4
2013,пайыз,Ақмола,,,45-54,24.1
2013,пайыз,Ақмола,,,55-64,21.4
2013,пайыз,Ақмола,,,65 және одан үлкен,33.5
2013,пайыз,Ақтөбе,,,16-24,29.5
2013,пайыз,Ақтөбе,,,25-28,22.9
2013,пайыз,Ақтөбе,,,29-34,25.9
2013,пайыз,Ақтөбе,,,35-44,15.6
2013,пайыз,Ақтөбе,,,45-54,16.3
2013,пайыз,Ақтөбе,,,55-64,27.9
2013,пайыз,Ақтөбе,,,65 және одан үлкен,22.0
2013,пайыз,Алматы,,,16-24,25.0
2013,пайыз,Алматы,,,25-28,25.0
2013,пайыз,Алматы,,,29-34,23.0
2013,пайыз,Алматы,,,35-44,21.5
2013,пайыз,Алматы,,,45-54,18.3
2013,пайыз,Алматы,,,55-64,15.6
2013,пайыз,Алматы,,,65 және одан үлкен,16.2
2013,пайыз,Атырау,,,16-24,8.4
2013,пайыз,Атырау,,,25-28,7.1
2013,пайыз,Атырау,,,29-34,6.8
2013,пайыз,Атырау,,,35-44,9.1
2013,пайыз,Атырау,,,45-54,6.9
2013,пайыз,Атырау,,,55-64,5.4
2013,пайыз,Батыс Қазақстан,,,16-24,28.2
2013,пайыз,Батыс Қазақстан,,,25-28,27.4
2013,пайыз,Батыс Қазақстан,,,29-34,28.4
2013,пайыз,Батыс Қазақстан,,,35-44,28.2
2013,пайыз,Батыс Қазақстан,,,45-54,30.1
2013,пайыз,Батыс Қазақстан,,,55-64,30.8
2013,пайыз,Батыс Қазақстан,,,65 және одан үлкен,100.0
2013,пайыз,Жамбыл,,,Y15,100.0
2013,пайыз,Жамбыл,,,16-24,59.4
2013,пайыз,Жамбыл,,,25-28,40.3
2013,пайыз,Жамбыл,,,29-34,39.0
2013,пайыз,Жамбыл,,,35-44,37.4
2013,пайыз,Жамбыл,,,45-54,38.6
2013,пайыз,Жамбыл,,,55-64,56.8
2013,пайыз,Жамбыл,,,65 және одан үлкен,98.8
2013,пайыз,Қарағанды,,,16-24,29.4
2013,пайыз,Қарағанды,,,25-28,17.5
2013,пайыз,Қарағанды,,,29-34,18.1
2013,пайыз,Қарағанды,,,35-44,16.8
2013,пайыз,Қарағанды,,,45-54,16.6
2013,пайыз,Қарағанды,,,55-64,22.0
2013,пайыз,Қарағанды,,,65 және одан үлкен,66.3
2013,пайыз,Қостанай,,,Y15,100.0
2013,пайыз,Қостанай,,,16-24,49.8
2013,пайыз,Қостанай,,,25-28,36.7
2013,пайыз,Қостанай,,,29-34,34.3
2013,пайыз,Қостанай,,,35-44,30.5
2013,пайыз,Қостанай,,,45-54,30.9
2013,пайыз,Қостанай,,,55-64,49.0
2013,пайыз,Қостанай,,,65 және одан үлкен,95.7
2013,пайыз,Қызылорда,,,16-24,24.1
2013,пайыз,Қызылорда,,,25-28,11.7
2013,пайыз,Қызылорда,,,29-34,14.9
2013,пайыз,Қызылорда,,,35-44,10.8
2013,пайыз,Қызылорда,,,45-54,15.1
2013,пайыз,Қызылорда,,,55-64,12.5
2013,пайыз,Қызылорда,,,65 және одан үлкен,57.4
2013,пайыз,Маңғыстау,,,16-24,8.5
2013,пайыз,Маңғыстау,,,25-28,5.7
2013,пайыз,Маңғыстау,,,29-34,8.5
2013,пайыз,Маңғыстау,,,35-44,4.6
2013,пайыз,Маңғыстау,,,45-54,5.0
2013,пайыз,Маңғыстау,,,55-64,2.5
2013,пайыз,Оңтүстік Қазақстан,,,Y15,100.0
2013,пайыз,Оңтүстік Қазақстан,,,16-24,40.8
2013,пайыз,Оңтүстік Қазақстан,,,25-28,34.8
2013,пайыз,Оңтүстік Қазақстан,,,29-34,31.5
2013,пайыз,Оңтүстік Қазақстан,,,35-44,32.5
2013,пайыз,Оңтүстік Қазақстан,,,45-54,28.0
2013,пайыз,Оңтүстік Қазақстан,,,55-64,27.0
2013,пайыз,Павлодар,,,Y15,100.0
2013,пайыз,Павлодар,,,16-24,37.4
2013,пайыз,Павлодар,,,25-28,26.9
2013,пайыз,Павлодар,,,29-34,31.4
2013,пайыз,Павлодар,,,35-44,23.9
2013,пайыз,Павлодар,,,45-54,24.8
2013,пайыз,Павлодар,,,55-64,34.0
2013,пайыз,Павлодар,,,65 және одан үлкен,99.1
2013,пайыз,Солтүстік Қазақстан,,,Y15,100.0
2013,пайыз,Солтүстік Қазақстан,,,16-24,49.2
2013,пайыз,Солтүстік Қазақстан,,,25-28,33.0
2013,пайыз,Солтүстік Қазақстан,,,29-34,37.4
2013,пайыз,Солтүстік Қазақстан,,,35-44,33.2
2013,пайыз,Солтүстік Қазақстан,,,45-54,27.6
2013,пайыз,Солтүстік Қазақстан,,,55-64,52.0
2013,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,98.0
2013,пайыз,Шығыс Қазақстан,,,16-24,38.3
2013,пайыз,Шығыс Қазақстан,,,25-28,26.7
2013,пайыз,Шығыс Қазақстан,,,29-34,30.7
2013,пайыз,Шығыс Қазақстан,,,35-44,31.1
2013,пайыз,Шығыс Қазақстан,,,45-54,25.7
2013,пайыз,Шығыс Қазақстан,,,55-64,28.4
2013,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,14.6
2013,пайыз,Нұр-Сұлтан қаласы,,,16-24,2.7
2013,пайыз,Нұр-Сұлтан қаласы,,,25-28,6.3
2013,пайыз,Нұр-Сұлтан қаласы,,,29-34,6.0
2013,пайыз,Нұр-Сұлтан қаласы,,,35-44,4.5
2013,пайыз,Нұр-Сұлтан қаласы,,,45-54,4.0
2013,пайыз,Нұр-Сұлтан қаласы,,,55-64,5.3
2013,пайыз,Нұр-Сұлтан қаласы,,,65 және одан үлкен,19.6
2013,пайыз,Алматы қаласы,,,16-24,13.1
2013,пайыз,Алматы қаласы,,,25-28,12.9
2013,пайыз,Алматы қаласы,,,29-34,10.8
2013,пайыз,Алматы қаласы,,,35-44,9.8
2013,пайыз,Алматы қаласы,,,45-54,8.0
2013,пайыз,Алматы қаласы,,,55-64,8.2
2013,пайыз,Алматы қаласы,,,65 және одан үлкен,33.7
2014,пайыз,,,,,25.0
2014,пайыз,Ақмола,,,,24.2
2014,пайыз,Ақтөбе,,,,19.6
2014,пайыз,Алматы,,,,25.5
2014,пайыз,Атырау,,,,7.3
2014,пайыз,Батыс Қазақстан,,,,30.6
2014,пайыз,Жамбыл,,,,39.8
2014,пайыз,Қарағанды,,,,23.7
2014,пайыз,Қостанай,,,,35.1
2014,пайыз,Қызылорда,,,,19.3
2014,пайыз,Маңғыстау,,,,7.3
2014,пайыз,Оңтүстік Қазақстан,,,,22.4
2014,пайыз,Павлодар,,,,31.1
2014,пайыз,Солтүстік Қазақстан,,,,35.8
2014,пайыз,Шығыс Қазақстан,,,,32.3
2014,пайыз,Нұр-Сұлтан қаласы,,,,22.9
2014,пайыз,Алматы қаласы,,,,14.8
2014,пайыз,,ерлер,,,25.0
2014,пайыз,Ақмола,ерлер,,,23.3
2014,пайыз,Ақтөбе,ерлер,,,19.1
2014,пайыз,Алматы,ерлер,,,27.9
2014,пайыз,Атырау,ерлер,,,8.3
2014,пайыз,Батыс Қазақстан,ерлер,,,32.4
2014,пайыз,Жамбыл,ерлер,,,39.6
2014,пайыз,Қарағанды,ерлер,,,21.9
2014,пайыз,Қостанай,ерлер,,,33.0
2014,пайыз,Қызылорда,ерлер,,,19.2
2014,пайыз,Маңғыстау,ерлер,,,5.6
2014,пайыз,Оңтүстік Қазақстан,ерлер,,,24.5
2014,пайыз,Павлодар,ерлер,,,28.9
2014,пайыз,Солтүстік Қазақстан,ерлер,,,34.2
2014,пайыз,Шығыс Қазақстан,ерлер,,,30.9
2014,пайыз,Нұр-Сұлтан қаласы,ерлер,,,22.9
2014,пайыз,Алматы қаласы,ерлер,,,15.4
2014,пайыз,,әйелдер,,,25.0
2014,пайыз,Ақмола,әйелдер,,,25.1
2014,пайыз,Ақтөбе,әйелдер,,,20.3
2014,пайыз,Алматы,әйелдер,,,23.0
2014,пайыз,Атырау,әйелдер,,,6.2
2014,пайыз,Батыс Қазақстан,әйелдер,,,28.6
2014,пайыз,Жамбыл,әйелдер,,,40.0
2014,пайыз,Қарағанды,әйелдер,,,25.7
2014,пайыз,Қостанай,әйелдер,,,37.3
2014,пайыз,Қызылорда,әйелдер,,,19.5
2014,пайыз,Маңғыстау,әйелдер,,,9.6
2014,пайыз,Оңтүстік Қазақстан,әйелдер,,,20.1
2014,пайыз,Павлодар,әйелдер,,,33.2
2014,пайыз,Солтүстік Қазақстан,әйелдер,,,37.5
2014,пайыз,Шығыс Қазақстан,әйелдер,,,33.7
2014,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,22.8
2014,пайыз,Алматы қаласы,әйелдер,,,14.2
2014,пайыз,,,қала,,19.6
2014,пайыз,Ақмола,,қала,,17.7
2014,пайыз,Ақтөбе,,қала,,13.9
2014,пайыз,Алматы,,қала,,23.1
2014,пайыз,Атырау,,қала,,2.7
2014,пайыз,Батыс Қазақстан,,қала,,13.4
2014,пайыз,Жамбыл,,қала,,39.6
2014,пайыз,Қарағанды,,қала,,21.0
2014,пайыз,Қостанай,,қала,,23.7
2014,пайыз,Қызылорда,,қала,,13.9
2014,пайыз,Маңғыстау,,қала,,9.3
2014,пайыз,Оңтүстік Қазақстан,,қала,,21.7
2014,пайыз,Павлодар,,қала,,18.0
2014,пайыз,Солтүстік Қазақстан,,қала,,29.0
2014,пайыз,Шығыс Қазақстан,,қала,,21.4
2014,пайыз,Нұр-Сұлтан қаласы,,қала,,22.9
2014,пайыз,Алматы қаласы,,қала,,14.8
2014,пайыз,,,ауыл,,31.6
2014,пайыз,Ақмола,,ауыл,,30.0
2014,пайыз,Ақтөбе,,ауыл,,28.9
2014,пайыз,Алматы,,ауыл,,26.3
2014,пайыз,Атырау,,ауыл,,11.8
2014,пайыз,Батыс Қазақстан,,ауыл,,45.2
2014,пайыз,Жамбыл,,ауыл,,40.0
2014,пайыз,Қарағанды,,ауыл,,33.6
2014,пайыз,Қостанай,,ауыл,,47.2
2014,пайыз,Қызылорда,,ауыл,,23.0
2014,пайыз,Маңғыстау,,ауыл,,4.5
2014,пайыз,Оңтүстік Қазақстан,,ауыл,,22.9
2014,пайыз,Павлодар,,ауыл,,57.1
2014,пайыз,Солтүстік Қазақстан,,ауыл,,40.5
2014,пайыз,Шығыс Қазақстан,,ауыл,,48.1
2014,пайыз,,,,Y15,65.8
2014,пайыз,,,,16-24,28.5
2014,пайыз,,,,25-28,23.2
2014,пайыз,,,,29-34,23.0
2014,пайыз,,,,35-44,23.1
2014,пайыз,,,,45-54,23.9
2014,пайыз,,,,55-64,30.1
2014,пайыз,,,,65 және одан үлкен,77.3
2014,пайыз,Ақмола,,,Y15,89.4
2014,пайыз,Ақмола,,,16-24,28.7
2014,пайыз,Ақмола,,,25-28,23.1
2014,пайыз,Ақмола,,,29-34,21.0
2014,пайыз,Ақмола,,,35-44,22.8
2014,пайыз,Ақмола,,,45-54,23.3
2014,пайыз,Ақмола,,,55-64,24.7
2014,пайыз,Ақмола,,,65 және одан үлкен,80.0
2014,пайыз,Ақтөбе,,,16-24,23.9
2014,пайыз,Ақтөбе,,,25-28,20.4
2014,пайыз,Ақтөбе,,,29-34,18.0
2014,пайыз,Ақтөбе,,,35-44,18.2
2014,пайыз,Ақтөбе,,,45-54,19.5
2014,пайыз,Ақтөбе,,,55-64,20.2
2014,пайыз,Ақтөбе,,,65 және одан үлкен,41.4
2014,пайыз,Алматы,,,Y15,7.7
2014,пайыз,Алматы,,,16-24,23.9
2014,пайыз,Алматы,,,25-28,23.1
2014,пайыз,Алматы,,,29-34,24.0
2014,пайыз,Алматы,,,35-44,27.2
2014,пайыз,Алматы,,,45-54,26.4
2014,пайыз,Алматы,,,55-64,27.5
2014,пайыз,Алматы,,,65 және одан үлкен,58.1
2014,пайыз,Атырау,,,16-24,11.9
2014,пайыз,Атырау,,,25-28,6.0
2014,пайыз,Атырау,,,29-34,5.5
2014,пайыз,Атырау,,,35-44,6.0
2014,пайыз,Атырау,,,45-54,8.3
2014,пайыз,Атырау,,,55-64,7.4
