Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Value
2011,100 000 халыққа,Оңтүстік Қазақстан,ауыл,,10.96
2011,100 000 халыққа,Павлодар,ауыл,,46.68
2011,100 000 халыққа,Солтүстік Қазақстан,ауыл,,20.98
2011,100 000 халыққа,Шығыс Қазақстан,ауыл,,46.03
2011,100 000 халыққа,,,ерлер,35.42
2011,100 000 халыққа,Ақмола,,ерлер,59.15
2011,100 000 халыққа,Ақтөбе,,ерлер,30.03
2011,100 000 халыққа,Алматы,,ерлер,34.69
2011,100 000 халыққа,Атырау,,ерлер,24.68
2011,100 000 халыққа,Батыс Қазақстан,,ерлер,57.37
2011,100 000 халыққа,Жамбыл,,ерлер,29.62
2011,100 000 халыққа,Қарағанды,,ерлер,50.94
2011,100 000 халыққа,Қостанай,,ерлер,72.19
2011,100 000 халыққа,Қызылорда,,ерлер,12.48
2011,100 000 халыққа,Маңғыстау,,ерлер,14.7
2011,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,16.51
2011,100 000 халыққа,Павлодар,,ерлер,54.08
2011,100 000 халыққа,Солтүстік Қазақстан,,ерлер,30.07
2011,100 000 халыққа,Шығыс Қазақстан,,ерлер,65.41
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,20.34
2011,100 000 халыққа,Алматы қаласы,,ерлер,14.99
2011,100 000 халыққа,,қала,ерлер,31.55
2011,100 000 халыққа,Ақмола,қала,ерлер,48.13
2011,100 000 халыққа,Ақтөбе,қала,ерлер,26.5
2011,100 000 халыққа,Алматы,қала,ерлер,38.14
2011,100 000 халыққа,Атырау,қала,ерлер,23.61
2011,100 000 халыққа,Батыс Қазақстан,қала,ерлер,43.41
2011,100 000 халыққа,Жамбыл,қала,ерлер,34.66
2011,100 000 халыққа,Қарағанды,қала,ерлер,46.58
2011,100 000 халыққа,Қостанай,қала,ерлер,57.58
2011,100 000 халыққа,Қызылорда,қала,ерлер,9.62
2011,100 000 халыққа,Маңғыстау,қала,ерлер,15.48
2011,100 000 халыққа,Оңтүстік Қазақстан,қала,ерлер,16.36
2011,100 000 халыққа,Павлодар,қала,ерлер,42.8
2011,100 000 халыққа,Солтүстік Қазақстан,қала,ерлер,23.16
2011,100 000 халыққа,Шығыс Қазақстан,қала,ерлер,55.64
2011,100 000 халыққа,Нұр-Сұлтан қаласы,қала,ерлер,20.34
2011,100 000 халыққа,Алматы қаласы,қала,ерлер,14.99
2011,100 000 халыққа,,ауыл,ерлер,39.81
2011,100 000 халыққа,Ақмола,ауыл,ерлер,68.26
2011,100 000 халыққа,Ақтөбе,ауыл,ерлер,35.36
2011,100 000 халыққа,Алматы,ауыл,ерлер,33.68
2011,100 000 халыққа,Атырау,ауыл,ерлер,25.62
2011,100 000 халыққа,Батыс Қазақстан,ауыл,ерлер,69.34
2011,100 000 халыққа,Жамбыл,ауыл,ерлер,26.42
2011,100 000 халыққа,Қарағанды,ауыл,ерлер,65.42
2011,100 000 халыққа,Қостанай,ауыл,ерлер,86.18
2011,100 000 халыққа,Қызылорда,ауыл,ерлер,14.49
2011,100 000 халыққа,Маңғыстау,ауыл,ерлер,13.88
2011,100 000 халыққа,Оңтүстік Қазақстан,ауыл,ерлер,16.61
2011,100 000 халыққа,Павлодар,ауыл,ерлер,77.18
2011,100 000 халыққа,Солтүстік Қазақстан,ауыл,ерлер,34.43
2011,100 000 халыққа,Шығыс Қазақстан,ауыл,ерлер,77.87
2011,100 000 халыққа,,,әйелдер,7.18
2011,100 000 халыққа,Ақмола,,әйелдер,12.4
2011,100 000 халыққа,Ақтөбе,,әйелдер,5.67
2011,100 000 халыққа,Алматы,,әйелдер,6.75
2011,100 000 халыққа,Атырау,,әйелдер,2.55
2011,100 000 халыққа,Батыс Қазақстан,,әйелдер,11.71
2011,100 000 халыққа,Жамбыл,,әйелдер,6.69
2011,100 000 халыққа,Қарағанды,,әйелдер,9.37
2011,100 000 халыққа,Қостанай,,әйелдер,13.12
2011,100 000 халыққа,Қызылорда,,әйелдер,1.98
2011,100 000 халыққа,Маңғыстау,,әйелдер,6.68
2011,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,4.96
2011,100 000 халыққа,Павлодар,,әйелдер,12.39
2011,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,6.18
2011,100 000 халыққа,Шығыс Қазақстан,,әйелдер,11.05
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,3.77
2011,100 000 халыққа,Алматы қаласы,,әйелдер,2.57
2011,100 000 халыққа,,қала,әйелдер,6.46
2011,100 000 халыққа,Ақмола,қала,әйелдер,9.88
2011,100 000 халыққа,Ақтөбе,қала,әйелдер,5.88
2011,100 000 халыққа,Алматы,қала,әйелдер,7.77
2011,100 000 халыққа,Атырау,қала,әйелдер,1.49
2011,100 000 халыққа,Батыс Қазақстан,қала,әйелдер,12.69
2011,100 000 халыққа,Жамбыл,қала,әйелдер,7.61
2011,100 000 халыққа,Қарағанды,қала,әйелдер,9.16
2011,100 000 халыққа,Қостанай,қала,әйелдер,10.34
2011,100 000 халыққа,Қызылорда,қала,әйелдер,2.61
2011,100 000 халыққа,Маңғыстау,қала,әйелдер,6.98
2011,100 000 халыққа,Оңтүстік Қазақстан,қала,әйелдер,4.55
2011,100 000 халыққа,Павлодар,қала,әйелдер,10.46
2011,100 000 халыққа,Солтүстік Қазақстан,қала,әйелдер,3.82
2011,100 000 халыққа,Шығыс Қазақстан,қала,әйелдер,8.68
2011,100 000 халыққа,Нұр-Сұлтан қаласы,қала,әйелдер,3.77
2011,100 000 халыққа,Алматы қаласы,қала,әйелдер,2.57
2011,100 000 халыққа,,ауыл,әйелдер,8.11
2011,100 000 халыққа,Ақмола,ауыл,әйелдер,14.73
2011,100 000 халыққа,Ақтөбе,ауыл,әйелдер,5.32
2011,100 000 халыққа,Алматы,ауыл,әйелдер,6.43
2011,100 000 халыққа,Атырау,ауыл,әйелдер,3.58
2011,100 000 халыққа,Батыс Қазақстан,ауыл,әйелдер,10.74
2011,100 000 халыққа,Жамбыл,ауыл,әйелдер,6.04
2011,100 000 халыққа,Қарағанды,ауыл,әйелдер,10.18
2011,100 000 халыққа,Қостанай,ауыл,әйелдер,16.11
2011,100 000 халыққа,Қызылорда,ауыл,әйелдер,1.49
2011,100 000 халыққа,Маңғыстау,ауыл,әйелдер,6.33
2011,100 000 халыққа,Оңтүстік Қазақстан,ауыл,әйелдер,5.24
2011,100 000 халыққа,Павлодар,ауыл,әйелдер,16.92
2011,100 000 халыққа,Солтүстік Қазақстан,ауыл,әйелдер,7.93
2011,100 000 халыққа,Шығыс Қазақстан,ауыл,әйелдер,14.57
2012,100 000 халыққа,,,,19.68
2012,100 000 халыққа,Ақмола,,,35.24
2012,100 000 халыққа,Ақтөбе,,,21.49
2012,100 000 халыққа,Алматы,,,21.11
2012,100 000 халыққа,Атырау,,,17.48
2012,100 000 халыққа,Батыс Қазақстан,,,32.19
2012,100 000 халыққа,Жамбыл,,,14.49
2012,100 000 халыққа,Қарағанды,,,26.83
2012,100 000 халыққа,Қостанай,,,38.87
2012,100 000 халыққа,Қызылорда,,,14.17
2012,100 000 халыққа,Маңғыстау,,,5.21
2012,100 000 халыққа,Оңтүстік Қазақстан,,,11.66
2012,100 000 халыққа,Павлодар,,,28.34
2012,100 000 халыққа,Солтүстік Қазақстан,,,8.42
2012,100 000 халыққа,Шығыс Қазақстан,,,30.91
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,,10.12
2012,100 000 халыққа,Алматы қаласы,,,7.25
2012,100 000 халыққа,,қала,,17.11
2012,100 000 халыққа,Ақмола,қала,,29.15
2012,100 000 халыққа,Ақтөбе,қала,,16.19
2012,100 000 халыққа,Алматы,қала,,23.87
2012,100 000 халыққа,Атырау,қала,,16.26
2012,100 000 халыққа,Батыс Қазақстан,қала,,24.99
2012,100 000 халыққа,Жамбыл,қала,,13.41
2012,100 000 халыққа,Қарағанды,қала,,24.39
2012,100 000 халыққа,Қостанай,қала,,31.87
2012,100 000 халыққа,Қызылорда,қала,,15.69
2012,100 000 халыққа,Маңғыстау,қала,,6.32
2012,100 000 халыққа,Оңтүстік Қазақстан,қала,,12.15
2012,100 000 халыққа,Павлодар,қала,,25.37
2012,100 000 халыққа,Солтүстік Қазақстан,қала,,3.77
2012,100 000 халыққа,Шығыс Қазақстан,қала,,24.09
2012,100 000 халыққа,Нұр-Сұлтан қаласы,қала,,10.12
2012,100 000 халыққа,Алматы қаласы,қала,,7.25
2012,100 000 халыққа,,ауыл,,22.8
2012,100 000 халыққа,Ақмола,ауыл,,40.61
2012,100 000 халыққа,Ақтөбе,ауыл,,30.0
2012,100 000 халыққа,Алматы,ауыл,,20.28
2012,100 000 халыққа,Атырау,ауыл,,18.62
2012,100 000 халыққа,Батыс Қазақстан,ауыл,,39.04
2012,100 000 халыққа,Жамбыл,ауыл,,15.21
2012,100 000 халыққа,Қарағанды,ауыл,,35.65
2012,100 000 халыққа,Қостанай,ауыл,,46.16
2012,100 000 халыққа,Қызылорда,ауыл,,13.05
2012,100 000 халыққа,Маңғыстау,ауыл,,4.04
2012,100 000 халыққа,Оңтүстік Қазақстан,ауыл,,11.34
2012,100 000 халыққа,Павлодар,ауыл,,34.95
2012,100 000 халыққа,Солтүстік Қазақстан,ауыл,,11.67
2012,100 000 халыққа,Шығыс Қазақстан,ауыл,,40.46
2012,100 000 халыққа,,,ерлер,33.76
2012,100 000 халыққа,Ақмола,,ерлер,62.23
2012,100 000 халыққа,Ақтөбе,,ерлер,38.58
2012,100 000 халыққа,Алматы,,ерлер,35.81
2012,100 000 халыққа,Атырау,,ерлер,33.06
2012,100 000 халыққа,Батыс Қазақстан,,ерлер,58.94
2012,100 000 халыққа,Жамбыл,,ерлер,23.47
2012,100 000 халыққа,Қарағанды,,ерлер,44.51
2012,100 000 халыққа,Қостанай,,ерлер,70.78
2012,100 000 халыққа,Қызылорда,,ерлер,22.81
2012,100 000 халыққа,Маңғыстау,,ерлер,8.68
2012,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,16.83
2012,100 000 халыққа,Павлодар,,ерлер,50.83
2012,100 000 халыққа,Солтүстік Қазақстан,,ерлер,16.24
2012,100 000 халыққа,Шығыс Қазақстан,,ерлер,54.0
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,17.69
2012,100 000 халыққа,Алматы қаласы,,ерлер,13.36
2012,100 000 халыққа,,қала,ерлер,29.98
2012,100 000 халыққа,Ақмола,қала,ерлер,53.56
2012,100 000 халыққа,Ақтөбе,қала,ерлер,26.99
2012,100 000 халыққа,Алматы,қала,ерлер,40.34
2012,100 000 халыққа,Атырау,қала,ерлер,31.69
2012,100 000 халыққа,Батыс Қазақстан,қала,ерлер,47.57
2012,100 000 халыққа,Жамбыл,қала,ерлер,21.92
2012,100 000 халыққа,Қарағанды,қала,ерлер,40.84
2012,100 000 халыққа,Қостанай,қала,ерлер,59.48
2012,100 000 халыққа,Қызылорда,қала,ерлер,28.15
2012,100 000 халыққа,Маңғыстау,қала,ерлер,10.81
2012,100 000 халыққа,Оңтүстік Қазақстан,қала,ерлер,18.61
2012,100 000 халыққа,Павлодар,қала,ерлер,46.74
2012,100 000 халыққа,Солтүстік Қазақстан,қала,ерлер,8.33
2012,100 000 халыққа,Шығыс Қазақстан,қала,ерлер,42.77
2012,100 000 халыққа,Нұр-Сұлтан қаласы,қала,ерлер,17.69
2012,100 000 халыққа,Алматы қаласы,қала,ерлер,13.36
2012,100 000 халыққа,,ауыл,ерлер,38.07
2012,100 000 халыққа,Ақмола,ауыл,ерлер,69.44
2012,100 000 халыққа,Ақтөбе,ауыл,ерлер,56.15
2012,100 000 халыққа,Алматы,ауыл,ерлер,34.49
2012,100 000 халыққа,Атырау,ауыл,ерлер,34.27
2012,100 000 халыққа,Батыс Қазақстан,ауыл,ерлер,68.92
2012,100 000 халыққа,Жамбыл,ауыл,ерлер,24.44
2012,100 000 халыққа,Қарағанды,ауыл,ерлер,56.77
2012,100 000 халыққа,Қостанай,ауыл,ерлер,81.81
2012,100 000 халыққа,Қызылорда,ауыл,ерлер,19.03
2012,100 000 халыққа,Маңғыстау,ауыл,ерлер,6.54
2012,100 000 халыққа,Оңтүстік Қазақстан,ауыл,ерлер,15.74
2012,100 000 халыққа,Павлодар,ауыл,ерлер,59.32
2012,100 000 халыққа,Солтүстік Қазақстан,ауыл,ерлер,21.3
2012,100 000 халыққа,Шығыс Қазақстан,ауыл,ерлер,68.53
2012,100 000 халыққа,,,әйелдер,6.56
2012,100 000 халыққа,Ақмола,,әйелдер,10.04
2012,100 000 халыққа,Ақтөбе,,әйелдер,5.61
2012,100 000 халыққа,Алматы,,әйелдер,6.93
2012,100 000 халыққа,Атырау,,әйелдер,2.5
2012,100 000 халыққа,Батыс Қазақстан,,әйелдер,7.23
2012,100 000 халыққа,Жамбыл,,әйелдер,5.89
2012,100 000 халыққа,Қарағанды,,әйелдер,11.01
2012,100 000 халыққа,Қостанай,,әйелдер,10.33
2012,100 000 халыққа,Қызылорда,,әйелдер,5.55
2012,100 000 халыққа,Маңғыстау,,әйелдер,1.78
2012,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,6.58
2012,100 000 халыққа,Павлодар,,әйелдер,8.33
2012,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,1.31
2012,100 000 халыққа,Шығыс Қазақстан,,әйелдер,9.98
2012,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,3.05
2012,100 000 халыққа,Алматы қаласы,,әйелдер,2.14
2012,100 000 халыққа,,қала,әйелдер,5.78
2012,100 000 халыққа,Ақмола,қала,әйелдер,7.67
2012,100 000 халыққа,Ақтөбе,қала,әйелдер,6.59
2012,100 000 халыққа,Алматы,қала,әйелдер,8.93
2012,100 000 халыққа,Атырау,қала,әйелдер,2.17
2012,100 000 халыққа,Батыс Қазақстан,қала,әйелдер,5.58
2012,100 000 халыққа,Жамбыл,қала,әйелдер,5.79
2012,100 000 халыққа,Қарағанды,қала,әйелдер,10.15
2012,100 000 халыққа,Қостанай,қала,әйелдер,8.62
2012,100 000 халыққа,Қызылорда,қала,әйелдер,3.83
2012,100 000 халыққа,Маңғыстау,қала,әйелдер,2.05
2012,100 000 халыққа,Оңтүстік Қазақстан,қала,әйелдер,6.14
2012,100 000 халыққа,Павлодар,қала,әйелдер,7.17
2012,100 000 халыққа,Солтүстік Қазақстан,қала,әйелдер,0.0
2012,100 000 халыққа,Шығыс Қазақстан,қала,әйелдер,8.19
2012,100 000 халыққа,Нұр-Сұлтан қаласы,қала,әйелдер,3.05
2012,100 000 халыққа,Алматы қаласы,қала,әйелдер,2.14
2012,100 000 халыққа,,ауыл,әйелдер,7.55
2012,100 000 халыққа,Ақмола,ауыл,әйелдер,12.24
2012,100 000 халыққа,Ақтөбе,ауыл,әйелдер,3.95
2012,100 000 халыққа,Алматы,ауыл,әйелдер,6.3
2012,100 000 халыққа,Атырау,ауыл,әйелдер,2.82
2012,100 000 халыққа,Батыс Қазақстан,ауыл,әйелдер,8.92
2012,100 000 халыққа,Жамбыл,ауыл,әйелдер,5.96
2012,100 000 халыққа,Қарағанды,ауыл,әйелдер,14.33
2012,100 000 халыққа,Қостанай,ауыл,әйелдер,12.22
2012,100 000 халыққа,Қызылорда,ауыл,әйелдер,6.88
2012,100 000 халыққа,Маңғыстау,ауыл,әйелдер,1.49
2012,100 000 халыққа,Оңтүстік Қазақстан,ауыл,әйелдер,6.88
2012,100 000 халыққа,Павлодар,ауыл,әйелдер,11.1
2012,100 000 халыққа,Солтүстік Қазақстан,ауыл,әйелдер,2.3
2012,100 000 халыққа,Шығыс Қазақстан,ауыл,әйелдер,12.68
2013,100 000 халыққа,,,,20.67
2013,100 000 халыққа,Ақмола,,,37.05
2013,100 000 халыққа,Ақтөбе,,,20.94
2013,100 000 халыққа,Алматы,,,22.28
2013,100 000 халыққа,Атырау,,,19.77
2013,100 000 халыққа,Батыс Қазақстан,,,26.41
2013,100 000 халыққа,Жамбыл,,,19.59
2013,100 000 халыққа,Қарағанды,,,25.76
2013,100 000 халыққа,Қостанай,,,42.25
