Year,UNIT_MEASURE,Өңірлер,Value
2017,өткен жылға пайызбен,,103.6
2017,өткен жылға пайызбен,Ақмола,102.0
2017,өткен жылға пайызбен,Ақтөбе,108.7
2017,өткен жылға пайызбен,Алматы,84.8
2017,өткен жылға пайызбен,Атырау,111.7
2017,өткен жылға пайызбен,Батыс Қазақстан,104.8
2017,өткен жылға пайызбен,Жамбыл,78.1
2017,өткен жылға пайызбен,Қарағанды,105.5
2017,өткен жылға пайызбен,Қостанай,103.2
2017,өткен жылға пайызбен,Қызылорда,111.3
2017,өткен жылға пайызбен,Маңғыстау,122.2
2017,өткен жылға пайызбен,Оңтүстік Қазақстан,101.8
2017,өткен жылға пайызбен,Павлодар,105.6
2017,өткен жылға пайызбен,Солтүстік Қазақстан,117.5
2017,өткен жылға пайызбен,Шығыс Қазақстан,105.4
2017,өткен жылға пайызбен,Нұр-Сұлтан қаласы,88.4
2017,өткен жылға пайызбен,Алматы қаласы,106.2
2018,өткен жылға пайызбен,,104.7
2018,өткен жылға пайызбен,Ақмола,105.7
2018,өткен жылға пайызбен,Ақтөбе,108.4
2018,өткен жылға пайызбен,Алматы,106.9
2018,өткен жылға пайызбен,Атырау,108.7
2018,өткен жылға пайызбен,Батыс Қазақстан,112.1
2018,өткен жылға пайызбен,Жамбыл,105.8
2018,өткен жылға пайызбен,Қарағанды,100.8
2018,өткен жылға пайызбен,Қостанай,103.2
2018,өткен жылға пайызбен,Қызылорда,98.6
2018,өткен жылға пайызбен,Маңғыстау,106.0
2018,өткен жылға пайызбен,Павлодар,106.1
2018,өткен жылға пайызбен,Солтүстік Қазақстан,91.0
2018,өткен жылға пайызбен,Түркістан,108.5
2018,өткен жылға пайызбен,Шығыс Қазақстан,112.1
2018,өткен жылға пайызбен,Нұр-Сұлтан қаласы,107.3
2018,өткен жылға пайызбен,Алматы қаласы,103.9
2018,өткен жылға пайызбен,Шымкент қаласы,116.4
2019,өткен жылға пайызбен,,105.3
2019,өткен жылға пайызбен,Ақмола,98.3
2019,өткен жылға пайызбен,Ақтөбе,98.5
2019,өткен жылға пайызбен,Алматы,104.6
2019,өткен жылға пайызбен,Атырау,107.3
2019,өткен жылға пайызбен,Батыс Қазақстан,107.5
2019,өткен жылға пайызбен,Жамбыл,111.0
2019,өткен жылға пайызбен,Қарағанды,98.6
2019,өткен жылға пайызбен,Қостанай,129.3
2019,өткен жылға пайызбен,Қызылорда,105.5
2019,өткен жылға пайызбен,Маңғыстау,87.5
2019,өткен жылға пайызбен,Павлодар,101.7
2019,өткен жылға пайызбен,Солтүстік Қазақстан,103.0
2019,өткен жылға пайызбен,Түркістан,100.9
2019,өткен жылға пайызбен,Шығыс Қазақстан,108.8
2019,өткен жылға пайызбен,Нұр-Сұлтан қаласы,109.9
2019,өткен жылға пайызбен,Алматы қаласы,104.6
2019,өткен жылға пайызбен,Шымкент қаласы,115.5
