Year,UNIT_MEASURE,Регионы,Местность,Пол,Value
2010,на 100 000 населения,,,мужчины,31.46
2010,на 100 000 населения,Акмолинская,,мужчины,27.98
2010,на 100 000 населения,Актюбинская,,мужчины,22.39
2010,на 100 000 населения,Алматинская,,мужчины,37.81
2010,на 100 000 населения,Атырауская,,мужчины,1.94
2010,на 100 000 населения,Западно-Казахстанская,,мужчины,19.84
2010,на 100 000 населения,Жымбылская,,мужчины,46.75
2010,на 100 000 населения,Карагандинская,,мужчины,31.07
2010,на 100 000 населения,Костанайская,,мужчины,19.7
2010,на 100 000 населения,Кызылординская,,мужчины,29.76
2010,на 100 000 населения,Мангистауская,,мужчины,36.55
2010,на 100 000 населения,Южно-Казахстанская,,мужчины,50.05
2010,на 100 000 населения,Павлодарская,,мужчины,22.25
2010,на 100 000 населения,Северо-Казахстанская,,мужчины,26.65
2010,на 100 000 населения,Восточно-Казахстанская,,мужчины,29.37
2010,на 100 000 населения,г_Нур-Султан,,мужчины,20.13
2010,на 100 000 населения,г_Алматы,,мужчины,20.39
2010,на 100 000 населения,,Город,мужчины,27.39
2010,на 100 000 населения,Акмолинская,Город,мужчины,26.91
2010,на 100 000 населения,Актюбинская,Город,мужчины,19.84
2010,на 100 000 населения,Алматинская,Город,мужчины,38.76
2010,на 100 000 населения,Атырауская,Город,мужчины,2.51
2010,на 100 000 населения,Западно-Казахстанская,Город,мужчины,18.8
2010,на 100 000 населения,Жымбылская,Город,мужчины,42.89
2010,на 100 000 населения,Карагандинская,Город,мужчины,30.31
2010,на 100 000 населения,Костанайская,Город,мужчины,16.35
2010,на 100 000 населения,Кызылординская,Город,мужчины,27.38
2010,на 100 000 населения,Мангистауская,Город,мужчины,36.27
2010,на 100 000 населения,Южно-Казахстанская,Город,мужчины,50.06
2010,на 100 000 населения,Павлодарская,Город,мужчины,17.9
2010,на 100 000 населения,Северо-Казахстанская,Город,мужчины,19.47
2010,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,25.12
2010,на 100 000 населения,г_Нур-Султан,Город,мужчины,20.13
2010,на 100 000 населения,г_Алматы,Город,мужчины,20.39
2010,на 100 000 населения,,сельское население,мужчины,36.05
2010,на 100 000 населения,Акмолинская,сельское население,мужчины,28.86
2010,на 100 000 населения,Актюбинская,сельское население,мужчины,26.17
2010,на 100 000 населения,Алматинская,сельское население,мужчины,37.53
2010,на 100 000 населения,Атырауская,сельское население,мужчины,1.45
2010,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,20.71
2010,на 100 000 населения,Жымбылская,сельское население,мужчины,49.22
2010,на 100 000 населения,Карагандинская,сельское население,мужчины,33.55
2010,на 100 000 населения,Костанайская,сельское население,мужчины,22.85
2010,на 100 000 населения,Кызылординская,сельское население,мужчины,31.42
2010,на 100 000 населения,Мангистауская,сельское население,мужчины,36.86
2010,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,50.04
2010,на 100 000 населения,Павлодарская,сельское население,мужчины,31.04
2010,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,31.12
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,34.73
2010,на 100 000 населения,,,женщины,10.72
2010,на 100 000 населения,Акмолинская,,женщины,12.09
2010,на 100 000 населения,Актюбинская,,женщины,7.5
2010,на 100 000 населения,Алматинская,,женщины,11.96
2010,на 100 000 населения,Атырауская,,женщины,5.58
2010,на 100 000 населения,Западно-Казахстанская,,женщины,9.24
2010,на 100 000 населения,Жымбылская,,женщины,16.87
2010,на 100 000 населения,Карагандинская,,женщины,10.67
2010,на 100 000 населения,Костанайская,,женщины,4.5
2010,на 100 000 населения,Кызылординская,,женщины,11.76
2010,на 100 000 населения,Мангистауская,,женщины,7.33
2010,на 100 000 населения,Южно-Казахстанская,,женщины,15.18
2010,на 100 000 населения,Павлодарская,,женщины,10.89
2010,на 100 000 населения,Северо-Казахстанская,,женщины,9.36
2010,на 100 000 населения,Восточно-Казахстанская,,женщины,7.63
2010,на 100 000 населения,г_Нур-Султан,,женщины,8.98
2010,на 100 000 населения,г_Алматы,,женщины,9.48
2010,на 100 000 населения,,Город,женщины,10.82
2010,на 100 000 населения,Акмолинская,Город,женщины,15.33
2010,на 100 000 населения,Актюбинская,Город,женщины,8.0
2010,на 100 000 населения,Алматинская,Город,женщины,15.31
2010,на 100 000 населения,Атырауская,Город,женщины,6.86
2010,на 100 000 населения,Западно-Казахстанская,Город,женщины,7.8
2010,на 100 000 населения,Жымбылская,Город,женщины,19.7
2010,на 100 000 населения,Карагандинская,Город,женщины,10.29
2010,на 100 000 населения,Костанайская,Город,женщины,4.99
2010,на 100 000 населения,Кызылординская,Город,женщины,7.96
2010,на 100 000 населения,Мангистауская,Город,женщины,10.69
2010,на 100 000 населения,Южно-Казахстанская,Город,женщины,16.96
2010,на 100 000 населения,Павлодарская,Город,женщины,9.43
2010,на 100 000 населения,Северо-Казахстанская,Город,женщины,12.25
2010,на 100 000 населения,Восточно-Казахстанская,Город,женщины,7.79
2010,на 100 000 населения,г_Нур-Султан,Город,женщины,8.98
2010,на 100 000 населения,г_Алматы,Город,женщины,9.48
2010,на 100 000 населения,,сельское население,женщины,10.58
2010,на 100 000 населения,Акмолинская,сельское население,женщины,9.1
2010,на 100 000 населения,Актюбинская,сельское население,женщины,6.68
2010,на 100 000 населения,Алматинская,сельское население,женщины,10.89
2010,на 100 000 населения,Атырауская,сельское население,женщины,4.36
2010,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,10.63
2010,на 100 000 населения,Жымбылская,сельское население,женщины,14.84
2010,на 100 000 населения,Карагандинская,сельское население,женщины,12.11
2010,на 100 000 населения,Костанайская,сельское население,женщины,3.99
2010,на 100 000 населения,Кызылординская,сельское население,женщины,14.65
2010,на 100 000 населения,Мангистауская,сельское население,женщины,3.36
2010,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,13.97
2010,на 100 000 населения,Павлодарская,сельское население,женщины,14.28
2010,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,7.26
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,7.38
2011,на 100 000 населения,,,,19.33
2011,на 100 000 населения,Акмолинская,,,15.43
2011,на 100 000 населения,Актюбинская,,,14.07
2011,на 100 000 населения,Алматинская,,,26.71
2011,на 100 000 населения,Атырауская,,,20.65
2011,на 100 000 населения,Западно-Казахстанская,,,17.20020050519446
2011,на 100 000 населения,Жымбылская,,,30.35
2011,на 100 000 населения,Карагандинская,,,16.38
2011,на 100 000 населения,Костанайская,,,11.36
2011,на 100 000 населения,Кызылординская,,,18.54
2011,на 100 000 населения,Мангистауская,,,16.45
2011,на 100 000 населения,Южно-Казахстанская,,,27.13
2011,на 100 000 населения,Павлодарская,,,16.47
2011,на 100 000 населения,Северо-Казахстанская,,,11.762780516744062
2011,на 100 000 населения,Восточно-Казахстанская,,,16.11091181316498
2011,на 100 000 населения,г_Нур-Султан,,,10.28
2011,на 100 000 населения,г_Алматы,,,14.11
2011,на 100 000 населения,,Город,,17.11
2011,на 100 000 населения,Акмолинская,Город,,14.32
2011,на 100 000 населения,Актюбинская,Город,,12.25
2011,на 100 000 населения,Алматинская,Город,,26.72
2011,на 100 000 населения,Атырауская,Город,,21.37
2011,на 100 000 населения,Западно-Казахстанская,Город,,20.78
2011,на 100 000 населения,Жымбылская,Город,,29.59
2011,на 100 000 населения,Карагандинская,Город,,16.23
2011,на 100 000 населения,Костанайская,Город,,10.34
2011,на 100 000 населения,Кызылординская,Город,,14.39
2011,на 100 000 населения,Мангистауская,Город,,20.08
2011,на 100 000 населения,Южно-Казахстанская,Город,,26.26
2011,на 100 000 населения,Павлодарская,Город,,13.45
2011,на 100 000 населения,Северо-Казахстанская,Город,,10.47
2011,на 100 000 населения,Восточно-Казахстанская,Город,,15.8
2011,на 100 000 населения,г_Нур-Султан,Город,,10.28
2011,на 100 000 населения,г_Алматы,Город,,14.11
2011,на 100 000 населения,,сельское население,,22.01
2011,на 100 000 населения,Акмолинская,сельское население,,16.4
2011,на 100 000 населения,Актюбинская,сельское население,,16.98
2011,на 100 000 населения,Алматинская,сельское население,,26.7
2011,на 100 000 населения,Атырауская,сельское население,,19.99
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,13.89
2011,на 100 000 населения,Жымбылская,сельское население,,30.86
2011,на 100 000 населения,Карагандинская,сельское население,,16.92
2011,на 100 000 населения,Костанайская,сельское население,,12.39
2011,на 100 000 населения,Кызылординская,сельское население,,21.58
2011,на 100 000 населения,Мангистауская,сельское население,,12.49
2011,на 100 000 населения,Южно-Казахстанская,сельское население,,27.7
2011,на 100 000 населения,Павлодарская,сельское население,,23.13
2011,на 100 000 населения,Северо-Казахстанская,сельское население,,12.65
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,,16.54
2011,на 100 000 населения,,,мужчины,28.78
2011,на 100 000 населения,Акмолинская,,мужчины,24.34
2011,на 100 000 населения,Актюбинская,,мужчины,20.2
2011,на 100 000 населения,Алматинская,,мужчины,38.67
2011,на 100 000 населения,Атырауская,,мужчины,29.24
2011,на 100 000 населения,Западно-Казахстанская,,мужчины,25.46
2011,на 100 000 населения,Жымбылская,,мужчины,45.79
2011,на 100 000 населения,Карагандинская,,мужчины,26.1
2011,на 100 000 населения,Костанайская,,мужчины,18.05
2011,на 100 000 населения,Кызылординская,,мужчины,26.94
2011,на 100 000 населения,Мангистауская,,мужчины,22.61
2011,на 100 000 населения,Южно-Казахстанская,,мужчины,39.96
2011,на 100 000 населения,Павлодарская,,мужчины,26.76
2011,на 100 000 населения,Северо-Казахстанская,,мужчины,16.83
2011,на 100 000 населения,Восточно-Казахстанская,,мужчины,24.41
2011,на 100 000 населения,г_Нур-Султан,,мужчины,15.47
2011,на 100 000 населения,г_Алматы,,мужчины,18.81
2011,на 100 000 населения,,Город,мужчины,25.11
2011,на 100 000 населения,Акмолинская,Город,мужчины,20.63
2011,на 100 000 населения,Актюбинская,Город,мужчины,16.79
2011,на 100 000 населения,Алматинская,Город,мужчины,38.62
2011,на 100 000 населения,Атырауская,Город,мужчины,30.12
2011,на 100 000 населения,Западно-Казахстанская,Город,мужчины,32.37
2011,на 100 000 населения,Жымбылская,Город,мужчины,46.71
2011,на 100 000 населения,Карагандинская,Город,мужчины,25.83
2011,на 100 000 населения,Костанайская,Город,мужчины,15.26
2011,на 100 000 населения,Кызылординская,Город,мужчины,19.24
2011,на 100 000 населения,Мангистауская,Город,мужчины,28.01
2011,на 100 000 населения,Южно-Казахстанская,Город,мужчины,38.85
2011,на 100 000 населения,Павлодарская,Город,мужчины,20.76
2011,на 100 000 населения,Северо-Казахстанская,Город,мужчины,11.12
2011,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,23.12
2011,на 100 000 населения,г_Нур-Султан,Город,мужчины,15.47
2011,на 100 000 населения,г_Алматы,Город,мужчины,18.81
2011,на 100 000 населения,,сельское население,мужчины,32.95
2011,на 100 000 населения,Акмолинская,сельское население,мужчины,27.41
2011,на 100 000 населения,Актюбинская,сельское население,мужчины,25.35
2011,на 100 000 населения,Алматинская,сельское население,мужчины,38.69
2011,на 100 000 населения,Атырауская,сельское население,мужчины,28.46
2011,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,19.54
2011,на 100 000 населения,Жымбылская,сельское население,мужчины,45.2
2011,на 100 000 населения,Карагандинская,сельское население,мужчины,26.98
2011,на 100 000 населения,Костанайская,сельское население,мужчины,20.72
2011,на 100 000 населения,Кызылординская,сельское население,мужчины,32.36
2011,на 100 000 населения,Мангистауская,сельское население,мужчины,16.96
2011,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,40.64
2011,на 100 000 населения,Павлодарская,сельское население,мужчины,39.02
2011,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,20.42
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,26.07
2011,на 100 000 населения,,,женщины,10.53
2011,на 100 000 населения,Акмолинская,,женщины,7.12
2011,на 100 000 населения,Актюбинская,,женщины,8.38
2011,на 100 000 населения,Алматинская,,женщины,15.17
2011,на 100 000 населения,Атырауская,,женщины,12.4
2011,на 100 000 населения,Западно-Казахстанская,,женщины,9.5
2011,на 100 000 населения,Жымбылская,,женщины,15.62
2011,на 100 000 населения,Карагандинская,,женщины,7.69
2011,на 100 000 населения,Костанайская,,женщины,5.38
2011,на 100 000 населения,Кызылординская,,женщины,10.17
2011,на 100 000 населения,Мангистауская,,женщины,10.38
2011,на 100 000 населения,Южно-Казахстанская,,женщины,14.57
2011,на 100 000 населения,Павлодарская,,женщины,7.33
2011,на 100 000 населения,Северо-Казахстанская,,женщины,7.16
2011,на 100 000 населения,Восточно-Казахстанская,,женщины,8.59
2011,на 100 000 населения,г_Нур-Султан,,женщины,5.39
2011,на 100 000 населения,г_Алматы,,женщины,10.16
2011,на 100 000 населения,,Город,женщины,10.08
2011,на 100 000 населения,Акмолинская,Город,женщины,8.79
2011,на 100 000 населения,Актюбинская,Город,женщины,8.23
2011,на 100 000 населения,Алматинская,Город,женщины,15.96
2011,на 100 000 населения,Атырауская,Город,женщины,13.37
2011,на 100 000 населения,Западно-Казахстанская,Город,женщины,10.78
2011,на 100 000 населения,Жымбылская,Город,женщины,14.33
2011,на 100 000 населения,Карагандинская,Город,женщины,7.92
2011,на 100 000 населения,Костанайская,Город,женщины,6.21
2011,на 100 000 населения,Кызылординская,Город,женщины,9.78
2011,на 100 000 населения,Мангистауская,Город,женщины,12.57
2011,на 100 000 населения,Южно-Казахстанская,Город,женщины,14.6
2011,на 100 000 населения,Павлодарская,Город,женщины,7.21
2011,на 100 000 населения,Северо-Казахстанская,Город,женщины,9.94
2011,на 100 000 населения,Восточно-Казахстанская,Город,женщины,9.59
2011,на 100 000 населения,г_Нур-Султан,Город,женщины,5.39
2011,на 100 000 населения,г_Алматы,Город,женщины,10.16
2011,на 100 000 населения,,сельское население,женщины,11.11
2011,на 100 000 населения,Акмолинская,сельское население,женщины,5.59
2011,на 100 000 населения,Актюбинская,сельское население,женщины,8.64
2011,на 100 000 населения,Алматинская,сельское население,женщины,14.92
2011,на 100 000 населения,Атырауская,сельское население,женщины,11.47
2011,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,8.22
2011,на 100 000 населения,Жымбылская,сельское население,женщины,16.54
2011,на 100 000 населения,Карагандинская,сельское население,женщины,6.79
2011,на 100 000 населения,Костанайская,сельское население,женщины,4.48
2011,на 100 000 населения,Кызылординская,сельское население,женщины,10.46
2011,на 100 000 населения,Мангистауская,сельское население,женщины,7.91
2011,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,14.56
2011,на 100 000 населения,Павлодарская,сельское население,женщины,7.62
2011,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,5.1
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,7.12
2012,на 100 000 населения,,,,19.11
2012,на 100 000 населения,Акмолинская,,,14.89
2012,на 100 000 населения,Актюбинская,,,17.19
2012,на 100 000 населения,Алматинская,,,26.61
2012,на 100 000 населения,Атырауская,,,20.4
2012,на 100 000 населения,Западно-Казахстанская,,,18.86
2012,на 100 000 населения,Жымбылская,,,27.76
2012,на 100 000 населения,Карагандинская,,,21.32
2012,на 100 000 населения,Костанайская,,,11.93
2012,на 100 000 населения,Кызылординская,,,19.17
2012,на 100 000 населения,Мангистауская,,,16.34
2012,на 100 000 населения,Южно-Казахстанская,,,22.64
2012,на 100 000 населения,Павлодарская,,,14.97
2012,на 100 000 населения,Северо-Казахстанская,,,12.548647496458877
2012,на 100 000 населения,Восточно-Казахстанская,,,16.49
2012,на 100 000 населения,г_Нур-Султан,,,11.05
2012,на 100 000 населения,г_Алматы,,,14.02
2012,на 100 000 населения,,Город,,16.57
2012,на 100 000 населения,Акмолинская,Город,,13.99
2012,на 100 000 населения,Актюбинская,Город,,14.96
2012,на 100 000 населения,Алматинская,Город,,27.66
2012,на 100 000 населения,Атырауская,Город,,23.45
2012,на 100 000 населения,Западно-Казахстанская,Город,,21.33
2012,на 100 000 населения,Жымбылская,Город,,25.65
2012,на 100 000 населения,Карагандинская,Город,,18.11
2012,на 100 000 населения,Костанайская,Город,,7.58
2012,на 100 000 населения,Кызылординская,Город,,19.28
2012,на 100 000 населения,Мангистауская,Город,,15.45
2012,на 100 000 населения,Южно-Казахстанская,Город,,20.73
2012,на 100 000 населения,Павлодарская,Город,,14.91
2012,на 100 000 населения,Северо-Казахстанская,Город,,10.46
2012,на 100 000 населения,Восточно-Казахстанская,Город,,13.39
2012,на 100 000 населения,г_Нур-Султан,Город,,11.05
2012,на 100 000 населения,г_Алматы,Город,,14.02
2012,на 100 000 населения,,сельское население,,22.19
2012,на 100 000 населения,Акмолинская,сельское население,,15.68
2012,на 100 000 населения,Актюбинская,сельское население,,20.77
2012,на 100 000 населения,Алматинская,сельское население,,26.29
2012,на 100 000 населения,Атырауская,сельское население,,17.56
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,16.51
2012,на 100 000 населения,Жымбылская,сельское население,,29.16
2012,на 100 000 населения,Карагандинская,сельское население,,32.93
2012,на 100 000 населения,Костанайская,сельское население,,16.47
2012,на 100 000 населения,Кызылординская,сельское население,,19.09
2012,на 100 000 населения,Мангистауская,сельское население,,17.28
2012,на 100 000 населения,Южно-Казахстанская,сельское население,,23.87
2012,на 100 000 населения,Павлодарская,сельское население,,15.1
2012,на 100 000 населения,Северо-Казахстанская,сельское население,,14.0
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,,20.83
2012,на 100 000 населения,,,мужчины,29.25
2012,на 100 000 населения,Акмолинская,,мужчины,23.76
2012,на 100 000 населения,Актюбинская,,мужчины,27.55
2012,на 100 000 населения,Алматинская,,мужчины,39.08
2012,на 100 000 населения,Атырауская,,мужчины,28.6
2012,на 100 000 населения,Западно-Казахстанская,,мужчины,24.92
2012,на 100 000 населения,Жымбылская,,мужчины,42.51
2012,на 100 000 населения,Карагандинская,,мужчины,32.37
2012,на 100 000 населения,Костанайская,,мужчины,20.46
2012,на 100 000 населения,Кызылординская,,мужчины,30.6
2012,на 100 000 населения,Мангистауская,,мужчины,23.16
2012,на 100 000 населения,Южно-Казахстанская,,мужчины,33.58
2012,на 100 000 населения,Павлодарская,,мужчины,24.42
2012,на 100 000 населения,Северо-Казахстанская,,мужчины,19.85
2012,на 100 000 населения,Восточно-Казахстанская,,мужчины,28.51
2012,на 100 000 населения,г_Нур-Султан,,мужчины,15.78
2012,на 100 000 населения,г_Алматы,,мужчины,21.31
2012,на 100 000 населения,,Город,мужчины,25.41
2012,на 100 000 населения,Акмолинская,Город,мужчины,22.42
2012,на 100 000 населения,Актюбинская,Город,мужчины,24.38
2012,на 100 000 населения,Алматинская,Город,мужчины,42.69
2012,на 100 000 населения,Атырауская,Город,мужчины,35.66
2012,на 100 000 населения,Западно-Казахстанская,Город,мужчины,30.27
2012,на 100 000 населения,Жымбылская,Город,мужчины,38.87
2012,на 100 000 населения,Карагандинская,Город,мужчины,27.3
2012,на 100 000 населения,Костанайская,Город,мужчины,13.65
2012,на 100 000 населения,Кызылординская,Город,мужчины,29.49
2012,на 100 000 населения,Мангистауская,Город,мужчины,22.35
2012,на 100 000 населения,Южно-Казахстанская,Город,мужчины,29.01
2012,на 100 000 населения,Павлодарская,Город,мужчины,24.42
2012,на 100 000 населения,Северо-Казахстанская,Город,мужчины,16.66
2012,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,23.53
2012,на 100 000 населения,г_Нур-Султан,Город,мужчины,15.78
2012,на 100 000 населения,г_Алматы,Город,мужчины,21.31
2012,на 100 000 населения,,сельское население,мужчины,33.61
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,24.87
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,32.37
2012,на 100 000 населения,Алматинская,сельское население,мужчины,38.03
2012,на 100 000 населения,Атырауская,сельское население,мужчины,22.38
2012,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,20.23
2012,на 100 000 населения,Жымбылская,сельское население,мужчины,44.8
2012,на 100 000 населения,Карагандинская,сельское население,мужчины,49.33
2012,на 100 000 населения,Костанайская,сельское население,мужчины,27.11
2012,на 100 000 населения,Кызылординская,сельское население,мужчины,31.39
2012,на 100 000 населения,Мангистауская,сельское население,мужчины,23.97
2012,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,36.39
2012,на 100 000 населения,Павлодарская,сельское население,мужчины,24.43
2012,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,21.89
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,34.96
2012,на 100 000 населения,,,женщины,9.66
2012,на 100 000 населения,Акмолинская,,женщины,6.6
2012,на 100 000 населения,Актюбинская,,женщины,7.56
2012,на 100 000 населения,Алматинская,,женщины,14.58
2012,на 100 000 населения,Атырауская,,женщины,12.51
2012,на 100 000 населения,Западно-Казахстанская,,женщины,13.2
2012,на 100 000 населения,Жымбылская,,женщины,13.63
2012,на 100 000 населения,Карагандинская,,женщины,11.42
2012,на 100 000 населения,Костанайская,,женщины,4.31
2012,на 100 000 населения,Кызылординская,,женщины,7.77
2012,на 100 000 населения,Мангистауская,,женщины,9.63
2012,на 100 000 населения,Южно-Казахстанская,,женщины,11.89
2012,на 100 000 населения,Павлодарская,,женщины,6.56
2012,на 100 000 населения,Северо-Казахстанская,,женщины,5.91
2012,на 100 000 населения,Восточно-Казахстанская,,женщины,5.6
2012,на 100 000 населения,г_Нур-Султан,,женщины,6.62
2012,на 100 000 населения,г_Алматы,,женщины,7.92
2012,на 100 000 населения,,Город,женщины,8.79
2012,на 100 000 населения,Акмолинская,Город,женщины,6.58
2012,на 100 000 населения,Актюбинская,Город,женщины,6.59
2012,на 100 000 населения,Алматинская,Город,женщины,14.04
2012,на 100 000 населения,Атырауская,Город,женщины,12.3
2012,на 100 000 населения,Западно-Казахстанская,Город,женщины,13.63
2012,на 100 000 населения,Жымбылская,Город,женщины,13.82
2012,на 100 000 населения,Карагандинская,Город,женщины,10.15
2012,на 100 000 населения,Костанайская,Город,женщины,2.46
2012,на 100 000 населения,Кызылординская,Город,женщины,9.57
2012,на 100 000 населения,Мангистауская,Город,женщины,8.9
2012,на 100 000 населения,Южно-Казахстанская,Город,женщины,13.03
2012,на 100 000 населения,Павлодарская,Город,женщины,6.81
2012,на 100 000 населения,Северо-Казахстанская,Город,женщины,5.35
2012,на 100 000 населения,Восточно-Казахстанская,Город,женщины,4.78
2012,на 100 000 населения,г_Нур-Султан,Город,женщины,6.62
2012,на 100 000 населения,г_Алматы,Город,женщины,7.92
2012,на 100 000 населения,,сельское население,женщины,10.79
2012,на 100 000 населения,Акмолинская,сельское население,женщины,6.63
2012,на 100 000 населения,Актюбинская,сельское население,женщины,9.22
2012,на 100 000 населения,Алматинская,сельское население,женщины,14.75
2012,на 100 000 населения,Атырауская,сельское население,женщины,12.71
2012,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,12.75
2012,на 100 000 населения,Жымбылская,сельское население,женщины,13.5
2012,на 100 000 населения,Карагандинская,сельское население,женщины,16.37
2012,на 100 000 населения,Костанайская,сельское население,женщины,6.34
2012,на 100 000 населения,Кызылординская,сельское население,женщины,6.39
2012,на 100 000 населения,Мангистауская,сельское население,женщины,10.43
2012,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,11.13
2012,на 100 000 населения,Павлодарская,сельское население,женщины,5.98
2012,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,6.33
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,6.85
2013,на 100 000 населения,,,,19.08
2013,на 100 000 населения,Акмолинская,,,16.21
2013,на 100 000 населения,Актюбинская,,,19.19
2013,на 100 000 населения,Алматинская,,,28.54
2013,на 100 000 населения,Атырауская,,,20.3
2013,на 100 000 населения,Западно-Казахстанская,,,18.36
2013,на 100 000 населения,Жымбылская,,,26.55
2013,на 100 000 населения,Карагандинская,,,19.32
2013,на 100 000 населения,Костанайская,,,13.4
2013,на 100 000 населения,Кызылординская,,,17.46
2013,на 100 000 населения,Мангистауская,,,20.6
2013,на 100 000 населения,Южно-Казахстанская,,,23.02
2013,на 100 000 населения,Павлодарская,,,12.92
2013,на 100 000 населения,Северо-Казахстанская,,,11.42
2013,на 100 000 населения,Восточно-Казахстанская,,,15.85
2013,на 100 000 населения,г_Нур-Султан,,,13.19
2013,на 100 000 населения,г_Алматы,,,10.8
2013,на 100 000 населения,,Город,,16.54
2013,на 100 000 населения,Акмолинская,Город,,16.51
2013,на 100 000 населения,Актюбинская,Город,,17.38
2013,на 100 000 населения,Алматинская,Город,,32.98
2013,на 100 000 населения,Атырауская,Город,,18.0
2013,на 100 000 населения,Западно-Казахстанская,Город,,19.01
2013,на 100 000 населения,Жымбылская,Город,,21.52
2013,на 100 000 населения,Карагандинская,Город,,17.8
2013,на 100 000 населения,Костанайская,Город,,16.12
2013,на 100 000 населения,Кызылординская,Город,,15.96
2013,на 100 000 населения,Мангистауская,Город,,17.9
