Year,UNIT_MEASURE,Регионы,Пол,Местность,Возраст,Value
2013,процент,Восточно-Казахстанская,женщины,,,13.4
2013,процент,г_Нур-Султан,женщины,,,0.3
2013,процент,г_Алматы,женщины,,,0.9
2013,процент,,,Город,,5.1
2013,процент,Акмолинская,,Город,,2.4
2013,процент,Актюбинская,,Город,,7.1
2013,процент,Алматинская,,Город,,12.1
2013,процент,Атырауская,,Город,,0.2
2013,процент,Западно-Казахстанская,,Город,,2.1
2013,процент,Жымбылская,,Город,,25.5
2013,процент,Карагандинская,,Город,,6.0
2013,процент,Костанайская,,Город,,6.4
2013,процент,Кызылординская,,Город,,8.4
2013,процент,Мангистауская,,Город,,4.0
2013,процент,Южно-Казахстанская,,Город,,7.1
2013,процент,Павлодарская,,Город,,3.1
2013,процент,Северо-Казахстанская,,Город,,7.7
2013,процент,Восточно-Казахстанская,,Город,,1.7
2013,процент,г_Нур-Султан,,Город,,0.2
2013,процент,г_Алматы,,Город,,1.2
2013,процент,,,сельское население,,19.8
2013,процент,Акмолинская,,сельское население,,15.9
2013,процент,Актюбинская,,сельское население,,25.4
2013,процент,Алматинская,,сельское население,,15.4
2013,процент,Атырауская,,сельское население,,3.1
2013,процент,Западно-Казахстанская,,сельское население,,18.1
2013,процент,Жымбылская,,сельское население,,17.2
2013,процент,Карагандинская,,сельское население,,15.0
2013,процент,Костанайская,,сельское население,,32.3
2013,процент,Кызылординская,,сельское население,,16.2
2013,процент,Мангистауская,,сельское население,,2.9
2013,процент,Южно-Казахстанская,,сельское население,,18.6
2013,процент,Павлодарская,,сельское население,,36.3
2013,процент,Северо-Казахстанская,,сельское население,,36.0
2013,процент,Восточно-Казахстанская,,сельское население,,27.8
2013,процент,,,,15,97.8
2013,процент,,,,16-24,16.1
2013,процент,,,,25-28,10.0
2013,процент,,,,29-34,11.1
2013,процент,,,,35-44,9.9
2013,процент,,,,45-54,10.6
2013,процент,,,,55-64,15.2
2013,процент,,,,65 и старше,47.5
2013,процент,Акмолинская,,,16-24,12.9
2013,процент,Акмолинская,,,25-28,5.9
2013,процент,Акмолинская,,,29-34,6.4
2013,процент,Акмолинская,,,35-44,8.8
2013,процент,Акмолинская,,,45-54,12.1
2013,процент,Акмолинская,,,55-64,9.8
2013,процент,Акмолинская,,,65 и старше,25.5
2013,процент,Актюбинская,,,16-24,20.8
2013,процент,Актюбинская,,,25-28,15.4
2013,процент,Актюбинская,,,29-34,19.8
2013,процент,Актюбинская,,,35-44,8.4
2013,процент,Актюбинская,,,45-54,8.5
2013,процент,Актюбинская,,,55-64,16.5
2013,процент,Актюбинская,,,65 и старше,22.0
2013,процент,Алматинская,,,16-24,19.3
2013,процент,Алматинская,,,25-28,10.9
2013,процент,Алматинская,,,29-34,13.7
2013,процент,Алматинская,,,35-44,14.1
2013,процент,Алматинская,,,45-54,14.5
2013,процент,Алматинская,,,55-64,14.3
2013,процент,Алматинская,,,65 и старше,10.8
2013,процент,Атырауская,,,16-24,2.0
2013,процент,Атырауская,,,25-28,0.2
2013,процент,Атырауская,,,29-34,1.7
2013,процент,Атырауская,,,35-44,1.4
2013,процент,Атырауская,,,45-54,2.2
2013,процент,Атырауская,,,55-64,2.9
2013,процент,Западно-Казахстанская,,,16-24,12.4
2013,процент,Западно-Казахстанская,,,25-28,9.1
2013,процент,Западно-Казахстанская,,,29-34,10.3
2013,процент,Западно-Казахстанская,,,35-44,10.5
2013,процент,Западно-Казахстанская,,,45-54,10.4
2013,процент,Западно-Казахстанская,,,55-64,11.0
2013,процент,Жымбылская,,,15,100.0
2013,процент,Жымбылская,,,16-24,24.1
2013,процент,Жымбылская,,,25-28,15.7
2013,процент,Жымбылская,,,29-34,18.3
2013,процент,Жымбылская,,,35-44,16.7
2013,процент,Жымбылская,,,45-54,21.4
2013,процент,Жымбылская,,,55-64,27.5
2013,процент,Жымбылская,,,65 и старше,40.0
2013,процент,Карагандинская,,,16-24,13.1
2013,процент,Карагандинская,,,25-28,8.1
2013,процент,Карагандинская,,,29-34,6.6
2013,процент,Карагандинская,,,35-44,6.3
2013,процент,Карагандинская,,,45-54,5.0
2013,процент,Карагандинская,,,55-64,9.8
2013,процент,Карагандинская,,,65 и старше,55.2
2013,процент,Костанайская,,,15,100.0
2013,процент,Костанайская,,,16-24,32.5
2013,процент,Костанайская,,,25-28,21.8
2013,процент,Костанайская,,,29-34,14.6
2013,процент,Костанайская,,,35-44,14.3
2013,процент,Костанайская,,,45-54,17.2
2013,процент,Костанайская,,,55-64,27.5
2013,процент,Костанайская,,,65 и старше,36.3
2013,процент,Кызылординская,,,16-24,24.6
2013,процент,Кызылординская,,,25-28,7.9
2013,процент,Кызылординская,,,29-34,14.4
2013,процент,Кызылординская,,,35-44,9.6
2013,процент,Кызылординская,,,45-54,10.8
2013,процент,Кызылординская,,,55-64,8.6
2013,процент,Мангистауская,,,16-24,5.1
2013,процент,Мангистауская,,,25-28,3.7
2013,процент,Мангистауская,,,29-34,4.5
2013,процент,Мангистауская,,,35-44,2.3
2013,процент,Мангистауская,,,45-54,3.5
2013,процент,Мангистауская,,,55-64,2.3
2013,процент,Южно-Казахстанская,,,15,89.8
2013,процент,Южно-Казахстанская,,,16-24,17.2
2013,процент,Южно-Казахстанская,,,25-28,15.2
2013,процент,Южно-Казахстанская,,,29-34,14.4
2013,процент,Южно-Казахстанская,,,35-44,13.8
2013,процент,Южно-Казахстанская,,,45-54,12.5
2013,процент,Южно-Казахстанская,,,55-64,11.9
2013,процент,Павлодарская,,,15,100.0
2013,процент,Павлодарская,,,16-24,23.0
2013,процент,Павлодарская,,,25-28,10.4
2013,процент,Павлодарская,,,29-34,13.0
2013,процент,Павлодарская,,,35-44,9.9
2013,процент,Павлодарская,,,45-54,10.0
2013,процент,Павлодарская,,,55-64,23.9
2013,процент,Павлодарская,,,65 и старше,88.3
2013,процент,Северо-Казахстанская,,,15,100.0
2013,процент,Северо-Казахстанская,,,16-24,32.4
2013,процент,Северо-Казахстанская,,,25-28,16.2
2013,процент,Северо-Казахстанская,,,29-34,17.4
2013,процент,Северо-Казахстанская,,,35-44,21.7
2013,процент,Северо-Казахстанская,,,45-54,17.0
2013,процент,Северо-Казахстанская,,,55-64,37.3
2013,процент,Северо-Казахстанская,,,65 и старше,85.5
2013,процент,Восточно-Казахстанская,,,16-24,16.8
2013,процент,Восточно-Казахстанская,,,25-28,11.6
2013,процент,Восточно-Казахстанская,,,29-34,13.5
2013,процент,Восточно-Казахстанская,,,35-44,12.1
2013,процент,Восточно-Казахстанская,,,45-54,11.3
2013,процент,Восточно-Казахстанская,,,55-64,12.1
2013,процент,Восточно-Казахстанская,,,65 и старше,14.6
2013,процент,г_Нур-Султан,,,35-44,0.7
2013,процент,г_Алматы,,,16-24,2.4
2013,процент,г_Алматы,,,25-28,1.8
2013,процент,г_Алматы,,,29-34,1.2
2013,процент,г_Алматы,,,35-44,0.6
2013,процент,г_Алматы,,,45-54,0.8
2013,процент,г_Алматы,,,55-64,1.1
2014,процент,,,,,8.3
2014,процент,Акмолинская,,,,8.3
2014,процент,Актюбинская,,,,7.0
2014,процент,Алматинская,,,,11.5
2014,процент,Атырауская,,,,1.8
2014,процент,Западно-Казахстанская,,,,7.4
2014,процент,Жымбылская,,,,22.4
2014,процент,Карагандинская,,,,6.4
2014,процент,Костанайская,,,,11.0
2014,процент,Кызылординская,,,,10.0
2014,процент,Мангистауская,,,,2.4
2014,процент,Южно-Казахстанская,,,,8.6
2014,процент,Павлодарская,,,,6.5
2014,процент,Северо-Казахстанская,,,,8.1
2014,процент,Восточно-Казахстанская,,,,11.6
2014,процент,г_Нур-Султан,,,,0.3
2014,процент,г_Алматы,,,,1.2
2014,процент,,мужчины,,,8.0
2014,процент,Акмолинская,мужчины,,,6.9
2014,процент,Актюбинская,мужчины,,,6.9
2014,процент,Алматинская,мужчины,,,10.7
2014,процент,Атырауская,мужчины,,,1.8
2014,процент,Западно-Казахстанская,мужчины,,,8.4
2014,процент,Жымбылская,мужчины,,,20.6
2014,процент,Карагандинская,мужчины,,,6.3
2014,процент,Костанайская,мужчины,,,10.1
2014,процент,Кызылординская,мужчины,,,10.9
2014,процент,Мангистауская,мужчины,,,2.0
2014,процент,Южно-Казахстанская,мужчины,,,8.8
2014,процент,Павлодарская,мужчины,,,5.7
2014,процент,Северо-Казахстанская,мужчины,,,7.0
2014,процент,Восточно-Казахстанская,мужчины,,,11.2
2014,процент,г_Нур-Султан,мужчины,,,0.3
2014,процент,г_Алматы,мужчины,,,1.5
2014,процент,,женщины,,,8.7
2014,процент,Акмолинская,женщины,,,9.8
2014,процент,Актюбинская,женщины,,,7.0
2014,процент,Алматинская,женщины,,,12.5
2014,процент,Атырауская,женщины,,,1.9
2014,процент,Западно-Казахстанская,женщины,,,6.3
2014,процент,Жымбылская,женщины,,,24.3
2014,процент,Карагандинская,женщины,,,6.4
2014,процент,Костанайская,женщины,,,11.9
2014,процент,Кызылординская,женщины,,,9.0
2014,процент,Мангистауская,женщины,,,2.9
2014,процент,Южно-Казахстанская,женщины,,,8.4
2014,процент,Павлодарская,женщины,,,7.4
2014,процент,Северо-Казахстанская,женщины,,,9.3
2014,процент,Восточно-Казахстанская,женщины,,,11.9
2014,процент,г_Нур-Султан,женщины,,,0.2
2014,процент,г_Алматы,женщины,,,1.0
2014,процент,,,Город,,4.8
2014,процент,Акмолинская,,Город,,4.0
2014,процент,Актюбинская,,Город,,3.0
2014,процент,Алматинская,,Город,,8.0
2014,процент,Атырауская,,Город,,0.3
2014,процент,Западно-Казахстанская,,Город,,2.8
2014,процент,Жымбылская,,Город,,27.8
2014,процент,Карагандинская,,Город,,3.9
2014,процент,Костанайская,,Город,,7.8
2014,процент,Кызылординская,,Город,,4.9
2014,процент,Мангистауская,,Город,,2.5
2014,процент,Южно-Казахстанская,,Город,,8.3
2014,процент,Павлодарская,,Город,,2.0
2014,процент,Северо-Казахстанская,,Город,,5.7
2014,процент,Восточно-Казахстанская,,Город,,2.8
2014,процент,г_Нур-Султан,,Город,,0.3
2014,процент,г_Алматы,,Город,,1.2
2014,процент,,,сельское население,,12.7
2014,процент,Акмолинская,,сельское население,,12.2
2014,процент,Актюбинская,,сельское население,,13.4
2014,процент,Алматинская,,сельское население,,12.6
2014,процент,Атырауская,,сельское население,,3.4
2014,процент,Западно-Казахстанская,,сельское население,,11.3
2014,процент,Жымбылская,,сельское население,,18.0
2014,процент,Карагандинская,,сельское население,,15.4
2014,процент,Костанайская,,сельское население,,14.3
2014,процент,Кызылординская,,сельское население,,13.4
2014,процент,Мангистауская,,сельское население,,2.3
2014,процент,Южно-Казахстанская,,сельское население,,8.9
2014,процент,Павлодарская,,сельское население,,15.6
2014,процент,Северо-Казахстанская,,сельское население,,9.8
2014,процент,Восточно-Казахстанская,,сельское население,,24.4
2014,процент,,,,15,46.0
2014,процент,,,,16-24,10.2
2014,процент,,,,25-28,7.3
2014,процент,,,,29-34,7.6
2014,процент,,,,35-44,6.7
2014,процент,,,,45-54,7.7
2014,процент,,,,55-64,11.7
2014,процент,,,,65 и старше,42.6
2014,процент,Акмолинская,,,15,89.4
2014,процент,Акмолинская,,,16-24,9.5
2014,процент,Акмолинская,,,25-28,7.7
2014,процент,Акмолинская,,,29-34,6.3
2014,процент,Акмолинская,,,35-44,6.9
2014,процент,Акмолинская,,,45-54,8.1
2014,процент,Акмолинская,,,55-64,10.0
2014,процент,Акмолинская,,,65 и старше,48.1
2014,процент,Актюбинская,,,16-24,9.6
2014,процент,Актюбинская,,,25-28,6.8
2014,процент,Актюбинская,,,29-34,5.5
2014,процент,Актюбинская,,,35-44,5.8
2014,процент,Актюбинская,,,45-54,7.3
2014,процент,Актюбинская,,,55-64,9.6
2014,процент,Актюбинская,,,65 и старше,32.0
2014,процент,Алматинская,,,15,16.7
2014,процент,Алматинская,,,16-24,11.6
2014,процент,Алматинская,,,25-28,9.1
2014,процент,Алматинская,,,29-34,11.9
2014,процент,Алматинская,,,35-44,10.9
2014,процент,Алматинская,,,45-54,11.2
2014,процент,Алматинская,,,55-64,14.4
2014,процент,Алматинская,,,65 и старше,47.4
2014,процент,Атырауская,,,16-24,2.1
2014,процент,Атырауская,,,25-28,1.6
2014,процент,Атырауская,,,29-34,1.5
2014,процент,Атырауская,,,35-44,1.5
2014,процент,Атырауская,,,45-54,2.7
2014,процент,Атырауская,,,55-64,1.8
2014,процент,Атырауская,,,65 и старше,2.8
2014,процент,Западно-Казахстанская,,,16-24,8.1
2014,процент,Западно-Казахстанская,,,25-28,5.6
2014,процент,Западно-Казахстанская,,,29-34,8.5
2014,процент,Западно-Казахстанская,,,35-44,6.8
2014,процент,Западно-Казахстанская,,,45-54,7.2
2014,процент,Западно-Казахстанская,,,55-64,7.6
2014,процент,Западно-Казахстанская,,,65 и старше,17.9
2014,процент,Жымбылская,,,15,41.6
2014,процент,Жымбылская,,,16-24,30.5
2014,процент,Жымбылская,,,25-28,22.6
2014,процент,Жымбылская,,,29-34,18.0
2014,процент,Жымбылская,,,35-44,17.5
2014,процент,Жымбылская,,,45-54,17.0
2014,процент,Жымбылская,,,55-64,35.9
2014,процент,Жымбылская,,,65 и старше,69.7
2014,процент,Карагандинская,,,15,62.9
2014,процент,Карагандинская,,,16-24,7.8
2014,процент,Карагандинская,,,25-28,4.4
2014,процент,Карагандинская,,,29-34,4.5
2014,процент,Карагандинская,,,35-44,4.9
2014,процент,Карагандинская,,,45-54,5.8
2014,процент,Карагандинская,,,55-64,10.5
2014,процент,Карагандинская,,,65 и старше,42.0
2014,процент,Костанайская,,,15,59.0
2014,процент,Костанайская,,,16-24,17.5
2014,процент,Костанайская,,,25-28,11.6
2014,процент,Костанайская,,,29-34,10.6
2014,процент,Костанайская,,,35-44,8.2
2014,процент,Костанайская,,,45-54,8.4
2014,процент,Костанайская,,,55-64,13.3
2014,процент,Костанайская,,,65 и старше,26.2
2014,процент,Кызылординская,,,16-24,15.1
2014,процент,Кызылординская,,,25-28,8.0
2014,процент,Кызылординская,,,29-34,9.7
2014,процент,Кызылординская,,,35-44,9.5
2014,процент,Кызылординская,,,45-54,8.6
2014,процент,Кызылординская,,,55-64,7.4
2014,процент,Кызылординская,,,65 и старше,15.6
2014,процент,Мангистауская,,,16-24,3.2
2014,процент,Мангистауская,,,25-28,2.0
2014,процент,Мангистауская,,,29-34,2.0
2014,процент,Мангистауская,,,35-44,2.5
2014,процент,Мангистауская,,,45-54,2.5
2014,процент,Мангистауская,,,55-64,2.3
2014,процент,Южно-Казахстанская,,,16-24,8.6
2014,процент,Южно-Казахстанская,,,25-28,9.1
2014,процент,Южно-Казахстанская,,,29-34,10.9
2014,процент,Южно-Казахстанская,,,35-44,7.4
2014,процент,Южно-Казахстанская,,,45-54,8.3
2014,процент,Южно-Казахстанская,,,55-64,6.7
2014,процент,Павлодарская,,,15,89.6
2014,процент,Павлодарская,,,16-24,12.1
2014,процент,Павлодарская,,,25-28,3.6
2014,процент,Павлодарская,,,29-34,5.2
2014,процент,Павлодарская,,,35-44,3.4
2014,процент,Павлодарская,,,45-54,5.3
2014,процент,Павлодарская,,,55-64,12.7
2014,процент,Павлодарская,,,65 и старше,40.8
2014,процент,Северо-Казахстанская,,,15,100.0
2014,процент,Северо-Казахстанская,,,16-24,10.6
2014,процент,Северо-Казахстанская,,,25-28,5.5
2014,процент,Северо-Казахстанская,,,29-34,4.9
2014,процент,Северо-Казахстанская,,,35-44,5.4
2014,процент,Северо-Казахстанская,,,45-54,5.5
2014,процент,Северо-Казахстанская,,,55-64,13.7
2014,процент,Северо-Казахстанская,,,65 и старше,49.9
2014,процент,Восточно-Казахстанская,,,15,76.0
2014,процент,Восточно-Казахстанская,,,16-24,18.7
2014,процент,Восточно-Казахстанская,,,25-28,9.6
2014,процент,Восточно-Казахстанская,,,29-34,10.2
2014,процент,Восточно-Казахстанская,,,35-44,9.6
2014,процент,Восточно-Казахстанская,,,45-54,12.4
2014,процент,Восточно-Казахстанская,,,55-64,13.3
2014,процент,Восточно-Казахстанская,,,65 и старше,25.0
2014,процент,г_Нур-Султан,,,25-28,0.3
2014,процент,г_Нур-Султан,,,29-34,0.2
2014,процент,г_Нур-Султан,,,35-44,0.2
2014,процент,г_Нур-Султан,,,45-54,0.5
2014,процент,г_Алматы,,,16-24,1.0
2014,процент,г_Алматы,,,25-28,1.1
2014,процент,г_Алматы,,,29-34,1.1
2014,процент,г_Алматы,,,35-44,1.1
2014,процент,г_Алматы,,,45-54,1.6
2014,процент,г_Алматы,,,55-64,1.8
2014,процент,г_Алматы,,,65 и старше,5.1
2015,процент,,,,,3.9
2015,процент,Акмолинская,,,,4.5
2015,процент,Актюбинская,,,,3.1
2015,процент,Алматинская,,,,6.0
2015,процент,Атырауская,,,,1.2
2015,процент,Западно-Казахстанская,,,,4.2
2015,процент,Жымбылская,,,,12.8
2015,процент,Карагандинская,,,,2.9
2015,процент,Костанайская,,,,3.5
2015,процент,Кызылординская,,,,12.6
2015,процент,Мангистауская,,,,2.1
2015,процент,Южно-Казахстанская,,,,1.9
2015,процент,Павлодарская,,,,1.7
2015,процент,Северо-Казахстанская,,,,2.3
2015,процент,Восточно-Казахстанская,,,,5.3
2015,процент,г_Нур-Султан,,,,0.6
2015,процент,г_Алматы,,,,1.0
2015,процент,,мужчины,,,4.4
2015,процент,Акмолинская,мужчины,,,3.6
2015,процент,Актюбинская,мужчины,,,3.1
2015,процент,Алматинская,мужчины,,,6.3
2015,процент,Атырауская,мужчины,,,1.4
2015,процент,Западно-Казахстанская,мужчины,,,5.1
2015,процент,Жымбылская,мужчины,,,13.4
2015,процент,Карагандинская,мужчины,,,3.3
2015,процент,Костанайская,мужчины,,,3.2
2015,процент,Кызылординская,мужчины,,,15.5
2015,процент,Мангистауская,мужчины,,,2.5
2015,процент,Южно-Казахстанская,мужчины,,,2.4
2015,процент,Павлодарская,мужчины,,,1.8
2015,процент,Северо-Казахстанская,мужчины,,,2.7
2015,процент,Восточно-Казахстанская,мужчины,,,6.2
2015,процент,г_Нур-Султан,мужчины,,,0.9
2015,процент,г_Алматы,мужчины,,,1.2
2015,процент,,женщины,,,3.4
2015,процент,Акмолинская,женщины,,,5.5
2015,процент,Актюбинская,женщины,,,3.2
2015,процент,Алматинская,женщины,,,5.6
2015,процент,Атырауская,женщины,,,1.0
2015,процент,Западно-Казахстанская,женщины,,,3.3
2015,процент,Жымбылская,женщины,,,12.0
2015,процент,Карагандинская,женщины,,,2.4
2015,процент,Костанайская,женщины,,,3.9
2015,процент,Кызылординская,женщины,,,9.2
2015,процент,Мангистауская,женщины,,,1.6
2015,процент,Южно-Казахстанская,женщины,,,1.2
2015,процент,Павлодарская,женщины,,,1.6
2015,процент,Северо-Казахстанская,женщины,,,1.9
2015,процент,Восточно-Казахстанская,женщины,,,4.3
2015,процент,г_Нур-Султан,женщины,,,0.4
2015,процент,г_Алматы,женщины,,,0.8
2015,процент,,,Город,,2.5
2015,процент,Акмолинская,,Город,,1.6
2015,процент,Актюбинская,,Город,,2.4
2015,процент,Алматинская,,Город,,4.0
2015,процент,Атырауская,,Город,,0.3
2015,процент,Западно-Казахстанская,,Город,,2.5
2015,процент,Жымбылская,,Город,,12.1
2015,процент,Карагандинская,,Город,,2.6
2015,процент,Костанайская,,Город,,5.0
2015,процент,Кызылординская,,Город,,5.0
2015,процент,Мангистауская,,Город,,3.3
2015,процент,Южно-Казахстанская,,Город,,1.6
2015,процент,Павлодарская,,Город,,0.4
2015,процент,Северо-Казахстанская,,Город,,2.6
2015,процент,Восточно-Казахстанская,,Город,,2.7
2015,процент,г_Нур-Султан,,Город,,0.6
2015,процент,г_Алматы,,Город,,1.0
2015,процент,,,сельское население,,5.6
2015,процент,Акмолинская,,сельское население,,6.9
2015,процент,Актюбинская,,сельское население,,4.0
2015,процент,Алматинская,,сельское население,,6.2
2015,процент,Атырауская,,сельское население,,2.2
2015,процент,Западно-Казахстанская,,сельское население,,5.5
2015,процент,Жымбылская,,сельское население,,12.6
2015,процент,Карагандинская,,сельское население,,3.4
2015,процент,Костанайская,,сельское население,,1.8
2015,процент,Кызылординская,,сельское население,,17.6
2015,процент,Мангистауская,,сельское население,,0.7
2015,процент,Южно-Казахстанская,,сельское население,,2.0
2015,процент,Павлодарская,,сельское население,,4.3
2015,процент,Северо-Казахстанская,,сельское население,,2.1
2015,процент,Восточно-Казахстанская,,сельское население,,8.7
2015,процент,,,,15,43.9
2015,процент,,,,16-24,5.0
2015,процент,,,,25-28,3.6
2015,процент,,,,29-34,3.7
2015,процент,,,,35-44,3.6
2015,процент,,,,45-54,3.9
2015,процент,,,,55-64,3.8
2015,процент,,,,65 и старше,6.3
2015,процент,Акмолинская,,,15,38.6
2015,процент,Акмолинская,,,16-24,5.6
2015,процент,Акмолинская,,,25-28,3.7
2015,процент,Акмолинская,,,29-34,4.5
2015,процент,Акмолинская,,,35-44,4.1
2015,процент,Акмолинская,,,45-54,5.3
2015,процент,Акмолинская,,,55-64,4.1
2015,процент,Акмолинская,,,65 и старше,2.0
2015,процент,Актюбинская,,,16-24,4.0
2015,процент,Актюбинская,,,25-28,2.7
2015,процент,Актюбинская,,,29-34,2.7
2015,процент,Актюбинская,,,35-44,3.5
2015,процент,Актюбинская,,,45-54,3.2
2015,процент,Актюбинская,,,55-64,2.3
2015,процент,Алматинская,,,16-24,5.2
2015,процент,Алматинская,,,25-28,4.6
2015,процент,Алматинская,,,29-34,6.1
2015,процент,Алматинская,,,35-44,5.9
2015,процент,Алматинская,,,45-54,7.2
2015,процент,Алматинская,,,55-64,6.2
2015,процент,Алматинская,,,65 и старше,5.2
2015,процент,Атырауская,,,16-24,1.2
2015,процент,Атырауская,,,25-28,1.2
2015,процент,Атырауская,,,29-34,1.2
2015,процент,Атырауская,,,35-44,0.8
2015,процент,Атырауская,,,45-54,1.6
2015,процент,Атырауская,,,55-64,1.4
2015,процент,Западно-Казахстанская,,,16-24,6.5
2015,процент,Западно-Казахстанская,,,25-28,5.5
2015,процент,Западно-Казахстанская,,,29-34,4.2
2015,процент,Западно-Казахстанская,,,35-44,2.9
2015,процент,Западно-Казахстанская,,,45-54,3.7
2015,процент,Западно-Казахстанская,,,55-64,4.0
2015,процент,Жымбылская,,,15,58.7
2015,процент,Жымбылская,,,16-24,20.2
2015,процент,Жымбылская,,,25-28,12.9
2015,процент,Жымбылская,,,29-34,11.2
2015,процент,Жымбылская,,,35-44,10.2
2015,процент,Жымбылская,,,45-54,9.8
2015,процент,Жымбылская,,,55-64,13.3
2015,процент,Жымбылская,,,65 и старше,49.8
2015,процент,Карагандинская,,,15,95.0
2015,процент,Карагандинская,,,16-24,3.0
2015,процент,Карагандинская,,,25-28,1.6
2015,процент,Карагандинская,,,29-34,3.1
2015,процент,Карагандинская,,,35-44,3.9
2015,процент,Карагандинская,,,45-54,2.7
2015,процент,Карагандинская,,,55-64,1.7
2015,процент,Карагандинская,,,65 и старше,0.5
2015,процент,Костанайская,,,16-24,3.4
2015,процент,Костанайская,,,25-28,3.8
2015,процент,Костанайская,,,29-34,3.9
2015,процент,Костанайская,,,35-44,3.9
2015,процент,Костанайская,,,45-54,3.2
2015,процент,Костанайская,,,55-64,3.0
2015,процент,Костанайская,,,65 и старше,0.8
2015,процент,Кызылординская,,,16-24,16.2
2015,процент,Кызылординская,,,25-28,10.8
2015,процент,Кызылординская,,,29-34,10.2
2015,процент,Кызылординская,,,35-44,12.2
2015,процент,Кызылординская,,,45-54,13.1
2015,процент,Кызылординская,,,55-64,13.2
2015,процент,Мангистауская,,,16-24,2.4
2015,процент,Мангистауская,,,25-28,2.1
2015,процент,Мангистауская,,,29-34,1.3
2015,процент,Мангистауская,,,35-44,2.1
2015,процент,Мангистауская,,,45-54,2.8
2015,процент,Мангистауская,,,55-64,1.4
2015,процент,Мангистауская,,,65 и старше,7.2
2015,процент,Южно-Казахстанская,,,16-24,2.4
2015,процент,Южно-Казахстанская,,,25-28,2.2
2015,процент,Южно-Казахстанская,,,29-34,2.0
2015,процент,Южно-Казахстанская,,,35-44,1.7
2015,процент,Южно-Казахстанская,,,45-54,1.4
2015,процент,Южно-Казахстанская,,,55-64,1.8
2015,процент,Павлодарская,,,15,56.3
2015,процент,Павлодарская,,,16-24,3.9
2015,процент,Павлодарская,,,25-28,0.6
2015,процент,Павлодарская,,,29-34,1.2
2015,процент,Павлодарская,,,35-44,1.2
2015,процент,Павлодарская,,,45-54,2.5
2015,процент,Павлодарская,,,55-64,1.8
2015,процент,Павлодарская,,,65 и старше,0.2
2015,процент,Северо-Казахстанская,,,15,29.5
2015,процент,Северо-Казахстанская,,,16-24,4.6
2015,процент,Северо-Казахстанская,,,25-28,3.5
2015,процент,Северо-Казахстанская,,,29-34,2.6
2015,процент,Северо-Казахстанская,,,35-44,2.0
2015,процент,Северо-Казахстанская,,,45-54,1.8
2015,процент,Северо-Казахстанская,,,55-64,1.6
2015,процент,Северо-Казахстанская,,,65 и старше,0.1
2015,процент,Восточно-Казахстанская,,,15,62.5
2015,процент,Восточно-Казахстанская,,,16-24,9.2
2015,процент,Восточно-Казахстанская,,,25-28,5.6
2015,процент,Восточно-Казахстанская,,,29-34,4.5
2015,процент,Восточно-Казахстанская,,,35-44,4.7
2015,процент,Восточно-Казахстанская,,,45-54,5.1
2015,процент,Восточно-Казахстанская,,,55-64,4.6
2015,процент,Восточно-Казахстанская,,,65 и старше,8.0
2015,процент,г_Нур-Султан,,,16-24,3.5
2015,процент,г_Нур-Султан,,,25-28,0.5
