Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2018,процент,,,г_Алматы,84.3
2018,процент,,,г_Шымкент,80.0
2019,процент,,,,84.2
2019,процент,Город,,,86.3
2019,процент,сельское население,,,81.4
2019,процент,,мужчины,,84.3
2019,процент,,женщины,,84.2
2019,процент,,,Акмолинская,79.4
2019,процент,,,Актюбинская,85.7
2019,процент,,,Алматинская,85.4
2019,процент,,,Атырауская,80.7
2019,процент,,,Западно-Казахстанская,80.4
2019,процент,,,Жымбылская,81.6
2019,процент,,,Карагандинская,80.5
2019,процент,,,Костанайская,86.9
2019,процент,,,Кызылординская,77.9
2019,процент,,,Мангистауская,82.3
2019,процент,,,Павлодарская,85.7
2019,процент,,,Северо-Казахстанская,81.2
2019,процент,,,Туркестанская,89.6
2019,процент,,,Восточно-Казахстанская,81.7
2019,процент,,,г_Нур-Султан,91.7
2019,процент,,,г_Алматы,87.7
2019,процент,,,г_Шымкент,80.1
