Year,UNIT_MEASURE,Местность,Регионы,Value
2015,процент,сельское население,Восточно-Казахстанская,41.5
2015,процент,,г_Нур-Султан,89.3
2015,процент,,г_Алматы,92.7
2016,процент,Город,,88.0
2016,процент,сельское население,,52.3
2016,процент,Город,Акмолинская,83.0
2016,процент,сельское население,Акмолинская,57.7
2016,процент,Город,Актюбинская,98.5
2016,процент,сельское население,Актюбинская,45.9
2016,процент,Город,Алматинская,95.3
2016,процент,сельское население,Алматинская,83.7
2016,процент,Город,Атырауская,100.0
2016,процент,сельское население,Атырауская,77.4
2016,процент,Город,Западно-Казахстанская,89.0
2016,процент,сельское население,Западно-Казахстанская,37.4
2016,процент,Город,Жымбылская,78.8
2016,процент,сельское население,Жымбылская,61.7
2016,процент,Город,Карагандинская,85.3
2016,процент,сельское население,Карагандинская,53.4
2016,процент,Город,Костанайская,97.5
2016,процент,сельское население,Костанайская,29.2
2016,процент,Город,Кызылординская,85.0
2016,процент,сельское население,Кызылординская,74.6
2016,процент,Город,Мангистауская,99.5
2016,процент,сельское население,Мангистауская,57.4
2016,процент,Город,Южно-Казахстанская,88.4
2016,процент,сельское население,Южно-Казахстанская,71.8
2016,процент,Город,Павлодарская,84.0
2016,процент,сельское население,Павлодарская,19.8
2016,процент,Город,Северо-Казахстанская,99.9
2016,процент,сельское население,Северо-Казахстанская,56.3
2016,процент,Город,Восточно-Казахстанская,97.2
2016,процент,сельское население,Восточно-Казахстанская,43.1
2016,процент,,г_Нур-Султан,94.0
2016,процент,,г_Алматы,96.0
2017,процент,Город,,90.0
2017,процент,сельское население,,55.0
2017,процент,Город,Акмолинская,86.0
2017,процент,сельское население,Акмолинская,58.1
2017,процент,Город,Актюбинская,100.0
2017,процент,сельское население,Актюбинская,46.9
2017,процент,Город,Алматинская,96.9
2017,процент,сельское население,Алматинская,87.1
2017,процент,Город,Атырауская,100.0
2017,процент,сельское население,Атырауская,78.0
2017,процент,Город,Западно-Казахстанская,90.4
2017,процент,сельское население,Западно-Казахстанская,40.4
2017,процент,Город,Жымбылская,84.8
2017,процент,сельское население,Жымбылская,62.2
2017,процент,Город,Карагандинская,86.6
2017,процент,сельское население,Карагандинская,55.1
2017,процент,Город,Костанайская,97.6
2017,процент,сельское население,Костанайская,30.8
2017,процент,Город,Кызылординская,98.3
2017,процент,сельское население,Кызылординская,75.0
2017,процент,Город,Мангистауская,99.8
2017,процент,сельское население,Мангистауская,63.9
2017,процент,Город,Южно-Казахстанская,93.4
2017,процент,сельское население,Южно-Казахстанская,73.6
2017,процент,Город,Павлодарская,90.0
2017,процент,сельское население,Павлодарская,23.8
2017,процент,Город,Северо-Казахстанская,100.0
2017,процент,сельское население,Северо-Казахстанская,57.5
2017,процент,Город,Восточно-Казахстанская,97.3
2017,процент,сельское население,Восточно-Казахстанская,47.8
2017,процент,,г_Нур-Султан,94.5
2017,процент,,г_Алматы,95.0
2018,процент,Город,,94.5
2018,процент,сельское население,,56.9
2018,процент,Город,Акмолинская,86.0
2018,процент,сельское население,Акмолинская,59.4
2018,процент,Город,Актюбинская,98.5
2018,процент,сельское население,Актюбинская,54.8
2018,процент,Город,Алматинская,96.8
2018,процент,сельское население,Алматинская,89.5
2018,процент,Город,Атырауская,100.0
2018,процент,сельское население,Атырауская,79.32
2018,процент,Город,Западно-Казахстанская,94.8
2018,процент,сельское население,Западно-Казахстанская,46.3
2018,процент,Город,Жымбылская,88.0
2018,процент,сельское население,Жымбылская,53.4
2018,процент,Город,Карагандинская,92.0
2018,процент,сельское население,Карагандинская,55.3
2018,процент,Город,Костанайская,97.6
2018,процент,сельское население,Костанайская,31.4
2018,процент,Город,Кызылординская,93.0
2018,процент,сельское население,Кызылординская,76.5
2018,процент,Город,Мангистауская,100.0
2018,процент,сельское население,Мангистауская,69.0
2018,процент,Город,Павлодарская,92.0
2018,процент,сельское население,Павлодарская,29.7
2018,процент,Город,Северо-Казахстанская,100.0
2018,процент,сельское население,Северо-Казахстанская,59.6
2018,процент,Город,Туркестанская,96.3
2018,процент,сельское население,Туркестанская,75.5
2018,процент,Город,Восточно-Казахстанская,97.8
2018,процент,сельское население,Восточно-Казахстанская,53.7
2018,процент,,г_Нур-Султан,95.0
2018,процент,,г_Алматы,97.5
2018,процент,,г_Шымкент,93.0
2019,процент,Город,,97.2
2019,процент,сельское население,,86.4
2019,процент,Город,Акмолинская,97.8
2019,процент,сельское население,Акмолинская,78.1
2019,процент,Город,Актюбинская,99.2
2019,процент,сельское население,Актюбинская,85.7
2019,процент,Город,Алматинская,96.8
2019,процент,сельское население,Алматинская,98.8
2019,процент,Город,Атырауская,100.0
2019,процент,сельское население,Атырауская,98.4
2019,процент,Город,Западно-Казахстанская,95.9
2019,процент,сельское население,Западно-Казахстанская,86.5
2019,процент,Город,Жымбылская,88.0
2019,процент,сельское население,Жымбылская,72.6
2019,процент,Город,Карагандинская,97.0
2019,процент,сельское население,Карагандинская,89.5
2019,процент,Город,Костанайская,97.9
2019,процент,сельское население,Костанайская,61.1
2019,процент,Город,Кызылординская,98.2
2019,процент,сельское население,Кызылординская,97.2
2019,процент,Город,Мангистауская,100.0
2019,процент,сельское население,Мангистауская,75.4
2019,процент,Город,Павлодарская,93.0
2019,процент,сельское население,Павлодарская,73.3
2019,процент,Город,Северо-Казахстанская,100.0
2019,процент,сельское население,Северо-Казахстанская,81.7
2019,процент,Город,Туркестанская,97.9
2019,процент,сельское население,Туркестанская,91.0
2019,процент,Город,Восточно-Казахстанская,98.2
2019,процент,сельское население,Восточно-Казахстанская,78.0
2019,процент,,г_Нур-Султан,99.9
2019,процент,,г_Алматы,97.7
2019,процент,,г_Шымкент,94.7
