Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2016,процент,сельское население,мужчины,Атырауская,80.334850163159
2016,процент,сельское население,женщины,Атырауская,80.86991179058347
2016,процент,,,Западно-Казахстанская,90.0934552967148
2016,процент,,мужчины,Западно-Казахстанская,90.83037562851229
2016,процент,,женщины,Западно-Казахстанская,89.41638444371223
2016,процент,Город,,Западно-Казахстанская,94.99571264396444
2016,процент,Город,мужчины,Западно-Казахстанская,95.66846007069348
2016,процент,Город,женщины,Западно-Казахстанская,94.43410822349738
2016,процент,сельское население,,Западно-Казахстанская,85.23871604242275
2016,процент,сельское население,мужчины,Западно-Казахстанская,86.49196375978234
2016,процент,сельское население,женщины,Западно-Казахстанская,83.97306063481722
2016,процент,,,Жымбылская,75.8251437391554
2016,процент,,мужчины,Жымбылская,77.0074229886656
2016,процент,,женщины,Жымбылская,74.70195148234625
2016,процент,Город,,Жымбылская,81.37588815996311
2016,процент,Город,мужчины,Жымбылская,80.66243209454346
2016,процент,Город,женщины,Жымбылская,82.00181983621474
2016,процент,сельское население,,Жымбылская,72.06136026505361
2016,процент,сельское население,мужчины,Жымбылская,74.6940412108481
2016,процент,сельское население,женщины,Жымбылская,69.42181396440947
2016,процент,,,Карагандинская,82.75635732624599
2016,процент,,мужчины,Карагандинская,84.53645986398767
2016,процент,,женщины,Карагандинская,81.18292229049727
2016,процент,Город,,Карагандинская,85.30012955818016
2016,процент,Город,мужчины,Карагандинская,87.29712403563454
2016,процент,Город,женщины,Карагандинская,83.59875850327325
2016,процент,сельское население,,Карагандинская,73.0157864814137
2016,процент,сельское население,мужчины,Карагандинская,74.89284804114635
2016,процент,сельское население,женщины,Карагандинская,71.10664268377934
2016,процент,,,Костанайская,89.74659053254584
2016,процент,,мужчины,Костанайская,91.2306521589786
2016,процент,,женщины,Костанайская,88.43215033758088
2016,процент,Город,,Костанайская,92.28325736572528
2016,процент,Город,мужчины,Костанайская,94.05019371100497
2016,процент,Город,женщины,Костанайская,90.81986366389326
2016,процент,сельское население,,Костанайская,86.90678177881946
2016,процент,сельское население,мужчины,Костанайская,88.30237055151277
2016,процент,сельское население,женщины,Костанайская,85.5746588653868
2016,процент,,,Кызылординская,83.86916667689249
2016,процент,,мужчины,Кызылординская,84.09738761306564
2016,процент,,женщины,Кызылординская,83.64348558249644
2016,процент,Город,,Кызылординская,91.84761026804708
2016,процент,Город,мужчины,Кызылординская,90.55970203967917
2016,процент,Город,женщины,Кызылординская,93.05370556005656
2016,процент,сельское население,,Кызылординская,77.78585795233359
2016,процент,сельское население,мужчины,Кызылординская,79.40283562533953
2016,процент,сельское население,женщины,Кызылординская,76.11913258303596
2016,процент,,,Мангистауская,87.02812089654898
2016,процент,,мужчины,Мангистауская,87.22315101690235
2016,процент,,женщины,Мангистауская,86.83760043451389
2016,процент,Город,,Мангистауская,94.00157109190889
2016,процент,Город,мужчины,Мангистауская,95.47805922226186
2016,процент,Город,женщины,Мангистауская,92.6143462229942
2016,процент,сельское население,,Мангистауская,80.52878015207372
2016,процент,сельское население,мужчины,Мангистауская,79.81740142586933
2016,процент,сельское население,женщины,Мангистауская,81.24940123952629
2016,процент,,,Павлодарская,89.62053227814047
2016,процент,,мужчины,Павлодарская,91.29574461413029
2016,процент,,женщины,Павлодарская,88.14968185309901
2016,процент,Город,,Павлодарская,92.07976841694902
2016,процент,Город,мужчины,Павлодарская,92.94764936827626
2016,процент,Город,женщины,Павлодарская,91.354382385187
2016,процент,сельское население,,Павлодарская,83.68603039416335
2016,процент,сельское население,мужчины,Павлодарская,87.64547175129867
2016,процент,сельское население,женщины,Павлодарская,79.77295565571242
2016,процент,,,Северо-Казахстанская,81.53401618418405
2016,процент,,мужчины,Северо-Казахстанская,84.01467098518606
2016,процент,,женщины,Северо-Казахстанская,79.30282023871187
2016,процент,Город,,Северо-Казахстанская,83.05663868000939
2016,процент,Город,мужчины,Северо-Казахстанская,85.03402034287751
2016,процент,Город,женщины,Северо-Казахстанская,81.45904682648913
2016,процент,сельское население,,Северо-Казахстанская,80.3518980993243
2016,процент,сельское население,мужчины,Северо-Казахстанская,83.29857925320432
2016,процент,сельское население,женщины,Северо-Казахстанская,77.47268047188585
2016,процент,,,Туркестанская,78.11226862017563
2016,процент,,мужчины,Туркестанская,78.41235079701069
2016,процент,,женщины,Туркестанская,77.80838073151224
2016,процент,Город,,Туркестанская,77.47997026513586
2016,процент,Город,мужчины,Туркестанская,77.58517328027143
2016,процент,Город,женщины,Туркестанская,77.37555701843225
2016,процент,сельское население,,Туркестанская,78.26404767724206
2016,процент,сельское население,мужчины,Туркестанская,78.60845909044247
2016,процент,сельское население,женщины,Туркестанская,77.91358075899119
2016,процент,,,Восточно-Казахстанская,89.48834353486123
2016,процент,,мужчины,Восточно-Казахстанская,91.28610311110812
2016,процент,,женщины,Восточно-Казахстанская,87.87797916563007
2016,процент,Город,,Восточно-Казахстанская,92.351186489236
2016,процент,Город,мужчины,Восточно-Казахстанская,92.60615765339544
2016,процент,Город,женщины,Восточно-Казахстанская,92.13783156951024
2016,процент,сельское население,,Восточно-Казахстанская,85.2000770787932
2016,процент,сельское население,мужчины,Восточно-Казахстанская,89.47658226332884
2016,процент,сельское население,женщины,Восточно-Казахстанская,80.9597284369696
2016,процент,,,г_Нур-Султан,99.63275789398622
2016,процент,,мужчины,г_Нур-Султан,99.43010660798598
2016,процент,,женщины,г_Нур-Султан,99.81745473485908
2016,процент,,,г_Алматы,85.41477952012238
2016,процент,,мужчины,г_Алматы,84.63832864558323
2016,процент,,женщины,г_Алматы,86.0512550156694
2016,процент,,,г_Шымкент,80.96892964380258
2016,процент,,мужчины,г_Шымкент,81.25388595283563
2016,процент,,женщины,г_Шымкент,80.7118838431512
2017,процент,,,,86.80755726815967
2017,процент,,мужчины,,87.14366814724087
2017,процент,,женщины,,86.49801031644327
2017,процент,Город,,,89.65166028807316
2017,процент,Город,мужчины,,89.74279506982195
2017,процент,Город,женщины,,89.57258265050886
2017,процент,сельское население,,,82.9638900638297
2017,процент,сельское население,мужчины,,83.87658175256642
2017,процент,сельское население,женщины,,82.05304593519199
2017,процент,,,Акмолинская,84.7256538473744
2017,процент,,мужчины,Акмолинская,84.82758403981876
2017,процент,,женщины,Акмолинская,84.63121733940814
2017,процент,Город,,Акмолинская,87.76581669861308
2017,процент,Город,мужчины,Акмолинская,88.28540964077202
2017,процент,Город,женщины,Акмолинская,87.31502267488285
2017,процент,сельское население,,Акмолинская,82.04795889075525
2017,процент,сельское население,мужчины,Акмолинская,81.97130487920336
2017,процент,сельское население,женщины,Акмолинская,82.12319605772616
2017,процент,,,Актюбинская,89.46883514698168
2017,процент,,мужчины,Актюбинская,89.77342955612218
2017,процент,,женщины,Актюбинская,89.18916111339071
2017,процент,Город,,Актюбинская,91.93557597103094
2017,процент,Город,мужчины,Актюбинская,91.83631560124137
2017,процент,Город,женщины,Актюбинская,92.02252368786988
2017,процент,сельское население,,Актюбинская,85.29892798991735
2017,процент,сельское население,мужчины,Актюбинская,86.50708403662217
2017,процент,сельское население,женщины,Актюбинская,84.09794151401137
2017,процент,,,Алматинская,89.26621643304112
2017,процент,,мужчины,Алматинская,89.78675244859716
2017,процент,,женщины,Алматинская,88.76502610833742
2017,процент,Город,,Алматинская,86.33263414896504
2017,процент,Город,мужчины,Алматинская,85.18087708095419
2017,процент,Город,женщины,Алматинская,87.36247074097591
2017,процент,сельское население,,Алматинская,90.1585673428965
2017,процент,сельское население,мужчины,Алматинская,91.11974737397456
2017,процент,сельское население,женщины,Алматинская,89.21206537867604
2017,процент,,,Атырауская,87.72917290184303
2017,процент,,мужчины,Атырауская,86.96690900173247
2017,процент,,женщины,Атырауская,88.45618442942994
2017,процент,Город,,Атырауская,93.56094663482467
2017,процент,Город,мужчины,Атырауская,94.5085835618558
2017,процент,Город,женщины,Атырауская,92.70950799412992
2017,процент,сельское население,,Атырауская,82.4610985747782
2017,процент,сельское население,мужчины,Атырауская,80.53937622260808
2017,процент,сельское население,женщины,Атырауская,84.3953483227267
2017,процент,,,Западно-Казахстанская,90.73639465648452
2017,процент,,мужчины,Западно-Казахстанская,91.0731313724052
2017,процент,,женщины,Западно-Казахстанская,90.42639755013016
2017,процент,Город,,Западно-Казахстанская,97.34211134130902
2017,процент,Город,мужчины,Западно-Казахстанская,97.27474972191324
2017,процент,Город,женщины,Западно-Казахстанская,97.39854783371898
2017,процент,сельское население,,Западно-Казахстанская,83.9662184410291
2017,процент,сельское население,мужчины,Западно-Казахстанская,85.31674752132159
2017,процент,сельское население,женщины,Западно-Казахстанская,82.5973988739683
2017,процент,,,Жымбылская,81.85131256680667
2017,процент,,мужчины,Жымбылская,81.98561678544858
2017,процент,,женщины,Жымбылская,81.72336364887657
2017,процент,Город,,Жымбылская,84.21105210578895
2017,процент,Город,мужчины,Жымбылская,83.53510827918204
2017,процент,Город,женщины,Жымбылская,84.80636827727717
2017,процент,сельское население,,Жымбылская,80.27692221341323
2017,процент,сельское население,мужчины,Жымбылская,81.01923093756291
2017,процент,сельское население,женщины,Жымбылская,79.53176705041712
2017,процент,,,Карагандинская,86.20339706649632
2017,процент,,мужчины,Карагандинская,86.72458846507807
2017,процент,,женщины,Карагандинская,85.74195629482884
2017,процент,Город,,Карагандинская,87.7708795277273
2017,процент,Город,мужчины,Карагандинская,88.3676082630093
2017,процент,Город,женщины,Карагандинская,87.26142394401842
2017,процент,сельское население,,Карагандинская,80.12130521257951
2017,процент,сельское население,мужчины,Карагандинская,80.90695197181284
2017,процент,сельское население,женщины,Карагандинская,79.32077782151136
2017,процент,,,Костанайская,93.10467027440438
2017,процент,,мужчины,Костанайская,93.91385408239066
2017,процент,,женщины,Костанайская,92.38607928355064
2017,процент,Город,,Костанайская,95.42146514982473
2017,процент,Город,мужчины,Костанайская,95.93033725207728
2017,процент,Город,женщины,Костанайская,94.99891057765018
2017,процент,сельское население,,Костанайская,90.45335256525831
2017,процент,сельское население,мужчины,Костанайская,91.77492721234891
2017,процент,сельское население,женщины,Костанайская,89.18640361203104
2017,процент,,,Кызылординская,83.05673595957276
2017,процент,,мужчины,Кызылординская,82.83013197081888
2017,процент,,женщины,Кызылординская,83.28132851498913
2017,процент,Город,,Кызылординская,88.67069041150044
2017,процент,Город,мужчины,Кызылординская,89.00939493468675
2017,процент,Город,женщины,Кызылординская,88.35288186859351
2017,процент,сельское население,,Кызылординская,78.7207002347597
2017,процент,сельское население,мужчины,Кызылординская,78.28519793776954
2017,процент,сельское население,женщины,Кызылординская,79.17097937526557
2017,процент,,,Мангистауская,89.32530438872314
2017,процент,,мужчины,Мангистауская,90.89692902145724
2017,процент,,женщины,Мангистауская,87.78770379875952
2017,процент,Город,,Мангистауская,92.89004149832408
2017,процент,Город,мужчины,Мангистауская,93.38246313061416
2017,процент,Город,женщины,Мангистауская,92.40277214422476
2017,процент,сельское население,,Мангистауская,86.72806378656036
2017,процент,сельское население,мужчины,Мангистауская,89.06792249661069
2017,процент,сельское население,женщины,Мангистауская,84.4577456367264
2017,процент,,,Павлодарская,86.54084226572034
2017,процент,,мужчины,Павлодарская,86.99817883209961
2017,процент,,женщины,Павлодарская,86.13836373801587
2017,процент,Город,,Павлодарская,89.25920051254778
2017,процент,Город,мужчины,Павлодарская,90.303700568443
2017,процент,Город,женщины,Павлодарская,88.38515691796773
2017,процент,сельское население,,Павлодарская,79.9411031826934
2017,процент,сельское население,мужчины,Павлодарская,79.66393512978587
2017,процент,сельское население,женщины,Павлодарская,80.21661447040873
2017,процент,,,Северо-Казахстанская,83.52932342704908
2017,процент,,мужчины,Северо-Казахстанская,85.53098182476407
2017,процент,,женщины,Северо-Казахстанская,81.72498382225058
2017,процент,Город,,Северо-Казахстанская,86.47535573800786
2017,процент,Город,мужчины,Северо-Казахстанская,87.72909345587692
2017,процент,Город,женщины,Северо-Казахстанская,85.4593899228542
2017,процент,сельское население,,Северо-Казахстанская,81.18382495897039
2017,процент,сельское население,мужчины,Северо-Казахстанская,83.94890534187505
2017,процент,сельское население,женщины,Северо-Казахстанская,78.47195720203443
2017,процент,,,Туркестанская,78.75761098422967
2017,процент,,мужчины,Туркестанская,79.6851890020448
2017,процент,,женщины,Туркестанская,77.81655982526003
2017,процент,Город,,Туркестанская,76.56864449907552
2017,процент,Город,мужчины,Туркестанская,75.78327353657835
2017,процент,Город,женщины,Туркестанская,77.35056748539502
2017,процент,сельское население,,Туркестанская,79.27375537355721
2017,процент,сельское население,мужчины,Туркестанская,80.59463661385662
2017,процент,сельское население,женщины,Туркестанская,77.92772779022087
2017,процент,,,Восточно-Казахстанская,85.31077619681727
2017,процент,,мужчины,Восточно-Казахстанская,85.0664713787479
2017,процент,,женщины,Восточно-Казахстанская,85.52979716211733
2017,процент,Город,,Восточно-Казахстанская,92.18319488813675
2017,процент,Город,мужчины,Восточно-Казахстанская,91.35374186072416
2017,процент,Город,женщины,Восточно-Казахстанская,92.87837857499672
2017,процент,сельское население,,Восточно-Казахстанская,74.77044914674663
2017,процент,сельское население,мужчины,Восточно-Казахстанская,76.24460566004798
2017,процент,сельское население,женщины,Восточно-Казахстанская,73.30568811188247
2017,процент,,,г_Нур-Султан,96.2942042962996
2017,процент,,мужчины,г_Нур-Султан,96.10350611838518
2017,процент,,женщины,г_Нур-Султан,96.46750405702991
2017,процент,,,г_Алматы,86.45317311397147
2017,процент,,мужчины,г_Алматы,86.29028327621764
2017,процент,,женщины,г_Алматы,86.58640200817301
2017,процент,,,г_Шымкент,91.1764425705734
2017,процент,,мужчины,г_Шымкент,92.13294056897324
2017,процент,,женщины,г_Шымкент,90.3119880548654
2018,процент,,,,87.92728522221233
2018,процент,,мужчины,,88.77549499708479
2018,процент,,женщины,,87.14488055706353
2018,процент,Город,,,90.19975510213328
2018,процент,Город,мужчины,,91.05518870911364
2018,процент,Город,женщины,,89.4562867926278
2018,процент,сельское население,,,84.76850539744429
2018,процент,сельское население,мужчины,,85.8311847003552
2018,процент,сельское население,женщины,,83.70394055799726
2018,процент,,,Акмолинская,88.86720896585261
2018,процент,,мужчины,Акмолинская,90.20049032705658
2018,процент,,женщины,Акмолинская,87.62777131386024
2018,процент,Город,,Акмолинская,90.64487679510889
2018,процент,Город,мужчины,Акмолинская,91.9088423729812
2018,процент,Город,женщины,Акмолинская,89.5449117686082
2018,процент,сельское население,,Акмолинская,87.31034424329029
2018,процент,сельское население,мужчины,Акмолинская,88.79737721340307
2018,процент,сельское население,женщины,Акмолинская,85.84592877421814
2018,процент,,,Актюбинская,88.13388513700656
2018,процент,,мужчины,Актюбинская,87.71124347394873
2018,процент,,женщины,Актюбинская,88.52264093164733
2018,процент,Город,,Актюбинская,90.42416930885658
2018,процент,Город,мужчины,Актюбинская,89.30499325236167
2018,процент,Город,женщины,Актюбинская,91.41507023346374
2018,процент,сельское население,,Актюбинская,82.80868231779982
2018,процент,сельское население,мужчины,Актюбинская,84.23946729948464
2018,процент,сельское население,женщины,Актюбинская,81.37077361857004
2018,процент,,,Алматинская,91.95136060791474
2018,процент,,мужчины,Алматинская,92.90407866029491
2018,процент,,женщины,Алматинская,91.0292774957306
2018,процент,Город,,Алматинская,90.13923700618138
2018,процент,Город,мужчины,Алматинская,90.65411739323903
2018,процент,Город,женщины,Алматинская,89.67804585817399
2018,процент,сельское население,,Алматинская,92.47973249117592
2018,процент,сельское население,мужчины,Алматинская,93.52723470207084
2018,процент,сельское население,женщины,Алматинская,91.4428077697895
2018,процент,,,Атырауская,86.12814642286753
2018,процент,,мужчины,Атырауская,86.0416554087958
2018,процент,,женщины,Атырауская,86.21084818701709
2018,процент,Город,,Атырауская,89.07872696817421
2018,процент,Город,мужчины,Атырауская,90.42940933245532
2018,процент,Город,женщины,Атырауская,87.85393898154449
2018,процент,сельское население,,Атырауская,82.95560214794847
2018,процент,сельское население,мужчины,Атырауская,81.58156911581568
2018,процент,сельское население,женщины,Атырауская,84.34645247446356
2018,процент,,,Западно-Казахстанская,90.16207126041566
2018,процент,,мужчины,Западно-Казахстанская,91.1822274239833
2018,процент,,женщины,Западно-Казахстанская,89.22060278751488
2018,процент,Город,,Западно-Казахстанская,95.6739212855994
2018,процент,Город,мужчины,Западно-Казахстанская,96.73898090829664
2018,процент,Город,женщины,Западно-Казахстанская,94.77651216119696
2018,процент,сельское население,,Западно-Казахстанская,84.35519636607236
2018,процент,сельское население,мужчины,Западно-Казахстанская,85.86868413942177
2018,процент,сельское население,женщины,Западно-Казахстанская,82.81844501079351
2018,процент,,,Жымбылская,83.02438062013925
2018,процент,,мужчины,Жымбылская,84.20114835091468
2018,процент,,женщины,Жымбылская,81.90014124409102
2018,процент,Город,,Жымбылская,78.67395789094456
2018,процент,Город,мужчины,Жымбылская,78.54861011777047
2018,процент,Город,женщины,Жымбылская,78.78457852319755
2018,процент,сельское население,,Жымбылская,85.8879734127259
2018,процент,сельское население,мужчины,Жымбылская,87.67840382067138
2018,процент,сельское население,женщины,Жымбылская,84.08595204356645
2018,процент,,,Карагандинская,86.31205047109883
2018,процент,,мужчины,Карагандинская,87.26770139413502
2018,процент,,женщины,Карагандинская,85.46465025535002
2018,процент,Город,,Карагандинская,87.32465610396456
2018,процент,Город,мужчины,Карагандинская,88.04193551578904
2018,процент,Город,женщины,Карагандинская,86.71112185241017
2018,процент,сельское население,,Карагандинская,82.36050373130638
2018,процент,сельское население,мужчины,Карагандинская,84.50917181434664
2018,процент,сельское население,женщины,Карагандинская,80.16892134849417
2018,процент,,,Костанайская,91.32357953375023
2018,процент,,мужчины,Костанайская,91.44615433565248
2018,процент,,женщины,Костанайская,91.2145056448854
2018,процент,Город,,Костанайская,93.6857460486025
2018,процент,Город,мужчины,Костанайская,93.18207860662312
2018,процент,Город,женщины,Костанайская,94.10505250929565
2018,процент,сельское население,,Костанайская,88.55495279533255
2018,процент,сельское население,мужчины,Костанайская,89.56079969246852
2018,процент,сельское население,женщины,Костанайская,87.5875130338561
2018,процент,,,Кызылординская,85.90732056275336
2018,процент,,мужчины,Кызылординская,86.58189058997472
2018,процент,,женщины,Кызылординская,85.23702539753533
2018,процент,Город,,Кызылординская,93.89481046157712
2018,процент,Город,мужчины,Кызылординская,93.8065238695226
2018,процент,Город,женщины,Кызылординская,93.97796083317677
2018,процент,сельское население,,Кызылординская,79.69218495320165
2018,процент,сельское население,мужчины,Кызылординская,81.2233921043341
2018,процент,сельское население,женщины,Кызылординская,78.105923292475
2018,процент,,,Мангистауская,88.69534726904924
2018,процент,,мужчины,Мангистауская,88.56474763894495
2018,процент,,женщины,Мангистауская,88.82308584274139
2018,процент,Город,,Мангистауская,91.75555193905512
2018,процент,Город,мужчины,Мангистауская,91.48311047000416
2018,процент,Город,женщины,Мангистауская,92.02476520279134
2018,процент,сельское население,,Мангистауская,86.57914907595537
2018,процент,сельское население,мужчины,Мангистауская,86.52891643619122
2018,процент,сельское население,женщины,Мангистауская,86.62793486341943
2018,процент,,,Павлодарская,88.11006925616847
2018,процент,,мужчины,Павлодарская,89.44824612972762
2018,процент,,женщины,Павлодарская,86.92970702155405
2018,процент,Город,,Павлодарская,91.36126740692792
2018,процент,Город,мужчины,Павлодарская,93.46472911000603
2018,процент,Город,женщины,Павлодарская,89.59948455868197
2018,процент,сельское население,,Павлодарская,80.21659740586828
2018,процент,сельское население,мужчины,Павлодарская,80.55720691218701
2018,процент,сельское население,женщины,Павлодарская,79.87610797743756
2018,процент,,,Северо-Казахстанская,84.82252502148062
2018,процент,,мужчины,Северо-Казахстанская,85.13159417414737
2018,процент,,женщины,Северо-Казахстанская,84.54328879860795
2018,процент,Город,,Северо-Казахстанская,86.37482923943026
2018,процент,Город,мужчины,Северо-Казахстанская,86.47797065339104
2018,процент,Город,женщины,Северо-Казахстанская,86.29086676005761
2018,процент,сельское население,,Северо-Казахстанская,83.54780856567157
2018,процент,сельское население,мужчины,Северо-Казахстанская,84.13112935353848
2018,процент,сельское население,женщины,Северо-Казахстанская,82.97395082158917
2018,процент,,,Туркестанская,80.37042534942408
2018,процент,,мужчины,Туркестанская,81.22557042514572
2018,процент,,женщины,Туркестанская,79.49867078274228
2018,процент,Город,,Туркестанская,77.89322296617075
2018,процент,Город,мужчины,Туркестанская,78.00266804536953
2018,процент,Город,женщины,Туркестанская,77.78346754061424
2018,процент,сельское население,,Туркестанская,80.94845866704054
2018,процент,сельское население,мужчины,Туркестанская,81.97002166584471
2018,процент,сельское население,женщины,Туркестанская,79.9030296811267
2018,процент,,,Восточно-Казахстанская,87.34541820872835
2018,процент,,мужчины,Восточно-Казахстанская,87.71079724073432
2018,процент,,женщины,Восточно-Казахстанская,87.01751878533179
2018,процент,Город,,Восточно-Казахстанская,94.22063176542888
2018,процент,Город,мужчины,Восточно-Казахстанская,94.29950969697666
2018,процент,Город,женщины,Восточно-Казахстанская,94.15438987288064
2018,процент,сельское население,,Восточно-Казахстанская,76.52170504816296
2018,процент,сельское население,мужчины,Восточно-Казахстанская,78.22146700651373
2018,процент,сельское население,женщины,Восточно-Казахстанская,74.82903572443152
2018,процент,,,г_Нур-Султан,94.19164879238326
2018,процент,,мужчины,г_Нур-Султан,98.4785856280804
2018,процент,,женщины,г_Нур-Султан,90.31903634532092
2018,процент,,,г_Алматы,89.80043873012005
2018,процент,,мужчины,г_Алматы,90.54687605859
2018,процент,,женщины,г_Алматы,89.19044613493672
2018,процент,,,г_Шымкент,91.30396348082004
2018,процент,,мужчины,г_Шымкент,92.3668148403604
2018,процент,,женщины,г_Шымкент,90.34503822382472
2019,процент,,,,88.12097004703236
2019,процент,,мужчины,,88.5960218220858
2019,процент,,женщины,,87.68209467503725
2019,процент,Город,,,90.05839995548139
2019,процент,Город,мужчины,,90.580358615731
2019,процент,Город,женщины,,89.60399153099115
2019,процент,сельское население,,,85.39844628719246
2019,процент,сельское население,мужчины,,86.00571846176854
2019,процент,сельское население,женщины,,84.78872340590502
2019,процент,,,Акмолинская,88.11544799788605
2019,процент,,мужчины,Акмолинская,89.20136915283669
2019,процент,,женщины,Акмолинская,87.10455354871533
2019,процент,Город,,Акмолинская,89.23739425712863
2019,процент,Город,мужчины,Акмолинская,89.96836122207375
2019,процент,Город,женщины,Акмолинская,88.6005940803064
2019,процент,сельское население,,Акмолинская,87.13193845979967
2019,процент,сельское население,мужчины,Акмолинская,88.57102216153167
2019,процент,сельское население,женщины,Акмолинская,85.71228109564436
2019,процент,,,Актюбинская,90.66373219043209
2019,процент,,мужчины,Актюбинская,91.57664838406092
2019,процент,,женщины,Актюбинская,89.82190612815978
2019,процент,Город,,Актюбинская,92.43496940368723
2019,процент,Город,мужчины,Актюбинская,92.56051547682202
2019,процент,Город,женщины,Актюбинская,92.32351312164198
2019,процент,сельское население,,Актюбинская,86.44354948227996
2019,процент,сельское население,мужчины,Актюбинская,89.38193905817174
2019,процент,сельское население,женщины,Актюбинская,83.47796525255417
2019,процент,,,Алматинская,91.72652554303214
2019,процент,,мужчины,Алматинская,91.91252630743077
2019,процент,,женщины,Алматинская,91.54669909386892
2019,процент,Город,,Алматинская,90.23761031907672
2019,процент,Город,мужчины,Алматинская,91.17442211193068
2019,процент,Город,женщины,Алматинская,89.40154416533092
2019,процент,сельское население,,Алматинская,92.14729405676974
2019,процент,сельское население,мужчины,Алматинская,92.11036739397744
2019,процент,сельское население,женщины,Алматинская,92.18381030253477
2019,процент,,,Атырауская,84.65256384684146
2019,процент,,мужчины,Атырауская,84.70095912890928
2019,процент,,женщины,Атырауская,84.60625161513009
2019,процент,Город,,Атырауская,88.53459096940787
2019,процент,Город,мужчины,Атырауская,90.17212241656412
2019,процент,Город,женщины,Атырауская,87.04452747990425
2019,процент,сельское население,,Атырауская,80.53095323316401
2019,процент,сельское население,мужчины,Атырауская,79.1919957553248
2019,процент,сельское население,женщины,Атырауская,81.88259419092216
2019,процент,,,Западно-Казахстанская,87.55776966246414
2019,процент,,мужчины,Западно-Казахстанская,87.42274429555226
2019,процент,,женщины,Западно-Казахстанская,87.68272374020847
2019,процент,Город,,Западно-Казахстанская,94.4638004845242
2019,процент,Город,мужчины,Западно-Казахстанская,95.03529016765567
2019,процент,Город,женщины,Западно-Казахстанская,93.97939203088411
2019,процент,сельское население,,Западно-Казахстанская,80.16194186803315
2019,процент,сельское население,мужчины,Западно-Казахстанская,80.00270344297692
2019,процент,сельское население,женщины,Западно-Казахстанская,80.32377950023137
2019,процент,,,Жымбылская,81.35257295154081
2019,процент,,мужчины,Жымбылская,81.42272348595377
2019,процент,,женщины,Жымбылская,81.28538374689262
2019,процент,Город,,Жымбылская,76.80564140831339
2019,процент,Город,мужчины,Жымбылская,74.9174899092389
2019,процент,Город,женщины,Жымбылская,78.47215558917962
2019,процент,сельское население,,Жымбылская,84.33081501949083
2019,процент,сельское население,мужчины,Жымбылская,85.39749153512328
2019,процент,сельское население,женщины,Жымбылская,83.25308461392852
2019,процент,,,Карагандинская,89.66930912758447
2019,процент,,мужчины,Карагандинская,90.03760236867475
2019,процент,,женщины,Карагандинская,89.34224818069781
2019,процент,Город,,Карагандинская,90.0004303808364
2019,процент,Город,мужчины,Карагандинская,90.3477750407356
2019,процент,Город,женщины,Карагандинская,89.70281018775326
2019,процент,сельское население,,Карагандинская,88.37113279272663
2019,процент,сельское население,мужчины,Карагандинская,88.92695633724792
2019,процент,сельское население,женщины,Карагандинская,87.80352758028536
2019,процент,,,Костанайская,91.84251913312802
2019,процент,,мужчины,Костанайская,92.57293091314682
2019,процент,,женщины,Костанайская,91.19136146633474
2019,процент,Город,,Костанайская,95.58685144297196
