Year,UNIT_MEASURE,Регионы,Местность,Пол,Value
2010,на 100 000 населения,Мангистауская,,женщины,5.4
2010,на 100 000 населения,Южно-Казахстанская,,женщины,6.07
2010,на 100 000 населения,Павлодарская,,женщины,8.61
2010,на 100 000 населения,Северо-Казахстанская,,женщины,6.13
2010,на 100 000 населения,Восточно-Казахстанская,,женщины,11.03
2010,на 100 000 населения,г_Нур-Султан,,женщины,4.34
2010,на 100 000 населения,г_Алматы,,женщины,3.29
2010,на 100 000 населения,,Город,женщины,6.78
2010,на 100 000 населения,Акмолинская,Город,женщины,14.79
2010,на 100 000 населения,Актюбинская,Город,женщины,3.2
2010,на 100 000 населения,Алматинская,Город,женщины,5.68
2010,на 100 000 населения,Атырауская,Город,женщины,2.29
2010,на 100 000 населения,Западно-Казахстанская,Город,женщины,9.1
2010,на 100 000 населения,Жымбылская,Город,женщины,5.82
2010,на 100 000 населения,Карагандинская,Город,женщины,12.06
2010,на 100 000 населения,Костанайская,Город,женщины,9.56
2010,на 100 000 населения,Кызылординская,Город,женщины,2.65
2010,на 100 000 населения,Мангистауская,Город,женщины,3.56
2010,на 100 000 населения,Южно-Казахстанская,Город,женщины,5.97
2010,на 100 000 населения,Павлодарская,Город,женщины,6.89
2010,на 100 000 населения,Северо-Казахстанская,Город,женщины,6.13
2010,на 100 000 населения,Восточно-Казахстанская,Город,женщины,10.32
2010,на 100 000 населения,г_Нур-Султан,Город,женщины,4.34
2010,на 100 000 населения,г_Алматы,Город,женщины,3.29
2010,на 100 000 населения,,сельское население,женщины,8.73
2010,на 100 000 населения,Акмолинская,сельское население,женщины,12.64
2010,на 100 000 населения,Актюбинская,сельское население,женщины,8.01
2010,на 100 000 населения,Алматинская,сельское население,женщины,7.96
2010,на 100 000 населения,Атырауская,сельское население,женщины,7.27
2010,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,11.88
2010,на 100 000 населения,Жымбылская,сельское население,женщины,6.45
2010,на 100 000 населения,Карагандинская,сельское население,женщины,17.5
2010,на 100 000 населения,Костанайская,сельское население,женщины,14.17
2010,на 100 000 населения,Кызылординская,сельское население,женщины,3.03
2010,на 100 000 населения,Мангистауская,сельское население,женщины,7.56
2010,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,6.14
2010,на 100 000 населения,Павлодарская,сельское население,женщины,12.6
2010,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,6.14
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,12.08
2011,на 100 000 населения,,,,20.8
2011,на 100 000 населения,Акмолинская,,,34.96
2011,на 100 000 населения,Актюбинская,,,17.39
2011,на 100 000 населения,Алматинская,,,20.47
2011,на 100 000 населения,Атырауская,,,13.4
2011,на 100 000 населения,Западно-Казахстанская,,,33.75
2011,на 100 000 населения,Жымбылская,,,17.89
2011,на 100 000 населения,Карагандинская,,,29.0
2011,на 100 000 населения,Костанайская,,,40.99
2011,на 100 000 населения,Кызылординская,,,7.22
2011,на 100 000 населения,Мангистауская,,,10.65
2011,на 100 000 населения,Южно-Казахстанская,,,10.68
2011,на 100 000 населения,Павлодарская,,,32.01
2011,на 100 000 населения,Северо-Казахстанская,,,17.56
2011,на 100 000 населения,Восточно-Казахстанская,,,36.88
2011,на 100 000 населения,г_Нур-Султан,,,11.81
2011,на 100 000 населения,г_Алматы,,,8.24
2011,на 100 000 населения,,Город,,18.21
2011,на 100 000 населения,Акмолинская,Город,,27.77
2011,на 100 000 населения,Актюбинская,Город,,15.57
2011,на 100 000 населения,Алматинская,Город,,22.19
2011,на 100 000 населения,Атырауская,Город,,12.04
2011,на 100 000 населения,Западно-Казахстанская,Город,,26.91
2011,на 100 000 населения,Жымбылская,Город,,20.36
2011,на 100 000 населения,Карагандинская,Город,,26.52
2011,на 100 000 населения,Костанайская,Город,,31.92
2011,на 100 000 населения,Кызылординская,Город,,6.02
2011,на 100 000 населения,Мангистауская,Город,,11.12
2011,на 100 000 населения,Южно-Казахстанская,Город,,10.23
2011,на 100 000 населения,Павлодарская,Город,,25.33
2011,на 100 000 населения,Северо-Казахстанская,Город,,12.57
2011,на 100 000 населения,Восточно-Казахстанская,Город,,30.25
2011,на 100 000 населения,г_Нур-Султан,Город,,11.81
2011,на 100 000 населения,г_Алматы,Город,,8.24
2011,на 100 000 населения,,сельское население,,23.93
2011,на 100 000 населения,Акмолинская,сельское население,,41.26
2011,на 100 000 населения,Актюбинская,сельское население,,20.31
2011,на 100 000 населения,Алматинская,сельское население,,19.94
2011,на 100 000 населения,Атырауская,сельское население,,14.64
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,40.08
2011,на 100 000 населения,Жымбылская,сельское население,,16.23
2011,на 100 000 населения,Карагандинская,сельское население,,37.89
2011,на 100 000 населения,Костанайская,сельское население,,50.26
2011,на 100 000 населения,Кызылординская,сельское население,,8.09
2011,на 100 000 населения,Мангистауская,сельское население,,10.15
2011,на 100 000 населения,Южно-Казахстанская,сельское население,,10.96
2011,на 100 000 населения,Павлодарская,сельское население,,46.68
2011,на 100 000 населения,Северо-Казахстанская,сельское население,,20.98
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,,46.03
2011,на 100 000 населения,,,мужчины,35.42
2011,на 100 000 населения,Акмолинская,,мужчины,59.15
2011,на 100 000 населения,Актюбинская,,мужчины,30.03
2011,на 100 000 населения,Алматинская,,мужчины,34.69
2011,на 100 000 населения,Атырауская,,мужчины,24.68
2011,на 100 000 населения,Западно-Казахстанская,,мужчины,57.37
2011,на 100 000 населения,Жымбылская,,мужчины,29.62
2011,на 100 000 населения,Карагандинская,,мужчины,50.94
2011,на 100 000 населения,Костанайская,,мужчины,72.19
2011,на 100 000 населения,Кызылординская,,мужчины,12.48
2011,на 100 000 населения,Мангистауская,,мужчины,14.7
2011,на 100 000 населения,Южно-Казахстанская,,мужчины,16.51
2011,на 100 000 населения,Павлодарская,,мужчины,54.08
2011,на 100 000 населения,Северо-Казахстанская,,мужчины,30.07
2011,на 100 000 населения,Восточно-Казахстанская,,мужчины,65.41
2011,на 100 000 населения,г_Нур-Султан,,мужчины,20.34
2011,на 100 000 населения,г_Алматы,,мужчины,14.99
2011,на 100 000 населения,,Город,мужчины,31.55
2011,на 100 000 населения,Акмолинская,Город,мужчины,48.13
2011,на 100 000 населения,Актюбинская,Город,мужчины,26.5
2011,на 100 000 населения,Алматинская,Город,мужчины,38.14
2011,на 100 000 населения,Атырауская,Город,мужчины,23.61
2011,на 100 000 населения,Западно-Казахстанская,Город,мужчины,43.41
2011,на 100 000 населения,Жымбылская,Город,мужчины,34.66
2011,на 100 000 населения,Карагандинская,Город,мужчины,46.58
2011,на 100 000 населения,Костанайская,Город,мужчины,57.58
2011,на 100 000 населения,Кызылординская,Город,мужчины,9.62
2011,на 100 000 населения,Мангистауская,Город,мужчины,15.48
2011,на 100 000 населения,Южно-Казахстанская,Город,мужчины,16.36
2011,на 100 000 населения,Павлодарская,Город,мужчины,42.8
2011,на 100 000 населения,Северо-Казахстанская,Город,мужчины,23.16
2011,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,55.64
2011,на 100 000 населения,г_Нур-Султан,Город,мужчины,20.34
2011,на 100 000 населения,г_Алматы,Город,мужчины,14.99
2011,на 100 000 населения,,сельское население,мужчины,39.81
2011,на 100 000 населения,Акмолинская,сельское население,мужчины,68.26
2011,на 100 000 населения,Актюбинская,сельское население,мужчины,35.36
2011,на 100 000 населения,Алматинская,сельское население,мужчины,33.68
2011,на 100 000 населения,Атырауская,сельское население,мужчины,25.62
2011,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,69.34
2011,на 100 000 населения,Жымбылская,сельское население,мужчины,26.42
2011,на 100 000 населения,Карагандинская,сельское население,мужчины,65.42
2011,на 100 000 населения,Костанайская,сельское население,мужчины,86.18
2011,на 100 000 населения,Кызылординская,сельское население,мужчины,14.49
2011,на 100 000 населения,Мангистауская,сельское население,мужчины,13.88
2011,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,16.61
2011,на 100 000 населения,Павлодарская,сельское население,мужчины,77.18
2011,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,34.43
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,77.87
2011,на 100 000 населения,,,женщины,7.18
2011,на 100 000 населения,Акмолинская,,женщины,12.4
2011,на 100 000 населения,Актюбинская,,женщины,5.67
2011,на 100 000 населения,Алматинская,,женщины,6.75
2011,на 100 000 населения,Атырауская,,женщины,2.55
2011,на 100 000 населения,Западно-Казахстанская,,женщины,11.71
2011,на 100 000 населения,Жымбылская,,женщины,6.69
2011,на 100 000 населения,Карагандинская,,женщины,9.37
2011,на 100 000 населения,Костанайская,,женщины,13.12
2011,на 100 000 населения,Кызылординская,,женщины,1.98
2011,на 100 000 населения,Мангистауская,,женщины,6.68
2011,на 100 000 населения,Южно-Казахстанская,,женщины,4.96
2011,на 100 000 населения,Павлодарская,,женщины,12.39
2011,на 100 000 населения,Северо-Казахстанская,,женщины,6.18
2011,на 100 000 населения,Восточно-Казахстанская,,женщины,11.05
2011,на 100 000 населения,г_Нур-Султан,,женщины,3.77
2011,на 100 000 населения,г_Алматы,,женщины,2.57
2011,на 100 000 населения,,Город,женщины,6.46
2011,на 100 000 населения,Акмолинская,Город,женщины,9.88
2011,на 100 000 населения,Актюбинская,Город,женщины,5.88
2011,на 100 000 населения,Алматинская,Город,женщины,7.77
2011,на 100 000 населения,Атырауская,Город,женщины,1.49
2011,на 100 000 населения,Западно-Казахстанская,Город,женщины,12.69
2011,на 100 000 населения,Жымбылская,Город,женщины,7.61
2011,на 100 000 населения,Карагандинская,Город,женщины,9.16
2011,на 100 000 населения,Костанайская,Город,женщины,10.34
2011,на 100 000 населения,Кызылординская,Город,женщины,2.61
2011,на 100 000 населения,Мангистауская,Город,женщины,6.98
2011,на 100 000 населения,Южно-Казахстанская,Город,женщины,4.55
2011,на 100 000 населения,Павлодарская,Город,женщины,10.46
2011,на 100 000 населения,Северо-Казахстанская,Город,женщины,3.82
2011,на 100 000 населения,Восточно-Казахстанская,Город,женщины,8.68
2011,на 100 000 населения,г_Нур-Султан,Город,женщины,3.77
2011,на 100 000 населения,г_Алматы,Город,женщины,2.57
2011,на 100 000 населения,,сельское население,женщины,8.11
2011,на 100 000 населения,Акмолинская,сельское население,женщины,14.73
2011,на 100 000 населения,Актюбинская,сельское население,женщины,5.32
2011,на 100 000 населения,Алматинская,сельское население,женщины,6.43
2011,на 100 000 населения,Атырауская,сельское население,женщины,3.58
2011,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,10.74
2011,на 100 000 населения,Жымбылская,сельское население,женщины,6.04
2011,на 100 000 населения,Карагандинская,сельское население,женщины,10.18
2011,на 100 000 населения,Костанайская,сельское население,женщины,16.11
2011,на 100 000 населения,Кызылординская,сельское население,женщины,1.49
2011,на 100 000 населения,Мангистауская,сельское население,женщины,6.33
2011,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,5.24
2011,на 100 000 населения,Павлодарская,сельское население,женщины,16.92
2011,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,7.93
2011,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,14.57
2012,на 100 000 населения,,,,19.68
2012,на 100 000 населения,Акмолинская,,,35.24
2012,на 100 000 населения,Актюбинская,,,21.49
2012,на 100 000 населения,Алматинская,,,21.11
2012,на 100 000 населения,Атырауская,,,17.48
2012,на 100 000 населения,Западно-Казахстанская,,,32.19
2012,на 100 000 населения,Жымбылская,,,14.49
2012,на 100 000 населения,Карагандинская,,,26.83
2012,на 100 000 населения,Костанайская,,,38.87
2012,на 100 000 населения,Кызылординская,,,14.17
2012,на 100 000 населения,Мангистауская,,,5.21
2012,на 100 000 населения,Южно-Казахстанская,,,11.66
2012,на 100 000 населения,Павлодарская,,,28.34
2012,на 100 000 населения,Северо-Казахстанская,,,8.42
2012,на 100 000 населения,Восточно-Казахстанская,,,30.91
2012,на 100 000 населения,г_Нур-Султан,,,10.12
2012,на 100 000 населения,г_Алматы,,,7.25
2012,на 100 000 населения,,Город,,17.11
2012,на 100 000 населения,Акмолинская,Город,,29.15
2012,на 100 000 населения,Актюбинская,Город,,16.19
2012,на 100 000 населения,Алматинская,Город,,23.87
2012,на 100 000 населения,Атырауская,Город,,16.26
2012,на 100 000 населения,Западно-Казахстанская,Город,,24.99
2012,на 100 000 населения,Жымбылская,Город,,13.41
2012,на 100 000 населения,Карагандинская,Город,,24.39
2012,на 100 000 населения,Костанайская,Город,,31.87
2012,на 100 000 населения,Кызылординская,Город,,15.69
2012,на 100 000 населения,Мангистауская,Город,,6.32
2012,на 100 000 населения,Южно-Казахстанская,Город,,12.15
2012,на 100 000 населения,Павлодарская,Город,,25.37
2012,на 100 000 населения,Северо-Казахстанская,Город,,3.77
2012,на 100 000 населения,Восточно-Казахстанская,Город,,24.09
2012,на 100 000 населения,г_Нур-Султан,Город,,10.12
2012,на 100 000 населения,г_Алматы,Город,,7.25
2012,на 100 000 населения,,сельское население,,22.8
2012,на 100 000 населения,Акмолинская,сельское население,,40.61
2012,на 100 000 населения,Актюбинская,сельское население,,30.0
2012,на 100 000 населения,Алматинская,сельское население,,20.28
2012,на 100 000 населения,Атырауская,сельское население,,18.62
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,39.04
2012,на 100 000 населения,Жымбылская,сельское население,,15.21
2012,на 100 000 населения,Карагандинская,сельское население,,35.65
2012,на 100 000 населения,Костанайская,сельское население,,46.16
2012,на 100 000 населения,Кызылординская,сельское население,,13.05
2012,на 100 000 населения,Мангистауская,сельское население,,4.04
2012,на 100 000 населения,Южно-Казахстанская,сельское население,,11.34
2012,на 100 000 населения,Павлодарская,сельское население,,34.95
2012,на 100 000 населения,Северо-Казахстанская,сельское население,,11.67
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,,40.46
2012,на 100 000 населения,,,мужчины,33.76
2012,на 100 000 населения,Акмолинская,,мужчины,62.23
2012,на 100 000 населения,Актюбинская,,мужчины,38.58
2012,на 100 000 населения,Алматинская,,мужчины,35.81
2012,на 100 000 населения,Атырауская,,мужчины,33.06
2012,на 100 000 населения,Западно-Казахстанская,,мужчины,58.94
2012,на 100 000 населения,Жымбылская,,мужчины,23.47
2012,на 100 000 населения,Карагандинская,,мужчины,44.51
2012,на 100 000 населения,Костанайская,,мужчины,70.78
2012,на 100 000 населения,Кызылординская,,мужчины,22.81
2012,на 100 000 населения,Мангистауская,,мужчины,8.68
2012,на 100 000 населения,Южно-Казахстанская,,мужчины,16.83
2012,на 100 000 населения,Павлодарская,,мужчины,50.83
2012,на 100 000 населения,Северо-Казахстанская,,мужчины,16.24
2012,на 100 000 населения,Восточно-Казахстанская,,мужчины,54.0
2012,на 100 000 населения,г_Нур-Султан,,мужчины,17.69
2012,на 100 000 населения,г_Алматы,,мужчины,13.36
2012,на 100 000 населения,,Город,мужчины,29.98
2012,на 100 000 населения,Акмолинская,Город,мужчины,53.56
2012,на 100 000 населения,Актюбинская,Город,мужчины,26.99
2012,на 100 000 населения,Алматинская,Город,мужчины,40.34
2012,на 100 000 населения,Атырауская,Город,мужчины,31.69
2012,на 100 000 населения,Западно-Казахстанская,Город,мужчины,47.57
2012,на 100 000 населения,Жымбылская,Город,мужчины,21.92
2012,на 100 000 населения,Карагандинская,Город,мужчины,40.84
2012,на 100 000 населения,Костанайская,Город,мужчины,59.48
2012,на 100 000 населения,Кызылординская,Город,мужчины,28.15
2012,на 100 000 населения,Мангистауская,Город,мужчины,10.81
2012,на 100 000 населения,Южно-Казахстанская,Город,мужчины,18.61
2012,на 100 000 населения,Павлодарская,Город,мужчины,46.74
2012,на 100 000 населения,Северо-Казахстанская,Город,мужчины,8.33
2012,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,42.77
2012,на 100 000 населения,г_Нур-Султан,Город,мужчины,17.69
2012,на 100 000 населения,г_Алматы,Город,мужчины,13.36
2012,на 100 000 населения,,сельское население,мужчины,38.07
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,69.44
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,56.15
2012,на 100 000 населения,Алматинская,сельское население,мужчины,34.49
2012,на 100 000 населения,Атырауская,сельское население,мужчины,34.27
2012,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,68.92
2012,на 100 000 населения,Жымбылская,сельское население,мужчины,24.44
2012,на 100 000 населения,Карагандинская,сельское население,мужчины,56.77
2012,на 100 000 населения,Костанайская,сельское население,мужчины,81.81
2012,на 100 000 населения,Кызылординская,сельское население,мужчины,19.03
2012,на 100 000 населения,Мангистауская,сельское население,мужчины,6.54
2012,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,15.74
2012,на 100 000 населения,Павлодарская,сельское население,мужчины,59.32
2012,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,21.3
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,68.53
2012,на 100 000 населения,,,женщины,6.56
2012,на 100 000 населения,Акмолинская,,женщины,10.04
2012,на 100 000 населения,Актюбинская,,женщины,5.61
2012,на 100 000 населения,Алматинская,,женщины,6.93
2012,на 100 000 населения,Атырауская,,женщины,2.5
2012,на 100 000 населения,Западно-Казахстанская,,женщины,7.23
2012,на 100 000 населения,Жымбылская,,женщины,5.89
2012,на 100 000 населения,Карагандинская,,женщины,11.01
2012,на 100 000 населения,Костанайская,,женщины,10.33
2012,на 100 000 населения,Кызылординская,,женщины,5.55
2012,на 100 000 населения,Мангистауская,,женщины,1.78
2012,на 100 000 населения,Южно-Казахстанская,,женщины,6.58
2012,на 100 000 населения,Павлодарская,,женщины,8.33
2012,на 100 000 населения,Северо-Казахстанская,,женщины,1.31
2012,на 100 000 населения,Восточно-Казахстанская,,женщины,9.98
2012,на 100 000 населения,г_Нур-Султан,,женщины,3.05
2012,на 100 000 населения,г_Алматы,,женщины,2.14
2012,на 100 000 населения,,Город,женщины,5.78
2012,на 100 000 населения,Акмолинская,Город,женщины,7.67
2012,на 100 000 населения,Актюбинская,Город,женщины,6.59
2012,на 100 000 населения,Алматинская,Город,женщины,8.93
2012,на 100 000 населения,Атырауская,Город,женщины,2.17
2012,на 100 000 населения,Западно-Казахстанская,Город,женщины,5.58
2012,на 100 000 населения,Жымбылская,Город,женщины,5.79
2012,на 100 000 населения,Карагандинская,Город,женщины,10.15
2012,на 100 000 населения,Костанайская,Город,женщины,8.62
2012,на 100 000 населения,Кызылординская,Город,женщины,3.83
2012,на 100 000 населения,Мангистауская,Город,женщины,2.05
2012,на 100 000 населения,Южно-Казахстанская,Город,женщины,6.14
2012,на 100 000 населения,Павлодарская,Город,женщины,7.17
2012,на 100 000 населения,Северо-Казахстанская,Город,женщины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,Город,женщины,8.19
2012,на 100 000 населения,г_Нур-Султан,Город,женщины,3.05
2012,на 100 000 населения,г_Алматы,Город,женщины,2.14
2012,на 100 000 населения,,сельское население,женщины,7.55
2012,на 100 000 населения,Акмолинская,сельское население,женщины,12.24
2012,на 100 000 населения,Актюбинская,сельское население,женщины,3.95
2012,на 100 000 населения,Алматинская,сельское население,женщины,6.3
2012,на 100 000 населения,Атырауская,сельское население,женщины,2.82
2012,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,8.92
2012,на 100 000 населения,Жымбылская,сельское население,женщины,5.96
2012,на 100 000 населения,Карагандинская,сельское население,женщины,14.33
2012,на 100 000 населения,Костанайская,сельское население,женщины,12.22
2012,на 100 000 населения,Кызылординская,сельское население,женщины,6.88
2012,на 100 000 населения,Мангистауская,сельское население,женщины,1.49
2012,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,6.88
2012,на 100 000 населения,Павлодарская,сельское население,женщины,11.1
2012,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,2.3
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,12.68
2013,на 100 000 населения,,,,20.67
2013,на 100 000 населения,Акмолинская,,,37.05
2013,на 100 000 населения,Актюбинская,,,20.94
2013,на 100 000 населения,Алматинская,,,22.28
2013,на 100 000 населения,Атырауская,,,19.77
2013,на 100 000 населения,Западно-Казахстанская,,,26.41
2013,на 100 000 населения,Жымбылская,,,19.59
2013,на 100 000 населения,Карагандинская,,,25.76
2013,на 100 000 населения,Костанайская,,,42.25
2013,на 100 000 населения,Кызылординская,,,16.91
2013,на 100 000 населения,Мангистауская,,,12.47
2013,на 100 000 населения,Южно-Казахстанская,,,13.53
2013,на 100 000 населения,Павлодарская,,,25.43
2013,на 100 000 населения,Северо-Казахстанская,,,10.56
2013,на 100 000 населения,Восточно-Казахстанская,,,31.27
2013,на 100 000 населения,г_Нур-Султан,,,12.56
2013,на 100 000 населения,г_Алматы,,,5.63
2013,на 100 000 населения,,Город,,17.71
2013,на 100 000 населения,Акмолинская,Город,,32.72
2013,на 100 000 населения,Актюбинская,Город,,17.99
2013,на 100 000 населения,Алматинская,Город,,26.16
2013,на 100 000 населения,Атырауская,Город,,17.62
2013,на 100 000 населения,Западно-Казахстанская,Город,,22.94
2013,на 100 000 населения,Жымбылская,Город,,22.68
2013,на 100 000 населения,Карагандинская,Город,,21.81
2013,на 100 000 населения,Костанайская,Город,,33.34
2013,на 100 000 населения,Кызылординская,Город,,15.32
2013,на 100 000 населения,Мангистауская,Город,,13.43
2013,на 100 000 населения,Южно-Казахстанская,Город,,12.56
