Year,UNIT_MEASURE,Местность,Регионы,Value
2015,процент,Город,Мангистауская,0.0
2015,процент,Город,Туркестанская,0.1563137066069158
2015,процент,Город,Павлодарская,0.0818873937677053
2015,процент,Город,Северо-Казахстанская,11.930715998881036
2015,процент,Город,Восточно-Казахстанская,7.203356958990091
2015,процент,сельское население,,4.752145445199468
2015,процент,сельское население,Акмолинская,1.4781732036376274
2015,процент,сельское население,Актюбинская,15.678638662286367
2015,процент,сельское население,Алматинская,1.163887734238359
2015,процент,сельское население,Атырауская,0.9282299046236264
2015,процент,сельское население,Западно-Казахстанская,11.419186038789991
2015,процент,сельское население,Жымбылская,1.0607451795293097
2015,процент,сельское население,Карагандинская,18.800867883405168
2015,процент,сельское население,Костанайская,21.15530581264385
2015,процент,сельское население,Кызылординская,0.1595386113399745
2015,процент,сельское население,Мангистауская,0.0
2015,процент,сельское население,Туркестанская,0.2231180193104905
2015,процент,сельское население,Павлодарская,0.6901886838065537
2015,процент,сельское население,Северо-Казахстанская,0.1723015195699742
2015,процент,сельское население,Восточно-Казахстанская,11.834296705892562
2016,процент,,,3.041477748548792
2016,процент,,Акмолинская,4.921908821472576
2016,процент,,Актюбинская,5.79742458759472
2016,процент,,Алматинская,5.481125430641963
2016,процент,,Атырауская,1.7817728239649444
2016,процент,,Западно-Казахстанская,6.167319184009891
2016,процент,,Жымбылская,1.6016048801457492
2016,процент,,Карагандинская,4.163638298704571
2016,процент,,Костанайская,12.1569828359244
2016,процент,,Кызылординская,0.1912201472801985
2016,процент,,Мангистауская,0.0103805458684191
2016,процент,,Туркестанская,0.9666257050454776
2016,процент,,Павлодарская,0.0458977651694555
2016,процент,,Северо-Казахстанская,0.2042319466563537
2016,процент,,Восточно-Казахстанская,4.87781706393486
2016,процент,Город,,3.3102176192357926
2016,процент,Город,Акмолинская,8.470308331760272
2016,процент,Город,Актюбинская,8.445698236544173
2016,процент,Город,Алматинская,3.422393750309946
2016,процент,Город,Атырауская,0.9333138683191792
2016,процент,Город,Западно-Казахстанская,9.904541021249798
2016,процент,Город,Жымбылская,1.376615720387083
2016,процент,Город,Карагандинская,4.265826718331805
2016,процент,Город,Костанайская,17.02692649714132
2016,процент,Город,Кызылординская,0.1903170610756934
2016,процент,Город,Мангистауская,0.0
2016,процент,Город,Туркестанская,0.2429571770005331
2016,процент,Город,Павлодарская,0.001773124311529
2016,процент,Город,Северо-Казахстанская,0.1942296469215056
2016,процент,Город,Восточно-Казахстанская,6.929657539757033
2016,процент,сельское население,,2.626450663293304
2016,процент,сельское население,Акмолинская,1.483874084656742
2016,процент,сельское население,Актюбинская,0.8781366144186153
2016,процент,сельское население,Алматинская,6.1767909509845
2016,процент,сельское население,Атырауская,2.618617306508312
2016,процент,сельское население,Западно-Казахстанская,1.8392522034561576
2016,процент,сельское население,Жымбылская,1.774966353925295
2016,процент,сельское население,Карагандинская,3.708299006422027
2016,процент,сельское население,Костанайская,6.022032583397983
2016,процент,сельское население,Кызылординская,0.1919751403398034
2016,процент,сельское население,Мангистауская,0.0186915887850467
2016,процент,сельское население,Туркестанская,1.6262897180748364
2016,процент,сельское население,Павлодарская,0.1678633567770235
2016,процент,сельское население,Северо-Казахстанская,0.2133373178435498
2016,процент,сельское население,Восточно-Казахстанская,1.308274442976619
2017,процент,,,2.6269248163889456
2017,процент,,Акмолинская,3.2923003508275817
2017,процент,,Актюбинская,5.770211096262919
2017,процент,,Алматинская,1.8686058505893537
2017,процент,,Атырауская,1.7788225301059046
2017,процент,,Западно-Казахстанская,5.312727190346637
2017,процент,,Жымбылская,1.5284358238126348
2017,процент,,Карагандинская,4.077720913926477
2017,процент,,Костанайская,12.250728814544727
2017,процент,,Кызылординская,0.1900560260902442
2017,процент,,Мангистауская,0.0160437166971335
2017,процент,,Туркестанская,1.0315058376864912
2017,процент,,Павлодарская,0.1643770895740303
2017,процент,,Северо-Казахстанская,2.6601191328187794
2017,процент,,Восточно-Казахстанская,4.877011310126623
2017,процент,Город,,2.9176441992951263
2017,процент,Город,Акмолинская,0.0122308317685063
2017,процент,Город,Актюбинская,7.961108182510397
2017,процент,Город,Алматинская,0.0423251405373504
2017,процент,Город,Атырауская,0.8817158227998763
2017,процент,Город,Западно-Казахстанская,8.191247998664512
2017,процент,Город,Жымбылская,0.4676534388158734
2017,процент,Город,Карагандинская,4.285329069636038
2017,процент,Город,Костанайская,17.025657191549726
2017,процент,Город,Кызылординская,0.1885339493879285
2017,процент,Город,Мангистауская,0.0
2017,процент,Город,Туркестанская,0.7015189338046356
2017,процент,Город,Павлодарская,0.0040124743368828
2017,процент,Город,Северо-Казахстанская,5.048589713202181
2017,процент,Город,Восточно-Казахстанская,6.980921170703307
2017,процент,сельское население,,2.168463565624306
2017,процент,сельское население,Акмолинская,6.460332571277682
2017,процент,сельское население,Актюбинская,0.975264582820576
2017,процент,сельское население,Алматинская,2.465451052857673
2017,процент,сельское население,Атырауская,2.74543197463861
2017,процент,сельское население,Западно-Казахстанская,1.8947909017600923
2017,процент,сельское население,Жымбылская,2.329514246894784
2017,процент,сельское население,Карагандинская,3.1440116340507327
2017,процент,сельское население,Костанайская,6.122139334934884
2017,процент,сельское население,Кызылординская,0.1913405377636981
2017,процент,сельское население,Мангистауская,0.0281618023553507
2017,процент,сельское население,Туркестанская,1.3353115727002969
2017,процент,сельское население,Павлодарская,0.6112826374609407
2017,процент,сельское население,Северо-Казахстанская,0.4277309384945064
2017,процент,сельское население,Восточно-Казахстанская,1.129579478299389
2018,процент,,,2.6117563333170843
2018,процент,,Акмолинская,2.880673778696223
2018,процент,,Актюбинская,5.739705736506525
2018,процент,,Алматинская,2.078971302017338
2018,процент,,Атырауская,1.756446284825564
2018,процент,,Западно-Казахстанская,6.189964024774691
2018,процент,,Жымбылская,1.3160701775634946
2018,процент,,Карагандинская,4.120433229490408
2018,процент,,Костанайская,12.037603403088474
2018,процент,,Кызылординская,0.1886841687960544
2018,процент,,Мангистауская,0.0119399563475195
2018,процент,,Туркестанская,2.685202629674067
2018,процент,,Павлодарская,0.3156884702466956
2018,процент,,Северо-Казахстанская,1.1010616684828844
2018,процент,,Восточно-Казахстанская,4.927390061902988
2018,процент,Город,,3.055752666361349
2018,процент,Город,Акмолинская,5.404385758075925
2018,процент,Город,Актюбинская,7.52041112170982
2018,процент,Город,Алматинская,0.1882567181809233
2018,процент,Город,Атырауская,0.8430577194743608
2018,процент,Город,Западно-Казахстанская,9.706100364599598
2018,процент,Город,Жымбылская,0.0749083019062871
2018,процент,Город,Карагандинская,4.317929626570213
2018,процент,Город,Костанайская,16.576350745259948
2018,процент,Город,Кызылординская,0.1873136756571368
2018,процент,Город,Мангистауская,0.0
2018,процент,Город,Туркестанская,0.8748788629266717
2018,процент,Город,Павлодарская,0.0081894492595372
2018,процент,Город,Северо-Казахстанская,5.4028024322997314
2018,процент,Город,Восточно-Казахстанская,6.894923191782991
2018,процент,сельское население,,1.8978213372809796
2018,процент,сельское население,Акмолинская,0.4617428009151408
2018,процент,сельское население,Актюбинская,1.097411102200015
2018,процент,сельское население,Алматинская,2.670301981945926
2018,процент,сельское население,Атырауская,2.817986971165521
2018,процент,сельское население,Западно-Казахстанская,1.9338413120607751
2018,процент,сельское население,Жымбылская,2.2382420324101284
2018,процент,сельское население,Карагандинская,3.2298010556232235
2018,процент,сельское население,Костанайская,6.095316542040438
2018,процент,сельское население,Кызылординская,0.1898353160167084
2018,процент,сельское население,Мангистауская,0.0205521119350224
2018,процент,сельское население,Туркестанская,7.750536662524008
2018,процент,сельское население,Павлодарская,0.6103355973877636
2018,процент,сельское население,Северо-Казахстанская,0.1082999844196199
2018,процент,сельское население,Восточно-Казахстанская,1.3355704697986577
