Year,UNIT_MEASURE,Регионы,Value
2013,процент,Южно-Казахстанская,0.05
2013,процент,Павлодарская,0.02
2013,процент,Северо-Казахстанская,0.03
2013,процент,Восточно-Казахстанская,0.18
2013,процент,г_Нур-Султан,0.28
2013,процент,г_Алматы,0.43
2014,процент,,0.17
2014,процент,Акмолинская,0.08
2014,процент,Актюбинская,0.04
2014,процент,Алматинская,0.04
2014,процент,Атырауская,0.04
2014,процент,Западно-Казахстанская,0.03
2014,процент,Жымбылская,0.13
2014,процент,Карагандинская,0.14
2014,процент,Костанайская,0.04
2014,процент,Кызылординская,0.02
2014,процент,Мангистауская,0.25
2014,процент,Южно-Казахстанская,0.05
2014,процент,Павлодарская,0.02
2014,процент,Северо-Казахстанская,0.03
2014,процент,Восточно-Казахстанская,0.13
2014,процент,г_Нур-Султан,0.25
2014,процент,г_Алматы,0.42
2015,процент,,0.17
2015,процент,Акмолинская,0.1
2015,процент,Актюбинская,0.04
2015,процент,Алматинская,0.05
2015,процент,Атырауская,0.06
2015,процент,Западно-Казахстанская,0.04
2015,процент,Жымбылская,0.07
2015,процент,Карагандинская,0.12
2015,процент,Костанайская,0.04
2015,процент,Кызылординская,0.02
2015,процент,Мангистауская,0.36
2015,процент,Южно-Казахстанская,0.05
2015,процент,Павлодарская,0.02
2015,процент,Северо-Казахстанская,0.03
2015,процент,Восточно-Казахстанская,0.14
2015,процент,г_Нур-Султан,0.28
2015,процент,г_Алматы,0.35
2016,процент,,0.14
2016,процент,Акмолинская,0.06
2016,процент,Актюбинская,0.04
2016,процент,Алматинская,0.04
2016,процент,Атырауская,0.05
2016,процент,Западно-Казахстанская,0.09
2016,процент,Жымбылская,0.04
2016,процент,Карагандинская,0.12
2016,процент,Костанайская,0.04
2016,процент,Кызылординская,0.05
2016,процент,Мангистауская,0.32
2016,процент,Южно-Казахстанская,0.04
2016,процент,Павлодарская,0.02
2016,процент,Северо-Казахстанская,0.02
2016,процент,Восточно-Казахстанская,0.12
2016,процент,г_Нур-Султан,0.29
2016,процент,г_Алматы,0.25
2017,процент,,0.13
2017,процент,Акмолинская,0.06
2017,процент,Актюбинская,0.04
2017,процент,Алматинская,0.04
2017,процент,Атырауская,0.06
2017,процент,Западно-Казахстанская,0.01
2017,процент,Жымбылская,0.08
2017,процент,Карагандинская,0.08
2017,процент,Костанайская,0.06
2017,процент,Кызылординская,0.04
2017,процент,Мангистауская,0.24
2017,процент,Южно-Казахстанская,0.03
2017,процент,Павлодарская,0.01
2017,процент,Северо-Казахстанская,0.02
2017,процент,Восточно-Казахстанская,0.16
2017,процент,г_Нур-Султан,0.28
2017,процент,г_Алматы,0.21
2018,процент,,0.12
2018,процент,Акмолинская,0.1
2018,процент,Актюбинская,0.04
2018,процент,Алматинская,0.04
2018,процент,Атырауская,0.06
2018,процент,Западно-Казахстанская,0.03
2018,процент,Жымбылская,0.05
2018,процент,Карагандинская,0.07
2018,процент,Костанайская,0.04
2018,процент,Кызылординская,0.02
2018,процент,Мангистауская,0.26
2018,процент,Павлодарская,0.01
2018,процент,Северо-Казахстанская,0.02
2018,процент,Туркестанская,0.02
2018,процент,Восточно-Казахстанская,0.15
2018,процент,г_Нур-Султан,0.21
2018,процент,г_Алматы,0.22
2018,процент,г_Шымкент,0.05
2019,процент,,0.12
2019,процент,Акмолинская,0.08
2019,процент,Актюбинская,0.03
2019,процент,Алматинская,0.05
2019,процент,Атырауская,0.06
2019,процент,Западно-Казахстанская,0.04
2019,процент,Жымбылская,0.04
2019,процент,Карагандинская,0.08
2019,процент,Костанайская,0.03
2019,процент,Кызылординская,0.01
2019,процент,Мангистауская,0.27
2019,процент,Павлодарская,0.04
2019,процент,Северо-Казахстанская,0.02
2019,процент,Туркестанская,0.01
2019,процент,Восточно-Казахстанская,0.17
2019,процент,г_Нур-Султан,0.26
2019,процент,г_Алматы,0.19
2019,процент,г_Шымкент,0.05
