Year,UNIT_MEASURE,Регионы,Value
2019,процент,Костанайская,100
2019,процент,Кызылординская,100
2019,процент,Мангистауская,100
2019,процент,Павлодарская,100
2019,процент,Северо-Казахстанская,100
2019,процент,Туркестанская,100
2019,процент,Восточно-Казахстанская,100
2019,процент,г_Нур-Султан,100
2019,процент,г_Алматы,100
2019,процент,г_Шымкент,100
