Year,UNIT_MEASURE,Регионы,Местность,Пол,Value
2012,на 100 000 населения,,Город,мужчины,0.65
2012,на 100 000 населения,Акмолинская,Город,мужчины,0.0
2012,на 100 000 населения,Актюбинская,Город,мужчины,0.0
2012,на 100 000 населения,Алматинская,Город,мужчины,0.0
2012,на 100 000 населения,Атырауская,Город,мужчины,0.0
2012,на 100 000 населения,Западно-Казахстанская,Город,мужчины,0.0
2012,на 100 000 населения,Жымбылская,Город,мужчины,0.0
2012,на 100 000 населения,Карагандинская,Город,мужчины,1.01
2012,на 100 000 населения,Костанайская,Город,мужчины,0.0
2012,на 100 000 населения,Кызылординская,Город,мужчины,0.67
2012,на 100 000 населения,Мангистауская,Город,мужчины,0.72
2012,на 100 000 населения,Южно-Казахстанская,Город,мужчины,2.6
2012,на 100 000 населения,Павлодарская,Город,мужчины,0.0
2012,на 100 000 населения,Северо-Казахстанская,Город,мужчины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,0.8
2012,на 100 000 населения,г_Нур-Султан,Город,мужчины,0.54
2012,на 100 000 населения,г_Алматы,Город,мужчины,0.45
2012,на 100 000 населения,,сельское население,мужчины,0.53
2012,на 100 000 населения,Акмолинская,сельское население,мужчины,1.04
2012,на 100 000 населения,Актюбинская,сельское население,мужчины,0.66
2012,на 100 000 населения,Алматинская,сельское население,мужчины,0.14
2012,на 100 000 населения,Атырауская,сельское население,мужчины,0.0
2012,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,2.53
2012,на 100 000 населения,Жымбылская,сельское население,мужчины,0.94
2012,на 100 000 населения,Карагандинская,сельское население,мужчины,2.03
2012,на 100 000 населения,Костанайская,сельское население,мужчины,0.0
2012,на 100 000 населения,Кызылординская,сельское население,мужчины,0.0
2012,на 100 000 населения,Мангистауская,сельское население,мужчины,0.73
2012,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,0.37
2012,на 100 000 населения,Павлодарская,сельское население,мужчины,0.0
2012,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,0.69
2012,на 100 000 населения,,,женщины,0.56
2012,на 100 000 населения,Акмолинская,,женщины,0.53
2012,на 100 000 населения,Актюбинская,,женщины,0.0
2012,на 100 000 населения,Алматинская,,женщины,0.31
2012,на 100 000 населения,Атырауская,,женщины,1.79
2012,на 100 000 населения,Западно-Казахстанская,,женщины,0.0
2012,на 100 000 населения,Жымбылская,,женщины,0.74
2012,на 100 000 населения,Карагандинская,,женщины,1.53
2012,на 100 000 населения,Костанайская,,женщины,0.65
2012,на 100 000 населения,Кызылординская,,женщины,0.28
2012,на 100 000 населения,Мангистауская,,женщины,0.36
2012,на 100 000 населения,Южно-Казахстанская,,женщины,1.05
2012,на 100 000 населения,Павлодарская,,женщины,0.25
2012,на 100 000 населения,Северо-Казахстанская,,женщины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,,женщины,0.41
2012,на 100 000 населения,г_Нур-Султан,,женщины,0.0
2012,на 100 000 населения,г_Алматы,,женщины,0.13
2012,на 100 000 населения,,Город,женщины,0.41
2012,на 100 000 населения,Акмолинская,Город,женщины,0.55
2012,на 100 000 населения,Актюбинская,Город,женщины,0.0
2012,на 100 000 населения,Алматинская,Город,женщины,0.0
2012,на 100 000 населения,Атырауская,Город,женщины,2.89
2012,на 100 000 населения,Западно-Казахстанская,Город,женщины,0.0
2012,на 100 000 населения,Жымбылская,Город,женщины,0.89
2012,на 100 000 населения,Карагандинская,Город,женщины,0.53
2012,на 100 000 населения,Костанайская,Город,женщины,0.41
2012,на 100 000 населения,Кызылординская,Город,женщины,0.0
2012,на 100 000 населения,Мангистауская,Город,женщины,0.0
2012,на 100 000 населения,Южно-Казахстанская,Город,женщины,1.3
2012,на 100 000 населения,Павлодарская,Город,женщины,0.36
2012,на 100 000 населения,Северо-Казахстанская,Город,женщины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,Город,женщины,0.0
2012,на 100 000 населения,г_Нур-Султан,Город,женщины,0.0
2012,на 100 000 населения,г_Алматы,Город,женщины,0.13
2012,на 100 000 населения,,сельское население,женщины,0.76
2012,на 100 000 населения,Акмолинская,сельское население,женщины,0.51
2012,на 100 000 населения,Актюбинская,сельское население,женщины,0.0
2012,на 100 000 населения,Алматинская,сельское население,женщины,0.4
2012,на 100 000 населения,Атырауская,сельское население,женщины,0.71
2012,на 100 000 населения,Западно-Казахстанская,сельское население,женщины,0.0
2012,на 100 000 населения,Жымбылская,сельское население,женщины,0.63
2012,на 100 000 населения,Карагандинская,сельское население,женщины,5.46
2012,на 100 000 населения,Костанайская,сельское население,женщины,0.91
2012,на 100 000 населения,Кызылординская,сельское население,женщины,0.49
2012,на 100 000 населения,Мангистауская,сельское население,женщины,0.74
2012,на 100 000 населения,Южно-Казахстанская,сельское население,женщины,0.88
2012,на 100 000 населения,Павлодарская,сельское население,женщины,0.0
2012,на 100 000 населения,Северо-Казахстанская,сельское население,женщины,0.0
2012,на 100 000 населения,Восточно-Казахстанская,сельское население,женщины,1.03
2013,на 100 000 населения,,,,0.66
2013,на 100 000 населения,Акмолинская,,,0.68
2013,на 100 000 населения,Актюбинская,,,0.12
2013,на 100 000 населения,Алматинская,,,0.15
2013,на 100 000 населения,Атырауская,,,0.36
2013,на 100 000 населения,Западно-Казахстанская,,,0.48
2013,на 100 000 населения,Жымбылская,,,0.37
2013,на 100 000 населения,Карагандинская,,,0.51
2013,на 100 000 населения,Костанайская,,,0.34
2013,на 100 000 населения,Кызылординская,,,0.27
2013,на 100 000 населения,Мангистауская,,,0.17
2013,на 100 000 населения,Южно-Казахстанская,,,1.03
2013,на 100 000 населения,Павлодарская,,,0.27
2013,на 100 000 населения,Северо-Казахстанская,,,0.17
2013,на 100 000 населения,Восточно-Казахстанская,,,3.01
2013,на 100 000 населения,г_Нур-Султан,,,0.63
2013,на 100 000 населения,г_Алматы,,,0.2
2013,на 100 000 населения,,Город,,0.63
2013,на 100 000 населения,Акмолинская,Город,,0.87
2013,на 100 000 населения,Актюбинская,Город,,0.2
2013,на 100 000 населения,Алматинская,Город,,0.44
2013,на 100 000 населения,Атырауская,Город,,0.37
2013,на 100 000 населения,Западно-Казахстанская,Город,,0.33
2013,на 100 000 населения,Жымбылская,Город,,0.23
2013,на 100 000 населения,Карагандинская,Город,,0.37
2013,на 100 000 населения,Костанайская,Город,,0.22
2013,на 100 000 населения,Кызылординская,Город,,0.0
2013,на 100 000 населения,Мангистауская,Город,,0.34
2013,на 100 000 населения,Южно-Казахстанская,Город,,1.42
