Year,UNIT_MEASURE,REF_AREA,URBANISATION,SEX,Value
2010,PER_100000_POP,KZVOS,R,,7.77
2010,PER_100000_POP,,,M,10.58
2010,PER_100000_POP,KZAKM,,M,16.68
2010,PER_100000_POP,KZAKT,,M,5.12
2010,PER_100000_POP,KZALM,,M,10.11
2010,PER_100000_POP,KZATY,,M,4.66
2010,PER_100000_POP,KZZAP,,M,9.24
2010,PER_100000_POP,KZZHA,,M,5.92
2010,PER_100000_POP,KZKAR,,M,21.34
2010,PER_100000_POP,KZKUS,,M,16.34
2010,PER_100000_POP,KZKZY,,M,2.02
2010,PER_100000_POP,KZMAN,,M,1.97
2010,PER_100000_POP,KZONT,,M,3.83
2010,PER_100000_POP,KZPAV,,M,21.96
2010,PER_100000_POP,KZSEV,,M,2.49
2010,PER_100000_POP,KZVOS,,M,14.31
2010,PER_100000_POP,KZNS,,M,16.78
2010,PER_100000_POP,KZALA,,M,14.79
2010,PER_100000_POP,,U,M,13.32
2010,PER_100000_POP,KZAKM,U,M,16.9
2010,PER_100000_POP,KZAKT,U,M,4.06
2010,PER_100000_POP,KZALM,U,M,12.6
2010,PER_100000_POP,KZATY,U,M,5.02
2010,PER_100000_POP,KZZAP,U,M,10.53
2010,PER_100000_POP,KZZHA,U,M,8.07
2010,PER_100000_POP,KZKAR,U,M,25.39
2010,PER_100000_POP,KZKUS,U,M,14.87
2010,PER_100000_POP,KZKZY,U,M,1.4
2010,PER_100000_POP,KZMAN,U,M,1.51
2010,PER_100000_POP,KZONT,U,M,7.09
2010,PER_100000_POP,KZPAV,U,M,20.89
2010,PER_100000_POP,KZSEV,U,M,4.64
2010,PER_100000_POP,KZVOS,U,M,16.48
2010,PER_100000_POP,KZNS,U,M,16.78
2010,PER_100000_POP,KZALA,U,M,14.79
2010,PER_100000_POP,,R,M,7.48
2010,PER_100000_POP,KZAKM,R,M,16.49
2010,PER_100000_POP,KZAKT,R,M,6.71
2010,PER_100000_POP,KZALM,R,M,9.38
2010,PER_100000_POP,KZATY,R,M,4.34
2010,PER_100000_POP,KZZAP,R,M,8.16
2010,PER_100000_POP,KZZHA,R,M,4.53
2010,PER_100000_POP,KZKAR,R,M,8.05
2010,PER_100000_POP,KZKUS,R,M,17.72
2010,PER_100000_POP,KZKZY,R,M,2.45
2010,PER_100000_POP,KZMAN,R,M,2.46
2010,PER_100000_POP,KZONT,R,M,1.81
2010,PER_100000_POP,KZPAV,R,M,24.14
2010,PER_100000_POP,KZSEV,R,M,1.15
2010,PER_100000_POP,KZVOS,R,M,11.58
2010,PER_100000_POP,,,F,3.95
2010,PER_100000_POP,KZAKM,,F,6.31
2010,PER_100000_POP,KZAKT,,F,3.25
2010,PER_100000_POP,KZALM,,F,3.92
2010,PER_100000_POP,KZATY,,F,0.74
2010,PER_100000_POP,KZZAP,,F,4.14
2010,PER_100000_POP,KZZHA,,F,2.25
2010,PER_100000_POP,KZKAR,,F,6.32
2010,PER_100000_POP,KZKUS,,F,6.86
2010,PER_100000_POP,KZKZY,,F,1.72
2010,PER_100000_POP,KZMAN,,F,0.77
2010,PER_100000_POP,KZONT,,F,1.71
2010,PER_100000_POP,KZPAV,,F,6.59
2010,PER_100000_POP,KZSEV,,F,1.61
2010,PER_100000_POP,KZVOS,,F,6.4
2010,PER_100000_POP,KZNS,,F,4.92
2010,PER_100000_POP,KZALA,,F,4.08
2010,PER_100000_POP,,U,F,4.59
2010,PER_100000_POP,KZAKM,U,F,7.67
2010,PER_100000_POP,KZAKT,U,F,2.4
2010,PER_100000_POP,KZALM,U,F,6.56
2010,PER_100000_POP,KZATY,U,F,0.76
2010,PER_100000_POP,KZZAP,U,F,5.2
2010,PER_100000_POP,KZZHA,U,F,4.03
2010,PER_100000_POP,KZKAR,U,F,6.74
2010,PER_100000_POP,KZKUS,U,F,6.24
2010,PER_100000_POP,KZKZY,U,F,0.66
2010,PER_100000_POP,KZMAN,U,F,1.43
2010,PER_100000_POP,KZONT,U,F,2.12
2010,PER_100000_POP,KZPAV,U,F,4.71
2010,PER_100000_POP,KZSEV,U,F,0.77
2010,PER_100000_POP,KZVOS,U,F,8.02
2010,PER_100000_POP,KZNS,U,F,4.92
2010,PER_100000_POP,KZALA,U,F,4.08
2010,PER_100000_POP,,R,F,3.14
2010,PER_100000_POP,KZAKM,R,F,5.06
2010,PER_100000_POP,KZAKT,R,F,4.67
2010,PER_100000_POP,KZALM,R,F,3.07
2010,PER_100000_POP,KZATY,R,F,0.73
2010,PER_100000_POP,KZZAP,R,F,3.13
2010,PER_100000_POP,KZZHA,R,F,0.97
2010,PER_100000_POP,KZKAR,R,F,4.71
2010,PER_100000_POP,KZKUS,R,F,7.53
2010,PER_100000_POP,KZKZY,R,F,2.53
2010,PER_100000_POP,KZMAN,R,F,0.0
2010,PER_100000_POP,KZONT,R,F,1.44
2010,PER_100000_POP,KZPAV,R,F,10.92
2010,PER_100000_POP,KZSEV,R,F,2.23
2010,PER_100000_POP,KZVOS,R,F,4.03
2011,PER_100000_POP,,,,5.99
2011,PER_100000_POP,KZAKM,,,10.38
2011,PER_100000_POP,KZAKT,,,2.69
2011,PER_100000_POP,KZALM,,,5.66
2011,PER_100000_POP,KZATY,,,4.84
2011,PER_100000_POP,KZZAP,,,6.06
2011,PER_100000_POP,KZZHA,,,5.42
2011,PER_100000_POP,KZKAR,,,9.74
2011,PER_100000_POP,KZKUS,,,9.77
2011,PER_100000_POP,KZKZY,,,0.42
2011,PER_100000_POP,KZMAN,,,1.87
2011,PER_100000_POP,KZONT,,,1.77
2011,PER_100000_POP,KZPAV,,,8.97
2011,PER_100000_POP,KZSEV,,,1.7
2011,PER_100000_POP,KZVOS,,,7.45
2011,PER_100000_POP,KZNS,,,8.06
2011,PER_100000_POP,KZALA,,,10.62
2011,PER_100000_POP,,U,,7.33
2011,PER_100000_POP,KZAKM,U,,11.4
2011,PER_100000_POP,KZAKT,U,,2.49
2011,PER_100000_POP,KZALM,U,,8.61
2011,PER_100000_POP,KZATY,U,,6.22
2011,PER_100000_POP,KZZAP,U,,7.49
2011,PER_100000_POP,KZZHA,U,,6.15
2011,PER_100000_POP,KZKAR,U,,11.33
2011,PER_100000_POP,KZKUS,U,,9.44
2011,PER_100000_POP,KZKZY,U,,0.0
2011,PER_100000_POP,KZMAN,U,,1.43
2011,PER_100000_POP,KZONT,U,,2.95
2011,PER_100000_POP,KZPAV,U,,7.79
2011,PER_100000_POP,KZSEV,U,,0.42
2011,PER_100000_POP,KZVOS,U,,7.78
2011,PER_100000_POP,KZNS,U,,8.06
2011,PER_100000_POP,KZALA,U,,10.62
2011,PER_100000_POP,,R,,4.38
2011,PER_100000_POP,KZAKM,R,,9.48
2011,PER_100000_POP,KZAKT,R,,3.0
2011,PER_100000_POP,KZALM,R,,4.76
2011,PER_100000_POP,KZATY,R,,3.57
2011,PER_100000_POP,KZZAP,R,,4.73
2011,PER_100000_POP,KZZHA,R,,4.93
2011,PER_100000_POP,KZKAR,R,,4.06
2011,PER_100000_POP,KZKUS,R,,10.1
2011,PER_100000_POP,KZKZY,R,,0.74
2011,PER_100000_POP,KZMAN,R,,2.34
2011,PER_100000_POP,KZONT,R,,1.01
2011,PER_100000_POP,KZPAV,R,,11.56
2011,PER_100000_POP,KZSEV,R,,2.59
2011,PER_100000_POP,KZVOS,R,,6.99
2011,PER_100000_POP,,,M,8.74
2011,PER_100000_POP,KZAKM,,M,15.0
2011,PER_100000_POP,KZAKT,,M,3.19
2011,PER_100000_POP,KZALM,,M,8.94
2011,PER_100000_POP,KZATY,,M,5.7
2011,PER_100000_POP,KZZAP,,M,8.49
2011,PER_100000_POP,KZZHA,,M,7.01
2011,PER_100000_POP,KZKAR,,M,13.28
2011,PER_100000_POP,KZKUS,,M,14.68
2011,PER_100000_POP,KZKZY,,M,0.57
2011,PER_100000_POP,KZMAN,,M,2.26
2011,PER_100000_POP,KZONT,,M,2.18
2011,PER_100000_POP,KZPAV,,M,15.09
2011,PER_100000_POP,KZSEV,,M,1.07
2011,PER_100000_POP,KZVOS,,M,10.85
2011,PER_100000_POP,KZNS,,M,13.18
2011,PER_100000_POP,KZALA,,M,18.05
2011,PER_100000_POP,,U,M,11.33
2011,PER_100000_POP,KZAKM,U,M,16.25
2011,PER_100000_POP,KZAKT,U,M,3.09
2011,PER_100000_POP,KZALM,U,M,15.26
2011,PER_100000_POP,KZATY,U,M,8.14
2011,PER_100000_POP,KZZAP,U,M,11.04
2011,PER_100000_POP,KZZHA,U,M,9.04
2011,PER_100000_POP,KZKAR,U,M,15.86
2011,PER_100000_POP,KZKUS,U,M,15.26
2011,PER_100000_POP,KZKZY,U,M,0.0
2011,PER_100000_POP,KZMAN,U,M,0.74
2011,PER_100000_POP,KZONT,U,M,3.88
2011,PER_100000_POP,KZPAV,U,M,13.98
2011,PER_100000_POP,KZSEV,U,M,0.0
2011,PER_100000_POP,KZVOS,U,M,12.36
2011,PER_100000_POP,KZNS,U,M,13.18
2011,PER_100000_POP,KZALA,U,M,18.05
2011,PER_100000_POP,,R,M,5.82
2011,PER_100000_POP,KZAKM,R,M,13.96
2011,PER_100000_POP,KZAKT,R,M,3.34
2011,PER_100000_POP,KZALM,R,M,7.1
2011,PER_100000_POP,KZATY,R,M,3.56
2011,PER_100000_POP,KZZAP,R,M,6.3
2011,PER_100000_POP,KZZHA,R,M,5.73
2011,PER_100000_POP,KZKAR,R,M,4.72
2011,PER_100000_POP,KZKUS,R,M,14.13
2011,PER_100000_POP,KZKZY,R,M,0.97
2011,PER_100000_POP,KZMAN,R,M,3.85
2011,PER_100000_POP,KZONT,R,M,1.13
2011,PER_100000_POP,KZPAV,R,M,17.34
2011,PER_100000_POP,KZSEV,R,M,1.75
2011,PER_100000_POP,KZVOS,R,M,8.92
2011,PER_100000_POP,,,F,3.43
2011,PER_100000_POP,KZAKM,,F,6.07
2011,PER_100000_POP,KZAKT,,F,2.22
2011,PER_100000_POP,KZALM,,F,2.49
2011,PER_100000_POP,KZATY,,F,4.01
2011,PER_100000_POP,KZZAP,,F,3.8
2011,PER_100000_POP,KZZHA,,F,3.9
2011,PER_100000_POP,KZKAR,,F,6.57
2011,PER_100000_POP,KZKUS,,F,5.38
2011,PER_100000_POP,KZKZY,,F,0.28
2011,PER_100000_POP,KZMAN,,F,1.48
2011,PER_100000_POP,KZONT,,F,1.37
2011,PER_100000_POP,KZPAV,,F,3.54
2011,PER_100000_POP,KZSEV,,F,2.28
2011,PER_100000_POP,KZVOS,,F,4.37
2011,PER_100000_POP,KZNS,,F,3.23
2011,PER_100000_POP,KZALA,,F,4.37
2011,PER_100000_POP,,U,F,3.8
2011,PER_100000_POP,KZAKM,U,F,7.14
2011,PER_100000_POP,KZAKT,U,F,1.96
2011,PER_100000_POP,KZALM,U,F,2.59
2011,PER_100000_POP,KZATY,U,F,4.46
2011,PER_100000_POP,KZZAP,U,F,4.44
2011,PER_100000_POP,KZZHA,U,F,3.58
2011,PER_100000_POP,KZKAR,U,F,7.4
2011,PER_100000_POP,KZKUS,U,F,4.55
2011,PER_100000_POP,KZKZY,U,F,0.0
2011,PER_100000_POP,KZMAN,U,F,2.09
2011,PER_100000_POP,KZONT,U,F,2.09
2011,PER_100000_POP,KZPAV,U,F,2.53
2011,PER_100000_POP,KZSEV,U,F,0.76
2011,PER_100000_POP,KZVOS,U,F,3.88
2011,PER_100000_POP,KZNS,U,F,3.23
2011,PER_100000_POP,KZALA,U,F,4.37
2011,PER_100000_POP,,R,F,2.95
2011,PER_100000_POP,KZAKM,R,F,5.08
2011,PER_100000_POP,KZAKT,R,F,2.66
2011,PER_100000_POP,KZALM,R,F,2.46
2011,PER_100000_POP,KZATY,R,F,3.58
2011,PER_100000_POP,KZZAP,R,F,3.16
2011,PER_100000_POP,KZZHA,R,F,4.13
2011,PER_100000_POP,KZKAR,R,F,3.39
2011,PER_100000_POP,KZKUS,R,F,6.27
2011,PER_100000_POP,KZKZY,R,F,0.5
2011,PER_100000_POP,KZMAN,R,F,0.79
2011,PER_100000_POP,KZONT,R,F,0.89
2011,PER_100000_POP,KZPAV,R,F,5.92
2011,PER_100000_POP,KZSEV,R,F,3.4
2011,PER_100000_POP,KZVOS,R,F,5.08
2012,PER_100000_POP,,,,5.84
2012,PER_100000_POP,KZAKM,,,8.61
2012,PER_100000_POP,KZAKT,,,4.04
2012,PER_100000_POP,KZALM,,,5.91
2012,PER_100000_POP,KZATY,,,3.1
2012,PER_100000_POP,KZZAP,,,4.39
2012,PER_100000_POP,KZZHA,,,5.93
2012,PER_100000_POP,KZKAR,,,11.03
2012,PER_100000_POP,KZKUS,,,9.66
2012,PER_100000_POP,KZKZY,,,0.56
2012,PER_100000_POP,KZMAN,,,1.08
2012,PER_100000_POP,KZONT,,,1.89
2012,PER_100000_POP,KZPAV,,,7.48
2012,PER_100000_POP,KZSEV,,,3.61
2012,PER_100000_POP,KZVOS,,,7.31
2012,PER_100000_POP,KZNS,,,7.63
2012,PER_100000_POP,KZALA,,,9.1
2012,PER_100000_POP,,U,,7.15
2012,PER_100000_POP,KZAKM,U,,7.58
2012,PER_100000_POP,KZAKT,U,,5.12
2012,PER_100000_POP,KZALM,U,,8.25
2012,PER_100000_POP,KZATY,U,,2.65
2012,PER_100000_POP,KZZAP,U,,4.66
2012,PER_100000_POP,KZZHA,U,,7.29
2012,PER_100000_POP,KZKAR,U,,11.73
2012,PER_100000_POP,KZKUS,U,,11.59
2012,PER_100000_POP,KZKZY,U,,0.33
2012,PER_100000_POP,KZMAN,U,,1.05
2012,PER_100000_POP,KZONT,U,,3.09
2012,PER_100000_POP,KZPAV,U,,7.94
2012,PER_100000_POP,KZSEV,U,,5.44
2012,PER_100000_POP,KZVOS,U,,7.37
2012,PER_100000_POP,KZNS,U,,7.63
2012,PER_100000_POP,KZALA,U,,9.1
2012,PER_100000_POP,,R,,4.26
2012,PER_100000_POP,KZAKM,R,,9.51
2012,PER_100000_POP,KZAKT,R,,2.31
2012,PER_100000_POP,KZALM,R,,5.2
2012,PER_100000_POP,KZATY,R,,3.51
2012,PER_100000_POP,KZZAP,R,,4.13
2012,PER_100000_POP,KZZHA,R,,5.02
2012,PER_100000_POP,KZKAR,R,,8.49
2012,PER_100000_POP,KZKUS,R,,7.65
2012,PER_100000_POP,KZKZY,R,,0.73
2012,PER_100000_POP,KZMAN,R,,1.1
2012,PER_100000_POP,KZONT,R,,1.12
2012,PER_100000_POP,KZPAV,R,,6.47
2012,PER_100000_POP,KZSEV,R,,2.33
2012,PER_100000_POP,KZVOS,R,,7.23
2012,PER_100000_POP,,,M,8.86
2012,PER_100000_POP,KZAKM,,M,13.01
2012,PER_100000_POP,KZAKT,,M,5.51
2012,PER_100000_POP,KZALM,,M,8.34
2012,PER_100000_POP,KZATY,,M,4.46
2012,PER_100000_POP,KZZAP,,M,7.07
2012,PER_100000_POP,KZZHA,,M,8.27
2012,PER_100000_POP,KZKAR,,M,17.43
2012,PER_100000_POP,KZKUS,,M,14.69
2012,PER_100000_POP,KZKZY,,M,0.83
2012,PER_100000_POP,KZMAN,,M,1.81
2012,PER_100000_POP,KZONT,,M,2.74
2012,PER_100000_POP,KZPAV,,M,11.93
2012,PER_100000_POP,KZSEV,,M,5.41
2012,PER_100000_POP,KZVOS,,M,10.71
2012,PER_100000_POP,KZNS,,M,11.43
2012,PER_100000_POP,KZALA,,M,16.36
2012,PER_100000_POP,,U,M,11.07
2012,PER_100000_POP,KZAKM,U,M,11.83
2012,PER_100000_POP,KZAKT,U,M,6.53
2012,PER_100000_POP,KZALM,U,M,9.38
2012,PER_100000_POP,KZATY,U,M,3.17
2012,PER_100000_POP,KZZAP,U,M,7.93
2012,PER_100000_POP,KZZHA,U,M,9.97
2012,PER_100000_POP,KZKAR,U,M,18.8
2012,PER_100000_POP,KZKUS,U,M,17.07
2012,PER_100000_POP,KZKZY,U,M,0.67
2012,PER_100000_POP,KZMAN,U,M,1.44
2012,PER_100000_POP,KZONT,U,M,4.6
2012,PER_100000_POP,KZPAV,U,M,13.47
2012,PER_100000_POP,KZSEV,U,M,9.25
2012,PER_100000_POP,KZVOS,U,M,10.96
2012,PER_100000_POP,KZNS,U,M,11.43
2012,PER_100000_POP,KZALA,U,M,16.36
2012,PER_100000_POP,,R,M,6.36
2012,PER_100000_POP,KZAKM,R,M,13.99
2012,PER_100000_POP,KZAKT,R,M,3.96
2012,PER_100000_POP,KZALM,R,M,8.04
2012,PER_100000_POP,KZATY,R,M,5.59
2012,PER_100000_POP,KZZAP,R,M,6.32
2012,PER_100000_POP,KZZHA,R,M,7.21
2012,PER_100000_POP,KZKAR,R,M,12.84
2012,PER_100000_POP,KZKUS,R,M,12.37
2012,PER_100000_POP,KZKZY,R,M,0.95
2012,PER_100000_POP,KZMAN,R,M,2.18
2012,PER_100000_POP,KZONT,R,M,1.6
2012,PER_100000_POP,KZPAV,R,M,8.72
2012,PER_100000_POP,KZSEV,R,M,2.96
2012,PER_100000_POP,KZVOS,R,M,10.38
2012,PER_100000_POP,,,F,3.03
2012,PER_100000_POP,KZAKM,,F,4.49
2012,PER_100000_POP,KZAKT,,F,2.68
2012,PER_100000_POP,KZALM,,F,3.57
2012,PER_100000_POP,KZATY,,F,1.79
2012,PER_100000_POP,KZZAP,,F,1.89
2012,PER_100000_POP,KZZHA,,F,3.68
2012,PER_100000_POP,KZKAR,,F,5.29
2012,PER_100000_POP,KZKUS,,F,5.17
2012,PER_100000_POP,KZKZY,,F,0.28
2012,PER_100000_POP,KZMAN,,F,0.36
2012,PER_100000_POP,KZONT,,F,1.05
2012,PER_100000_POP,KZPAV,,F,3.53
2012,PER_100000_POP,KZSEV,,F,1.97
2012,PER_100000_POP,KZVOS,,F,4.24
2012,PER_100000_POP,KZNS,,F,4.07
2012,PER_100000_POP,KZALA,,F,3.02
2012,PER_100000_POP,,U,F,3.7
2012,PER_100000_POP,KZAKM,U,F,3.84
2012,PER_100000_POP,KZAKT,U,F,3.87
2012,PER_100000_POP,KZALM,U,F,7.23
2012,PER_100000_POP,KZATY,U,F,2.17
2012,PER_100000_POP,KZZAP,U,F,1.86
2012,PER_100000_POP,KZZHA,U,F,4.9
2012,PER_100000_POP,KZKAR,U,F,5.6
2012,PER_100000_POP,KZKUS,U,F,6.98
2012,PER_100000_POP,KZKZY,U,F,0.0
2012,PER_100000_POP,KZMAN,U,F,0.68
2012,PER_100000_POP,KZONT,U,F,1.68
2012,PER_100000_POP,KZPAV,U,F,3.23
2012,PER_100000_POP,KZSEV,U,F,2.29
2012,PER_100000_POP,KZVOS,U,F,4.32
2012,PER_100000_POP,KZNS,U,F,4.07
2012,PER_100000_POP,KZALA,U,F,3.02
2012,PER_100000_POP,,R,F,2.16
2012,PER_100000_POP,KZAKM,R,F,5.1
2012,PER_100000_POP,KZAKT,R,F,0.66
2012,PER_100000_POP,KZALM,R,F,2.41
2012,PER_100000_POP,KZATY,R,F,1.41
2012,PER_100000_POP,KZZAP,R,F,1.91
2012,PER_100000_POP,KZZHA,R,F,2.82
2012,PER_100000_POP,KZKAR,R,F,4.09
2012,PER_100000_POP,KZKUS,R,F,3.17
2012,PER_100000_POP,KZKZY,R,F,0.49
2012,PER_100000_POP,KZMAN,R,F,0.0
2012,PER_100000_POP,KZONT,R,F,0.63
2012,PER_100000_POP,KZPAV,R,F,4.27
2012,PER_100000_POP,KZSEV,R,F,1.73
2012,PER_100000_POP,KZVOS,R,F,4.11
2013,PER_100000_POP,,,,4.63
2013,PER_100000_POP,KZAKM,,,6.4
2013,PER_100000_POP,KZAKT,,,3.24
2013,PER_100000_POP,KZALM,,,4.17
2013,PER_100000_POP,KZATY,,,2.32
2013,PER_100000_POP,KZZAP,,,3.7
2013,PER_100000_POP,KZZHA,,,7.33
2013,PER_100000_POP,KZKAR,,,6.59
2013,PER_100000_POP,KZKUS,,,8.29
2013,PER_100000_POP,KZKZY,,,2.32
2013,PER_100000_POP,KZMAN,,,1.04
2013,PER_100000_POP,KZONT,,,3.14
2013,PER_100000_POP,KZPAV,,,3.2
2013,PER_100000_POP,KZSEV,,,3.63
2013,PER_100000_POP,KZVOS,,,3.66
2013,PER_100000_POP,KZNS,,,6.28
2013,PER_100000_POP,KZALA,,,6.84
2013,PER_100000_POP,,U,,5.55
2013,PER_100000_POP,KZAKM,U,,5.21
2013,PER_100000_POP,KZAKT,U,,2.22
2013,PER_100000_POP,KZALM,U,,7.69
2013,PER_100000_POP,KZATY,U,,2.25
2013,PER_100000_POP,KZZAP,U,,4.26
2013,PER_100000_POP,KZZHA,U,,12.26
2013,PER_100000_POP,KZKAR,U,,7.64
2013,PER_100000_POP,KZKUS,U,,9.05
2013,PER_100000_POP,KZKZY,U,,1.91
2013,PER_100000_POP,KZMAN,U,,1.03
2013,PER_100000_POP,KZONT,U,,4.72
2013,PER_100000_POP,KZPAV,U,,4.03
2013,PER_100000_POP,KZSEV,U,,2.5
2013,PER_100000_POP,KZVOS,U,,2.69
2013,PER_100000_POP,KZNS,U,,6.28
2013,PER_100000_POP,KZALA,U,,6.84
2013,PER_100000_POP,,R,,3.52
2013,PER_100000_POP,KZAKM,R,,7.46
2013,PER_100000_POP,KZAKT,R,,4.88
2013,PER_100000_POP,KZALM,R,,3.11
2013,PER_100000_POP,KZATY,R,,2.37
2013,PER_100000_POP,KZZAP,R,,3.17
2013,PER_100000_POP,KZZHA,R,,4.03
2013,PER_100000_POP,KZKAR,R,,2.73
2013,PER_100000_POP,KZKUS,R,,7.48
2013,PER_100000_POP,KZKZY,R,,2.62
2013,PER_100000_POP,KZMAN,R,,1.04
2013,PER_100000_POP,KZONT,R,,2.13
2013,PER_100000_POP,KZPAV,R,,1.31
2013,PER_100000_POP,KZSEV,R,,4.44
2013,PER_100000_POP,KZVOS,R,,5.04
2013,PER_100000_POP,,,M,6.87
2013,PER_100000_POP,KZAKM,,M,9.31
2013,PER_100000_POP,KZAKT,,M,4.14
2013,PER_100000_POP,KZALM,,M,5.59
2013,PER_100000_POP,KZATY,,M,3.27
2013,PER_100000_POP,KZZAP,,M,6.0
2013,PER_100000_POP,KZZHA,,M,8.91
2013,PER_100000_POP,KZKAR,,M,11.0
2013,PER_100000_POP,KZKUS,,M,13.23
2013,PER_100000_POP,KZKZY,,M,3.28
2013,PER_100000_POP,KZMAN,,M,1.74
2013,PER_100000_POP,KZONT,,M,4.1
2013,PER_100000_POP,KZPAV,,M,5.09
2013,PER_100000_POP,KZSEV,,M,5.81
2013,PER_100000_POP,KZVOS,,M,5.43
2013,PER_100000_POP,KZNS,,M,9.89
2013,PER_100000_POP,KZALA,,M,12.07
2013,PER_100000_POP,,U,M,8.74
2013,PER_100000_POP,KZAKM,U,M,8.04
2013,PER_100000_POP,KZAKT,U,M,2.57
2013,PER_100000_POP,KZALM,U,M,10.63
2013,PER_100000_POP,KZATY,U,M,3.93
2013,PER_100000_POP,KZZAP,U,M,8.51
2013,PER_100000_POP,KZZHA,U,M,15.19
2013,PER_100000_POP,KZKAR,U,M,12.65
2013,PER_100000_POP,KZKUS,U,M,15.46
2013,PER_100000_POP,KZKZY,U,M,2.62
2013,PER_100000_POP,KZMAN,U,M,2.12
2013,PER_100000_POP,KZONT,U,M,7.04
2013,PER_100000_POP,KZPAV,U,M,6.67
2013,PER_100000_POP,KZSEV,U,M,3.68
2013,PER_100000_POP,KZVOS,U,M,3.98
2013,PER_100000_POP,KZNS,U,M,9.89
2013,PER_100000_POP,KZALA,U,M,12.07
2013,PER_100000_POP,,R,M,4.74
2013,PER_100000_POP,KZAKM,R,M,10.37
2013,PER_100000_POP,KZAKT,R,M,6.51
2013,PER_100000_POP,KZALM,R,M,4.14
2013,PER_100000_POP,KZATY,R,M,2.7
2013,PER_100000_POP,KZZAP,R,M,3.78
2013,PER_100000_POP,KZZHA,R,M,4.95
2013,PER_100000_POP,KZKAR,R,M,5.42
2013,PER_100000_POP,KZKUS,R,M,11.02
2013,PER_100000_POP,KZKZY,R,M,3.75
2013,PER_100000_POP,KZMAN,R,M,1.38
2013,PER_100000_POP,KZONT,R,M,2.29
2013,PER_100000_POP,KZPAV,R,M,1.76
2013,PER_100000_POP,KZSEV,R,M,7.2
2013,PER_100000_POP,KZVOS,R,M,7.34
2013,PER_100000_POP,,,F,2.54
2013,PER_100000_POP,KZAKM,,F,3.69
2013,PER_100000_POP,KZAKT,,F,2.41
2013,PER_100000_POP,KZALM,,F,2.8
2013,PER_100000_POP,KZATY,,F,1.4
2013,PER_100000_POP,KZZAP,,F,1.56
2013,PER_100000_POP,KZZHA,,F,5.82
2013,PER_100000_POP,KZKAR,,F,2.64
2013,PER_100000_POP,KZKUS,,F,3.87
2013,PER_100000_POP,KZKZY,,F,1.36
2013,PER_100000_POP,KZMAN,,F,0.34
2013,PER_100000_POP,KZONT,,F,2.2
2013,PER_100000_POP,KZPAV,,F,1.51
2013,PER_100000_POP,KZSEV,,F,1.65
2013,PER_100000_POP,KZVOS,,F,2.05
2013,PER_100000_POP,KZNS,,F,2.91
2013,PER_100000_POP,KZALA,,F,2.46
2013,PER_100000_POP,,U,F,2.74
2013,PER_100000_POP,KZAKM,U,F,2.72
2013,PER_100000_POP,KZAKT,U,F,1.91
2013,PER_100000_POP,KZALM,U,F,5.03
2013,PER_100000_POP,KZATY,U,F,0.72
2013,PER_100000_POP,KZZAP,U,F,0.61
2013,PER_100000_POP,KZZHA,U,F,9.65
