Year,UNIT_MEASURE,REF_AREA,URBANISATION,SEX,Value
2010,PER_100000_POP,KZONT,R,,11.74
2010,PER_100000_POP,KZPAV,R,,34.05
2010,PER_100000_POP,KZSEV,R,,26.09
2010,PER_100000_POP,KZVOS,R,,47.83
2010,PER_100000_POP,,,M,37.97
2010,PER_100000_POP,KZAKM,,M,76.88
2010,PER_100000_POP,KZAKT,,M,33.17
2010,PER_100000_POP,KZALM,,M,36.16
2010,PER_100000_POP,KZATY,,M,31.03
2010,PER_100000_POP,KZZAP,,M,47.89
2010,PER_100000_POP,KZZHA,,M,29.19
2010,PER_100000_POP,KZKAR,,M,56.33
2010,PER_100000_POP,KZKUS,,M,67.75
2010,PER_100000_POP,KZKZY,,M,14.44
2010,PER_100000_POP,KZMAN,,M,21.22
2010,PER_100000_POP,KZONT,,M,16.97
2010,PER_100000_POP,KZPAV,,M,47.92
2010,PER_100000_POP,KZSEV,,M,48.33
2010,PER_100000_POP,KZVOS,,M,72.91
2010,PER_100000_POP,KZNS,,M,20.44
2010,PER_100000_POP,KZALA,,M,12.77
2010,PER_100000_POP,,U,M,33.68
2010,PER_100000_POP,KZAKM,U,M,67.59
2010,PER_100000_POP,KZAKT,U,M,28.41
2010,PER_100000_POP,KZALM,U,M,40.21
2010,PER_100000_POP,KZATY,U,M,18.4
2010,PER_100000_POP,KZZAP,U,M,42.86
2010,PER_100000_POP,KZZHA,U,M,27.75
2010,PER_100000_POP,KZKAR,U,M,53.04
2010,PER_100000_POP,KZKUS,U,M,46.09
2010,PER_100000_POP,KZKZY,U,M,10.53
2010,PER_100000_POP,KZMAN,U,M,18.89
2010,PER_100000_POP,KZONT,U,M,16.48
2010,PER_100000_POP,KZPAV,U,M,43.9
2010,PER_100000_POP,KZSEV,U,M,51.0
2010,PER_100000_POP,KZVOS,U,M,64.02
2010,PER_100000_POP,KZNS,U,M,20.44
2010,PER_100000_POP,KZALA,U,M,12.77
2010,PER_100000_POP,,R,M,42.8
2010,PER_100000_POP,KZAKM,R,M,84.52
2010,PER_100000_POP,KZAKT,R,M,40.26
2010,PER_100000_POP,KZALM,R,M,34.97
2010,PER_100000_POP,KZATY,R,M,41.96
2010,PER_100000_POP,KZZAP,R,M,52.09
2010,PER_100000_POP,KZZHA,R,M,30.11
2010,PER_100000_POP,KZKAR,R,M,67.11
2010,PER_100000_POP,KZKUS,R,M,88.12
2010,PER_100000_POP,KZKZY,R,M,17.18
2010,PER_100000_POP,KZMAN,R,M,23.75
2010,PER_100000_POP,KZONT,R,M,17.28
2010,PER_100000_POP,KZPAV,R,M,56.05
2010,PER_100000_POP,KZSEV,R,M,46.67
2010,PER_100000_POP,KZVOS,R,M,84.1
2010,PER_100000_POP,,,F,7.64
2010,PER_100000_POP,KZAKM,,F,13.67
2010,PER_100000_POP,KZAKT,,F,5.0
2010,PER_100000_POP,KZALM,,F,7.41
2010,PER_100000_POP,KZATY,,F,4.84
2010,PER_100000_POP,KZZAP,,F,10.52
2010,PER_100000_POP,KZZHA,,F,6.19
2010,PER_100000_POP,KZKAR,,F,13.2
2010,PER_100000_POP,KZKUS,,F,11.8
2010,PER_100000_POP,KZKZY,,F,2.87
2010,PER_100000_POP,KZMAN,,F,5.4
2010,PER_100000_POP,KZONT,,F,6.07
2010,PER_100000_POP,KZPAV,,F,8.61
2010,PER_100000_POP,KZSEV,,F,6.13
2010,PER_100000_POP,KZVOS,,F,11.03
2010,PER_100000_POP,KZNS,,F,4.34
2010,PER_100000_POP,KZALA,,F,3.29
2010,PER_100000_POP,,U,F,6.78
2010,PER_100000_POP,KZAKM,U,F,14.79
2010,PER_100000_POP,KZAKT,U,F,3.2
2010,PER_100000_POP,KZALM,U,F,5.68
2010,PER_100000_POP,KZATY,U,F,2.29
2010,PER_100000_POP,KZZAP,U,F,9.1
2010,PER_100000_POP,KZZHA,U,F,5.82
2010,PER_100000_POP,KZKAR,U,F,12.06
2010,PER_100000_POP,KZKUS,U,F,9.56
2010,PER_100000_POP,KZKZY,U,F,2.65
2010,PER_100000_POP,KZMAN,U,F,3.56
2010,PER_100000_POP,KZONT,U,F,5.97
2010,PER_100000_POP,KZPAV,U,F,6.89
2010,PER_100000_POP,KZSEV,U,F,6.13
2010,PER_100000_POP,KZVOS,U,F,10.32
2010,PER_100000_POP,KZNS,U,F,4.34
2010,PER_100000_POP,KZALA,U,F,3.29
2010,PER_100000_POP,,R,F,8.73
2010,PER_100000_POP,KZAKM,R,F,12.64
2010,PER_100000_POP,KZAKT,R,F,8.01
2010,PER_100000_POP,KZALM,R,F,7.96
2010,PER_100000_POP,KZATY,R,F,7.27
2010,PER_100000_POP,KZZAP,R,F,11.88
2010,PER_100000_POP,KZZHA,R,F,6.45
2010,PER_100000_POP,KZKAR,R,F,17.5
2010,PER_100000_POP,KZKUS,R,F,14.17
2010,PER_100000_POP,KZKZY,R,F,3.03
2010,PER_100000_POP,KZMAN,R,F,7.56
2010,PER_100000_POP,KZONT,R,F,6.14
2010,PER_100000_POP,KZPAV,R,F,12.6
2010,PER_100000_POP,KZSEV,R,F,6.14
2010,PER_100000_POP,KZVOS,R,F,12.08
2011,PER_100000_POP,,,,20.8
2011,PER_100000_POP,KZAKM,,,34.96
2011,PER_100000_POP,KZAKT,,,17.39
2011,PER_100000_POP,KZALM,,,20.47
2011,PER_100000_POP,KZATY,,,13.4
2011,PER_100000_POP,KZZAP,,,33.75
2011,PER_100000_POP,KZZHA,,,17.89
2011,PER_100000_POP,KZKAR,,,29.0
2011,PER_100000_POP,KZKUS,,,40.99
2011,PER_100000_POP,KZKZY,,,7.22
2011,PER_100000_POP,KZMAN,,,10.65
2011,PER_100000_POP,KZONT,,,10.68
2011,PER_100000_POP,KZPAV,,,32.01
2011,PER_100000_POP,KZSEV,,,17.56
2011,PER_100000_POP,KZVOS,,,36.88
2011,PER_100000_POP,KZNS,,,11.81
2011,PER_100000_POP,KZALA,,,8.24
2011,PER_100000_POP,,U,,18.21
2011,PER_100000_POP,KZAKM,U,,27.77
2011,PER_100000_POP,KZAKT,U,,15.57
2011,PER_100000_POP,KZALM,U,,22.19
2011,PER_100000_POP,KZATY,U,,12.04
2011,PER_100000_POP,KZZAP,U,,26.91
2011,PER_100000_POP,KZZHA,U,,20.36
2011,PER_100000_POP,KZKAR,U,,26.52
2011,PER_100000_POP,KZKUS,U,,31.92
2011,PER_100000_POP,KZKZY,U,,6.02
2011,PER_100000_POP,KZMAN,U,,11.12
2011,PER_100000_POP,KZONT,U,,10.23
2011,PER_100000_POP,KZPAV,U,,25.33
2011,PER_100000_POP,KZSEV,U,,12.57
2011,PER_100000_POP,KZVOS,U,,30.25
2011,PER_100000_POP,KZNS,U,,11.81
2011,PER_100000_POP,KZALA,U,,8.24
2011,PER_100000_POP,,R,,23.93
2011,PER_100000_POP,KZAKM,R,,41.26
2011,PER_100000_POP,KZAKT,R,,20.31
2011,PER_100000_POP,KZALM,R,,19.94
2011,PER_100000_POP,KZATY,R,,14.64
2011,PER_100000_POP,KZZAP,R,,40.08
2011,PER_100000_POP,KZZHA,R,,16.23
2011,PER_100000_POP,KZKAR,R,,37.89
2011,PER_100000_POP,KZKUS,R,,50.26
2011,PER_100000_POP,KZKZY,R,,8.09
2011,PER_100000_POP,KZMAN,R,,10.15
2011,PER_100000_POP,KZONT,R,,10.96
2011,PER_100000_POP,KZPAV,R,,46.68
2011,PER_100000_POP,KZSEV,R,,20.98
2011,PER_100000_POP,KZVOS,R,,46.03
2011,PER_100000_POP,,,M,35.42
2011,PER_100000_POP,KZAKM,,M,59.15
2011,PER_100000_POP,KZAKT,,M,30.03
2011,PER_100000_POP,KZALM,,M,34.69
2011,PER_100000_POP,KZATY,,M,24.68
2011,PER_100000_POP,KZZAP,,M,57.37
2011,PER_100000_POP,KZZHA,,M,29.62
2011,PER_100000_POP,KZKAR,,M,50.94
2011,PER_100000_POP,KZKUS,,M,72.19
2011,PER_100000_POP,KZKZY,,M,12.48
2011,PER_100000_POP,KZMAN,,M,14.7
2011,PER_100000_POP,KZONT,,M,16.51
2011,PER_100000_POP,KZPAV,,M,54.08
2011,PER_100000_POP,KZSEV,,M,30.07
2011,PER_100000_POP,KZVOS,,M,65.41
2011,PER_100000_POP,KZNS,,M,20.34
2011,PER_100000_POP,KZALA,,M,14.99
2011,PER_100000_POP,,U,M,31.55
2011,PER_100000_POP,KZAKM,U,M,48.13
2011,PER_100000_POP,KZAKT,U,M,26.5
2011,PER_100000_POP,KZALM,U,M,38.14
2011,PER_100000_POP,KZATY,U,M,23.61
2011,PER_100000_POP,KZZAP,U,M,43.41
2011,PER_100000_POP,KZZHA,U,M,34.66
2011,PER_100000_POP,KZKAR,U,M,46.58
2011,PER_100000_POP,KZKUS,U,M,57.58
2011,PER_100000_POP,KZKZY,U,M,9.62
2011,PER_100000_POP,KZMAN,U,M,15.48
2011,PER_100000_POP,KZONT,U,M,16.36
2011,PER_100000_POP,KZPAV,U,M,42.8
2011,PER_100000_POP,KZSEV,U,M,23.16
2011,PER_100000_POP,KZVOS,U,M,55.64
2011,PER_100000_POP,KZNS,U,M,20.34
2011,PER_100000_POP,KZALA,U,M,14.99
2011,PER_100000_POP,,R,M,39.81
2011,PER_100000_POP,KZAKM,R,M,68.26
2011,PER_100000_POP,KZAKT,R,M,35.36
2011,PER_100000_POP,KZALM,R,M,33.68
2011,PER_100000_POP,KZATY,R,M,25.62
2011,PER_100000_POP,KZZAP,R,M,69.34
2011,PER_100000_POP,KZZHA,R,M,26.42
2011,PER_100000_POP,KZKAR,R,M,65.42
2011,PER_100000_POP,KZKUS,R,M,86.18
2011,PER_100000_POP,KZKZY,R,M,14.49
2011,PER_100000_POP,KZMAN,R,M,13.88
2011,PER_100000_POP,KZONT,R,M,16.61
2011,PER_100000_POP,KZPAV,R,M,77.18
2011,PER_100000_POP,KZSEV,R,M,34.43
2011,PER_100000_POP,KZVOS,R,M,77.87
2011,PER_100000_POP,,,F,7.18
2011,PER_100000_POP,KZAKM,,F,12.4
2011,PER_100000_POP,KZAKT,,F,5.67
2011,PER_100000_POP,KZALM,,F,6.75
2011,PER_100000_POP,KZATY,,F,2.55
2011,PER_100000_POP,KZZAP,,F,11.71
2011,PER_100000_POP,KZZHA,,F,6.69
2011,PER_100000_POP,KZKAR,,F,9.37
2011,PER_100000_POP,KZKUS,,F,13.12
2011,PER_100000_POP,KZKZY,,F,1.98
2011,PER_100000_POP,KZMAN,,F,6.68
2011,PER_100000_POP,KZONT,,F,4.96
2011,PER_100000_POP,KZPAV,,F,12.39
2011,PER_100000_POP,KZSEV,,F,6.18
2011,PER_100000_POP,KZVOS,,F,11.05
2011,PER_100000_POP,KZNS,,F,3.77
2011,PER_100000_POP,KZALA,,F,2.57
2011,PER_100000_POP,,U,F,6.46
2011,PER_100000_POP,KZAKM,U,F,9.88
2011,PER_100000_POP,KZAKT,U,F,5.88
2011,PER_100000_POP,KZALM,U,F,7.77
2011,PER_100000_POP,KZATY,U,F,1.49
2011,PER_100000_POP,KZZAP,U,F,12.69
2011,PER_100000_POP,KZZHA,U,F,7.61
2011,PER_100000_POP,KZKAR,U,F,9.16
2011,PER_100000_POP,KZKUS,U,F,10.34
2011,PER_100000_POP,KZKZY,U,F,2.61
2011,PER_100000_POP,KZMAN,U,F,6.98
2011,PER_100000_POP,KZONT,U,F,4.55
2011,PER_100000_POP,KZPAV,U,F,10.46
2011,PER_100000_POP,KZSEV,U,F,3.82
2011,PER_100000_POP,KZVOS,U,F,8.68
2011,PER_100000_POP,KZNS,U,F,3.77
2011,PER_100000_POP,KZALA,U,F,2.57
2011,PER_100000_POP,,R,F,8.11
2011,PER_100000_POP,KZAKM,R,F,14.73
2011,PER_100000_POP,KZAKT,R,F,5.32
2011,PER_100000_POP,KZALM,R,F,6.43
2011,PER_100000_POP,KZATY,R,F,3.58
2011,PER_100000_POP,KZZAP,R,F,10.74
2011,PER_100000_POP,KZZHA,R,F,6.04
2011,PER_100000_POP,KZKAR,R,F,10.18
2011,PER_100000_POP,KZKUS,R,F,16.11
2011,PER_100000_POP,KZKZY,R,F,1.49
2011,PER_100000_POP,KZMAN,R,F,6.33
2011,PER_100000_POP,KZONT,R,F,5.24
2011,PER_100000_POP,KZPAV,R,F,16.92
2011,PER_100000_POP,KZSEV,R,F,7.93
2011,PER_100000_POP,KZVOS,R,F,14.57
2012,PER_100000_POP,,,,19.68
2012,PER_100000_POP,KZAKM,,,35.24
2012,PER_100000_POP,KZAKT,,,21.49
2012,PER_100000_POP,KZALM,,,21.11
2012,PER_100000_POP,KZATY,,,17.48
2012,PER_100000_POP,KZZAP,,,32.19
2012,PER_100000_POP,KZZHA,,,14.49
2012,PER_100000_POP,KZKAR,,,26.83
2012,PER_100000_POP,KZKUS,,,38.87
2012,PER_100000_POP,KZKZY,,,14.17
2012,PER_100000_POP,KZMAN,,,5.21
2012,PER_100000_POP,KZONT,,,11.66
2012,PER_100000_POP,KZPAV,,,28.34
2012,PER_100000_POP,KZSEV,,,8.42
2012,PER_100000_POP,KZVOS,,,30.91
2012,PER_100000_POP,KZNS,,,10.12
2012,PER_100000_POP,KZALA,,,7.25
2012,PER_100000_POP,,U,,17.11
2012,PER_100000_POP,KZAKM,U,,29.15
2012,PER_100000_POP,KZAKT,U,,16.19
2012,PER_100000_POP,KZALM,U,,23.87
2012,PER_100000_POP,KZATY,U,,16.26
2012,PER_100000_POP,KZZAP,U,,24.99
2012,PER_100000_POP,KZZHA,U,,13.41
2012,PER_100000_POP,KZKAR,U,,24.39
2012,PER_100000_POP,KZKUS,U,,31.87
2012,PER_100000_POP,KZKZY,U,,15.69
2012,PER_100000_POP,KZMAN,U,,6.32
2012,PER_100000_POP,KZONT,U,,12.15
2012,PER_100000_POP,KZPAV,U,,25.37
2012,PER_100000_POP,KZSEV,U,,3.77
2012,PER_100000_POP,KZVOS,U,,24.09
2012,PER_100000_POP,KZNS,U,,10.12
2012,PER_100000_POP,KZALA,U,,7.25
2012,PER_100000_POP,,R,,22.8
2012,PER_100000_POP,KZAKM,R,,40.61
2012,PER_100000_POP,KZAKT,R,,30.0
2012,PER_100000_POP,KZALM,R,,20.28
2012,PER_100000_POP,KZATY,R,,18.62
2012,PER_100000_POP,KZZAP,R,,39.04
2012,PER_100000_POP,KZZHA,R,,15.21
2012,PER_100000_POP,KZKAR,R,,35.65
2012,PER_100000_POP,KZKUS,R,,46.16
2012,PER_100000_POP,KZKZY,R,,13.05
2012,PER_100000_POP,KZMAN,R,,4.04
2012,PER_100000_POP,KZONT,R,,11.34
2012,PER_100000_POP,KZPAV,R,,34.95
2012,PER_100000_POP,KZSEV,R,,11.67
2012,PER_100000_POP,KZVOS,R,,40.46
2012,PER_100000_POP,,,M,33.76
2012,PER_100000_POP,KZAKM,,M,62.23
2012,PER_100000_POP,KZAKT,,M,38.58
2012,PER_100000_POP,KZALM,,M,35.81
2012,PER_100000_POP,KZATY,,M,33.06
2012,PER_100000_POP,KZZAP,,M,58.94
2012,PER_100000_POP,KZZHA,,M,23.47
2012,PER_100000_POP,KZKAR,,M,44.51
2012,PER_100000_POP,KZKUS,,M,70.78
2012,PER_100000_POP,KZKZY,,M,22.81
2012,PER_100000_POP,KZMAN,,M,8.68
2012,PER_100000_POP,KZONT,,M,16.83
2012,PER_100000_POP,KZPAV,,M,50.83
2012,PER_100000_POP,KZSEV,,M,16.24
2012,PER_100000_POP,KZVOS,,M,54.0
2012,PER_100000_POP,KZNS,,M,17.69
2012,PER_100000_POP,KZALA,,M,13.36
2012,PER_100000_POP,,U,M,29.98
2012,PER_100000_POP,KZAKM,U,M,53.56
2012,PER_100000_POP,KZAKT,U,M,26.99
2012,PER_100000_POP,KZALM,U,M,40.34
2012,PER_100000_POP,KZATY,U,M,31.69
2012,PER_100000_POP,KZZAP,U,M,47.57
2012,PER_100000_POP,KZZHA,U,M,21.92
2012,PER_100000_POP,KZKAR,U,M,40.84
2012,PER_100000_POP,KZKUS,U,M,59.48
2012,PER_100000_POP,KZKZY,U,M,28.15
2012,PER_100000_POP,KZMAN,U,M,10.81
2012,PER_100000_POP,KZONT,U,M,18.61
2012,PER_100000_POP,KZPAV,U,M,46.74
2012,PER_100000_POP,KZSEV,U,M,8.33
2012,PER_100000_POP,KZVOS,U,M,42.77
2012,PER_100000_POP,KZNS,U,M,17.69
2012,PER_100000_POP,KZALA,U,M,13.36
2012,PER_100000_POP,,R,M,38.07
2012,PER_100000_POP,KZAKM,R,M,69.44
2012,PER_100000_POP,KZAKT,R,M,56.15
2012,PER_100000_POP,KZALM,R,M,34.49
2012,PER_100000_POP,KZATY,R,M,34.27
2012,PER_100000_POP,KZZAP,R,M,68.92
2012,PER_100000_POP,KZZHA,R,M,24.44
2012,PER_100000_POP,KZKAR,R,M,56.77
2012,PER_100000_POP,KZKUS,R,M,81.81
2012,PER_100000_POP,KZKZY,R,M,19.03
2012,PER_100000_POP,KZMAN,R,M,6.54
2012,PER_100000_POP,KZONT,R,M,15.74
2012,PER_100000_POP,KZPAV,R,M,59.32
2012,PER_100000_POP,KZSEV,R,M,21.3
2012,PER_100000_POP,KZVOS,R,M,68.53
2012,PER_100000_POP,,,F,6.56
2012,PER_100000_POP,KZAKM,,F,10.04
2012,PER_100000_POP,KZAKT,,F,5.61
2012,PER_100000_POP,KZALM,,F,6.93
2012,PER_100000_POP,KZATY,,F,2.5
2012,PER_100000_POP,KZZAP,,F,7.23
2012,PER_100000_POP,KZZHA,,F,5.89
2012,PER_100000_POP,KZKAR,,F,11.01
2012,PER_100000_POP,KZKUS,,F,10.33
2012,PER_100000_POP,KZKZY,,F,5.55
2012,PER_100000_POP,KZMAN,,F,1.78
2012,PER_100000_POP,KZONT,,F,6.58
2012,PER_100000_POP,KZPAV,,F,8.33
2012,PER_100000_POP,KZSEV,,F,1.31
2012,PER_100000_POP,KZVOS,,F,9.98
2012,PER_100000_POP,KZNS,,F,3.05
2012,PER_100000_POP,KZALA,,F,2.14
2012,PER_100000_POP,,U,F,5.78
2012,PER_100000_POP,KZAKM,U,F,7.67
2012,PER_100000_POP,KZAKT,U,F,6.59
2012,PER_100000_POP,KZALM,U,F,8.93
2012,PER_100000_POP,KZATY,U,F,2.17
2012,PER_100000_POP,KZZAP,U,F,5.58
2012,PER_100000_POP,KZZHA,U,F,5.79
2012,PER_100000_POP,KZKAR,U,F,10.15
2012,PER_100000_POP,KZKUS,U,F,8.62
2012,PER_100000_POP,KZKZY,U,F,3.83
2012,PER_100000_POP,KZMAN,U,F,2.05
2012,PER_100000_POP,KZONT,U,F,6.14
2012,PER_100000_POP,KZPAV,U,F,7.17
2012,PER_100000_POP,KZSEV,U,F,0.0
2012,PER_100000_POP,KZVOS,U,F,8.19
2012,PER_100000_POP,KZNS,U,F,3.05
2012,PER_100000_POP,KZALA,U,F,2.14
2012,PER_100000_POP,,R,F,7.55
2012,PER_100000_POP,KZAKM,R,F,12.24
2012,PER_100000_POP,KZAKT,R,F,3.95
2012,PER_100000_POP,KZALM,R,F,6.3
2012,PER_100000_POP,KZATY,R,F,2.82
2012,PER_100000_POP,KZZAP,R,F,8.92
2012,PER_100000_POP,KZZHA,R,F,5.96
2012,PER_100000_POP,KZKAR,R,F,14.33
2012,PER_100000_POP,KZKUS,R,F,12.22
2012,PER_100000_POP,KZKZY,R,F,6.88
2012,PER_100000_POP,KZMAN,R,F,1.49
2012,PER_100000_POP,KZONT,R,F,6.88
2012,PER_100000_POP,KZPAV,R,F,11.1
2012,PER_100000_POP,KZSEV,R,F,2.3
2012,PER_100000_POP,KZVOS,R,F,12.68
2013,PER_100000_POP,,,,20.67
2013,PER_100000_POP,KZAKM,,,37.05
2013,PER_100000_POP,KZAKT,,,20.94
2013,PER_100000_POP,KZALM,,,22.28
2013,PER_100000_POP,KZATY,,,19.77
2013,PER_100000_POP,KZZAP,,,26.41
2013,PER_100000_POP,KZZHA,,,19.59
2013,PER_100000_POP,KZKAR,,,25.76
2013,PER_100000_POP,KZKUS,,,42.25
2013,PER_100000_POP,KZKZY,,,16.91
2013,PER_100000_POP,KZMAN,,,12.47
2013,PER_100000_POP,KZONT,,,13.53
2013,PER_100000_POP,KZPAV,,,25.43
2013,PER_100000_POP,KZSEV,,,10.56
2013,PER_100000_POP,KZVOS,,,31.27
2013,PER_100000_POP,KZNS,,,12.56
2013,PER_100000_POP,KZALA,,,5.63
2013,PER_100000_POP,,U,,17.71
2013,PER_100000_POP,KZAKM,U,,32.72
2013,PER_100000_POP,KZAKT,U,,17.99
2013,PER_100000_POP,KZALM,U,,26.16
2013,PER_100000_POP,KZATY,U,,17.62
2013,PER_100000_POP,KZZAP,U,,22.94
2013,PER_100000_POP,KZZHA,U,,22.68
2013,PER_100000_POP,KZKAR,U,,21.81
2013,PER_100000_POP,KZKUS,U,,33.34
2013,PER_100000_POP,KZKZY,U,,15.32
2013,PER_100000_POP,KZMAN,U,,13.43
2013,PER_100000_POP,KZONT,U,,12.56
2013,PER_100000_POP,KZPAV,U,,22.62
2013,PER_100000_POP,KZSEV,U,,3.75
2013,PER_100000_POP,KZVOS,U,,25.03
2013,PER_100000_POP,KZNS,U,,12.56
2013,PER_100000_POP,KZALA,U,,5.63
2013,PER_100000_POP,,R,,24.28
2013,PER_100000_POP,KZAKM,R,,40.89
2013,PER_100000_POP,KZAKT,R,,25.68
2013,PER_100000_POP,KZALM,R,,21.11
2013,PER_100000_POP,KZATY,R,,21.71
2013,PER_100000_POP,KZZAP,R,,29.76
2013,PER_100000_POP,KZZHA,R,,17.52
2013,PER_100000_POP,KZKAR,R,,40.24
2013,PER_100000_POP,KZKUS,R,,51.68
2013,PER_100000_POP,KZKZY,R,,18.1
2013,PER_100000_POP,KZMAN,R,,11.49
2013,PER_100000_POP,KZONT,R,,14.15
2013,PER_100000_POP,KZPAV,R,,31.82
2013,PER_100000_POP,KZSEV,R,,15.41
2013,PER_100000_POP,KZVOS,R,,40.17
2013,PER_100000_POP,,,M,34.6
2013,PER_100000_POP,KZAKM,,M,61.76
2013,PER_100000_POP,KZAKT,,M,36.44
2013,PER_100000_POP,KZALM,,M,36.16
2013,PER_100000_POP,KZATY,,M,33.04
2013,PER_100000_POP,KZZAP,,M,46.7
2013,PER_100000_POP,KZZHA,,M,32.62
2013,PER_100000_POP,KZKAR,,M,43.99
2013,PER_100000_POP,KZKUS,,M,74.32
2013,PER_100000_POP,KZKZY,,M,26.49
2013,PER_100000_POP,KZMAN,,M,20.23
2013,PER_100000_POP,KZONT,,M,20.26
2013,PER_100000_POP,KZPAV,,M,43.82
2013,PER_100000_POP,KZSEV,,M,19.26
2013,PER_100000_POP,KZVOS,,M,54.59
2013,PER_100000_POP,KZNS,,M,21.33
2013,PER_100000_POP,KZALA,,M,8.98
2013,PER_100000_POP,,U,M,30.11
2013,PER_100000_POP,KZAKM,U,M,55.05
2013,PER_100000_POP,KZAKT,U,M,32.13
2013,PER_100000_POP,KZALM,U,M,45.28
2013,PER_100000_POP,KZATY,U,M,29.07
2013,PER_100000_POP,KZZAP,U,M,39.69
2013,PER_100000_POP,KZZHA,U,M,39.19
2013,PER_100000_POP,KZKAR,U,M,37.34
2013,PER_100000_POP,KZKUS,U,M,61.35
2013,PER_100000_POP,KZKZY,U,M,22.89
2013,PER_100000_POP,KZMAN,U,M,21.21
2013,PER_100000_POP,KZONT,U,M,18.59
2013,PER_100000_POP,KZPAV,U,M,38.75
2013,PER_100000_POP,KZSEV,U,M,8.28
2013,PER_100000_POP,KZVOS,U,M,44.31
2013,PER_100000_POP,KZNS,U,M,21.33
2013,PER_100000_POP,KZALA,U,M,8.98
2013,PER_100000_POP,,R,M,39.74
2013,PER_100000_POP,KZAKM,R,M,67.38
2013,PER_100000_POP,KZAKT,R,M,43.0
2013,PER_100000_POP,KZALM,R,M,33.52
2013,PER_100000_POP,KZATY,R,M,36.45
2013,PER_100000_POP,KZZAP,R,M,52.93
2013,PER_100000_POP,KZZHA,R,M,28.46
2013,PER_100000_POP,KZKAR,R,M,66.45
2013,PER_100000_POP,KZKUS,R,M,87.17
2013,PER_100000_POP,KZKZY,R,M,29.06
2013,PER_100000_POP,KZMAN,R,M,19.27
2013,PER_100000_POP,KZONT,R,M,21.3
2013,PER_100000_POP,KZPAV,R,M,54.51
2013,PER_100000_POP,KZSEV,R,M,26.42
2013,PER_100000_POP,KZVOS,R,M,68.13
2013,PER_100000_POP,,,F,7.68
2013,PER_100000_POP,KZAKM,,F,13.96
2013,PER_100000_POP,KZAKT,,F,6.5
2013,PER_100000_POP,KZALM,,F,8.9
2013,PER_100000_POP,KZATY,,F,6.99
2013,PER_100000_POP,KZZAP,,F,7.47
2013,PER_100000_POP,KZZHA,,F,7.09
2013,PER_100000_POP,KZKAR,,F,9.44
2013,PER_100000_POP,KZKUS,,F,13.56
2013,PER_100000_POP,KZKZY,,F,7.36
2013,PER_100000_POP,KZMAN,,F,4.81
2013,PER_100000_POP,KZONT,,F,6.89
2013,PER_100000_POP,KZPAV,,F,9.06
2013,PER_100000_POP,KZSEV,,F,2.64
2013,PER_100000_POP,KZVOS,,F,10.12
2013,PER_100000_POP,KZNS,,F,4.37
2013,PER_100000_POP,KZALA,,F,2.83
2013,PER_100000_POP,,U,F,6.78
2013,PER_100000_POP,KZAKM,U,F,13.07
2013,PER_100000_POP,KZAKT,U,F,5.36
2013,PER_100000_POP,KZALM,U,F,8.81
2013,PER_100000_POP,KZATY,U,F,7.17
2013,PER_100000_POP,KZZAP,U,F,8.54
2013,PER_100000_POP,KZZHA,U,F,7.89
