Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,AGE,REF_AREA,Value
2015,PT,SKILL_ICTPST,Y15T24,KZALM,9.463205507820309
2015,PT,SKILL_ICTTRFF,Y15T24,KZALM,21.127722574433687
2015,PT,SKILL_ICTPRGM,Y15T24,KZALM,1.9491725553597703
2015,PT,SKILL_ICTCMFL,Y15T24,KZATY,10.957498199007588
2015,PT,SKILL_ICTCPT,Y15T24,KZATY,14.972867957392644
2015,PT,SKILL_ICTATCH,Y15T24,KZATY,56.23813670976531
2015,PT,SKILL_ICTSSHT,Y15T24,KZATY,30.43031642884259
2015,PT,SKILL_ICTCDV,Y15T24,KZATY,4.575601259462719
2015,PT,SKILL_ICTSFWR,Y15T24,KZATY,3.840914673633907
2015,PT,SKILL_ICTPST,Y15T24,KZATY,16.189901967352224
2015,PT,SKILL_ICTTRFF,Y15T24,KZATY,21.74471315959893
2015,PT,SKILL_ICTPRGM,Y15T24,KZATY,3.9157231861727073
2015,PT,SKILL_ICTCMFL,Y15T24,KZZAP,13.269356995784385
2015,PT,SKILL_ICTCPT,Y15T24,KZZAP,23.489568356816516
2015,PT,SKILL_ICTATCH,Y15T24,KZZAP,74.70952213595749
2015,PT,SKILL_ICTSSHT,Y15T24,KZZAP,52.097511102591135
2015,PT,SKILL_ICTCDV,Y15T24,KZZAP,15.416892978476415
2015,PT,SKILL_ICTSFWR,Y15T24,KZZAP,18.28386423421409
2015,PT,SKILL_ICTPST,Y15T24,KZZAP,18.45852370150271
2015,PT,SKILL_ICTTRFF,Y15T24,KZZAP,19.445775690384146
2015,PT,SKILL_ICTPRGM,Y15T24,KZZAP,5.899017007998126
2015,PT,SKILL_ICTCMFL,Y15T24,KZZHA,6.054250434159915
2015,PT,SKILL_ICTCPT,Y15T24,KZZHA,5.0844777605340985
2015,PT,SKILL_ICTATCH,Y15T24,KZZHA,24.62768293754209
2015,PT,SKILL_ICTSSHT,Y15T24,KZZHA,33.04032092764487
2015,PT,SKILL_ICTCDV,Y15T24,KZZHA,8.037831981493953
2015,PT,SKILL_ICTSFWR,Y15T24,KZZHA,8.723024215981964
2015,PT,SKILL_ICTPST,Y15T24,KZZHA,16.82586161459401
2015,PT,SKILL_ICTTRFF,Y15T24,KZZHA,6.086498199174256
2015,PT,SKILL_ICTPRGM,Y15T24,KZZHA,1.3440309214957102
2015,PT,SKILL_ICTCMFL,Y15T24,KZKAR,17.101585272058227
2015,PT,SKILL_ICTCPT,Y15T24,KZKAR,31.426392457542967
2015,PT,SKILL_ICTATCH,Y15T24,KZKAR,52.285872224553934
2015,PT,SKILL_ICTSSHT,Y15T24,KZKAR,36.20645531135156
2015,PT,SKILL_ICTCDV,Y15T24,KZKAR,21.80484609006316
2015,PT,SKILL_ICTSFWR,Y15T24,KZKAR,18.794721917962477
2015,PT,SKILL_ICTPST,Y15T24,KZKAR,27.514408263126107
2015,PT,SKILL_ICTTRFF,Y15T24,KZKAR,31.53387861230256
2015,PT,SKILL_ICTPRGM,Y15T24,KZKAR,2.6144727548189626
2015,PT,SKILL_ICTCMFL,Y15T24,KZKUS,16.07829351743426
2015,PT,SKILL_ICTCPT,Y15T24,KZKUS,25.91009273506051
2015,PT,SKILL_ICTATCH,Y15T24,KZKUS,49.76421175198569
2015,PT,SKILL_ICTSSHT,Y15T24,KZKUS,47.19757142263068
2015,PT,SKILL_ICTCDV,Y15T24,KZKUS,17.558947062003575
2015,PT,SKILL_ICTSFWR,Y15T24,KZKUS,15.20272799101759
2015,PT,SKILL_ICTPST,Y15T24,KZKUS,25.516696469414065
2015,PT,SKILL_ICTTRFF,Y15T24,KZKUS,28.047573501892124
2015,PT,SKILL_ICTPRGM,Y15T24,KZKUS,3.316006154613881
2015,PT,SKILL_ICTCMFL,Y15T24,KZKZY,8.066946606270289
2015,PT,SKILL_ICTCPT,Y15T24,KZKZY,17.696099118539337
2015,PT,SKILL_ICTATCH,Y15T24,KZKZY,24.11634962217427
2015,PT,SKILL_ICTSSHT,Y15T24,KZKZY,33.649183434591166
2015,PT,SKILL_ICTCDV,Y15T24,KZKZY,11.94231887058374
2015,PT,SKILL_ICTSFWR,Y15T24,KZKZY,15.109844171769373
2015,PT,SKILL_ICTPST,Y15T24,KZKZY,13.452029270545518
2015,PT,SKILL_ICTTRFF,Y15T24,KZKZY,17.522514272974114
2015,PT,SKILL_ICTPRGM,Y15T24,KZKZY,3.747999394841823
2015,PT,SKILL_ICTCMFL,Y15T24,KZMAN,8.09717935354822
2015,PT,SKILL_ICTCPT,Y15T24,KZMAN,12.852402913127856
2015,PT,SKILL_ICTATCH,Y15T24,KZMAN,57.14300619770039
2015,PT,SKILL_ICTSSHT,Y15T24,KZMAN,33.08153001815488
2015,PT,SKILL_ICTCDV,Y15T24,KZMAN,8.693474677072683
2015,PT,SKILL_ICTSFWR,Y15T24,KZMAN,27.89173848625863
2015,PT,SKILL_ICTPST,Y15T24,KZMAN,18.11627470211389
2015,PT,SKILL_ICTTRFF,Y15T24,KZMAN,10.033179608105003
2015,PT,SKILL_ICTPRGM,Y15T24,KZMAN,3.306483587571211
2015,PT,SKILL_ICTCMFL,Y15T24,KZPAV,11.962867767773266
2015,PT,SKILL_ICTCPT,Y15T24,KZPAV,22.77398817644384
2015,PT,SKILL_ICTATCH,Y15T24,KZPAV,37.34626850588651
2015,PT,SKILL_ICTSSHT,Y15T24,KZPAV,28.182507200242533
2015,PT,SKILL_ICTCDV,Y15T24,KZPAV,13.394977515032084
2015,PT,SKILL_ICTSFWR,Y15T24,KZPAV,11.230357233085746
2015,PT,SKILL_ICTPST,Y15T24,KZPAV,19.694810772573398
2015,PT,SKILL_ICTTRFF,Y15T24,KZPAV,25.636905664190795
2015,PT,SKILL_ICTPRGM,Y15T24,KZPAV,3.968470516901622
2015,PT,SKILL_ICTCMFL,Y15T24,KZSEV,17.65415390428117
2015,PT,SKILL_ICTCPT,Y15T24,KZSEV,22.41472293380073
2015,PT,SKILL_ICTATCH,Y15T24,KZSEV,38.69219360927599
2015,PT,SKILL_ICTSSHT,Y15T24,KZSEV,36.64149925846029
2015,PT,SKILL_ICTCDV,Y15T24,KZSEV,20.513684778212216
2015,PT,SKILL_ICTSFWR,Y15T24,KZSEV,14.248348388836456
2015,PT,SKILL_ICTPST,Y15T24,KZSEV,24.47755157071592
2015,PT,SKILL_ICTTRFF,Y15T24,KZSEV,28.886342186868006
2015,PT,SKILL_ICTPRGM,Y15T24,KZSEV,3.719832816502629
2015,PT,SKILL_ICTCMFL,Y15T24,KZYUZ,18.55739451179479
2015,PT,SKILL_ICTCPT,Y15T24,KZYUZ,13.599361250158362
2015,PT,SKILL_ICTATCH,Y15T24,KZYUZ,40.9504055531167
2015,PT,SKILL_ICTSSHT,Y15T24,KZYUZ,43.99448459546335
2015,PT,SKILL_ICTCDV,Y15T24,KZYUZ,11.1692834393497
2015,PT,SKILL_ICTSFWR,Y15T24,KZYUZ,15.313791752231056
2015,PT,SKILL_ICTPST,Y15T24,KZYUZ,20.023393329071077
2015,PT,SKILL_ICTTRFF,Y15T24,KZYUZ,14.018319864000494
2015,PT,SKILL_ICTPRGM,Y15T24,KZYUZ,2.8967658869872395
2015,PT,SKILL_ICTCMFL,Y15T24,KZVOS,14.84530006923104
2015,PT,SKILL_ICTCPT,Y15T24,KZVOS,20.93821386425888
2015,PT,SKILL_ICTATCH,Y15T24,KZVOS,51.54708932843981
2015,PT,SKILL_ICTSSHT,Y15T24,KZVOS,43.01157339742549
2015,PT,SKILL_ICTCDV,Y15T24,KZVOS,9.372394902941526
2015,PT,SKILL_ICTSFWR,Y15T24,KZVOS,5.470027174207239
2015,PT,SKILL_ICTPST,Y15T24,KZVOS,20.17603689629413
2015,PT,SKILL_ICTTRFF,Y15T24,KZVOS,17.19553520196607
2015,PT,SKILL_ICTPRGM,Y15T24,KZVOS,2.3157621228360776
2015,PT,SKILL_ICTCMFL,Y15T24,KZNS,29.116626205069743
2015,PT,SKILL_ICTCPT,Y15T24,KZNS,58.58194290614169
2015,PT,SKILL_ICTATCH,Y15T24,KZNS,81.40430168994962
2015,PT,SKILL_ICTSSHT,Y15T24,KZNS,66.34660045017685
2015,PT,SKILL_ICTCDV,Y15T24,KZNS,42.11386616170639
2015,PT,SKILL_ICTSFWR,Y15T24,KZNS,47.29000678838115
2015,PT,SKILL_ICTPST,Y15T24,KZNS,51.52470613455286
2015,PT,SKILL_ICTTRFF,Y15T24,KZNS,50.11254421379828
2015,PT,SKILL_ICTPRGM,Y15T24,KZNS,19.527314302047238
2015,PT,SKILL_ICTCMFL,Y15T24,KZALA,58.2647278858238
2015,PT,SKILL_ICTCPT,Y15T24,KZALA,14.387030618252425
2015,PT,SKILL_ICTATCH,Y15T24,KZALA,42.261610021794986
2015,PT,SKILL_ICTSSHT,Y15T24,KZALA,22.06011361465372
2015,PT,SKILL_ICTCDV,Y15T24,KZALA,4.796066765179487
2015,PT,SKILL_ICTSFWR,Y15T24,KZALA,6.11468295897162
2015,PT,SKILL_ICTPST,Y15T24,KZALA,12.10927904991013
2015,PT,SKILL_ICTTRFF,Y15T24,KZALA,5.755202139729649
2015,PT,SKILL_ICTPRGM,Y15T24,KZALA,2.0383576171334328
2015,PT,SKILL_ICTCMFL,Y15T24,KZSHY,20.793399786609644
2015,PT,SKILL_ICTCPT,Y15T24,KZSHY,7.186347715501623
2015,PT,SKILL_ICTATCH,Y15T24,KZSHY,31.619929948207144
2015,PT,SKILL_ICTSSHT,Y15T24,KZSHY,24.844230673591326
2015,PT,SKILL_ICTCDV,Y15T24,KZSHY,8.007644597273238
2015,PT,SKILL_ICTSFWR,Y15T24,KZSHY,15.809964974103572
2015,PT,SKILL_ICTPST,Y15T24,KZSHY,18.06853139897551
2015,PT,SKILL_ICTTRFF,Y15T24,KZSHY,10.882183683473889
2015,PT,SKILL_ICTPRGM,Y15T24,KZSHY,2.669214865757746
2015,PT,SKILL_ICTCMFL,Y_GE15,,25.313156102543765
2015,PT,SKILL_ICTCPT,Y_GE15,,17.799810171106323
2015,PT,SKILL_ICTATCH,Y_GE15,,46.157484718836415
2015,PT,SKILL_ICTSSHT,Y_GE15,,34.13156398713004
2015,PT,SKILL_ICTCDV,Y_GE15,,11.163039450833647
2015,PT,SKILL_ICTSFWR,Y_GE15,,11.945806952837854
2015,PT,SKILL_ICTPST,Y_GE15,,16.716882940355724
2015,PT,SKILL_ICTTRFF,Y_GE15,,18.158221712603297
2015,PT,SKILL_ICTPRGM,Y_GE15,,3.035041029571563
2015,PT,SKILL_ICTCMFL,Y_GE15,KZAKM,33.55498730192671
2015,PT,SKILL_ICTCPT,Y_GE15,KZAKM,12.439204359233663
2015,PT,SKILL_ICTATCH,Y_GE15,KZAKM,36.77498733698005
2015,PT,SKILL_ICTSSHT,Y_GE15,KZAKM,44.62080170499458
2015,PT,SKILL_ICTCDV,Y_GE15,KZAKM,20.12342281867432
2015,PT,SKILL_ICTSFWR,Y_GE15,KZAKM,12.41904868733996
2015,PT,SKILL_ICTPST,Y_GE15,KZAKM,21.801952120639584
2015,PT,SKILL_ICTTRFF,Y_GE15,KZAKM,20.452398437322
2015,PT,SKILL_ICTPRGM,Y_GE15,KZAKM,2.41009255835067
2015,PT,SKILL_ICTCMFL,Y_GE15,KZAKT,26.028413025009943
2015,PT,SKILL_ICTCPT,Y_GE15,KZAKT,12.700088555401145
2015,PT,SKILL_ICTATCH,Y_GE15,KZAKT,45.45396510491605
2015,PT,SKILL_ICTSSHT,Y_GE15,KZAKT,28.34984130413788
2015,PT,SKILL_ICTCDV,Y_GE15,KZAKT,12.1052450660237
2015,PT,SKILL_ICTSFWR,Y_GE15,KZAKT,12.78569756611782
2015,PT,SKILL_ICTPST,Y_GE15,KZAKT,12.942019947063184
2015,PT,SKILL_ICTTRFF,Y_GE15,KZAKT,19.21684942471727
2015,PT,SKILL_ICTPRGM,Y_GE15,KZAKT,1.871285297348085
2015,PT,SKILL_ICTCMFL,Y_GE15,KZALM,21.643120045710702
2015,PT,SKILL_ICTCPT,Y_GE15,KZALM,17.249773041705218
2015,PT,SKILL_ICTATCH,Y_GE15,KZALM,48.16649602496687
2015,PT,SKILL_ICTSSHT,Y_GE15,KZALM,30.35955124616781
2015,PT,SKILL_ICTCDV,Y_GE15,KZALM,6.558804676646064
2015,PT,SKILL_ICTSFWR,Y_GE15,KZALM,8.400502353695288
2015,PT,SKILL_ICTPST,Y_GE15,KZALM,8.505497756520882
2015,PT,SKILL_ICTTRFF,Y_GE15,KZALM,16.844873642963424
2015,PT,SKILL_ICTPRGM,Y_GE15,KZALM,1.805369847756666
2015,PT,SKILL_ICTCMFL,Y_GE15,KZATY,18.647869034461223
2015,PT,SKILL_ICTCPT,Y_GE15,KZATY,10.889756793862103
2015,PT,SKILL_ICTATCH,Y_GE15,KZATY,49.46546195288531
2015,PT,SKILL_ICTSSHT,Y_GE15,KZATY,23.47035878729004
2015,PT,SKILL_ICTCDV,Y_GE15,KZATY,3.783399334863181
2015,PT,SKILL_ICTSFWR,Y_GE15,KZATY,3.423075588685735
2015,PT,SKILL_ICTPST,Y_GE15,KZATY,12.238864410223876
2015,PT,SKILL_ICTTRFF,Y_GE15,KZATY,20.99121246214618
2015,PT,SKILL_ICTPRGM,Y_GE15,KZATY,3.226310076674117
2015,PT,SKILL_ICTCMFL,Y_GE15,KZZAP,24.196782962542944
2015,PT,SKILL_ICTCPT,Y_GE15,KZZAP,22.521346853006904
2015,PT,SKILL_ICTATCH,Y_GE15,KZZAP,76.56390714118942
2015,PT,SKILL_ICTSSHT,Y_GE15,KZZAP,46.03874120276175
2015,PT,SKILL_ICTCDV,Y_GE15,KZZAP,12.261724091924886
2015,PT,SKILL_ICTSFWR,Y_GE15,KZZAP,15.785622560955272
2015,PT,SKILL_ICTPST,Y_GE15,KZZAP,21.87718888629465
2015,PT,SKILL_ICTTRFF,Y_GE15,KZZAP,16.853799072746074
2015,PT,SKILL_ICTPRGM,Y_GE15,KZZAP,7.39176478436343
2015,PT,SKILL_ICTCMFL,Y_GE15,KZZHA,11.491325905819552
2015,PT,SKILL_ICTCPT,Y_GE15,KZZHA,6.101514685130181
2015,PT,SKILL_ICTATCH,Y_GE15,KZZHA,20.906838935949352
2015,PT,SKILL_ICTSSHT,Y_GE15,KZZHA,27.02727552558255
2015,PT,SKILL_ICTCDV,Y_GE15,KZZHA,5.929885016116932
2015,PT,SKILL_ICTSFWR,Y_GE15,KZZHA,9.34182420484694
2015,PT,SKILL_ICTPST,Y_GE15,KZZHA,14.0814947771546
2015,PT,SKILL_ICTTRFF,Y_GE15,KZZHA,6.562702794178983
2015,PT,SKILL_ICTPRGM,Y_GE15,KZZHA,0.8692083315011068
2015,PT,SKILL_ICTCMFL,Y_GE15,KZKAR,32.07563938726595
2015,PT,SKILL_ICTCPT,Y_GE15,KZKAR,25.087144522384403
2015,PT,SKILL_ICTATCH,Y_GE15,KZKAR,52.86337347999933
2015,PT,SKILL_ICTSSHT,Y_GE15,KZKAR,30.08389823690213
2015,PT,SKILL_ICTCDV,Y_GE15,KZKAR,16.533041947247394
2015,PT,SKILL_ICTSFWR,Y_GE15,KZKAR,14.12078053051976
2015,PT,SKILL_ICTPST,Y_GE15,KZKAR,19.287519856602124
2015,PT,SKILL_ICTTRFF,Y_GE15,KZKAR,24.87056956873986
2015,PT,SKILL_ICTPRGM,Y_GE15,KZKAR,1.527251023000915
2015,PT,SKILL_ICTCMFL,Y_GE15,KZKUS,27.79827902503506
2015,PT,SKILL_ICTCPT,Y_GE15,KZKUS,21.26899660634922
2015,PT,SKILL_ICTATCH,Y_GE15,KZKUS,45.62998614577023
2015,PT,SKILL_ICTSSHT,Y_GE15,KZKUS,40.38811614956919
2015,PT,SKILL_ICTCDV,Y_GE15,KZKUS,10.457613259387616
2015,PT,SKILL_ICTSFWR,Y_GE15,KZKUS,9.46324392341619
2015,PT,SKILL_ICTPST,Y_GE15,KZKUS,17.970673095255243
2015,PT,SKILL_ICTTRFF,Y_GE15,KZKUS,20.72146501771675
2015,PT,SKILL_ICTPRGM,Y_GE15,KZKUS,2.3595970551641257
2015,PT,SKILL_ICTCMFL,Y_GE15,KZKZY,15.475442515629606
2015,PT,SKILL_ICTCPT,Y_GE15,KZKZY,15.999790571042958
2015,PT,SKILL_ICTATCH,Y_GE15,KZKZY,22.29584555002249
2015,PT,SKILL_ICTSSHT,Y_GE15,KZKZY,27.265711050092307
2015,PT,SKILL_ICTCDV,Y_GE15,KZKZY,10.65721909371558
2015,PT,SKILL_ICTSFWR,Y_GE15,KZKZY,14.58439986968865
2015,PT,SKILL_ICTPST,Y_GE15,KZKZY,10.719853865127751
2015,PT,SKILL_ICTTRFF,Y_GE15,KZKZY,16.523556879353407
2015,PT,SKILL_ICTPRGM,Y_GE15,KZKZY,3.82091497184344
2015,PT,SKILL_ICTCMFL,Y_GE15,KZMAN,16.21092187405297
2015,PT,SKILL_ICTCPT,Y_GE15,KZMAN,11.340323655979152
2015,PT,SKILL_ICTATCH,Y_GE15,KZMAN,54.71434632401964
2015,PT,SKILL_ICTSSHT,Y_GE15,KZMAN,31.9335717316201
2015,PT,SKILL_ICTCDV,Y_GE15,KZMAN,7.135220316382811
2015,PT,SKILL_ICTSFWR,Y_GE15,KZMAN,23.354142675313653
2015,PT,SKILL_ICTPST,Y_GE15,KZMAN,14.64040244863325
2015,PT,SKILL_ICTTRFF,Y_GE15,KZMAN,11.954663919025396
2015,PT,SKILL_ICTPRGM,Y_GE15,KZMAN,2.8285350627310746
2015,PT,SKILL_ICTCMFL,Y_GE15,KZPAV,22.459812001333702
2015,PT,SKILL_ICTCPT,Y_GE15,KZPAV,20.83174759276161
2015,PT,SKILL_ICTATCH,Y_GE15,KZPAV,41.3922072498375
2015,PT,SKILL_ICTSSHT,Y_GE15,KZPAV,35.43465008739816
2015,PT,SKILL_ICTCDV,Y_GE15,KZPAV,11.15732679503026
2015,PT,SKILL_ICTSFWR,Y_GE15,KZPAV,8.912254939932708
2015,PT,SKILL_ICTPST,Y_GE15,KZPAV,19.395824422313307
2015,PT,SKILL_ICTTRFF,Y_GE15,KZPAV,37.71575894947073
2015,PT,SKILL_ICTPRGM,Y_GE15,KZPAV,4.4236268047973
2015,PT,SKILL_ICTCMFL,Y_GE15,KZSEV,33.82910431003738
2015,PT,SKILL_ICTCPT,Y_GE15,KZSEV,16.81064278512335
2015,PT,SKILL_ICTATCH,Y_GE15,KZSEV,41.231326033259805
2015,PT,SKILL_ICTSSHT,Y_GE15,KZSEV,35.19335508385398
2015,PT,SKILL_ICTCDV,Y_GE15,KZSEV,16.849168504893868
2015,PT,SKILL_ICTSFWR,Y_GE15,KZSEV,8.962623447413494
2015,PT,SKILL_ICTPST,Y_GE15,KZSEV,17.06028944923631
2015,PT,SKILL_ICTTRFF,Y_GE15,KZSEV,22.784330819254937
2015,PT,SKILL_ICTPRGM,Y_GE15,KZSEV,1.7726234033840993
2015,PT,SKILL_ICTCMFL,Y_GE15,KZYUZ,36.77773029967153
2015,PT,SKILL_ICTCPT,Y_GE15,KZYUZ,9.289014908575815
2015,PT,SKILL_ICTATCH,Y_GE15,KZYUZ,29.472795720808197
2015,PT,SKILL_ICTSSHT,Y_GE15,KZYUZ,29.571553785442024
2015,PT,SKILL_ICTCDV,Y_GE15,KZYUZ,9.195770430473267
2015,PT,SKILL_ICTSFWR,Y_GE15,KZYUZ,10.421894776444336
2015,PT,SKILL_ICTPST,Y_GE15,KZYUZ,12.487705918267569
2015,PT,SKILL_ICTTRFF,Y_GE15,KZYUZ,10.687763162268906
2015,PT,SKILL_ICTPRGM,Y_GE15,KZYUZ,1.4915873210212784
2015,PT,SKILL_ICTCMFL,Y_GE15,KZVOS,22.66280072810743
2015,PT,SKILL_ICTCPT,Y_GE15,KZVOS,17.09142646188036
2015,PT,SKILL_ICTATCH,Y_GE15,KZVOS,48.510066304562365
2015,PT,SKILL_ICTSSHT,Y_GE15,KZVOS,39.3773804215128
2015,PT,SKILL_ICTCDV,Y_GE15,KZVOS,5.901435014949595
2015,PT,SKILL_ICTSFWR,Y_GE15,KZVOS,4.041233835064659
2015,PT,SKILL_ICTPST,Y_GE15,KZVOS,16.68524705211524
2015,PT,SKILL_ICTTRFF,Y_GE15,KZVOS,13.090856257264626
2015,PT,SKILL_ICTPRGM,Y_GE15,KZVOS,1.4267908445607598
2015,PT,SKILL_ICTCMFL,Y_GE15,KZNS,51.12545499123022
2015,PT,SKILL_ICTCPT,Y_GE15,KZNS,46.82024781698508
2015,PT,SKILL_ICTATCH,Y_GE15,KZNS,76.9573266947048
2015,PT,SKILL_ICTSSHT,Y_GE15,KZNS,58.287126970057024
2015,PT,SKILL_ICTCDV,Y_GE15,KZNS,33.53167493351942
2015,PT,SKILL_ICTSFWR,Y_GE15,KZNS,38.08535918375045
2015,PT,SKILL_ICTPST,Y_GE15,KZNS,39.203113114434615
2015,PT,SKILL_ICTTRFF,Y_GE15,KZNS,45.82665384204339
2015,PT,SKILL_ICTPRGM,Y_GE15,KZNS,13.122921499475073
2015,PT,SKILL_ICTCMFL,Y_GE15,KZALA,14.049945661983552
2015,PT,SKILL_ICTCPT,Y_GE15,KZALA,22.80504999928254
2015,PT,SKILL_ICTATCH,Y_GE15,KZALA,60.14753960935535
2015,PT,SKILL_ICTSSHT,Y_GE15,KZALA,33.83593166475218
2015,PT,SKILL_ICTCDV,Y_GE15,KZALA,8.522874454637385
2015,PT,SKILL_ICTSFWR,Y_GE15,KZALA,9.707284617168094
2015,PT,SKILL_ICTPST,Y_GE15,KZALA,18.369421479489382
2015,PT,SKILL_ICTTRFF,Y_GE15,KZALA,11.448970976173593
2015,PT,SKILL_ICTPRGM,Y_GE15,KZALA,3.8550915740956815
2015,PT,SKILL_ICTCMFL,Y_GE15,KZSHY,22.684877812645496
2015,PT,SKILL_ICTCPT,Y_GE15,KZSHY,8.403605699331202
2015,PT,SKILL_ICTATCH,Y_GE15,KZSHY,34.34305912963676
2015,PT,SKILL_ICTSSHT,Y_GE15,KZSHY,25.162241342506142
2015,PT,SKILL_ICTCDV,Y_GE15,KZSHY,8.79221174323091
2015,PT,SKILL_ICTSFWR,Y_GE15,KZSHY,13.698363047464731
2015,PT,SKILL_ICTPST,Y_GE15,KZSHY,15.641393266963274
2015,PT,SKILL_ICTTRFF,Y_GE15,KZSHY,9.375120809080473
2015,PT,SKILL_ICTPRGM,Y_GE15,KZSHY,2.865969573760352
2016,PT,SKILL_ICTCMFL,Y15T24,,37.093443808248935
2016,PT,SKILL_ICTCPT,Y15T24,,19.76483359324544
2016,PT,SKILL_ICTATCH,Y15T24,,56.07647185925829
2016,PT,SKILL_ICTSSHT,Y15T24,,48.35929072048114
2016,PT,SKILL_ICTCDV,Y15T24,,19.118641289057944
2016,PT,SKILL_ICTSFWR,Y15T24,,16.726149996677318
2016,PT,SKILL_ICTPST,Y15T24,,28.534609031571065
2016,PT,SKILL_ICTTRFF,Y15T24,,25.052436720785952
2016,PT,SKILL_ICTPRGM,Y15T24,,6.9052525856247575
2016,PT,SKILL_ICTCMFL,Y15T24,KZAKM,61.04584583794029
2016,PT,SKILL_ICTCPT,Y15T24,KZAKM,28.79481914389512
2016,PT,SKILL_ICTATCH,Y15T24,KZAKM,61.325225082925286
2016,PT,SKILL_ICTSSHT,Y15T24,KZAKM,65.94534828621072
2016,PT,SKILL_ICTCDV,Y15T24,KZAKM,26.299162849470857
2016,PT,SKILL_ICTSFWR,Y15T24,KZAKM,21.963354920233773
2016,PT,SKILL_ICTPST,Y15T24,KZAKM,47.94463749802559
2016,PT,SKILL_ICTTRFF,Y15T24,KZAKM,47.99794661190965
2016,PT,SKILL_ICTPRGM,Y15T24,KZAKM,3.672405623124309
2016,PT,SKILL_ICTCMFL,Y15T24,KZAKT,48.8047614401405
2016,PT,SKILL_ICTCPT,Y15T24,KZAKT,17.22525774872345
2016,PT,SKILL_ICTATCH,Y15T24,KZAKT,67.81555924155202
2016,PT,SKILL_ICTSSHT,Y15T24,KZAKT,48.73320974404007
2016,PT,SKILL_ICTCDV,Y15T24,KZAKT,19.811688945262954
2016,PT,SKILL_ICTSFWR,Y15T24,KZAKT,20.12879305298078
2016,PT,SKILL_ICTPST,Y15T24,KZAKT,34.54971216704069
2016,PT,SKILL_ICTTRFF,Y15T24,KZAKT,24.313754187400395
2016,PT,SKILL_ICTPRGM,Y15T24,KZAKT,4.70208475623638
2016,PT,SKILL_ICTCMFL,Y15T24,KZALM,25.377429310201016
2016,PT,SKILL_ICTCPT,Y15T24,KZALM,17.91907733604289
2016,PT,SKILL_ICTATCH,Y15T24,KZALM,56.79145277110078
2016,PT,SKILL_ICTSSHT,Y15T24,KZALM,45.641459216402914
2016,PT,SKILL_ICTCDV,Y15T24,KZALM,22.067197961767985
2016,PT,SKILL_ICTSFWR,Y15T24,KZALM,8.032362999416131
2016,PT,SKILL_ICTPST,Y15T24,KZALM,30.237945389334165
2016,PT,SKILL_ICTTRFF,Y15T24,KZALM,10.744318655737455
2016,PT,SKILL_ICTPRGM,Y15T24,KZALM,1.9388985357790096
2016,PT,SKILL_ICTCMFL,Y15T24,KZATY,32.13580004391084
2016,PT,SKILL_ICTCPT,Y15T24,KZATY,9.240920278718264
